SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
DPABHUSHAN,EQ,D. P. ABHUSHAN LIMITED,913.0,941.65,912.85,927.45,18140,16789245.4,20260615,927.3166666666666,927.25,927.3833333333332,927.3833333333332,927.25,0.133333333333212,0.0143763365500255,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0588235294117647,17,10003524.6,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CARERATING,EQ,CARE RATINGS LIMITED,1632.0,1670.0,1631.5,1651.3,43105,71188139.3,20260615,1650.9333333333334,1650.75,1651.1166666666668,1651.1166666666668,1650.75,0.3666666666667879,0.022204727588372,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1764705882352941,17,55544716.6,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
APTECHT,EQ,APTECH LIMITED,117.6,120.5,113.78,117.18,2177468,255664380.09,20260615,117.15333333333336,117.14,117.1666666666667,117.1666666666667,117.14,0.0266666666666992,0.0227570120043516,Narrow,Bullish,Above CPR,Cash Only,Information Technology,True,False,0.1176470588235294,17,55707644.48,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
IMAGICAA,EQ,IMAGICAAWORLD ENT LTD,43.51,44.69,42.76,43.74,589168,25921250.47,20260615,43.73,43.725,43.735,43.735,43.725,0.0100000000000051,0.0228623685413925,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1176470588235294,17,18488363.24,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MADRASFERT,EQ,MADRAS FERTILISERS LTD,69.0,70.55,67.5,69.05,131528,9169456.24,20260615,69.03333333333335,69.025,69.04166666666669,69.04166666666669,69.025,0.0166666666666799,0.0241370987207529,Narrow,Bullish,Above CPR,Cash Only,Chemicals & Fertilizers,True,False,0.0588235294117647,17,4957281.42,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ABREL,EQ,ADITYA BIRLA REAL EST LTD,1229.0,1261.0,1218.1,1240.0,345582,430673955.3,20260615,1239.7,1239.55,1239.85,1239.85,1239.55,0.3000000000001819,0.0241935483871114,Narrow,Bullish,Above CPR,Cash Only,Realty,True,False,0.0588235294117647,17,161665983.2,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TDPOWERSYS,EQ,TD POWER SYSTEMS LTD.,1222.6,1223.2,1169.0,1196.6,1000632,1195897387.6,20260615,1196.2666666666669,1196.1,1196.4333333333334,1196.4333333333334,1196.1,0.3333333333334849,0.0278567051089323,Narrow,Bullish,Above CPR,Cash Only,Power & Utilities,True,False,0.0588235294117647,17,1489198458.9,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ELCIDIN,EQ,ELCID INVESTMENTS LTD.,117000.0,118800.0,117000.0,117950.0,19,2234605.0,20260615,117916.66666666669,117900.0,117933.33333333334,117933.33333333334,117900.0,33.333333333343035,0.0282605623851996,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1764705882352941,17,1279325.0,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NAZARA,EQ,NAZARA TECHNOLOGIES LTD,288.9,295.0,286.65,290.95,1750641,511478531.8,20260615,290.8666666666666,290.825,290.90833333333325,290.90833333333325,290.825,0.0833333333332575,0.0286418055793976,Narrow,Bullish,Above CPR,Cash Only,Gaming & Tech,True,False,0.0588235294117647,17,449211900.85,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ITC,EQ,ITC LTD,287.0,288.85,286.7,287.9,11194950,3222030354.4,20260615,287.81666666666666,287.775,287.8583333333333,287.8583333333333,287.775,0.0833333333333712,0.028945235614231,Narrow,Bullish,Above CPR,Cash Only,Fast Moving Consumer Goods,True,False,0.1176470588235294,17,5670567934.7,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INOXGREEN,EQ,INOX GREEN ENERGY SER LTD,192.7,199.0,191.29,195.23,1976935,387326874.23,20260615,195.1733333333333,195.145,195.20166666666665,195.20166666666665,195.145,0.0566666666666719,0.0290255937441335,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0588235294117647,17,267361787.39,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CAMS,EQ,COMPUTER AGE MNGT SER LTD,768.0,786.0,768.0,777.35,1322586,1032383297.15,20260615,777.1166666666667,777.0,777.2333333333333,777.2333333333333,777.0,0.2333333333333485,0.0300165090799959,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.0588235294117647,17,789099878.5,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GLOSTERLTD,EQ,GLOSTER LIMITED,672.85,688.15,672.85,680.85,4345,2947627.6,20260615,680.6166666666667,680.5,680.7333333333333,680.7333333333333,680.5,0.2333333333333485,0.0342708868815963,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0588235294117647,17,1993210.35,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
REMSONSIND,EQ,REMSONS INDUSTRIES LTD,90.65,91.8,89.66,90.78,107823,9784750.84,20260615,90.74666666666668,90.73,90.76333333333336,90.76333333333336,90.73,0.0333333333333598,0.0367188073731657,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0588235294117647,17,14888057.89,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RPSGVENT,EQ,RPSG VENTURES LIMITED,888.0,896.85,878.55,888.2,11463,10186110.45,20260615,887.8666666666668,887.7,888.0333333333335,888.0333333333335,887.7,0.3333333333334849,0.0375290850409237,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0588235294117647,17,21416338.0,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LGHL,EQ,LAXMI GOLDORNA HOUSE LTD,230.0,233.38,225.9,229.77,19511,4497853.0,20260615,229.6833333333333,229.64,229.72666666666663,229.72666666666663,229.64,0.0866666666666446,0.0377188782985788,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0588235294117647,17,5833225.25,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ADVANIHOTR,EQ,ADVANI HOT.& RES.(I) LTD,52.7,52.92,52.5,52.74,23555,1242718.57,20260615,52.72,52.71,52.73,52.73,52.71,0.019999999999996,0.0379218809252863,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0588235294117647,17,1232154.55,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BSOFT,EQ,BIRLASOFT LIMITED,322.4,327.1,320.3,323.9,995909,322859478.15,20260615,323.7666666666667,323.70000000000005,323.83333333333337,323.83333333333337,323.70000000000005,0.1333333333333257,0.041164968611709,Narrow,Bullish,Above CPR,Cash Only,Information Technology,True,False,0.0588235294117647,17,281967692.15,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BLIL,EQ,BALMER LAWRIE INVSTS. L,71.0,72.9,70.71,71.85,71603,5146176.44,20260615,71.82000000000001,71.805,71.83500000000001,71.83500000000001,71.805,0.0300000000000011,0.041753653444678,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1764705882352941,17,4254682.69,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RGL,EQ,RENAISSANCE GLOBAL LTD,106.0,107.44,104.12,105.85,552905,58493130.81,20260615,105.80333333333331,105.78,105.82666666666664,105.82666666666664,105.78,0.0466666666666526,0.0440875452684484,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1176470588235294,17,37158109.22,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BIL,EQ,BHARTIYA INTERNATIONAL,697.0,718.05,697.0,708.0,5866,4119435.7,20260615,707.6833333333334,707.525,707.8416666666668,707.8416666666668,707.525,0.3166666666668334,0.0447269303201742,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0588235294117647,17,2342042.7,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
APOLLOHOSP,EQ,APOLLO HOSPITALS ENTER. L,8526.0,8534.0,8391.0,8468.5,358223,3028500728.5,20260615,8464.5,8462.5,8466.5,8466.5,8462.5,4.0,0.0472338666824112,Narrow,Bullish,Above CPR,Cash Only,Healthcare,True,False,0.1764705882352941,17,3067522616.0,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BEL,EQ,BHARAT ELECTRONICS LTD,412.0,412.5,406.0,409.55,11500111,4704311897.5,20260615,409.35,409.25,409.44999999999993,409.44999999999993,409.25,0.1999999999999318,0.0488340861921454,Narrow,Bullish,Above CPR,Cash Only,Capital Goods,True,False,0.1176470588235294,17,4530673606.35,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GUJGASLTD,EQ,GUJARAT GAS LIMITED,400.0,405.8,393.0,399.7,1599048,638967355.65,20260615,399.5,399.4,399.6,399.6,399.4,0.2000000000000454,0.0500375281461209,Narrow,Bullish,Above CPR,Cash Only,Energy & Gas,True,False,0.1764705882352941,17,156327950.7,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TEXINFRA,EQ,TEXMACO INFRA & HOLDG LTD,100.0,102.18,99.98,101.16,104976,10599775.88,20260615,101.10666666666668,101.08,101.13333333333335,101.13333333333335,101.08,0.0533333333333416,0.0527217609068225,Narrow,Bullish,Above CPR,Cash Only,Real Estate & Infra,True,False,0.0588235294117647,17,7068411.32,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PRADPME,EQ,PRADEEP METALS LTD.,490.0,505.0,490.0,497.9,20300,10176782.25,20260615,497.6333333333334,497.5,497.7666666666668,497.7666666666668,497.5,0.2666666666667652,0.0535582781013788,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0588235294117647,17,10204924.3,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MOTHERSON,EQ,SAMVRDHNA MTHRSN INTL LTD,146.1,149.9,146.1,148.12,21819103,3236349984.51,20260615,148.04,148.0,148.07999999999998,148.07999999999998,148.0,0.079999999999984,0.0540102619497597,Narrow,Bullish,Above CPR,Cash Only,Automobile and Auto Components,True,False,0.1176470588235294,17,2715049260.98,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DELTAMAGNT,EQ,DELTA MANUFACTURING LTD,60.4,61.5,57.2,59.4,5633,330152.34,20260615,59.36666666666667,59.35,59.38333333333333,59.38333333333333,59.35,0.0333333333333314,0.0561167227833862,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1176470588235294,17,287184.9,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MAITHANALL,EQ,MAITHAN ALLOYS LTD,1035.0,1089.0,1035.0,1062.9,192412,204870226.8,20260615,1062.3,1062.0,1062.6,1062.6,1062.0,0.599999999999909,0.0564493367202849,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0588235294117647,17,49192855.8,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TARMAT,EQ,TARMAT LIMITED,53.3,53.3,50.75,52.07,13003,675694.76,20260615,52.04,52.025,52.055,52.055,52.025,0.0300000000000011,0.0576147493758424,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1176470588235294,17,292149.82,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ISGEC,EQ,ISGEC HEAVY ENG LTD,929.9,933.8,915.15,925.3,87688,81102998.4,20260615,924.75,924.475,925.025,925.025,924.475,0.5500000000001819,0.059440181562756,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1176470588235294,17,52063572.4,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AVROIND,EQ,AVRO INDIA LIMITED,11.2,11.2,10.42,10.82,594776,6395516.44,20260615,10.813333333333333,10.81,10.816666666666666,10.816666666666666,10.81,0.0066666666666677,0.0616142945163374,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0588235294117647,17,3062895.27,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INDIGO,EQ,INTERGLOBE AVIATION LTD,4820.0,4941.5,4810.1,4880.4,2365057,11593945397.5,20260615,4877.333333333333,4875.8,4878.866666666666,4878.866666666666,4875.8,3.0666666666656965,0.0628363795317124,Narrow,Bullish,Above CPR,Cash Only,Services,True,False,0.1176470588235294,17,4489370872.2,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BPL,EQ,BPL LTD,52.8,52.84,52.0,52.47,37285,1954801.07,20260615,52.43666666666667,52.42,52.45333333333333,52.45333333333333,52.42,0.0333333333333314,0.0635283654151542,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1764705882352941,17,1992157.18,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PETRONET,EQ,PETRONET LNG LIMITED,280.5,291.0,280.25,285.9,4766702,1369286030.55,20260615,285.71666666666664,285.625,285.8083333333333,285.8083333333333,285.625,0.1833333333332802,0.0641249854261211,Narrow,Bullish,Above CPR,Cash Only,Oil Gas & Consumable Fuels,True,False,0.2352941176470588,17,704627492.7,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
