SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
BBTC,EQ,BOMBAY BURMAH TRADING COR,1517.0,1523.0,1479.2,1505.3,38088,57099925.7,20260601,1502.5,1501.1,1503.9,1503.9,1501.1,2.800000000000182,0.1860094333355598,Narrow,Bullish,Above CPR,Cash Only,Fast Moving Consumer Goods,True,False,0.2857142857142857,7,36340966.5,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
HUBTOWN,EQ,HUBTOWN LIMITED,205.7,211.48,204.0,208.33,669789,138306470.09,20260601,207.9366666666667,207.74,208.13333333333335,208.13333333333335,207.74,0.3933333333333735,0.1888030208483528,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2857142857142857,7,106842068.43,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CREST,EQ,CREST VENTURES LIMITED,340.0,349.95,336.3,344.1,7004,2408176.75,20260601,343.45,343.125,343.775,343.775,343.125,0.6499999999999773,0.1888985759953435,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.4285714285714285,7,2408176.75,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TVVISION,EQ,TV VISION LIMITED,5.22,5.35,5.12,5.25,14272,74267.31,20260601,5.239999999999999,5.234999999999999,5.244999999999999,5.244999999999999,5.234999999999999,0.0099999999999997,0.1904761904761864,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.4285714285714285,7,74267.31,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RATNAVEER,EQ,RATNAVEER PRECISION ENG L,164.5,169.8,163.07,166.93,729019,121685024.77,20260601,166.6,166.435,166.765,166.765,166.435,0.3299999999999841,0.1976876535074486,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2857142857142857,7,222633674.96,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PTC,EQ,PTC INDIA LIMITED,185.0,190.79,180.97,186.44,2326093,433676092.12,20260601,186.0666666666667,185.88,186.2533333333334,186.2533333333334,185.88,0.3733333333333917,0.2002431523993733,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1428571428571428,7,247110997.96,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
EMAMILTD,EQ,EMAMI LIMITED,400.0,400.8,392.0,397.6,423618,167920238.4,20260601,396.8,396.4,397.2000000000001,397.2000000000001,396.4,0.8000000000000682,0.2012072434607817,Narrow,Bullish,Above CPR,Cash Only,Fast Moving Consumer Goods,True,False,0.4285714285714285,7,167920238.4,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MEDICAMEQ,EQ,MEDICAMEN BIOTECH LIMITED,262.25,276.3,262.25,270.1,31036,8351206.05,20260601,269.55,269.275,269.82500000000005,269.82500000000005,269.275,0.5500000000000682,0.2036282858200918,Narrow,Bullish,Above CPR,Cash Only,Healthcare & Pharma,True,False,0.4285714285714285,7,3625074.75,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WIPL,EQ,THE WESTERN INDIA PLY LTD,153.26,155.9,150.19,153.52,1622,248307.29,20260601,153.20333333333335,153.04500000000002,153.36166666666668,153.36166666666668,153.04500000000002,0.3166666666666629,0.2062706270627037,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2857142857142857,7,248307.29,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
EMUDHRA,EQ,EMUDHRA LIMITED,465.0,474.95,462.5,470.2,44952,21107659.45,20260601,469.2166666666667,468.725,469.70833333333337,469.70833333333337,468.725,0.9833333333333484,0.2091308662980324,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.4285714285714285,7,24294222.1,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LEXUS,EQ,LEXUS GRANITO (INDIA) LTD,18.0,18.0,16.91,17.51,25848,452141.15,20260601,17.473333333333333,17.455,17.491666666666667,17.491666666666667,17.455,0.0366666666666688,0.2094041500095308,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2857142857142857,7,509065.82,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TEMBO,EQ,TEMBO GLOBAL IND LTD,609.0,609.0,584.4,598.6,155894,93057983.65,20260601,597.3333333333334,596.7,597.9666666666667,597.9666666666667,596.7,1.2666666666666515,0.2116048557745826,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2857142857142857,7,132787020.4,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TCI,EQ,TRANSPORT CORPN OF INDIA,905.8,926.95,905.8,919.3,108865,100028367.3,20260601,917.35,916.375,918.325,918.325,916.375,1.9500000000000453,0.2121179158055091,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.4285714285714285,7,46884607.0,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ADFFOODS,EQ,ADF FOODS LIMITED,265.0,269.9,262.0,266.8,144924,38512724.45,20260601,266.2333333333333,265.95,266.5166666666667,266.5166666666667,265.95,0.5666666666667197,0.2123938030984706,Narrow,Bullish,Above CPR,Cash Only,FMCG & Food Products,True,False,0.1428571428571428,7,57429493.75,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
HBESD,EQ,H B ESTATE DEVELOPERS L,74.0,74.0,71.1,72.8,187,13443.29,20260601,72.63333333333333,72.55,72.71666666666665,72.71666666666665,72.55,0.1666666666666572,0.2289377289377159,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1428571428571428,7,56996.27,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ANANDRATHI,EQ,ANAND RATHI WEALTH LTD,3497.9,3520.0,3460.2,3502.4,1106501,3869107979.0,20260601,3494.2000000000003,3490.1,3498.3000000000006,3498.3000000000006,3490.1,8.200000000000728,0.2341251713111217,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.2857142857142857,7,842041705.9,Inside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AEGISLOG,EQ,AEGIS LOGISTICS LIMITED,754.0,792.3,750.75,774.25,2987596,2315843869.75,20260601,772.4333333333334,771.525,773.3416666666668,773.3416666666668,771.525,1.8166666666668332,0.23463566892694,Narrow,Bullish,Above CPR,Cash Only,Oil Gas & Consumable Fuels,True,False,0.5714285714285714,7,318723720.8,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MAPMYINDIA,EQ,C.E. INFO SYSTEMS LIMITED,808.1,866.8,808.1,840.5,380967,323622560.55,20260601,838.4666666666667,837.45,839.4833333333333,839.4833333333333,837.45,2.033333333333303,0.2419194923656517,Narrow,Bullish,Above CPR,Cash Only,Information Technology,True,False,0.2857142857142857,7,323622560.55,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VESUVIUS,EQ,VESUVIUS INDIA LTD,467.85,480.0,465.0,474.25,54935,25988568.9,20260601,473.0833333333333,472.5,473.6666666666666,473.6666666666666,472.5,1.1666666666666288,0.2460024600245922,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.5714285714285714,7,23273478.65,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SURANASOL,EQ,SURANA SOLAR LIMITED,26.82,27.41,26.55,27.08,59892,1620695.31,20260601,27.01333333333333,26.98,27.046666666666663,27.046666666666663,26.98,0.0666666666666628,0.2461841457410002,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.4285714285714285,7,1813866.81,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NEXTMEDIA,EQ,NEXT MEDIAWORKS LIMITED,4.0,4.14,3.95,4.06,2263,9040.09,20260601,4.05,4.045,4.055,4.055,4.045,0.0099999999999997,0.2463054187192065,Narrow,Bullish,Above CPR,Cash Only,Media & Entertainment,True,False,0.1428571428571428,7,65011.41,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SAREGAMA,EQ,SAREGAMA INDIA LIMITED,444.0,477.5,438.6,459.75,18131508,8278259016.5,20260601,458.6166666666666,458.05,459.1833333333332,459.1833333333332,458.05,1.133333333333212,0.2465107848468107,Narrow,Bullish,Above CPR,Cash Only,Media Entertainment & Publication,True,False,0.1428571428571428,7,675805873.1,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
REPCOHOME,EQ,REPCO HOME FINANCE LTD,384.0,384.05,374.0,380.45,141070,53390224.55,20260601,379.5,379.025,379.975,379.975,379.025,0.9500000000000456,0.2497042975423959,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.5714285714285714,7,54957068.35,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PIRAMALFIN,EQ,PIRAMAL FINANCE LIMITED,1905.0,1952.7,1901.9,1934.6,115924,224086527.9,20260601,1929.7333333333336,1927.3,1932.166666666667,1932.166666666667,1927.3,4.866666666666788,0.2515593232020463,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,0.2857142857142857,7,650737565.0,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INDIAGLYCO,EQ,INDIA GLYCOLS LTD,985.0,1012.0,972.5,996.15,85095,84906110.55,20260601,993.55,992.25,994.85,994.85,992.25,2.6000000000001364,0.2610048687446806,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.4285714285714285,7,70159942.8,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
THOMASCOOK,EQ,THOMAS COOK (INDIA) LTD,92.5,95.55,91.57,93.93,2094710,196965491.83,20260601,93.68333333333334,93.56,93.80666666666669,93.80666666666669,93.56,0.2466666666666697,0.2626069058518787,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.4285714285714285,7,112089698.35,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NITTAGELA,EQ,NITTA GELATIN INDIA LTD.,1630.0,1674.0,1610.4,1648.8,10600,17460509.4,20260601,1644.4,1642.2,1646.5999999999997,1646.5999999999997,1642.2,4.399999999999636,0.2668607472100701,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.2857142857142857,7,27892954.05,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GMMPFAUDLR,EQ,GMM PFAUDLER LIMITED,778.35,798.0,766.1,785.2,200008,157307400.05,20260601,783.1,782.05,784.1500000000001,784.1500000000001,782.05,2.1000000000001364,0.2674477840040927,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.1428571428571428,7,205539596.15,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ANUHPHR,EQ,ANUH PHARMA LIMITED,76.48,78.1,75.0,76.86,41510,3204406.46,20260601,76.65333333333332,76.55,76.75666666666665,76.75666666666665,76.55,0.2066666666666492,0.2688871541330331,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5714285714285714,7,3204406.46,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AJAXENGG,EQ,AJAX ENGINEERING LIMITED,592.95,594.8,577.1,588.35,35289,20651624.65,20260601,586.75,585.95,587.55,587.55,585.95,1.599999999999909,0.271946970340768,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5714285714285714,7,21473994.3,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DATAMATICS,EQ,DATAMATICS GLOBAL SER LTD,767.0,827.7,767.0,800.65,440628,356634134.95,20260601,798.4499999999999,797.35,799.5499999999998,799.5499999999998,797.35,2.199999999999818,0.2747767438955621,Moderate,Bullish,Above CPR,Cash Only,Information Technology,False,False,0.4285714285714285,7,149650480.05,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NPST,EQ,NETWORK PEOPLE SRV TECH L,1200.0,1245.5,1150.4,1203.0,98356,117806144.4,20260601,1199.6333333333334,1197.95,1201.3166666666668,1201.3166666666668,1197.95,3.366666666666788,0.2798559157661502,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.4285714285714285,7,31841003.8,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SPLPETRO,EQ,SUPREME PETROCHEM LIMITED,664.0,678.0,661.2,672.45,55606,37302140.15,20260601,670.5500000000001,669.6,671.5000000000001,671.5000000000001,669.6,1.900000000000091,0.2825488883932026,Moderate,Bullish,Above CPR,Cash Only,Chemicals,False,False,0.2857142857142857,7,26142230.8,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AARON,EQ,AARON INDUSTRIES LIMITED,119.0,119.95,115.5,118.23,14698,1735219.9,20260601,117.89333333333332,117.725,118.06166666666668,118.06166666666668,117.725,0.3366666666666731,0.2847557021624571,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.1428571428571428,7,2066407.41,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VARDHACRLC,EQ,VARDHAMAN ACRYLICS LTD,43.2,45.5,42.92,44.4,190502,8445952.03,20260601,44.27333333333333,44.21,44.336666666666666,44.336666666666666,44.21,0.1266666666666651,0.2852852852852818,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.2857142857142857,7,1661120.12,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TRANSWORLD,EQ,TRANSWORLD SHIP LINES LTD,161.0,166.43,161.0,164.42,35597,5868335.33,20260601,163.95000000000002,163.715,164.18500000000003,164.18500000000003,163.715,0.4700000000000273,0.2858533025179585,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.1428571428571428,7,5868335.33,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
EUREKAFORB,EQ,EUREKA FORBES LIMITED,443.8,450.9,438.0,446.4,135152,60234332.1,20260601,445.1,444.45,445.75,445.75,444.45,1.2999999999999543,0.2912186379928214,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.2857142857142857,7,84214594.9,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LTM,EQ,LTM LIMITED,4081.8,4273.4,4081.8,4196.1,642808,2711610229.3,20260601,4183.766666666667,4177.6,4189.933333333334,4189.933333333334,4177.6,12.33333333333394,0.2939237228219999,Moderate,Bullish,Above CPR,Cash Only,Information Technology,False,False,0.4285714285714285,7,2025458242.4,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RHETAN,EQ,RHETAN TMT LIMITED,30.03,30.7,29.97,30.47,4951827,150941851.34,20260601,30.38,30.335,30.425,30.425,30.335,0.0899999999999963,0.2953724975385504,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.1428571428571428,7,136861679.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
OIL,EQ,OIL INDIA LTD,479.75,484.95,476.25,482.75,2081113,1000825398.7,20260601,481.31666666666666,480.6,482.0333333333333,482.0333333333333,480.6,1.4333333333332805,0.2969100638701771,Moderate,Bullish,Above CPR,Cash Only,Oil Gas & Consumable Fuels,False,False,0.4285714285714285,7,1384676425.7,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TCIFINANCE,EQ,TCI FINANCE LTD,12.88,13.44,12.88,13.22,11075,145444.12,20260601,13.18,13.16,13.2,13.2,13.16,0.0399999999999991,0.3025718608169375,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,0.4285714285714285,7,170683.27,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AEPL,EQ,ARTEMIS ELECTRICALS & P L,16.0,16.75,16.0,16.45,5391,88573.53,20260601,16.400000000000002,16.375,16.425000000000004,16.425000000000004,16.375,0.0500000000000042,0.3039513677811809,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.2857142857142857,7,359465.46,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MAZDA,EQ,MAZDA LIMITED,224.5,239.7,223.52,232.69,113098,26258601.67,20260601,231.97000000000003,231.61,232.33000000000004,232.33000000000004,231.61,0.7200000000000273,0.3094245562766028,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.2857142857142857,7,16921362.35,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SASKEN,EQ,SASKEN TECHNOLOGIES LTD,2230.1,2309.0,2210.1,2270.1,98347,222816306.5,20260601,2263.066666666667,2259.55,2266.583333333334,2266.583333333334,2259.55,7.033333333333758,0.3098248241634183,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.1428571428571428,7,504386711.9,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
FSL,EQ,FIRSTSOURCE SOLU. LTD.,261.75,272.0,260.0,267.25,2211736,593054450.7,20260601,266.4166666666667,266.0,266.83333333333337,266.83333333333337,266.0,0.8333333333333712,0.3118178983473793,Moderate,Bullish,Above CPR,Cash Only,Services,False,False,0.5714285714285714,7,697248538.34,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PNC,EQ,PRITISH NANDY COMMUNICATI,18.44,19.44,18.44,19.03,4149,78744.69,20260601,18.97,18.94,19.000000000000004,19.000000000000004,18.94,0.0600000000000022,0.3152916447714255,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.1428571428571428,7,140284.28,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
FIBERWEB,EQ,FIBERWEB INDIA LIMITED,28.44,28.89,27.9,28.53,36414,1039401.51,20260601,28.44,28.395,28.485,28.485,28.395,0.0899999999999963,0.3154574132491984,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.2857142857142857,7,1449639.83,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JUBLPHARMA,EQ,JUBILANT PHARMOVA LTD,983.0,997.75,968.0,987.55,103936,102436022.85,20260601,984.4333333333334,982.875,985.9916666666668,985.9916666666668,982.875,3.116666666666788,0.3155958348100641,Moderate,Bullish,Above CPR,Cash Only,Healthcare,False,False,0.5714285714285714,7,114521547.2,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KPIL,EQ,KALPATARU PROJECT INT LTD,1320.0,1320.0,1271.1,1301.8,383049,497320200.0,20260601,1297.6333333333332,1295.55,1299.7166666666665,1299.7166666666665,1295.55,4.166666666666515,0.3200696471552093,Moderate,Bullish,Above CPR,Cash Only,Construction,False,False,0.2857142857142857,7,279852812.4,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TCC,EQ,TCC CONCEPT LIMITED,369.2,387.4,368.95,380.0,20947,7974890.1,20260601,378.7833333333333,378.175,379.39166666666665,379.39166666666665,378.175,1.216666666666697,0.3201754385964992,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.1428571428571428,7,7974890.1,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GHCLTEXTIL,EQ,GHCL TEXTILES LIMITED,100.11,101.8,96.14,99.45,1224624,122896886.66,20260601,99.13,98.97,99.29,99.29,98.97,0.3199999999999932,0.3217697335344325,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.2857142857142857,7,96203583.62,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BERGEPAINT,EQ,BERGER PAINTS (I) LTD,502.0,518.85,501.95,512.9,594208,305272029.3,20260601,511.2333333333333,510.4,512.0666666666666,512.0666666666666,510.4,1.6666666666666288,0.3249496328069075,Moderate,Bullish,Above CPR,Cash Only,Consumer Durables,False,False,0.4285714285714285,7,194406847.1,Inside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DOLATALGO,EQ,DOLAT ALGOTECH LIMITED,73.5,74.95,71.17,73.42,206558,15053198.05,20260601,73.18,73.06,73.30000000000001,73.30000000000001,73.06,0.2400000000000091,0.326886406973589,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.4285714285714285,7,15053198.05,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ABINFRA,EQ,A B INFRABUILD LIMITED,11.31,11.94,10.37,11.21,3946828,44920757.88,20260601,11.173333333333332,11.155,11.191666666666665,11.191666666666665,11.155,0.0366666666666652,0.3270889087124468,Moderate,Bullish,Above CPR,Cash Only,Real Estate & Infra,False,False,0.4285714285714285,7,17551102.85,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
