SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
CINELINE,EQ,CINELINE INDIA LIMITED,79.42,81.45,79.22,80.91,11892,960076.7,20260601,80.52666666666667,80.33500000000001,80.71833333333333,80.71833333333333,80.33500000000001,0.3833333333333257,0.4737774481934566,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.7142857142857143,7,429333.14,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NIRLON,EQ,NIRLON LTD,611.25,614.95,582.15,602.85,34675,20857839.1,20260601,599.9833333333332,598.55,601.4166666666665,601.4166666666665,598.55,2.866666666666561,0.4755190622321573,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.7142857142857143,7,8780558.6,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LAURUSLABS,EQ,LAURUS LABS LIMITED,1372.4,1398.8,1358.0,1388.4,2996514,4140847866.1,20260601,1381.7333333333336,1378.4,1385.066666666667,1385.066666666667,1378.4,6.66666666666697,0.480169019494884,Moderate,Bullish,Above CPR,Cash Only,Healthcare,False,False,0.8571428571428571,7,2400626722.2,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LOTUSEYE,EQ,LOTUS EYE HOSP & INST L,106.3,108.5,106.3,108.18,6582,706428.35,20260601,107.66,107.4,107.92000000000002,107.92000000000002,107.4,0.5200000000000102,0.4806803475688761,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.8571428571428571,7,458351.88,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
APEX,EQ,APEX FROZEN FOODS LIMITED,426.3,438.95,421.1,433.15,575538,247936160.3,20260601,431.0666666666666,430.025,432.1083333333332,432.1083333333332,430.025,2.083333333333257,0.4809727192273479,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.4285714285714285,7,170984248.65,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CLSEL,EQ,CHAMAN LAL SETIA EXP LTD,283.0,291.55,281.35,288.55,70693,20282011.5,20260601,287.15000000000003,286.45000000000005,287.85,287.85,286.45000000000005,1.3999999999999773,0.4851845434066807,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5714285714285714,7,45515977.35,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PERSISTENT,EQ,PERSISTENT SYSTEMS LTD,5238.0,5498.0,5226.5,5402.0,1017776,5520688046.5,20260601,5375.5,5362.25,5388.75,5388.75,5362.25,26.5,0.4905590522028878,Moderate,Bullish,Above CPR,Cash Only,Information Technology,False,False,1.0,7,2289488322.5,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
STEL,EQ,STEL HOLDINGS LIMITED,430.0,446.7,430.0,441.6,1975,869952.25,20260601,439.4333333333334,438.35,440.5166666666668,440.5166666666668,438.35,2.1666666666667425,0.4906400966183746,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5714285714285714,7,1288634.4,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JKCEMENT,EQ,JK CEMENT LIMITED,5171.5,5249.0,5055.5,5190.5,99896,514213212.5,20260601,5165.0,5152.25,5177.75,5177.75,5152.25,25.5,0.4912821500818803,Moderate,Bullish,Above CPR,Cash Only,Construction Materials,False,False,0.4285714285714285,7,450007791.5,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MAMATA,EQ,MAMATA MACHINERY LIMITED,373.6,393.0,371.1,384.9,335822,128919089.8,20260601,383.0,382.05,383.95,383.95,382.05,1.8999999999999773,0.4936347103143615,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.8571428571428571,7,36807053.55,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TTL,EQ,T T LIMITED,7.39,7.52,7.17,7.4,66321,483228.1,20260601,7.363333333333333,7.345,7.381666666666667,7.381666666666667,7.345,0.036666666666667,0.4954954954955009,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.7142857142857143,7,492215.96,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DCBBANK,EQ,DCB BANK LIMITED,175.33,177.66,169.44,174.85,1637710,283141841.07,20260601,173.98333333333335,173.55,174.41666666666669,174.41666666666669,173.55,0.8666666666666742,0.495662949194552,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,0.7142857142857143,7,129118105.45,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BRIGADE,EQ,BRIGADE ENTER. LTD,653.1,662.15,648.0,660.0,212878,140128285.0,20260601,656.7166666666667,655.075,658.3583333333333,658.3583333333333,655.075,3.283333333333303,0.4974747474747428,Moderate,Bullish,Above CPR,Cash Only,Realty,False,False,0.5714285714285714,7,140128285.0,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TFCILTD,EQ,TOURISM FINANCE CORP. OF,73.06,74.8,71.2,73.55,8825660,648725651.83,20260601,73.18333333333334,73.0,73.36666666666667,73.36666666666667,73.0,0.3666666666666742,0.4985270790845333,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.7142857142857143,7,555563826.66,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GOCLCORP,EQ,GOCL CORPORATION LIMITED,380.0,395.0,380.0,390.45,350491,136376526.2,20260601,388.48333333333335,387.5,389.4666666666667,389.4666666666667,387.5,1.966666666666697,0.5036923208264047,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.4285714285714285,7,85941969.6,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
UMIYA-MRO,EQ,UMIYA BUILDCON LIMITED,81.56,92.0,81.0,87.16,16945,1430207.46,20260601,86.71999999999998,86.5,86.93999999999997,86.93999999999997,86.5,0.4399999999999693,0.504818724185371,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.8571428571428571,7,491422.35,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AMAGI,EQ,AMAGI MEDIA LABS LIMITED,403.7,411.8,400.15,409.1,234660,95951831.5,20260601,407.0166666666667,405.975,408.0583333333334,408.0583333333334,405.975,2.0833333333333712,0.509247942638321,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.4285714285714285,7,46542450.3,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TATASTEEL,EQ,TATA STEEL LIMITED,210.0,211.4,206.5,210.57,23733470,4966146510.54,20260601,209.49,208.95,210.03000000000003,210.03000000000003,208.95,1.080000000000041,0.5128935745832934,Moderate,Bullish,Above CPR,Cash Only,Metals & Mining,False,False,0.8571428571428571,7,4966146510.54,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GOKUL,EQ,GOKUL REFOILS & SOLV LTD,41.29,42.8,40.55,42.0,145931,6053346.46,20260601,41.78333333333333,41.675,41.891666666666666,41.891666666666666,41.675,0.2166666666666685,0.5158730158730204,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5714285714285714,7,6893783.52,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KSCL,EQ,KAVERI SEED CO. LTD.,867.0,879.4,850.0,871.55,92153,79976124.05,20260601,866.9833333333332,864.7,869.2666666666664,869.2666666666664,864.7,4.566666666666379,0.5239707035358131,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5714285714285714,7,119559305.75,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ASHIKA,EQ,ASHIKA CREDIT CAPITAL L,353.25,358.0,339.95,351.75,97144,33998637.35,20260601,349.90000000000003,348.975,350.82500000000005,350.82500000000005,348.975,1.8500000000000227,0.5259417199715771,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.4285714285714285,7,52562134.05,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PVRINOX,EQ,PVR INOX LIMITED,962.55,987.75,960.0,981.65,206261,201927025.9,20260601,976.4666666666668,973.875,979.0583333333334,979.0583333333334,973.875,5.183333333333394,0.5280225470721126,Moderate,Bullish,Above CPR,Cash Only,Media Entertainment & Publication,False,False,0.5714285714285714,7,201927025.9,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VRLLOG,EQ,VRL LOGISTICS LIMITED,234.85,237.99,232.2,237.01,89867,21173695.12,20260601,235.73333333333332,235.095,236.3716666666667,236.3716666666667,235.095,1.2766666666666993,0.538655190357664,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.4285714285714285,7,35044620.5,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
THYROCARE,EQ,THYROCARE TECH LTD,528.75,528.75,507.35,522.35,417869,217087230.5,20260601,519.4833333333332,518.05,520.9166666666665,520.9166666666665,518.05,2.866666666666561,0.5488018888995042,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5714285714285714,7,217087230.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SEDEMAC,EQ,SEDEMAC MECHATRONICS LTD,2164.8,2225.0,2141.0,2201.4,100895,221972017.1,20260601,2189.133333333333,2183.0,2195.2666666666664,2195.2666666666664,2183.0,12.266666666666424,0.5572211622906524,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.4285714285714285,7,230526386.2,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KCPSUGIND,EQ,KCP SUGAR IND CORP LTD.,23.2,26.5,23.2,25.06,291603,7159280.1,20260601,24.92,24.85,24.99,24.99,24.85,0.1400000000000005,0.5586592178770973,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.8571428571428571,7,1392496.29,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WELSPUNLIV,EQ,WELSPUN LIVING LIMITED,142.73,146.0,141.78,145.13,6513894,943154637.62,20260601,144.3033333333333,143.89,144.71666666666664,144.71666666666664,143.89,0.8266666666666538,0.5696042628447969,Moderate,Bullish,Above CPR,Cash Only,Textiles,False,False,0.5714285714285714,7,179805569.48,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DHANBANK,EQ,DHANLAXMI BANK LIMITED,33.0,33.91,32.55,33.52,1537360,50971586.36,20260601,33.32666666666666,33.23,33.423333333333325,33.423333333333325,33.23,0.193333333333328,0.5767700875099284,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,0.1428571428571428,7,74696012.59,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ASAHIINDIA,EQ,ASAHI INDIA GLASS LIMITED,902.6,905.45,876.55,898.8,97056,86395962.45,20260601,893.6,891.0,896.2,896.2,891.0,5.2000000000000455,0.5785491766800228,Moderate,Bullish,Above CPR,Cash Only,Automobile and Auto Components,False,False,0.7142857142857143,7,90178982.85,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MAXIND,EQ,MAX INDIA LIMITED,160.0,175.99,160.0,169.47,211473,35981974.02,20260601,168.48666666666668,167.995,168.97833333333335,168.97833333333335,167.995,0.9833333333333484,0.5802403571920389,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.2857142857142857,7,6976000.35,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AKCAPIT,EQ,A K CAPITAL SERVICES LTD.,1744.0,1744.0,1680.6,1727.5,442,765487.9,20260601,1717.3666666666668,1712.3,1722.4333333333336,1722.4333333333336,1712.3,10.133333333333669,0.5865894838398649,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.1428571428571428,7,1713568.8,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
APOLSINHOT,EQ,APOLLO SINDOORI HOTEL LTD,1239.8,1264.0,1207.2,1246.6,697,860187.0,20260601,1239.2666666666669,1235.6,1242.9333333333334,1242.9333333333334,1235.6,7.333333333333485,0.5882667522327519,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.8571428571428571,7,860187.0,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SHADOWFAX,EQ,SHADOWFAX TECHNOLOGIES L,193.0,194.89,184.21,191.24,3822076,725495845.31,20260601,190.11333333333332,189.55,190.67666666666668,190.67666666666668,189.55,1.1266666666666652,0.5891375583908519,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.2857142857142857,7,565324395.29,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CHENNPETRO,EQ,CHENNAI PETROLEUM CORP LT,1065.2,1114.2,1060.2,1096.9,2103128,2309778303.1,20260601,1090.4333333333334,1087.2,1093.6666666666667,1093.6666666666667,1087.2,6.466666666666697,0.589540219406208,Moderate,Bullish,Above CPR,Cash Only,Oil Gas & Consumable Fuels,False,False,0.7142857142857143,7,631940842.7,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LFIC,EQ,LAKSHMI FIN IND CORP LTD,145.0,146.0,141.5,145.04,786,113808.8,20260601,144.17999999999998,143.75,144.60999999999996,144.60999999999996,143.75,0.8599999999999568,0.5929398786541346,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.4285714285714285,7,239159.25,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BORANA,EQ,BORANA WEAVES LIMITED,325.05,334.5,320.6,330.55,33944,11117828.6,20260601,328.55,327.55,329.55,329.55,327.55,2.0,0.605052185751021,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.7142857142857143,7,10963039.05,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
HCG,EQ,HEALTHCARE GLOB. ENT. LTD,643.8,649.25,631.25,646.15,69586,44784760.15,20260601,642.2166666666667,640.25,644.1833333333334,644.1833333333334,640.25,3.933333333333394,0.608733782145538,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5714285714285714,7,134299885.8,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MBLINFRA,EQ,MBL INFRASTRUCTURE LTD,27.5,27.6,27.01,27.56,208437,5729234.86,20260601,27.39,27.305,27.475,27.475,27.305,0.1700000000000017,0.616835994194491,Moderate,Bullish,Above CPR,Cash Only,Real Estate & Infra,False,False,0.4285714285714285,7,1685904.95,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GILLANDERS,EQ,GILLANDERS ARBUTHNOT LTD,92.19,94.0,90.1,92.91,5270,487234.0,20260601,92.33666666666666,92.05,92.62333333333332,92.62333333333332,92.05,0.5733333333333235,0.6170846338750656,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.7142857142857143,7,534352.76,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
OBCL,EQ,ORISSA BENGAL CARRIER LTD,51.74,53.47,51.11,52.78,6804,353138.32,20260601,52.45333333333334,52.29,52.61666666666668,52.61666666666668,52.29,0.3266666666666822,0.6189213085765104,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.4285714285714285,7,265017.06,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TECHM,EQ,TECH MAHINDRA LIMITED,1495.2,1562.5,1495.2,1543.2,5243443,8097639072.5,20260601,1533.6333333333332,1528.85,1538.4166666666663,1538.4166666666663,1528.85,9.566666666666606,0.6199239675133882,Moderate,Bullish,Above CPR,Cash Only,Information Technology,False,False,1.0,7,2504582404.2,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NSLNISP,EQ,NMDC STEEL LIMITED,48.3,52.62,47.42,50.5,125427476,6350111958.91,20260601,50.18,50.02,50.34,50.34,50.02,0.3200000000000074,0.6336633663366483,Moderate,Bullish,Above CPR,Cash Only,Metals & Mining,False,False,0.8571428571428571,7,315548033.91,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DRAGARWQ,EQ,DR. AGARWAL'S EYE HOSP L,5049.9,5199.0,4949.4,5123.4,1157,5825254.4,20260601,5090.599999999999,5074.2,5106.999999999999,5106.999999999999,5074.2,32.79999999999927,0.6401998672756231,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.4285714285714285,7,6603014.9,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
3IINFOLTD,EQ,3I INFOTECH LIMITED,17.24,17.67,17.01,17.51,466155,8171041.45,20260601,17.396666666666672,17.340000000000003,17.45333333333334,17.45333333333334,17.340000000000003,0.1133333333333368,0.6472491909385313,Moderate,Bullish,Above CPR,Cash Only,Information Technology,False,False,1.0,7,4964707.05,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GVPTECH,EQ,GVP INFOTECH LIMITED,6.76,6.8,6.35,6.64,23690,156060.61,20260601,6.596666666666667,6.574999999999999,6.618333333333334,6.618333333333334,6.574999999999999,0.0433333333333347,0.65261044176709,Moderate,Bullish,Above CPR,Cash Only,Information Technology,False,False,0.7142857142857143,7,261506.39,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ORBTEXP,EQ,ORBIT EXPORTS LIMITED,175.04,182.47,175.04,180.53,17845,3210044.44,20260601,179.34666666666666,178.755,179.93833333333333,179.93833333333333,178.755,1.1833333333333371,0.6554773906460628,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.2857142857142857,7,2291653.51,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AMRUTANJAN,EQ,AMRUTAJAN HEALTH LTD,566.95,566.95,541.65,559.85,24893,13734109.35,20260601,556.15,554.3,558.0,558.0,554.3,3.7000000000000455,0.6608913101723757,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.8571428571428571,7,12096851.25,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
HAVISHA,EQ,SRI HAVISHA HOSP & INFR L,1.51,1.53,1.44,1.5,27217,40273.83,20260601,1.49,1.485,1.495,1.495,1.485,0.0100000000000002,0.6666666666666821,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.7142857142857143,7,51374.4,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NYKAA,EQ,FSN E COMMERCE VENTURES,262.65,268.4,259.65,266.7,5559761,1472131908.8,20260601,264.9166666666667,264.025,265.8083333333334,265.8083333333334,264.025,1.7833333333334167,0.6686664166979441,Moderate,Bullish,Above CPR,Cash Only,Consumer Services,False,False,0.8571428571428571,7,1976979547.75,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
UNIDT,EQ,UNITED DRILLING TOOLS LTD,237.0,244.0,225.6,237.18,37517,8674093.3,20260601,235.59333333333333,234.8,236.38666666666663,236.38666666666663,234.8,1.586666666666645,0.6689715265480414,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.8571428571428571,7,5907298.59,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RPPL,EQ,RAJSHREE POLYPACK LTD,18.2,19.4,17.56,18.67,676297,12518050.9,20260601,18.543333333333333,18.48,18.60666666666667,18.60666666666667,18.48,0.1266666666666722,0.678450276736327,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5714285714285714,7,679573.34,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BTML,EQ,BODHI TREE MULTIMEDIA LTD,6.15,6.54,6.05,6.36,501045,3184444.96,20260601,6.316666666666666,6.295,6.338333333333333,6.338333333333333,6.295,0.043333333333333,0.6813417190775629,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5714285714285714,7,1738766.81,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GCSL,EQ,GRETEX CORPORATE SERVICES,408.0,424.0,401.85,417.2,327991,134017866.0,20260601,414.35,412.925,415.7749999999999,415.7749999999999,412.925,2.849999999999909,0.68312559923296,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,7,147344682.9,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
OMINFRAL,EQ,OM INFRA LIMITED,87.46,89.0,86.06,88.45,66926,5875649.77,20260601,87.83666666666666,87.53,88.14333333333332,88.14333333333332,87.53,0.6133333333333155,0.6934237799133018,Moderate,Bullish,Above CPR,Cash Only,Real Estate & Infra,False,False,0.8571428571428571,7,5875649.77,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MANBA,EQ,MANBA FINANCE LIMITED,106.95,117.0,105.81,112.58,111310,12343345.76,20260601,111.79666666666668,111.405,112.18833333333332,112.18833333333332,111.405,0.7833333333333314,0.6958015041155902,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.8571428571428571,7,4642317.14,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
