SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,Industry,Segment,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,Applies,Timeframe,Daily_Signal,Weekly_Signal,Monthly_Signal,Confluence_Score
20MICRONS,20260918,207.98,209.0,194.05,208.28,72051997.76,20 MICRONS LTD,Diversified,Cash Only,20260918,203.77666666666667,201.525,206.02833333333334,206.02833333333334,201.525,4.50333333333333,2.162153511298891,Wide,Bullish,Above CPR,False,False,0.7962962962962963,54,110544962.455,False,False,Lower,True,Risk Off,False,None,19.56857142857143,189.38819999999998,,0.23013091935562352,0.6517890653708487,True,False,No setup,0.0,None,Week 21 Sep – 25 Sep 2026,Weekly,0,0,0,0
21STCENMGM,20260918,37.8,39.29,37.7,38.98,259035.97,21ST CENTURY MGMT SERVICE,Diversified,Cash Only,20260918,38.656666666666666,38.495000000000005,38.81833333333333,38.81833333333333,38.495000000000005,0.3233333333333235,0.8294852060885671,Wide,Bullish,Above CPR,False,False,0.12962962962962962,54,804404.625,False,False,Overlapping,True,Risk Off,True,None,2.9507142857142865,38.6808,,0.10957798757362691,0.32202197992086384,True,False,No setup,0.0,None,Week 21 Sep – 25 Sep 2026,Weekly,0,0,0,0
360ONE,20260918,1092.0,1092.9,1037.1,1073.1,2648744244.9,360 ONE WAM LIMITED,Financial Services,F&O + Cash,20260918,1067.7,1065.0,1070.4,1070.4,1065.0,5.400000000000091,0.503214984623995,Moderate,Bullish,Above CPR,False,False,0.25925925925925924,54,4251276034.45,False,False,Lower,True,Risk Off,False,None,64.57857142857146,1110.603,,0.0836190686870935,0.623046874264582,False,False,No setup,0.0,None,Week 21 Sep – 25 Sep 2026,Weekly,0,0,0,0
3BBLACKBIO,20260918,1423.5,1437.3,1283.2,1319.3,62260166.900000006,3B BLACKBIO DX LTD.,Healthcare & Pharma,Cash Only,20260918,1346.6000000000001,1360.25,1332.9500000000003,1360.25,1332.9500000000003,27.299999999999727,2.0692791631925815,Wide,Bearish,Below CPR,False,False,0.5909090909090909,22,63314544.650000006,False,False,Lower,True,Risk Off,False,None,133.57857142857145,,,0.20437409764183526,0.983346989924218,False,False,No setup,0.0,None,Week 21 Sep – 25 Sep 2026,Weekly,0,0,0,0
3IINFOLTD,20260918,22.79,26.0,22.5,25.5,53409755.620000005,3I INFOTECH LIMITED,Information Technology,Cash Only,20260918,24.666666666666668,24.25,25.083333333333336,25.083333333333336,24.25,0.8333333333333357,3.2679738562091596,Wide,Bullish,Above CPR,False,False,0.9038461538461539,52,33684450.685,False,False,Higher,True,Risk Off,False,None,2.125714285714286,17.7948,,0.39202508960573584,1.5855908151645728,True,False,No setup,0.0,None,Week 21 Sep – 25 Sep 2026,Weekly,0,0,0,0
3MINDIA,20260918,32710.0,34450.0,31500.0,34095.0,1305442645.0,3M INDIA LIMITED,Diversified,Cash Only,20260918,33348.333333333336,32975.0,33721.66666666667,33721.66666666667,32975.0,746.6666666666715,2.1899594270909857,Wide,Bullish,Above CPR,False,False,0.9259259259259259,54,594505625.0,False,False,Higher,True,Risk Off,False,None,1871.7857142857142,33592.4,,0.398906061184255,2.195845741577298,True,False,No setup,0.0,None,Week 21 Sep – 25 Sep 2026,Weekly,0,0,0,0
3PLAND,20260918,31.25,32.3,29.5,31.09,356359.82,3P LAND HOLDINGS LIMITED,Diversified,Cash Only,20260918,30.963333333333335,30.9,31.02666666666667,31.02666666666667,30.9,0.12666666666667226,0.40741932025304683,Moderate,Bullish,Above CPR,False,False,0.24074074074074073,54,717168.595,False,False,Overlapping,True,Risk Off,True,None,2.3628571428571434,34.788,,0.05360741636437156,0.4968982502642911,False,False,No setup,0.0,None,Week 21 Sep – 25 Sep 2026,Weekly,0,0,0,0
5PAISA,20260918,325.1,327.9,307.2,321.35,37000214.4,5PAISA CAPITAL LIMITED,Stock Broking,Cash Only,20260918,318.81666666666666,317.54999999999995,320.08333333333337,320.08333333333337,317.54999999999995,2.5333333333334167,0.7883408536901871,Wide,Bullish,Above CPR,False,False,0.24074074074074073,54,84484354.7,True,False,Lower,True,Risk Off,True,None,32.153571428571425,330.75160000000005,,0.07878855196416269,0.43795344749197684,False,False,No setup,0.0,None,Week 21 Sep – 25 Sep 2026,Weekly,0,0,0,0
63MOONS,20260918,911.7,914.25,824.55,884.75,940817603.85,63 MOONS TECHNOLOGIES LTD,Diversified,Cash Only,20260918,874.5166666666668,869.4,879.6333333333336,879.6333333333336,869.4,10.233333333333576,1.1566355844400764,Wide,Bullish,Above CPR,False,False,0.4444444444444444,54,530524786.725,False,False,Lower,True,Risk Off,False,None,90.11785714285715,708.543,,0.11355500072656446,1.7733716263434025,True,False,No setup,0.0,None,Week 21 Sep – 25 Sep 2026,Weekly,0,0,0,0
A2ZINFRA,20260918,15.99,15.99,14.56,14.89,7820434.57,A2Z INFRA ENGINEERING LTD,Real Estate & Infra,Cash Only,20260918,15.146666666666667,15.275,15.018333333333333,15.275,15.018333333333333,0.2566666666666677,1.723751958809051,Wide,Bearish,Below CPR,False,False,0.5135135135135135,37,16528404.97,False,False,Lower,True,Risk Off,False,None,1.7614285714285711,,,0.14571505812381785,0.4731511954235473,False,False,No setup,0.0,None,Week 21 Sep – 25 Sep 2026,Weekly,0,0,0,0
AAATECH,20260918,93.8,95.0,83.8,86.95,65599255.57,AAA TECHNOLOGIES LIMITED,Information Technology,Cash Only,20260918,88.58333333333333,89.4,87.76666666666665,89.4,87.76666666666665,1.6333333333333542,1.8784742188997747,Wide,Bearish,Below CPR,False,False,0.7837837837837838,37,10212694.55,False,False,Lower,True,Risk Off,False,None,6.9700000000000015,,,0.23433763749402495,6.423305352846374,False,False,No setup,0.0,None,Week 21 Sep – 25 Sep 2026,Weekly,0,0,0,0
