SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,Industry,Segment,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,Applies,Timeframe,Daily_Signal,Weekly_Signal,Monthly_Signal,Confluence_Score
ALPINETEX,20260925,52.73,54.39,48.45,49.06,72180473.03999999,ALPINE TEXWORLD LIMITED,Diversified,Cash Only,20260925,50.63333333333333,51.42,49.846666666666664,51.42,49.846666666666664,1.5733333333333377,3.206957467047162,Wide,Bearish,Below CPR,False,False,0.625,8,80726811.265,False,False,Lower,False,Neutral,False,None,,,,,0.8941325924921629,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ALUFLUOR,20260925,536.0,581.75,517.45,565.4,29767690.05,ALUFLUORIDE LTD.,Diversified,Cash Only,20260925,554.8666666666667,549.6,560.1333333333333,560.1333333333333,549.6,10.533333333333303,1.8629878552057488,Wide,Bullish,Above CPR,False,False,0.5,6,19211153.875,False,False,Higher,False,Neutral,False,None,,,,,1.5495003706538164,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
AMAGI,20260925,569.5,603.85,554.5,575.65,1121589710.7,AMAGI MEDIA LABS LIMITED,Diversified,Cash Only,20260925,578.0,579.175,576.825,579.175,576.825,2.349999999999909,0.4082341700686023,Moderate,Bearish,Below CPR,False,False,0.05555555555555555,36,885475912.075,True,True,Higher,True,Neutral,True,None,70.08928571428574,,,0.033528662420380856,1.2666518596442644,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
AMAL,20260925,717.2,730.0,658.05,674.4,46839157.1,AMAL LTD.,Diversified,Cash Only,20260925,687.4833333333332,694.025,680.9416666666665,694.025,680.9416666666665,13.083333333333485,1.9399960458679546,Wide,Bearish,Below CPR,False,False,1.0,6,33948109.85,False,False,Lower,False,Neutral,False,None,,,,,1.379727982116212,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
AMANTA,20260925,186.2,192.0,182.0,186.0,24628487.25,AMANTA HEALTHCARE LIMITED,Diversified,Cash Only,20260925,186.66666666666666,187.0,186.33333333333331,187.0,186.33333333333331,0.6666666666666856,0.35842293906811057,Moderate,Bearish,Below CPR,False,False,0.11627906976744186,43,49144182.629999995,False,False,Lower,True,Neutral,True,None,18.579285714285714,,,0.03588225494342239,0.5011475607484328,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
AMARJOTHI,20260925,147.5,150.0,145.57,149.82,597119.38,AMARJOTHI SPINNING MILL L,Diversified,Cash Only,20260925,148.46333333333334,147.785,149.14166666666668,149.14166666666668,147.785,1.3566666666666833,0.9055310817425466,Wide,Bullish,Above CPR,False,False,0.6666666666666666,6,1577353.2400000002,False,False,Overlapping,False,Neutral,False,None,,,,,0.3785578048452862,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
AMBALALSA,20260925,39.6,42.85,38.5,41.09,7799774.42,AMBALAL SARABHAI ENT L,Diversified,Cash Only,20260925,40.81333333333333,40.675,40.95166666666667,40.95166666666667,40.675,0.27666666666667084,0.6733187312403768,Moderate,Bullish,Above CPR,False,False,0.18181818181818182,22,13074714.84,True,True,Higher,True,Neutral,True,None,5.028571428571428,,,0.05501893939394023,0.5965540752091845,False,False,Long,0.5,None,Week 28 Sep – 02 Oct 2026,Weekly,0,2,0,2
AMBER,20260925,7125.0,7214.5,6876.0,6960.0,3281173755.0,AMBER ENTERPRISES (I) LTD,Consumer Durables,F&O + Cash,20260925,7016.833333333333,7045.25,6988.416666666666,7045.25,6988.416666666666,56.83333333333394,0.8165708812260624,Wide,Bearish,Below CPR,False,False,0.5,54,9723510601.5,False,False,Lower,True,Neutral,False,None,412.17857142857144,7290.1,,0.13788522080697949,0.33744743945605704,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
AMBICAAGAR,20260925,25.5,25.95,24.32,25.22,7222392.93,AMBICA AGAR & AROMAINDLTD,Diversified,Cash Only,20260925,25.16333333333333,25.134999999999998,25.191666666666663,25.191666666666663,25.134999999999998,0.05666666666666487,0.22468939994712478,Narrow,Bullish,Above CPR,True,False,0.2222222222222222,54,641222.48,True,True,Higher,True,Neutral,True,None,1.977142857142857,24.708,,0.02866088631984495,11.263474309260024,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
AMBIKCO,20260925,1610.0,1629.0,1540.2,1546.1,60302391.699999996,AMBIKA COTTON MILL LTD.,Diversified,Cash Only,20260925,1571.7666666666664,1584.6,1558.933333333333,1584.6,1558.933333333333,25.66666666666697,1.6600909816096612,Wide,Bearish,Below CPR,False,False,0.7962962962962963,54,56290095.8,False,False,Overlapping,True,Neutral,False,None,118.0857142857143,1461.7479999999998,,0.21735623840632562,1.0712788962778776,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
AMBUJACEM,20260925,389.1,395.95,381.7,383.8,1940016844.35,AMBUJA CEMENTS LTD,Construction Materials,F&O + Cash,20260925,387.15000000000003,388.825,385.4750000000001,388.825,385.4750000000001,3.349999999999909,0.872850442939007,Wide,Bearish,Below CPR,False,False,0.5370370370370371,54,4803929734.674999,False,False,Outside,True,Neutral,False,None,19.70714285714286,472.78,,0.16998912649510228,0.4038395545935786,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
AMDIND,20260925,60.1,62.4,55.0,58.8,12313741.82,AMD INDUSTRIES LIMITED,Diversified,Cash Only,20260925,58.73333333333333,58.7,58.76666666666665,58.76666666666665,58.7,0.06666666666664867,0.11337868480722563,Narrow,Bullish,Above CPR,True,False,0.05555555555555555,54,3015309.6550000003,True,True,Lower,True,Neutral,True,None,6.786428571428572,48.2434,,0.009823527347995803,4.0837403878508125,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
AMJLAND,20260925,38.5,39.75,36.24,37.7,1119772.49,AMJ LAND HOLDINGS LIMITED,Diversified,Cash Only,20260925,37.89666666666667,37.995000000000005,37.79833333333333,37.995000000000005,37.79833333333333,0.19666666666667254,0.5216622458001924,Moderate,Bearish,Below CPR,False,False,0.2962962962962963,54,3755257.29,False,False,Higher,True,Neutral,False,None,2.6385714285714283,42.75899999999999,,0.07453528243999501,0.29818795451962227,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
AMNPLST,20260925,170.66,180.0,160.8,163.15,3196633.1599999997,AMINES & PLASTICIZERS LTD,Diversified,Cash Only,20260925,167.98333333333335,170.4,165.5666666666667,170.4,165.5666666666667,4.833333333333314,2.9625089386045445,Wide,Bearish,Below CPR,False,False,0.8518518518518519,54,5633545.154999999,False,False,Lower,True,Neutral,False,None,18.103571428571424,182.3638,,0.2669823107779302,0.5674283372279103,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
AMRUTANJAN,20260925,490.0,525.6,490.0,506.35,90705689.5,AMRUTAJAN HEALTH LTD,Diversified,Cash Only,20260925,507.31666666666666,507.8,506.8333333333333,507.8,506.8333333333333,0.966666666666697,0.1909087916790159,Narrow,Bearish,Below CPR,False,True,0.1111111111111111,54,57956542.7,True,True,Higher,True,Neutral,True,None,33.46071428571428,584.9259999999999,,0.028889600455403477,1.5650638439480276,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANANDRATHI,20260925,2229.0,2234.7,2007.0,2126.8,3541783766.1,ANAND RATHI WEALTH LTD,Financial Services,Cash Only,20260925,2122.8333333333335,2120.85,2124.816666666667,2124.816666666667,2120.85,3.9666666666671517,0.186508682841224,Narrow,Bullish,Above CPR,True,False,0.18518518518518517,54,2861373998.6000004,False,False,Lower,True,Neutral,True,None,116.37857142857138,2792.2419999999997,,0.03408416702469781,1.2377912736443775,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANANTRAJ,20260925,606.0,636.0,594.0,617.4,5302294471.75,ANANT RAJ LIMITED,Realty,Cash Only,20260925,615.8000000000001,615.0,616.6000000000001,616.6000000000001,615.0,1.6000000000001364,0.25915127955946493,Moderate,Bullish,Above CPR,False,False,0.09259259259259259,54,6404531291.25,True,True,Higher,True,Neutral,True,None,42.46785714285714,553.36,,0.037675552939200926,0.8278973480844886,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANDHRAPAP,20260925,75.0,76.5,70.16,74.05,193215996.88,ANDHRA PAPER LIMITED,Diversified,Cash Only,20260925,73.57,73.33,73.80999999999999,73.80999999999999,73.33,0.47999999999998977,0.6482106684672381,Moderate,Bullish,Above CPR,False,False,0.3333333333333333,54,28908593.825000003,True,False,Inside,True,Neutral,False,None,4.944285714285717,65.8742,,0.0970817682750629,6.6836871433334055,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANDHRSUGAR,20260925,94.1,98.36,92.51,95.41,158827683.56,ANDHRA SUGARS LTD,FMCG & Food Products,Cash Only,20260925,95.42666666666666,95.435,95.41833333333332,95.435,95.41833333333332,0.01666666666667993,0.01746846941272396,Narrow,Bearish,Below CPR,False,True,0.037037037037037035,54,94087449.14500001,True,True,Higher,True,Neutral,True,None,8.162857142857144,82.4246,,0.0020417687551060465,1.6880857649273449,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANDREWYU,20260925,25.81,28.99,25.81,27.0,23832009.88,ANDREW YULE & CO. LTD.,Diversified,Cash Only,20260925,27.266666666666666,27.4,27.133333333333333,27.4,27.133333333333333,0.2666666666666657,0.9876543209876508,Wide,Bearish,Below CPR,False,False,0.6666666666666666,6,10226897.715,False,False,Higher,False,Neutral,False,None,,,,,2.330326414142688,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANGELONE,20260925,299.2,302.0,286.5,288.0,4022248763.9,ANGEL ONE LIMITED,Financial Services,F&O + Cash,20260925,292.1666666666667,294.25,290.08333333333337,294.25,290.08333333333337,4.166666666666629,1.446759259259246,Wide,Bearish,Below CPR,False,False,0.5555555555555556,54,9445178099.775002,False,False,Lower,True,Neutral,False,None,22.021428571428565,1163.8654000000001,,0.18920964428586706,0.42585208255584045,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANIKINDS,20260925,44.89,46.0,42.6,43.28,954258.19,ANIK INDUSTRIES LTD,Diversified,Cash Only,20260925,43.96,44.3,43.620000000000005,44.3,43.620000000000005,0.6799999999999926,1.5711645101663414,Wide,Bearish,Below CPR,False,False,0.425,40,5654486.07,False,False,Overlapping,True,Neutral,False,None,5.474285714285715,,,0.12421711899791095,0.1687612593234313,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANKITMETAL,20260925,1.73,1.88,1.73,1.88,87628.11,ANKIT MET & POW LTD,Metals & Mining,Cash Only,20260925,1.83,1.805,1.8550000000000002,1.8550000000000002,1.805,0.050000000000000266,2.6595744680851205,Wide,Bullish,Above CPR,False,False,1.0,4,87539.17000000001,False,False,Higher,False,Neutral,False,None,,,,,1.0010160023221604,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANMOL,20260925,14.4,15.24,13.02,13.25,4306101.22,ANMOL INDIA LIMITED,Diversified,Cash Only,20260925,13.836666666666666,14.129999999999999,13.543333333333333,14.129999999999999,13.543333333333333,0.586666666666666,4.427672955974838,Wide,Bearish,Below CPR,False,False,0.9259259259259259,54,2263896.825,False,False,Lower,True,Neutral,False,None,1.6057142857142856,12.3134,,0.3653618030842226,1.902074852726559,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANNAPURNA,20260925,133.9,135.15,128.42,131.97,23991840.78,ANNAPURNA SWADISHT LTD,Diversified,Cash Only,20260925,131.84666666666666,131.785,131.90833333333333,131.90833333333333,131.785,0.12333333333333485,0.09345558333964905,Narrow,Bullish,Above CPR,True,False,0.14285714285714285,7,33507530.25,True,True,Lower,False,Neutral,False,None,,,,,0.7160134035841094,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANNU,20260925,51.55,56.49,48.55,49.33,337102536.35,ANNU PROJECTS LIMITED,Diversified,Cash Only,20260925,51.45666666666667,52.519999999999996,50.393333333333345,52.519999999999996,50.393333333333345,2.126666666666651,4.311102101493312,Wide,Bearish,Below CPR,False,False,1.0,4,279643972.79,False,False,Outside,False,Neutral,False,None,,,,,1.2054704164968675,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANSALAPI,20260925,3.66,3.93,3.59,3.93,1068678.4,ANSAL PROP & INFRA LTD,Diversified,Cash Only,20260925,3.8166666666666664,3.76,3.873333333333333,3.873333333333333,3.76,0.11333333333333329,2.8837998303647145,Wide,Bullish,Above CPR,False,False,1.0,4,326873.055,False,False,Higher,False,Neutral,False,None,,,,,3.2693988802472567,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANSALBU,20260925,77.39,107.5,75.1,94.69,23115382.290000003,ANSAL BUILDWELL LTD.,Diversified,Cash Only,20260925,92.42999999999999,91.3,93.55999999999999,93.55999999999999,91.3,2.259999999999991,2.386735663744842,Wide,Bullish,Above CPR,False,False,0.5,6,1227132.375,False,False,Higher,False,Neutral,False,None,,,,,18.836910149974653,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANTELOPUS,20260925,1131.0,1290.9,1080.05,1261.7,12901889658.099998,ANTELOPUS SELAN ENRGY LTD,Diversified,Cash Only,20260925,1210.8833333333332,1185.475,1236.2916666666665,1236.2916666666665,1185.475,50.816666666666606,4.0276346727959575,Wide,Bullish,Above CPR,False,False,0.8490566037735849,53,578464817.7,False,False,Higher,True,Neutral,False,None,129.06785714285712,660.5930000000001,,0.39372054198142314,22.303672173872982,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANTGRAPHIC,20260925,0.72,0.74,0.7,0.71,711685.9,ANTARCTICA LTD,Diversified,Cash Only,20260925,0.7166666666666667,0.72,0.7133333333333334,0.72,0.7133333333333334,0.006666666666666599,0.9389671361502252,Wide,Bearish,Below CPR,False,False,0.35185185185185186,54,802213.345,True,False,Overlapping,True,Neutral,False,None,0.0735714285714286,0.8637999999999999,,0.09061488673139063,0.8871529056899446,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANTHEM,20260925,939.7,947.0,869.4,873.6,1875893449.1,ANTHEM BIOSCIENCES LTD,Healthcare,Cash Only,20260925,896.6666666666666,908.2,885.1333333333332,908.2,885.1333333333332,23.066666666666833,2.6404151404151595,Wide,Bearish,Below CPR,False,False,0.9444444444444444,54,1521801933.0,False,False,Lower,True,Neutral,False,None,53.90714285714286,737.595,,0.42789629433329224,1.232679107853387,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANUHPHR,20260925,93.94,96.98,89.8,90.42,54705795.97,ANUH PHARMA LIMITED,Diversified,Cash Only,20260925,92.39999999999999,93.39,91.40999999999998,93.39,91.40999999999998,1.9800000000000182,2.1897810218978306,Wide,Bearish,Below CPR,False,False,0.8518518518518519,54,17850985.79,False,False,Outside,True,Neutral,False,None,6.262857142857143,79.6866,,0.31614963503649923,3.0645812289339123,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANUP,20260925,1640.3,1728.0,1629.0,1677.1,240260998.3,THE ANUP ENGINEERING LTD,Diversified,Cash Only,20260925,1678.0333333333335,1678.5,1677.566666666667,1678.5,1677.566666666667,0.9333333333329392,0.055651620853433864,Narrow,Bearish,Below CPR,False,True,0.07407407407407407,54,291713834.2,True,True,Higher,True,Neutral,True,None,144.08571428571435,1996.162,,0.006477625751864537,0.8236188007980323,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ANURAS,20260925,1200.0,1214.8,1142.0,1192.4,9333692606.7,ANUPAM RASAYAN INDIA LTD,Chemicals,Cash Only,20260925,1183.0666666666668,1178.4,1187.7333333333336,1187.7333333333336,1178.4,9.333333333333485,0.7827351000782862,Wide,Bullish,Above CPR,False,False,0.5555555555555556,54,1770380865.8,False,False,Inside,True,Neutral,False,None,49.09285714285714,1255.3319999999999,,0.19011591250788418,5.272138208792881,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
APARINDS,20260925,18800.0,19265.0,17702.0,17776.0,11426171598.0,APAR INDUSTRIES LTD.,Capital Goods,Cash Only,20260925,18247.666666666668,18483.5,18011.833333333336,18483.5,18011.833333333336,471.66666666666424,2.6533903390338898,Wide,Bearish,Below CPR,False,False,0.7592592592592593,54,5979590038.0,False,False,Overlapping,True,Neutral,False,None,1662.857142857143,11908.98,,0.28364833906070874,1.9108620365923488,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
APCL,20260925,104.7,104.7,93.2,95.52,3881981.11,ANJANI PORTLAND CEM LTD,Diversified,Cash Only,20260925,97.80666666666667,98.95,96.66333333333334,98.95,96.66333333333334,2.2866666666666617,2.3939140145170246,Wide,Bearish,Below CPR,False,False,0.8431372549019608,51,3863774.01,False,False,Outside,True,Neutral,False,None,7.747142857142859,116.32820000000001,,0.2951625791382377,1.0047122580028949,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
APCOTEXIND,20260925,608.1,628.65,585.0,599.4,297806357.25,APCOTEX INDUSTRIES LIMITE,Diversified,Cash Only,20260925,604.35,606.825,601.875,606.825,601.875,4.9500000000000455,0.8258258258258334,Wide,Bearish,Below CPR,False,False,0.46296296296296297,54,68088455.625,False,False,Higher,True,Neutral,False,None,52.821428571428555,450.74199999999996,,0.09371196754563983,4.373815715400873,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
APEX,20260925,345.25,364.1,337.85,347.6,180970017.55,APEX FROZEN FOODS LIMITED,Diversified,Cash Only,20260925,349.8500000000001,350.975,348.72500000000014,350.975,348.72500000000014,2.2499999999998863,0.6472957422324183,Moderate,Bearish,Below CPR,False,False,0.24074074074074073,54,636948583.5999999,False,False,Inside,True,Neutral,True,None,29.574999999999996,360.9688,,0.07607776838545686,0.28412029198207334,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
APLAPOLLO,20260925,2224.2,2229.0,2158.2,2214.7,5162083397.8,APL APOLLO TUBES LTD,Capital Goods,F&O + Cash,20260925,2200.633333333333,2193.6,2207.6666666666665,2207.6666666666665,2193.6,14.066666666666606,0.6351499826914078,Moderate,Bullish,Above CPR,False,False,0.25925925925925924,54,5381576333.05,True,True,Inside,True,Neutral,False,None,116.3,1949.7579999999998,,0.12095156205216342,0.959214006888275,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
APLLTD,20260925,845.75,869.8,834.95,863.75,985299214.0,ALEMBIC PHARMA LTD,Diversified,Cash Only,20260925,856.1666666666666,852.375,859.9583333333333,859.9583333333333,852.375,7.5833333333332575,0.8779546550892338,Wide,Bullish,Above CPR,False,False,0.5370370370370371,54,337115211.425,False,False,Higher,True,Neutral,False,None,47.78928571428571,801.536,,0.15868270931420014,2.922737333136346,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
APOLLO,20260925,372.45,412.65,372.4,395.6,16001913975.65,APOLLO MICRO SYSTEMS LTD,Diversified,Cash Only,20260925,393.55,392.525,394.57500000000005,394.57500000000005,392.525,2.050000000000068,0.5182002022244864,Moderate,Bullish,Above CPR,False,False,0.18518518518518517,54,7663552687.45,True,False,Overlapping,True,Neutral,True,None,38.25,309.3904,,0.053594771241831846,2.088054278253359,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
APOLLOHOSP,20260925,8889.0,9070.5,8821.5,8889.0,16090873130.0,APOLLO HOSPITALS ENTER. L,Healthcare,F&O + Cash,20260925,8927.0,8946.0,8908.0,8946.0,8908.0,38.0,0.427494656316796,Moderate,Bearish,Below CPR,False,False,0.35185185185185186,54,13207782009.5,False,False,Higher,True,Neutral,False,None,301.67857142857144,7938.24,,0.1259618799573813,1.2182873035325894,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
APOLLOPIPE,20260925,549.8,557.0,503.25,511.45,463681862.15,APOLLO PIPES LIMITED,Building Materials,Cash Only,20260925,523.9,530.125,517.675,530.125,517.675,12.450000000000045,2.4342555479519103,Wide,Bearish,Below CPR,False,False,0.7962962962962963,54,359908450.125,False,False,Overlapping,True,Neutral,False,None,49.142857142857125,417.926,,0.253343023255815,1.2883328023806009,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
APOLLOTYRE,20260925,410.0,413.8,395.5,400.1,1029240928.15,APOLLO TYRES LTD,Automobile and Auto Components,Cash Only,20260925,403.1333333333334,404.65,401.6166666666668,404.65,401.6166666666668,3.0333333333331893,0.7581437973839513,Wide,Bearish,Below CPR,False,False,0.5185185185185185,54,2128240325.9250002,False,False,Lower,True,Neutral,False,None,22.467857142857152,452.264,,0.13500768293328447,0.48361123300427056,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
APOLSINHOT,20260925,1210.2,1239.0,1195.1,1202.4,3455030.1,APOLLO SINDOORI HOTEL LTD,Diversified,Cash Only,20260925,1212.1666666666667,1217.05,1207.2833333333335,1217.05,1207.2833333333335,9.766666666666424,0.8122643601685315,Wide,Bearish,Below CPR,False,False,0.46296296296296297,54,5801160.05,False,False,Outside,True,Neutral,False,None,94.71428571428571,1220.883,,0.10311714429361232,0.5955757245484031,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
APOORVA,20260925,32.6,35.58,30.7,33.45,216656.13,APOORVA LEAS F & INV C L,Diversified,Cash Only,20260925,33.24333333333333,33.14,33.346666666666664,33.346666666666664,33.14,0.20666666666666345,0.6178375685102045,Moderate,Bullish,Above CPR,False,False,0.16666666666666666,6,56619.035,True,False,Higher,False,Neutral,False,None,,,,,3.82655991929216,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
APTECHT,20260925,96.0,97.4,90.4,91.22,55290086.36,APTECH LIMITED,Information Technology,Cash Only,20260925,93.00666666666666,93.9,92.11333333333332,93.9,92.11333333333332,1.7866666666666902,1.9586348023094609,Wide,Bearish,Below CPR,False,False,0.6590909090909091,44,76975868.02000001,False,False,Higher,True,Neutral,False,None,12.687857142857142,,,0.1408170541762859,0.7182781796709903,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
APTUS,20260925,239.17,253.23,234.5,244.6,2752326861.88,APTUS VALUE HSG FIN I LTD,Financial Services,Cash Only,20260925,244.11,243.865,244.35500000000002,244.35500000000002,243.865,0.4900000000000091,0.20032706459526128,Narrow,Bullish,Above CPR,True,False,0.09259259259259259,54,1730598641.5300002,True,False,Higher,True,Neutral,True,None,19.04785714285714,263.9768,,0.025724678441519964,1.5903900510673596,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
AQYLON,20260925,18.05,20.74,18.05,18.56,80444608.68,AQYLON NEXUS LIMITED,Diversified,Cash Only,20260925,19.116666666666664,19.395,18.838333333333328,19.395,18.838333333333328,0.556666666666672,2.999281609195431,Wide,Bearish,Below CPR,False,False,0.3870967741935484,31,299112364.0,True,True,Inside,True,Neutral,False,None,5.239285714285715,,,0.10624857986821278,0.26894444483745916,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ARCHIDPLY,20260925,105.04,111.25,102.51,106.26,9525094.610000001,ARCHIDPLY IND. LTD,Diversified,Cash Only,20260925,106.67333333333333,106.88,106.46666666666667,106.88,106.46666666666667,0.4133333333333269,0.3889829976786438,Moderate,Bearish,Below CPR,False,False,0.14814814814814814,54,6552401.875,False,False,Higher,True,Neutral,True,None,9.08357142857143,87.06580000000002,,0.04550339440643686,1.4536798553736452,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ARCHIES,20260925,12.12,13.69,12.12,12.3,2984815.4,ARCHIES LTD,Diversified,Cash Only,20260925,12.703333333333333,12.905,12.501666666666667,12.905,12.501666666666667,0.40333333333333243,3.279132791327906,Wide,Bearish,Below CPR,False,False,0.9056603773584906,53,1532772.51,False,False,Higher,True,Neutral,False,None,1.195714285714286,15.6032,,0.3373158104340892,1.9473309839044541,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ARCIL,20260925,134.9,157.0,131.65,144.49,4596395327.81,ASSET RECONSTRUC CO (I) L,Diversified,Cash Only,20260925,144.38,144.325,144.435,144.435,144.325,0.11000000000001364,0.07612983597481739,Narrow,Bullish,Above CPR,True,False,0.5,2,4848087160.46,False,False,Higher,False,Neutral,False,None,,,,,0.9480843012265237,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ARCL,20260925,263.31,274.95,245.45,245.53,5665510.08,ARCL ORGANICS LTD.,Diversified,Cash Only,20260925,255.30999999999997,260.2,250.41999999999996,260.2,250.41999999999996,9.78000000000003,3.983219973119386,Wide,Bearish,Below CPR,False,False,1.0,6,1244664.76,False,False,Lower,False,Neutral,False,None,,,,,4.551836174746363,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ARDEE,20260925,49.28,53.3,48.5,51.66,1217208372.48,ARDEE INDUSTRIES LIMITED,Diversified,Cash Only,20260925,51.15333333333333,50.9,51.40666666666666,51.40666666666666,50.9,0.5066666666666606,0.9807717124790178,Wide,Bullish,Above CPR,False,False,0.2857142857142857,7,1217208372.48,False,False,Higher,False,Neutral,False,None,,,,,1.0,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ARE&M,20260925,796.0,815.0,789.05,791.95,1549051770.45,AMARA RAJA ENERGY MOB LTD,Automobile and Auto Components,Cash Only,20260925,798.6666666666666,802.025,795.3083333333333,802.025,795.3083333333333,6.716666666666697,0.8481175158364412,Wide,Bearish,Below CPR,False,False,0.5555555555555556,54,1607086699.7,False,False,Overlapping,True,Neutral,False,None,54.55714285714286,871.828,,0.12311250763725289,0.9638881155193223,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
