TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,NAME,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,VOLUME,VALUE,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,Segment,Industry,Nifty500,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,NEXT_Pivot,NEXT_BC,NEXT_TC,NEXT_CPR_Top,NEXT_CPR_Bottom,NEXT_CPR_Width,NEXT_CPR_Width_Pct,NEXT_CPR_Class,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,JCurve_Stage,JCurve_Score,JCurve_Explanation,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,Daily_Signal,Weekly_Signal,Monthly_Signal,Confluence_Score
2026-09-21,2026-09-21,CM,NSE,STK,27297,INE834M01019,RTNINDIA,EQ,,,,,RATTANINDIA ENT LIMITED,26.55,28.4,26.34,27.08,27.0,26.54,,27.09,,,1763256,47345406.25,7910,F1,1,,,,,,Cash Only,Diversified,False,26.75,26.33,26.54,26.540000000000003,26.54,26.540000000000006,26.540000000000006,26.54,7.105427357601002e-15,2.677252207084025e-14,Narrow,Bullish,Above CPR,27.27333333333333,27.369999999999997,27.176666666666662,27.369999999999997,27.176666666666662,0.19333333333333513,0.7139340226489481,Moderate,True,False,0.9166666666666666,60,33030895.485,False,False,Lower,True,Risk On,False,None,1.0128571428571422,30.4088,32.746900000000004,7.0152315237245475e-15,1.4333673233745816,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
2026-09-21,2026-09-21,CM,NSE,STK,765030,INE758A01072,AVANCE,EQ,,,,,AVANCE TECHNOLOGIES LTD.,0.8,0.86,0.79,0.84,0.85,0.8,,0.84,,,11259765,9348517.64,2253,F1,1,,,,,,Cash Only,Diversified,False,0.83,0.77,0.8,0.8000000000000002,0.8,0.8000000000000003,0.8000000000000003,0.8,2.220446049250313e-16,2.7755575615628914e-14,Narrow,Bullish,Above CPR,0.83,0.825,0.835,0.835,0.825,0.010000000000000009,1.1904761904761916,Wide,True,False,0.625,24,3281184.98,False,False,Inside,True,Risk On,False,None,0.0314285714285714,,,7.065055611251002e-15,2.8491284999116386,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
2026-09-21,2026-09-21,CM,NSE,STK,2792,INE07O001026,EASEMYTRIP,EQ,,,,,EASY TRIP PLANNERS LTD,5.78,5.83,5.77,5.79,5.81,5.76,,5.79,,,4895490,28394704.03,4960,F1,1,,,,,,Cash Only,Diversified,False,5.81,5.71,5.76,5.760000000000001,5.76,5.760000000000002,5.760000000000002,5.76,1.7763568394002505e-15,3.0839528461809903e-14,Narrow,Bullish,Above CPR,5.796666666666667,5.8,5.793333333333334,5.8,5.793333333333334,0.0066666666666659324,0.11514104778352216,Narrow,True,False,0.13333333333333333,60,95722423.125,True,True,Lower,True,Risk On,True,Bullish Virgin,0.15714285714285708,6.359400000000001,6.998100000000001,1.1304088978001598e-14,0.29663586757431454,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
2026-09-21,2026-09-21,CM,NSE,STK,25881,INE691G01015,IMPEXFERRO,BZ,,,,,IMPEX FERRO TECH LIMITED,5.69,5.69,5.69,5.69,5.69,5.58,,5.69,,,57253,325769.57,54,F1,1,,,,,,Cash Only,Diversified,False,5.58,5.58,5.58,5.580000000000001,5.58,5.580000000000002,5.580000000000002,5.58,1.7763568394002505e-15,3.1834351960577964e-14,Narrow,Bullish,Above CPR,5.69,5.69,5.69,5.69,5.69,0.0,0.0,Narrow,True,False,0.5,13,161980.55,True,True,Higher,False,Risk On,False,Bullish Virgin,,,,,2.011164735519172,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
2026-09-21,2026-09-21,CM,NSE,STK,758958,INE1VXE01018,STLNETWORK,EQ,,,,,STL NETWORKS LIMITED,45.09,45.09,45.09,45.09,45.09,42.95,,45.09,,,1786378,80547784.02,1578,F1,1,,,,,,Cash Only,Diversified,False,42.95,42.95,42.95,42.95000000000001,42.95,42.95000000000002,42.95000000000002,42.95,1.4210854715202004e-14,3.30869725615879e-14,Narrow,Bullish,Above CPR,45.09,45.09,45.09,45.09,45.09,0.0,0.0,Narrow,True,False,0.7333333333333333,60,78832813.045,False,False,Higher,True,Risk On,False,Bullish Virgin,1.8850000000000002,29.0088,24.4646,7.538914968276924e-15,1.0217545322659112,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
2026-09-21,2026-09-21,CM,NSE,STK,18979,INE562X01013,UNIVASTU,BE,,,,,UNIVASTU INDIA LIMITED,156.05,156.05,146.0,150.82,151.5,152.26,,150.82,,,46819,7173751.84,436,F1,1,,,,,,Cash Only,Diversified,False,152.26,152.25,152.26,152.25666666666666,152.255,152.25833333333333,152.25833333333333,152.255,0.0033333333333303017,0.002189237707428282,Narrow,Bullish,Below CPR,150.95666666666668,151.025,150.88833333333335,151.025,150.88833333333335,0.13666666666665606,0.0906157450382284,Narrow,False,False,1.0,60,9309044.32,False,False,Higher,True,Risk On,False,None,13.303571428571432,99.65879999999999,82.7583,0.0002505592841161031,0.7706217301584402,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
2026-09-21,2026-09-21,CM,NSE,STK,762717,INE620D01011,INDPRUD,EQ,,,,,INDUSTRIAL & PRU INV CO L,6260.0,6300.0,6260.0,6295.5,6300.0,6227.5,,6295.5,,,31,194516.0,11,F1,1,,,,,,Cash Only,Diversified,False,6304.5,6150.0,6227.5,6227.333333333333,6227.25,6227.416666666666,6227.416666666666,6227.25,0.16666666666606034,0.0026763013515224464,Narrow,Bullish,Above CPR,6285.166666666667,6280.0,6290.333333333334,6290.333333333334,6280.0,10.33333333333394,0.16413840573955904,Narrow,True,False,0.8,60,333402.0,False,False,Lower,True,Risk On,False,Bullish Virgin,151.75,6368.48,6460.818499999999,0.0010982976386560814,0.5834278138703427,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
2026-09-21,2026-09-21,CM,NSE,STK,18593,INE0OV601013,EMSLIMITED,EQ,,,,,EMS LIMITED,367.0,372.0,363.1,364.3,364.0,366.65,,364.27,,,119216,43796935.2,3736,F1,1,,,,,,Cash Only,Diversified,False,371.25,362.0,366.65,366.6333333333334,366.625,366.64166666666677,366.64166666666677,366.625,0.016666666666765195,0.0045456611664435286,Narrow,Bullish,Below CPR,366.4666666666667,367.55,365.3833333333334,367.55,365.3833333333334,2.1666666666666288,0.5947479183822753,Moderate,False,False,0.05,60,96145948.9,True,True,Higher,True,Risk On,True,None,14.18928571428572,395.235,373.056,0.0011745951841666883,0.4555255390484788,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,-2,0,-2
2026-09-21,2026-09-21,CM,NSE,STK,7254,INE804L01022,MEDPLUS,EQ,,,,,MEDPLUS HEALTH SERV LTD,655.7,665.45,655.0,660.7,656.75,659.65,,660.69,,,66888,44161560.55,4188,F1,1,,,,,,Cash Only,Diversified,False,665.2,654.0,659.65,659.6166666666667,659.6,659.6333333333333,659.6333333333333,659.6,0.03333333333330302,0.005053184769696508,Narrow,Bullish,Above CPR,660.3833333333333,660.225,660.5416666666666,660.5416666666666,660.225,0.31666666666660603,0.04792896422984804,Narrow,True,False,0.8666666666666667,60,102351955.25,False,False,Higher,True,Risk On,False,None,17.053571428571445,700.123,783.6495000000001,0.001954624781848133,0.4314676787769523,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
2026-09-21,2026-09-21,CM,NSE,STK,24924,INE819L01012,ELGIRUBCO,EQ,,,,,ELGI RUBBER CO. LTD,60.52,61.48,59.4,59.86,59.9,61.6,,59.86,,,27506,1651777.47,345,F1,1,,,,,,Cash Only,Diversified,False,62.38,60.81,61.6,61.596666666666664,61.595,61.59833333333333,61.59833333333333,61.595,0.0033333333333303017,0.00541125541125049,Narrow,Bullish,Below CPR,60.24666666666667,60.44,60.05333333333334,60.44,60.05333333333334,0.38666666666665606,0.6459516649960844,Moderate,False,False,0.5,60,2923230.335,False,False,Higher,True,Risk On,False,Bearish Virgin,3.6728571428571426,59.0194,54.540699999999994,0.0009075586671844463,0.5650521104078512,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
