SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,Industry,Segment,session,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,Applies,Timeframe,Daily_Signal,Weekly_Signal,Monthly_Signal,Confluence_Score
AADHARHFC,20260828,462.9,481.15,459.3,471.1,610514711.35,AADHAR HOUSING FINANCE L,Financial Services,Cash Only,20260828,501.95,459.75,462.55,474.75,480.85,468.65,480.85,468.65,12.200000000000045,2.637552697005739,Wide,Bearish,Inside CPR,False,False,0.9622641509433962,53,818149269.65,False,False,Lower,True,Risk Off,False,Bearish Virgin,33.403571428571425,488.81699999999995,,0.36523040735593,0.7462143327600538,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AAKASH,20260828,8.7,8.98,8.5,8.73,3165901.6399999997,AAKASH EXPLORATION SER L,Diversified,Cash Only,20260828,9.59,8.06,8.71,8.786666666666667,8.825,8.748333333333335,8.825,8.748333333333335,0.07666666666666444,0.8802143130501082,Wide,Bearish,Below CPR,False,False,0.42857142857142855,35,3639598.62,False,False,Outside,True,Risk Off,False,None,1.497142857142857,,,0.05120865139948961,0.8698491153950376,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AAREYDRUGS,20260828,80.2,89.01,74.6,89.01,78257235.03999999,AAREY DRUGS & PHARM LTD,Healthcare & Pharma,Cash Only,20260828,86.46,77.07,81.2,81.57666666666665,81.76499999999999,81.38833333333332,81.76499999999999,81.38833333333332,0.37666666666666515,0.4638752052545137,Moderate,Bearish,Above CPR,False,False,0.045454545454545456,22,82397673.485,True,True,Lower,True,Risk Off,True,Bearish Virgin,11.865,,,0.03174603174603162,0.9497505418553626,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AARON,20260828,137.64,140.59,134.0,134.94,5142573.96,AARON INDUSTRIES LIMITED,Diversified,Cash Only,20260828,147.89,136.8,137.64,140.77666666666667,142.345,139.20833333333334,142.345,139.20833333333334,3.136666666666656,2.27889179502082,Wide,Bearish,Below CPR,False,False,0.8113207547169812,53,9250143.55,False,False,Overlapping,True,Risk Off,False,None,10.800714285714287,154.1168,,0.2904128915636081,0.555945313951371,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AARTIDRUGS,20260828,420.7,429.8,413.9,418.55,226655249.35,AARTI DRUGS LTD.,Healthcare & Pharma,Cash Only,20260828,420.7,404.5,417.4,414.2,412.6,415.79999999999995,415.79999999999995,412.6,3.199999999999932,0.7666506947771758,Wide,Bullish,Above CPR,False,False,0.37735849056603776,53,286865027.6,False,False,Lower,True,Risk Off,False,None,24.378571428571426,405.29400000000004,,0.1312628186346295,0.7901111238489636,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AARTIIND,20260828,529.45,551.75,525.4,540.35,2809251883.65,AARTI INDUSTRIES LTD,Chemicals,Cash Only,20260828,537.9,516.2,527.2,527.1,527.05,527.1500000000001,527.1500000000001,527.05,0.10000000000013642,0.018968133535685966,Narrow,Bullish,Above CPR,True,False,0.05660377358490566,53,1453525064.35,True,False,Inside,True,Risk Off,True,None,35.37857142857142,430.218,,0.0028265697557074707,1.9327165059284794,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AARTIPHARM,20260828,817.0,862.0,808.8,840.7,1880037019.45,AARTI PHARMALABS LIMITED,Diversified,Cash Only,20260828,892.0,806.4,816.8,838.4,849.2,827.5999999999999,849.2,827.5999999999999,21.600000000000136,2.6444662095984497,Wide,Bearish,Inside CPR,False,False,0.8867924528301887,53,588600927.55,False,False,Overlapping,True,Risk Off,False,None,70.9607142857143,735.9540000000001,,0.3043937792541163,3.1940775684392655,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AARVI,20260828,155.19,155.19,141.0,142.25,13633114.06,AARVI ENCON LIMITED,Diversified,Cash Only,20260828,161.0,150.1,152.5,154.53333333333333,155.55,153.51666666666665,155.55,153.51666666666665,2.03333333333336,1.3333333333333508,Wide,Bearish,Below CPR,False,False,0.6037735849056604,53,12586153.67,False,False,Outside,True,Risk Off,False,None,16.264285714285712,132.4182,,0.12501829893134406,1.0831835060536013,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AASTHA,20260828,73.29,88.37,73.0,79.61,681105518.15,AASTHA SPINTEX LIMITED,Diversified,Cash Only,20260828,74.95,73.0,73.03,73.66,73.975,73.345,73.975,73.345,0.6299999999999955,0.8626591811584218,Wide,Bearish,Above CPR,False,False,0.3333333333333333,6,998919461.46,False,False,Overlapping,False,Risk Off,False,None,,,,,0.6818422750063455,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AAVAS,20260828,1349.0,1358.5,1257.9,1275.5,1324467291.4,AAVAS FINANCIERS LIMITED,Financial Services,Cash Only,20260828,1407.9,1351.0,1355.3,1371.3999999999999,1379.45,1363.3499999999997,1379.45,1363.3499999999997,16.100000000000364,1.1879288718365206,Wide,Bearish,Below CPR,False,False,0.5849056603773585,53,1115634436.8,False,False,Lower,True,Risk Off,False,Bearish Virgin,100.84285714285716,1427.79,,0.15965434197478756,1.1871875299932477,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ABANSENT,20260828,27.98,29.3,26.52,27.99,905874.4400000001,ABANS ENTERPRISES LTD.,Diversified,Cash Only,20260828,32.79,27.36,27.98,29.376666666666665,30.075,28.67833333333333,30.075,28.67833333333333,1.3966666666666683,4.99166071003098,Wide,Bearish,Below CPR,False,False,0.8333333333333334,6,1322362.135,False,False,Overlapping,False,Risk Off,False,None,,,,,0.6850426339529149,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ABB,20260828,7460.0,7699.0,7429.5,7509.0,5933253654.5,ABB INDIA LIMITED,Capital Goods,F&O + Cash,20260828,7760.0,7391.5,7424.0,7525.166666666667,7575.75,7474.583333333334,7575.75,7474.583333333334,101.16666666666606,1.362697557471256,Wide,Bearish,Inside CPR,False,False,0.7547169811320755,53,7128058259.0,False,False,Lower,True,Risk Off,False,None,490.5357142857143,6156.526,,0.20623710714718965,0.8323800730736984,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ABBOTINDIA,20260828,26155.0,26745.0,26030.0,26175.0,1023886770.0,ABBOTT INDIA LIMITED,Healthcare,Cash Only,20260828,27150.0,25905.0,26230.0,26428.333333333332,26527.5,26329.166666666664,26527.5,26329.166666666664,198.33333333333576,0.7561316558647951,Wide,Bearish,Below CPR,False,False,0.6415094339622641,53,1072756805.0,False,False,Lower,True,Risk Off,False,Bearish Virgin,1085.7142857142858,27596.6,,0.18267543859649346,0.9544444418602407,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ABCAPITAL,20260828,410.55,416.45,404.8,405.55,4547147343.65,ADITYA BIRLA CAPITAL LTD.,Financial Services,F&O + Cash,20260828,413.0,393.8,413.0,406.59999999999997,403.4,409.79999999999995,409.79999999999995,403.4,6.399999999999977,1.5496368038740864,Wide,Bullish,Inside CPR,False,False,0.7924528301886793,53,7076370948.200001,False,False,Overlapping,True,Risk Off,False,None,20.84999999999999,349.703,,0.30695443645083836,0.6425818229337803,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ABCOTS,20260828,209.42,213.9,200.1,203.7,7409409.51,A B COTSPIN INDIA LIMITED,Diversified,Cash Only,20260828,225.0,198.5,209.42,210.97333333333333,211.75,210.19666666666666,211.75,210.19666666666666,1.5533333333333417,0.741731130423714,Moderate,Bearish,Below CPR,False,False,0.3877551020408163,49,42359078.62,False,False,Higher,True,Risk Off,False,None,17.536428571428573,,,0.0885775189062229,0.17491904336421565,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ABDL,20260828,607.9,643.9,592.2,610.0,1319923984.3000002,ALLIED BLEND N DISTILS L,Fast Moving Consumer Goods,Cash Only,20260828,617.9,584.3,595.0,599.0666666666666,601.0999999999999,597.0333333333333,601.0999999999999,597.0333333333333,4.066666666666606,0.6834733893557321,Moderate,Bearish,Above CPR,False,False,0.20754716981132076,53,1074320646.95,True,True,Lower,True,Risk Off,True,None,47.19642857142859,563.915,,0.08616471181737792,1.2286126940287976,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ABFRL,20260828,54.59,55.28,52.21,52.49,968455138.76,ADITYA BIRLA FASHION & RT,Consumer Services,Cash Only,20260828,55.9,54.1,54.35,54.78333333333333,55.0,54.56666666666666,55.0,54.56666666666666,0.4333333333333371,0.7973014412756894,Wide,Bearish,Below CPR,False,False,0.22641509433962265,53,1455846963.21,True,False,Lower,True,Risk Off,True,Bearish Virgin,4.345714285714285,68.3734,,0.0997150997151006,0.6652176796279818,False,False,Short,0.5,None,Week 31 Aug – 04 Sep 2026,Weekly,0,-2,0,-2
ABLBL,20260828,86.45,87.14,84.24,84.6,180866862.42000002,ADITYA BIRLA LIFES BRAN L,Consumer Services,Cash Only,20260828,90.65,86.0,86.12,87.58999999999999,88.325,86.85499999999998,88.325,86.85499999999998,1.4700000000000273,1.7069205759405797,Wide,Bearish,Below CPR,False,False,0.7169811320754716,53,558305235.34,False,False,Lower,True,Risk Off,False,Bearish Virgin,5.0778571428571455,110.3634,,0.28949219299480056,0.3239569521676698,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ABMKNO,20260828,189.87,197.0,182.01,193.39,570707.66,A B M KNOWLEDGEWARE LTD.,Diversified,Cash Only,20260828,205.0,185.1,189.87,193.32333333333335,195.05,191.5966666666667,195.05,191.5966666666667,3.453333333333319,1.8187882937448354,Wide,Bearish,Inside CPR,False,False,0.5789473684210527,19,2226598.39,False,False,Overlapping,True,Risk Off,False,None,20.427857142857142,,,0.16905019989043835,0.2563136947206721,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ABREL,20260828,1417.9,1486.0,1380.0,1387.0,2005627891.9,ADITYA BIRLA REAL EST LTD,Realty,Cash Only,20260828,1465.0,1377.6,1406.3,1416.3,1421.3,1411.3,1421.3,1411.3,10.0,0.7110858280594468,Moderate,Bearish,Below CPR,False,False,0.3584905660377358,53,1293894573.6,False,False,Higher,True,Risk Off,False,None,98.34285714285716,1462.74,,0.10168506682161532,1.5500705643426158,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ACC,20260828,1307.8,1338.1,1291.0,1306.4,624546728.9,ACC LIMITED,Construction Materials,Cash Only,20260828,1322.7,1286.0,1307.4,1305.3666666666666,1304.35,1306.3833333333332,1306.3833333333332,1304.35,2.033333333333303,0.15552496048136016,Narrow,Bullish,Above CPR,True,False,0.11320754716981132,53,1367206814.0,False,False,Lower,True,Risk Off,True,None,57.45714285714288,1560.9720000000002,,0.03538869550803858,0.4568048685134771,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ACCELYA,20260828,1138.5,1150.0,1119.8,1134.1,26405939.0,ACCELYA SOLN INDIA LTD,Diversified,Cash Only,20260828,1159.3,1126.0,1138.6,1141.3,1142.65,1139.9499999999998,1142.65,1139.9499999999998,2.700000000000273,0.23713332162306985,Narrow,Bearish,Below CPR,False,True,0.16981132075471697,53,67757425.5,False,False,Overlapping,True,Risk Off,True,None,43.142857142857146,1239.646,,0.06258278145695996,0.3897128440926375,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ACE,20260828,1192.0,1192.0,1128.2,1140.6,1288904976.7,ACTION CONST EQUIP LTD,Capital Goods,Cash Only,20260828,1196.0,1081.7,1182.2,1153.3,1138.85,1167.75,1167.75,1138.85,28.90000000000009,2.44459482321097,Wide,Bullish,Inside CPR,False,False,0.8301886792452831,53,1066714676.0,False,False,Higher,True,Risk Off,False,Bullish Virgin,69.66428571428574,961.909,,0.4148467138316427,1.208294031852244,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ACEINTEG,20260828,18.25,18.63,16.98,17.44,309176.31,ACE INTEGRATED SOLU. LTD.,Diversified,Cash Only,20260828,19.0,17.3,17.89,18.063333333333333,18.15,17.976666666666667,18.15,17.976666666666667,0.173333333333332,0.968883920253393,Wide,Bearish,Below CPR,False,False,0.4339622641509434,53,451081.08999999997,True,False,Overlapping,True,Risk Off,False,None,2.307142857142857,20.4298,,0.07512899896800769,0.6854118180835291,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ACGL,20260828,1815.3,1839.2,1773.4,1792.6,4028242.0,AUTOMOBILE CORPN OF GOA L,Diversified,Cash Only,20260828,1880.0,1715.5,1806.2,1800.5666666666666,1797.75,1803.3833333333332,1803.3833333333332,1797.75,5.633333333333212,0.3118886797327656,Moderate,Bullish,Below CPR,False,False,0.75,2,5439493.95,False,False,Inside,False,Risk Off,False,None,,,,,0.7405545510350278,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ACI,20260828,499.8,522.9,479.8,484.3,1661657315.6,ARCHEAN CHEMICAL IND LTD,Diversified,Cash Only,20260828,517.5,497.0,497.85,504.1166666666666,507.25,500.98333333333323,507.25,500.98333333333323,6.266666666666765,1.2587459408791333,Wide,Bearish,Below CPR,False,False,0.660377358490566,53,384003186.20000005,False,False,Overlapping,True,Risk Off,False,None,38.69642857142857,568.241,,0.16194431625903963,4.327196688244562,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ACL,20260828,45.22,46.0,43.72,44.14,3533725.2600000002,ANDHRA CEMENTS LIMITED,Diversified,Cash Only,20260828,47.0,45.0,45.2,45.73333333333333,46.0,45.466666666666654,46.0,45.466666666666654,0.5333333333333456,1.1799410029498798,Wide,Bearish,Below CPR,False,False,0.525,40,4578893.165,False,False,Lower,True,Risk Off,False,Bearish Virgin,2.917142857142857,,,0.18282729350310578,0.7717422382795429,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ACMESOLAR,20260828,400.0,411.5,376.3,393.7,3162713776.85,ACME SOLAR HOLDINGS LTD,Power,Cash Only,20260828,411.3,361.8,401.6,391.56666666666666,386.55,396.5833333333333,396.5833333333333,386.55,10.033333333333303,2.4983399734395673,Wide,Bullish,Inside CPR,False,False,0.7547169811320755,53,1893625772.9,False,False,Higher,True,Risk Off,False,Bullish Virgin,33.41428571428571,285.9986,,0.3002707709847504,1.6701894440348952,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ACSTECH,20260828,51.21,54.77,50.5,50.96,64492300.85,A C S TECHNOLOGIES LTD.,Information Technology,Cash Only,20260828,52.5,48.42,50.78,50.56666666666666,50.46,50.673333333333325,50.673333333333325,50.46,0.21333333333332405,0.4201129053432927,Moderate,Bullish,Above CPR,False,False,0.3157894736842105,19,37321978.9,True,False,Higher,True,Risk Off,False,Bullish Virgin,5.047857142857143,,,0.04226215744540168,1.7279978916123337,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ACUTAAS,20260828,3189.1,3384.0,3138.0,3281.6,4176065587.4,ACUTAAS CHEMICALS LIMITED,Healthcare,Cash Only,20260828,3399.8,3160.0,3169.0,3242.933333333333,3279.9,3205.966666666666,3279.9,3205.966666666666,73.9333333333343,2.333017776375333,Wide,Bearish,Above CPR,False,False,0.660377358490566,53,3875497320.9,False,False,Overlapping,True,Risk Off,False,None,333.3857142857144,2342.426,,0.22176515119053003,1.0775560506464754,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ADANIENSOL,20260828,1543.9,1637.0,1527.0,1581.4,21682987428.4,ADANI ENERGY SOLUTION LTD,Power,F&O + Cash,20260828,1630.0,1527.3,1541.9,1566.4000000000003,1578.65,1554.1500000000005,1578.65,1554.1500000000005,24.499999999999545,1.5889486996562385,Wide,Bearish,Above CPR,False,False,0.5849056603773585,53,9062782635.5,False,False,Lower,True,Risk Off,False,None,117.7357142857143,1188.101,,0.20809318691985296,2.392530892605231,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ADANIENT,20260828,3010.0,3173.7,2962.5,3168.5,22383292407.5,ADANI ENTERPRISES LIMITED,Metals & Mining,F&O + Cash,20260828,3058.6,2967.3,2997.0,3007.633333333333,3012.95,3002.3166666666666,3012.95,3002.3166666666666,10.633333333333212,0.35479924368812854,Moderate,Bearish,Above CPR,False,False,0.1509433962264151,53,17984275538.3,False,False,Inside,True,Risk Off,True,None,170.7428571428571,2496.1059999999998,,0.062276885319053295,1.2446035070932764,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ADANIGREEN,20260828,1319.9,1346.8,1294.8,1311.0,9461400484.2,ADANI GREEN ENERGY LTD,Power,F&O + Cash,20260828,1346.9,1281.1,1320.0,1316.0,1314.0,1318.0,1318.0,1314.0,4.0,0.30303030303030304,Moderate,Bullish,Below CPR,False,False,0.16981132075471697,53,14179616525.3,False,False,Lower,True,Risk Off,True,Bearish Virgin,101.84285714285713,1147.966,,0.03927619581989059,0.6672536219381169,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ADANIPORTS,20260828,1700.0,1723.9,1671.0,1707.5,16348329835.199999,ADANI PORT & SEZ LTD,Services,F&O + Cash,20260828,1704.0,1667.0,1700.0,1690.3333333333333,1685.5,1695.1666666666665,1695.1666666666665,1685.5,9.666666666666515,0.5686274509803833,Moderate,Bullish,Above CPR,False,False,0.37735849056603776,53,16348329835.199999,False,False,Overlapping,True,Risk Off,False,None,75.7,1571.856,,0.12769704975781393,1.0,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ADANIPOWER,20260828,205.2,217.4,201.43,212.63,27609613035.97,ADANI POWER LTD,Power,F&O + Cash,20260828,208.67,201.77,205.5,205.31333333333336,205.22,205.40666666666672,205.40666666666672,205.22,0.18666666666672427,0.09083536090838164,Narrow,Bullish,Above CPR,True,False,0.05660377358490566,53,25971024101.14,False,False,Lower,True,Risk Off,True,None,14.08142857142857,187.8582,,0.013256230766633561,1.0630929657778907,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ADDIND,20260828,92.0,94.6,79.92,84.0,512143.34,ADDI INDUSTRIES LTD.,Diversified,Cash Only,20260828,90.01,71.05,80.66,80.57333333333334,80.53,80.61666666666667,80.61666666666667,80.53,0.08666666666667311,0.10744689643773012,Narrow,Bullish,Above CPR,True,False,0.75,2,465127.19500000007,False,False,Inside,False,Risk Off,False,None,,,,,1.1010823394233054,False,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ADFFOODS,20260828,265.0,285.7,264.75,274.45,237389740.7,ADF FOODS LIMITED,FMCG & Food Products,Cash Only,20260828,272.1,258.9,267.6,266.2,265.5,266.9,266.9,265.5,1.3999999999999773,0.5231689088191245,Moderate,Bullish,Above CPR,False,False,0.1509433962264151,53,159785421.92000002,False,False,Higher,True,Risk Off,True,Bullish Virgin,29.21428571428571,233.7548,,0.04792176039119727,1.4856783419131578,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ADL,20260828,72.33,76.99,69.11,75.0,394667.33999999997,ARCHIDPLY DECOR LIMITED,Diversified,Cash Only,20260828,73.39,68.4,71.98,71.25666666666667,70.89500000000001,71.61833333333334,71.61833333333334,70.89500000000001,0.7233333333333292,1.004908770954889,Wide,Bullish,Above CPR,False,False,0.33962264150943394,53,402991.76,True,False,Inside,True,Risk Off,False,None,7.055714285714286,74.5322,,0.10251737868664312,0.9793434486104629,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ADOR,20260828,1617.6,1652.0,1522.0,1635.6,568456116.9000001,ADOR WELDING LTD,Diversified,Cash Only,20260828,1701.9,1520.5,1617.6,1613.3333333333333,1611.2,1615.4666666666665,1615.4666666666665,1611.2,4.266666666666424,0.2637652489284387,Moderate,Bullish,Above CPR,False,False,0.16981132075471697,53,98591514.39999999,True,True,Higher,True,Risk Off,True,None,112.47857142857148,1125.259,,0.03793315128807386,5.765771226453543,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ADROITINFO,20260828,9.99,10.79,9.99,10.44,864797.33,ADROIT INFOTECH LIMITED,Information Technology,Cash Only,20260828,10.64,9.6,10.04,10.093333333333334,10.120000000000001,10.066666666666666,10.120000000000001,10.066666666666666,0.053333333333334565,0.5312084993360017,Moderate,Bearish,Above CPR,False,False,0.32075471698113206,53,2033712.03,False,False,Higher,True,Risk Off,False,Bullish Virgin,0.9521428571428573,9.902999999999999,,0.05601400350087651,0.4252309654676134,True,False,No setup,0.0,None,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
