SYMBOL,Industry,CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width_Pct,Width_Rank_Pct,Overlay,Setup,Bias,Price_Position,Segment,Confluence_Score,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,Regime
SALONA,Diversified,274.25,269.8833333333333,269.5,270.26666666666665,270.26666666666665,269.5,0.28326867417943896,0.23333333333333334,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,88,Strong confirmation,CPR width: 0.2833% (12/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (9.03x) (20/20); Higher timeframe: aligned (+2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
SUNDROP,Diversified,756.2,741.9833333333332,740.825,743.1416666666664,743.1416666666664,740.825,0.31125442249984936,0.016666666666666666,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,88,Strong confirmation,CPR width: 0.3113% (12/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (2.08x) (20/20); Higher timeframe: aligned (+2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
ITCHOTELS,Consumer Services,164.01,160.69333333333336,160.425,160.9616666666667,160.9616666666667,160.425,0.3328578221588353,0.13333333333333333,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,88,Strong confirmation,CPR width: 0.3329% (12/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (1.93x) (20/20); Higher timeframe: aligned (+2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
SOMANYCERA,Diversified,601.85,593.1666666666666,591.6,594.7333333333332,594.7333333333332,591.6,0.5254625747665961,0.05,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,88,Strong confirmation,CPR width: 0.5255% (12/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (1.44x) (20/20); Higher timeframe: aligned (+2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
ALMONDZ,Diversified,19.86,19.416666666666668,19.35,19.483333333333334,19.483333333333334,19.35,0.6820119352088637,0.016666666666666666,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,88,Strong confirmation,CPR width: 0.6820% (12/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (4.70x) (20/20); Higher timeframe: aligned (+2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
MCL,Diversified,61.61,60.330000000000005,60.12,60.54000000000001,60.54000000000001,60.12,0.6913580246913843,0.016666666666666666,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,88,Strong confirmation,CPR width: 0.6914% (12/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (3.94x) (20/20); Higher timeframe: aligned (+2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
SIKKO,Diversified,6.42,6.07,6.045,6.095000000000001,6.095000000000001,6.045,0.8169934640522992,0.1,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,84,Strong confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (5.21x) (20/20); Higher timeframe: aligned (+2) (16/20),Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,Risk On
TIRUPATIFL,Diversified,79.87,77.56,77.17,77.95,77.95,77.17,0.9956599438345686,0.025,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,84,Strong confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (3.49x) (20/20); Higher timeframe: aligned (+2) (16/20),Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,Risk On
CARBORUNIV,Capital Goods,1296.5,1249.9666666666667,1242.7,1257.2333333333333,1257.2333333333333,1242.7,1.149334387768549,0.2,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,84,Strong confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (25.46x) (20/20); Higher timeframe: aligned (+2) (16/20),Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,Risk On
ESAFSFB,Diversified,40.82,40.20333333333333,39.96,40.446666666666665,40.446666666666665,39.96,1.1960350618497533,0.23333333333333334,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,84,Strong confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (2.29x) (20/20); Higher timeframe: aligned (+2) (16/20),Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,Risk On
SREEL,Diversified,299.57,288.01,285.07,290.95,290.95,285.07,2.0007485794004545,0.25,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,84,Strong confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (2.21x) (20/20); Higher timeframe: aligned (+2) (16/20),Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,Risk On
GNA,Diversified,620.45,582.75,575.8,589.7,589.7,575.8,2.3296740132406084,0.16666666666666666,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,84,Strong confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (27.07x) (20/20); Higher timeframe: aligned (+2) (16/20),Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,Risk On
PREMIERPOL,Diversified,100.51,91.69333333333334,89.18,94.20666666666668,94.20666666666668,89.18,5.19713261648746,0.21666666666666667,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,84,Strong confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (30.34x) (20/20); Higher timeframe: aligned (+2) (16/20),Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,Risk On
SANGHVIMOV,Diversified,446.45,440.31666666666666,439.6,441.0333333333333,441.0333333333333,439.6,0.3244670816826894,0.05,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,80,Strong confirmation,CPR width: 0.3245% (12/20); Price location: Above CPR (20/20); Trend: partially aligned (1/2) (12/20); Participation: confirmed (1.16x) (20/20); Higher timeframe: aligned (+2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
AFFORDABLE,Diversified,177.35,173.48333333333335,172.9,174.0666666666667,174.0666666666667,172.9,0.6680026720106989,0.15,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,80,Strong confirmation,CPR width: 0.6680% (12/20); Price location: Above CPR (20/20); Trend: partially aligned (1/2) (12/20); Participation: confirmed (1.67x) (20/20); Higher timeframe: aligned (+2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
JKCEMENT,Construction Materials,5184.5,5083.333333333333,5082.5,5084.166666666666,5084.166666666666,5082.5,0.03277613897081731,0.15,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,76,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: opposes SMA direction (0/20); Participation: confirmed (1.06x) (20/20); Higher timeframe: aligned (+2) (16/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,Risk On
MODIS,Diversified,363.2,355.7833333333333,355.5,356.0666666666666,356.0666666666666,355.5,0.1590196903792917,0.05,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,76,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: opposes SMA direction (0/20); Participation: confirmed (1.42x) (20/20); Higher timeframe: aligned (+2) (16/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,Risk On
MOLDTECH,Information Technology,199.2,197.50333333333333,196.315,198.69166666666666,198.69166666666666,196.315,1.1890467613901667,0.15,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,76,Confirmed,CPR width: Wide; directional confirmation limited (8/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: moderate (0.99x) (12/20); Higher timeframe: aligned (+2) (16/20),Wide CPR,Wide Upside Watch,Watch,Wide CPR + close above CPR; trend aligned; participation light,Risk On
NILAINFRA,Real Estate & Infra,7.06,6.786666666666666,6.77,6.803333333333333,6.803333333333333,6.77,0.4887585532746806,0.1,Higher,Long,Bullish,Above CPR,Cash Only,1,Long,76,Confirmed,CPR width: 0.4888% (12/20); Price location: Above CPR (20/20); Trend: partially aligned (1/2) (12/20); Participation: confirmed (3.51x) (20/20); Higher timeframe: slightly aligned (+1) (12/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
DMCC,Diversified,295.05,295.23333333333335,294.7,295.7666666666667,295.7666666666667,294.7,0.3599955000562672,0.05,Higher,Watch Long,Bullish,Inside CPR,Cash Only,1,Long,74,Confirmed,CPR width: 0.3600% (12/20); Price location: Inside CPR; watch state (10/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (6.10x) (20/20); Higher timeframe: slightly aligned (+1) (12/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
AUROPHARMA,Healthcare,1716.0,1712.9333333333334,1708.65,1717.2166666666667,1717.2166666666667,1708.65,0.4976280375641363,0.21666666666666667,Overlapping,Watch Long,Bullish,Inside CPR,F&O + Cash,1,Long,74,Confirmed,CPR width: 0.4976% (12/20); Price location: Inside CPR; watch state (10/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (1.11x) (20/20); Higher timeframe: slightly aligned (+1) (12/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
PHOENXINTL,Diversified,28.33,28.319999999999997,28.4,28.239999999999995,28.4,28.239999999999995,0.5681818181818313,0.037037037037037035,Inside,Watch Short,Bearish,Inside CPR,Cash Only,-1,Short,74,Confirmed,CPR width: 0.5682% (12/20); Price location: Inside CPR; watch state (10/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (1.73x) (20/20); Higher timeframe: slightly aligned (-1) (12/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
RAINBOW,Healthcare,1412.6,1416.8333333333333,1422.0,1411.6666666666665,1422.0,1411.6666666666665,0.7346842042896186,0.11666666666666667,Lower,Watch Short,Bearish,Inside CPR,Cash Only,-1,Short,74,Confirmed,CPR width: 0.7347% (12/20); Price location: Inside CPR; watch state (10/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (2.86x) (20/20); Higher timeframe: slightly aligned (-1) (12/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
WELINV,Diversified,2457.0,2440.9,2432.85,2448.9500000000003,2448.9500000000003,2432.85,0.6552706552706701,0.11666666666666667,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,72,Confirmed,CPR width: 0.6553% (12/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: light (0.05x) (4/20); Higher timeframe: aligned (+2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
SECURKLOUD,Diversified,16.72,16.80333333333333,16.9,16.706666666666663,16.9,16.706666666666663,1.1639574553481948,0.18333333333333332,Outside,Watch Short,Bearish,Inside CPR,Cash Only,-1,Short,70,Confirmed,CPR width: Wide; directional confirmation limited (8/20); Price location: Inside CPR; watch state (10/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (2.10x) (20/20); Higher timeframe: slightly aligned (-1) (12/20),Wide CPR,Wide Consolidation,Watch,Wide CPR + close inside CPR; consolidation/range watch,Risk On
EUROTEXIND,Diversified,12.21,12.046666666666667,12.245000000000001,11.848333333333333,12.245000000000001,11.848333333333333,3.404864091559384,0.15254237288135594,Higher,Watch Short,Bearish,Inside CPR,Cash Only,-1,Short,70,Confirmed,CPR width: Wide; directional confirmation limited (8/20); Price location: Inside CPR; watch state (10/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (3.57x) (20/20); Higher timeframe: slightly aligned (-1) (12/20),Wide CPR,Wide Consolidation,Watch,Wide CPR + close inside CPR; consolidation/range watch,Risk On
KRITIKA,Diversified,5.02,5.016666666666667,5.025,5.008333333333333,5.025,5.008333333333333,0.3333333333333499,0.16666666666666666,Lower,Watch Short,Bearish,Inside CPR,Cash Only,-3,Short,70,Confirmed,CPR width: 0.3333% (12/20); Price location: Inside CPR; watch state (10/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: moderate (0.88x) (12/20); Higher timeframe: aligned (-3) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
INDBANK,Financial Services,26.23,26.060000000000002,26.02,26.100000000000005,26.100000000000005,26.02,0.30604437643460364,0.23333333333333334,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,68,Confirmed,CPR width: 0.3060% (12/20); Price location: Above CPR (20/20); Trend: opposes SMA direction (0/20); Participation: confirmed (1.59x) (20/20); Higher timeframe: aligned (+2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
BLUECLOUDS,Diversified,20.06,19.66,19.625,19.695,19.695,19.625,0.35478966041561216,0.07407407407407407,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,68,Confirmed,CPR width: 0.3548% (12/20); Price location: Above CPR (20/20); Trend: opposes SMA direction (0/20); Participation: confirmed (1.93x) (20/20); Higher timeframe: aligned (+2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
GILLETTE,Fast Moving Consumer Goods,7118.5,7059.0,7041.5,7076.5,7076.5,7041.5,0.493374682830561,0.25,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,68,Confirmed,CPR width: 0.4934% (12/20); Price location: Above CPR (20/20); Trend: opposes SMA direction (0/20); Participation: confirmed (1.05x) (20/20); Higher timeframe: aligned (+2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
TGVSL,Diversified,109.31,108.0,107.725,108.275,108.275,107.725,0.5066789497927328,0.037037037037037035,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,68,Confirmed,CPR width: 0.5067% (12/20); Price location: Above CPR (20/20); Trend: opposes SMA direction (0/20); Participation: confirmed (4.39x) (20/20); Higher timeframe: aligned (+2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
INDTERRAIN,Diversified,29.89,29.203333333333333,29.12,29.286666666666665,29.286666666666665,29.12,0.5674724775848291,0.21666666666666667,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,68,Confirmed,CPR width: 0.5675% (12/20); Price location: Above CPR (20/20); Trend: opposes SMA direction (0/20); Participation: confirmed (1.30x) (20/20); Higher timeframe: aligned (+2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
ACI,Diversified,491.4,471.8833333333334,470.525,473.2416666666668,473.2416666666668,470.525,0.5724118555977267,0.2,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,68,Confirmed,CPR width: 0.5724% (12/20); Price location: Above CPR (20/20); Trend: opposes SMA direction (0/20); Participation: confirmed (1.69x) (20/20); Higher timeframe: aligned (+2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
AHLUCONT,Diversified,582.75,582.6166666666667,583.625,581.6083333333333,583.625,581.6083333333333,0.3473418302905015,0.18333333333333332,Overlapping,Watch Short,Bearish,Inside CPR,Cash Only,-1,Short,66,Confirmed,CPR width: 0.3473% (12/20); Price location: Inside CPR; watch state (10/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: moderate (0.91x) (12/20); Higher timeframe: slightly aligned (-1) (12/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
AEROENTER,Diversified,126.86,125.94,125.655,126.225,126.225,125.655,0.45055726820013686,0.15,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,64,Mixed,CPR width: 0.4506% (12/20); Price location: Above CPR (20/20); Trend: partially aligned (1/2) (12/20); Participation: light (0.73x) (4/20); Higher timeframe: aligned (+2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk On
PANORAMA,Diversified,59.15,56.400000000000006,56.165000000000006,56.635000000000005,56.635000000000005,56.165000000000006,0.8264462809917337,0.037037037037037035,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,64,Mixed,CPR width: Wide; directional confirmation limited (8/20); Price location: Above CPR (20/20); Trend: opposes SMA direction (0/20); Participation: confirmed (2.75x) (20/20); Higher timeframe: aligned (+2) (16/20),Wide CPR,Wide Upside Watch,Watch,Wide CPR + close above CPR; trend opposes; participation confirmed,Risk On
IVALUE,Diversified,234.43,230.64000000000001,229.425,231.85500000000002,231.85500000000002,229.425,1.042605225897802,0.016666666666666666,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,64,Mixed,CPR width: Wide; directional confirmation limited (8/20); Price location: Above CPR (20/20); Trend: opposes SMA direction (0/20); Participation: confirmed (1.12x) (20/20); Higher timeframe: aligned (+2) (16/20),Wide CPR,Wide Upside Watch,Watch,Wide CPR + close above CPR; trend opposes; participation confirmed,Risk On
SAKUMA,Diversified,1.66,1.6199999999999999,1.595,1.6449999999999998,1.6449999999999998,1.595,2.9940119760478936,0.1,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,64,Mixed,CPR width: Wide; directional confirmation limited (8/20); Price location: Above CPR (20/20); Trend: opposes SMA direction (0/20); Participation: confirmed (2.46x) (20/20); Higher timeframe: aligned (+2) (16/20),Wide CPR,Wide Upside Watch,Watch,Wide CPR + close above CPR; trend opposes; participation confirmed,Risk On
DCMSIL,Diversified,85.2,74.97666666666667,73.735,76.21833333333335,76.21833333333335,73.735,3.205955762113799,0.1282051282051282,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,64,Mixed,CPR width: Wide; directional confirmation limited (8/20); Price location: Above CPR (20/20); Trend: opposes SMA direction (0/20); Participation: confirmed (4.16x) (20/20); Higher timeframe: aligned (+2) (16/20),Wide CPR,Wide Upside Watch,Watch,Wide CPR + close above CPR; trend opposes; participation confirmed,Risk On
EKI,Diversified,99.04,77.70333333333333,75.285,80.12166666666667,80.12166666666667,75.285,5.8597851546724895,0.14814814814814814,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,64,Mixed,CPR width: Wide; directional confirmation limited (8/20); Price location: Above CPR (20/20); Trend: opposes SMA direction (0/20); Participation: confirmed (72.43x) (20/20); Higher timeframe: aligned (+2) (16/20),Wide CPR,Wide Upside Watch,Watch,Wide CPR + close above CPR; trend opposes; participation confirmed,Risk On
EKC,Diversified,111.5,111.29666666666667,110.11500000000001,112.47833333333332,112.47833333333332,110.11500000000001,2.079300838758856,0.25,Higher,Watch Long,Bullish,Inside CPR,Cash Only,1,Long,62,Mixed,CPR width: Wide; directional confirmation limited (8/20); Price location: Inside CPR; watch state (10/20); Trend: partially aligned (1/2) (12/20); Participation: confirmed (10.46x) (20/20); Higher timeframe: slightly aligned (+1) (12/20),Wide CPR,Wide Consolidation,Watch,Wide CPR + close inside CPR; consolidation/range watch,Risk On
ELECON,Capital Goods,459.1,454.5333333333333,448.5,460.5666666666666,460.5666666666666,448.5,2.5860837262465934,0.16666666666666666,Higher,Watch Long,Bullish,Inside CPR,Cash Only,1,Long,62,Mixed,CPR width: Wide; directional confirmation limited (8/20); Price location: Inside CPR; watch state (10/20); Trend: partially aligned (1/2) (12/20); Participation: confirmed (6.03x) (20/20); Higher timeframe: slightly aligned (+1) (12/20),Wide CPR,Wide Consolidation,Watch,Wide CPR + close inside CPR; consolidation/range watch,Risk On
KIRLFER,Diversified,478.2,478.1666666666667,478.2,478.1333333333334,478.2,478.1333333333334,0.01394408422225602,0.16666666666666666,Lower,Watch Short,Bearish,Inside CPR,Cash Only,-1,Short,62,Mixed,CPR width: Narrow (20/20); Price location: Inside CPR; watch state (10/20); Trend: opposes SMA direction (0/20); Participation: confirmed (1.59x) (20/20); Higher timeframe: slightly aligned (-1) (12/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,Risk On
LAKSHMIMIL,Diversified,7780.5,7791.833333333333,7829.5,7754.166666666666,7829.5,7754.166666666666,0.9762629862416115,0.20833333333333334,Higher,Watch Short,Bearish,Inside CPR,Cash Only,-1,Short,62,Mixed,CPR width: Wide; directional confirmation limited (8/20); Price location: Inside CPR; watch state (10/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: moderate (0.94x) (12/20); Higher timeframe: slightly aligned (-1) (12/20),Wide CPR,Wide Consolidation,Watch,Wide CPR + close inside CPR; consolidation/range watch,Risk On
SAPPL,Diversified,278.15,280.93333333333334,284.85,277.01666666666665,284.85,277.01666666666665,2.8683022092029917,0.016666666666666666,Outside,Watch Short,Bearish,Inside CPR,Cash Only,-1,Short,62,Mixed,CPR width: Wide; directional confirmation limited (8/20); Price location: Inside CPR; watch state (10/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: moderate (0.96x) (12/20); Higher timeframe: slightly aligned (-1) (12/20),Wide CPR,Wide Consolidation,Watch,Wide CPR + close inside CPR; consolidation/range watch,Risk On
MADHUCON,Diversified,4.25,4.13,4.125,4.135,4.135,4.125,0.24154589371980165,0.11666666666666667,Higher,Long,Bullish,Above CPR,Cash Only,2,Long,60,Mixed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: opposes SMA direction (0/20); Participation: light (0.53x) (4/20); Higher timeframe: aligned (+2) (16/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,Risk On
