TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,NAME,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,VOLUME,VALUE,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,Segment,Industry,Nifty500,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,JCurve_Stage,JCurve_Score,JCurve_Explanation,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,Daily_Signal,Weekly_Signal,Monthly_Signal,Confluence_Score
2026-09-02,2026-09-02,CM,NSE,STK,29124,INE785M01021,PCJEWELLER,EQ,,,,,PC JEWELLER LTD,10.3,10.39,9.98,10.18,10.17,10.32,,10.18,,,274840339,2797179502.04,81554,F1,1,,,,,,Cash Only,Consumer & Retail,False,10.183333333333334,10.185,10.181666666666667,10.185,10.181666666666667,0.0033333333333338544,0.032743942370666544,Narrow,Bearish,Below CPR,False,True,0.95,60,1680823723.9650002,False,False,Lower,True,Risk Off,False,Bearish Virgin,0.5028571428571429,9.771799999999999,9.4274,0.006628787878788915,1.6641718356054367,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,2,0,2
2026-09-02,2026-09-02,CM,NSE,STK,759057,INE13B501022,SAATVIKGL,EQ,,,,,SAATVIK GREEN ENERGY LTD,416.6,421.15,412.55,417.25,417.0,420.5,,417.22,,,32529,13563197.1,1403,F1,1,,,,,,Cash Only,Diversified,False,416.98333333333335,416.85,417.1166666666667,417.1166666666667,416.85,0.2666666666666515,0.06391052526462589,Narrow,Bullish,Above CPR,True,False,0.65,60,38611764.525000006,False,False,Inside,True,Risk Off,False,None,17.121428571428567,437.64799999999997,449.68449999999996,0.015575024335974644,0.3512711026510643,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,2,0,2
2026-09-02,2026-09-02,CM,NSE,STK,5449,INE488A01050,CHEMPLASTS,EQ,,,,,CHEMPLAST SANMAR LIMITED,171.13,172.38,167.61,169.83,170.5,170.35,,169.83,,,128382,21801102.16,3938,F1,1,,,,,,Cash Only,Chemicals & Fertilizers,False,169.94000000000003,169.995,169.88500000000005,169.995,169.88500000000005,0.1099999999999568,0.06477065300592169,Narrow,Bearish,Below CPR,False,True,0.7833333333333333,60,46458034.83,False,False,Lower,True,Risk Off,False,Bearish Virgin,6.603571428571434,192.8568,209.2937,0.01665765278528279,0.469264406894845,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,2,0,2
2026-09-02,2026-09-02,CM,NSE,STK,15073,INE139I01011,BVCL,EQ,,,,,BARAK VALLEY CEM. LTD.,43.1,43.77,42.2,42.93,43.49,43.5,,42.91,,,6239,270820.17,89,F1,1,,,,,,Cash Only,Diversified,False,42.96666666666667,42.985,42.94833333333334,42.985,42.94833333333334,0.03666666666666174,0.0854103579470341,Narrow,Bearish,Below CPR,False,True,0.9166666666666666,60,598618.245,False,False,Lower,True,Risk Off,False,Bearish Virgin,2.0450000000000004,41.9348,42.3124,0.017929910350445836,0.4524088135669837,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,2,0,2
2026-09-02,2026-09-02,CM,NSE,STK,29731,INE942C01045,GUJTHEM,EQ,,,,,GUJARAT THEMIS BIOSYN LTD,408.95,420.2,407.1,413.05,411.5,419.95,,413.05,,,1719974,709264738.15,5334,F1,1,,,,,,Cash Only,Diversified,False,413.45,413.65,413.25,413.65,413.25,0.39999999999997726,0.09684057620142289,Narrow,Bearish,Below CPR,False,True,0.25,60,27455193.1,True,False,Lower,True,Risk Off,True,Bearish Virgin,18.614285714285707,375.85400000000004,371.6243,0.02148887183422749,25.833536685269205,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,2,0,2
2026-09-02,2026-09-02,CM,NSE,STK,3807,INE505Y01010,VINEETLAB,EQ,,,,,VINEET LABORATORIES LTD,38.95,38.95,36.31,37.57,38.0,37.95,,37.57,,,67674,2553754.32,598,F1,1,,,,,,Cash Only,Healthcare & Pharma,False,37.61000000000001,37.63,37.59000000000001,37.63,37.59000000000001,0.03999999999999204,0.10646792653710951,Narrow,Bearish,Below CPR,False,True,0.016666666666666666,60,3337472.8049999997,True,True,Lower,True,Risk Off,True,None,2.2007142857142847,34.351800000000004,33.7042,0.018175916910090517,0.7651760686032018,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,2,0,2
2026-09-02,2026-09-02,CM,NSE,STK,16783,INE200A01026,GVT&D,EQ,,,,,GE VERNOVA T&D INDIA LTD,4280.0,4282.5,4183.2,4240.0,4240.0,4324.0,,4239.92,,,836148,3529375660.6,73323,F1,1,,,,,,F&O + Cash,Capital Goods,True,4235.233333333334,4232.85,4237.616666666667,4237.616666666667,4232.85,4.766666666666424,0.11242138364779303,Narrow,Bullish,Above CPR,True,False,0.11666666666666667,60,3837490370.5,True,False,Lower,True,Risk Off,True,Bearish Virgin,142.52142857142846,4448.384,4544.35,0.033445263034796766,0.9197093203754789,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,2,0,2
2026-09-02,2026-09-02,CM,NSE,STK,759934,INE04VU01023,STYL,EQ,,,,,SESHAASAI TECHNOLOGIES L,388.6,392.2,378.05,386.0,388.0,386.8,,386.0,,,80614,31075831.75,3272,F1,1,,,,,,Cash Only,Diversified,False,385.4166666666667,385.125,385.70833333333337,385.70833333333337,385.125,0.5833333333333712,0.15112262521589928,Narrow,Bullish,Above CPR,True,False,0.05,60,54757960.3,True,True,Lower,True,Risk Off,True,None,20.11785714285714,371.116,315.6516,0.028995798567964488,0.5675125877542959,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,2,0,2
2026-09-02,2026-09-02,CM,NSE,STK,10568,INE809A01032,RAMAPHO,EQ,,,,,RAMA PHOSPHATES LIMITED,121.86,124.0,121.1,122.93,123.34,122.22,,122.93,,,6459,791122.63,260,F1,1,,,,,,Cash Only,Diversified,False,122.67666666666666,122.55,122.80333333333333,122.80333333333333,122.55,0.2533333333333303,0.2060793405461078,Narrow,Bullish,Above CPR,True,False,0.36666666666666664,60,3490480.25,False,False,Lower,True,Risk Off,False,None,3.9085714285714266,125.2394,127.5592,0.06481481481481408,0.22665151306901107,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,2,0,2
2026-09-02,2026-09-02,CM,NSE,STK,3813,INE420B01036,ARIHANTCAP,EQ,,,,,ARIHANT CAPITAL MKTS LTD,79.8,79.98,77.63,78.48,78.41,80.03,,78.47,,,132223,10393993.15,1201,F1,1,,,,,,Cash Only,Diversified,False,78.69666666666667,78.805,78.58833333333334,78.805,78.58833333333334,0.21666666666666856,0.2760788311247051,Moderate,Bearish,Below CPR,False,False,0.8,60,11460362.575,False,False,Higher,True,Risk Off,False,None,2.815000000000001,75.05760000000001,72.32300000000001,0.07696862048549502,0.9069515106506132,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,0,2,0,2
