SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
GICL,EQ,GLOBE INTL CARRIERS LTD,40.0,40.99,31.31,31.36,1076287,36421576.49,20260324,34.553333333333335,36.15,32.95666666666667,36.15,32.95666666666667,3.193333333333328,10.182823129251684,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,2,30768736.315,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
FINOPB,EQ,FINO PAYMENTS BANK LTD,144.0,144.0,112.46,112.46,6306097,761067184.57,20260324,122.97333333333331,128.23,117.71666666666664,128.23,117.71666666666664,10.51333333333335,9.3485090995317,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,60,46780871.02,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
MFML,EQ,MAHALAXMI FABRIC MILLS LT,26.43,26.43,21.41,22.09,9653,213310.16,20260324,23.31,23.92,22.700000000000003,23.92,22.700000000000003,1.2199999999999989,5.522861023087365,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.9666666666666668,60,100645.24,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
NINSYS,EQ,NINTEC SYSTEMS LIMITED,304.95,343.9,288.25,342.15,110326,37444158.5,20260324,324.76666666666665,316.075,333.4583333333333,333.4583333333333,316.075,17.383333333333326,5.08061766281845,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,60,1585491.525,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
TRU,EQ,TRUCAP FINANCE LIMITED,6.05,6.4,5.5,5.54,481395,2735710.25,20260324,5.8133333333333335,5.95,5.676666666666667,5.95,5.676666666666667,0.2733333333333334,4.933814681107101,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,60,887321.515,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SHREERAMA,EQ,SHREE RAMA MULTI TECH LTD,44.94,51.27,42.43,50.58,597751,29132947.05,20260324,48.09333333333333,46.85,49.336666666666666,49.336666666666666,46.85,2.4866666666666646,4.916304204560428,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,60,7251111.285,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
UNIINFO,EQ,UNIINFO TELECOM SERVI LTD,11.8,12.99,10.51,10.97,9908,112739.24,20260324,11.49,11.75,11.23,11.75,11.23,0.5199999999999996,4.7402005469462125,Wide,Bearish,Below CPR,Cash Only,Information Technology,False,True,0.9833333333333332,60,45091.785,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
PIONEEREMB,EQ,PIONEER EMBROIDERIES LTD,23.99,26.98,22.22,22.97,143664,3435846.45,20260324,24.05666666666667,24.6,23.513333333333332,24.6,23.513333333333332,1.086666666666666,4.730808300682046,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,60,354289.255,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
RUSHIL,EQ,RUSHIL DECOR LIMITED,16.2,16.6,14.43,14.57,1463552,21936316.76,20260324,15.2,15.515,14.885000000000002,15.515,14.885000000000002,0.629999999999999,4.323953328757715,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,60,6760119.085,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
PAVNAIND,EQ,PAVNA INDUSTRIES LIMITED,18.7,18.7,16.11,16.37,429094,7397819.54,20260324,17.060000000000002,17.405,16.715000000000003,17.405,16.715000000000003,0.6899999999999977,4.215027489309699,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.9166666666666666,60,2546896.735,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
