SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
PGHL,EQ,PROCTER & GAMBLE HEALTH L,4892.1,4935.5,4860.1,4898.0,6957,34067078.2,20260311,4897.866666666667,4897.8,4897.933333333333,4897.933333333333,4897.8,0.133333333333212,0.0027221995372236,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0166666666666666,60,43577126.5,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SHAILY,EQ,SHAILY ENG PLASTICS LTD,1895.8,1939.9,1876.8,1908.5,157131,299866752.9,20260311,1908.4,1908.35,1908.45,1908.45,1908.35,0.099999999999909,0.0052397170552742,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0166666666666666,60,328450790.25,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AKZOINDIA,EQ,AKZO NOBEL INDIA LIMITED,2895.3,2920.0,2840.9,2880.8,31791,91496701.5,20260311,2880.566666666667,2880.45,2880.6833333333343,2880.6833333333343,2880.45,0.2333333333344853,0.0080996019624578,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0166666666666666,60,112922040.1,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SPAL,EQ,S. P. APPARELS LIMITED,699.0,699.0,686.0,692.6,12574,8711789.7,20260311,692.5333333333333,692.5,692.5666666666666,692.5666666666666,692.5,0.066666666666606,0.0096255655019644,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0166666666666666,60,23810375.8,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MEDIASSIST,EQ,MEDI ASSIST HEALTH SER L,318.25,334.1,315.3,324.75,290104,94504901.85,20260311,324.7166666666667,324.70000000000005,324.7333333333333,324.7333333333333,324.70000000000005,0.033333333333303,0.0102643058763057,Narrow,Bullish,Above CPR,Cash Only,Media & Entertainment,True,False,0.0166666666666666,60,48870106.275000006,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SHREEPUSHK,EQ,SHRE PUSH CHEM & FERT LTD,320.0,322.6,313.5,318.1,35241,11184588.3,20260311,318.06666666666666,318.05,318.0833333333333,318.0833333333333,318.05,0.033333333333303,0.0104788850466215,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0333333333333333,60,12819088.0,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MANOMAY,EQ,MANOMAY TEX INDIA LTD,228.0,228.0,220.5,224.29,114151,25473123.8,20260311,224.2633333333333,224.25,224.27666666666664,224.27666666666664,224.25,0.0266666666666424,0.0118893694175587,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0357142857142857,28,14397753.75,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SUMICHEM,EQ,SUMITOMO CHEM INDIA LTD,393.65,398.8,388.35,393.65,295303,115940420.05,20260311,393.6000000000001,393.5750000000001,393.6250000000001,393.6250000000001,393.5750000000001,0.0500000000000682,0.0127016385113852,Narrow,Bullish,Above CPR,Cash Only,Chemicals,True,False,0.0166666666666666,60,85476943.57499999,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ZYDUSWELL,EQ,ZYDUS WELLNESS LIMITED,378.65,389.8,378.65,384.3,69641,26847949.0,20260311,384.25,384.225,384.275,384.275,384.225,0.0499999999999545,0.0130106687483618,Narrow,Bullish,Above CPR,Cash Only,Fast Moving Consumer Goods,True,False,0.0333333333333333,60,46294575.85,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PINELABS,EQ,PINE LABS LIMITED,174.22,174.22,168.35,171.32,749137,128624072.47,20260311,171.29666666666665,171.285,171.3083333333333,171.3083333333333,171.285,0.0233333333333121,0.0136197369444969,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.0166666666666666,60,233122828.96,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
