SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,Industry,Segment,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,Applies,Timeframe
20MICRONS,20260227,180.28,181.38,172.75,174.69,56356262.2,20 MICRONS LTD,Diversified,Cash Only,20260227,176.2733333333333,177.065,175.48166666666663,177.065,175.48166666666663,1.5833333333333712,0.906367469994488,Wide,Bearish,Below CPR,False,False,0.6296296296296297,27,96310838.02,False,False,Lower,True,Risk Off,False,None,17.149285714285714,,,0.09232648867785913,0.5851497438771845,False,False,No setup,0.0,None,Week 02 Mar – 06 Mar 2026,Weekly
21STCENMGM,20260227,36.44,37.39,35.4,36.34,589673.16,21ST CENTURY MGMT SERVICE,Diversified,Cash Only,20260227,36.376666666666665,36.394999999999996,36.358333333333334,36.394999999999996,36.358333333333334,0.03666666666666174,0.10089891762977914,Narrow,Bearish,Below CPR,False,True,0.037037037037037035,27,1140018.64,True,True,Lower,True,Risk Off,True,None,3.760000000000001,,,0.009751773049644077,0.517248700424758,False,False,No setup,0.0,None,Week 02 Mar – 06 Mar 2026,Weekly
360ONE,20260227,1110.0,1142.9,1093.0,1103.6,4225134934.4,360 ONE WAM LIMITED,Financial Services,Cash Only,20260227,1113.1666666666667,1117.95,1108.3833333333334,1117.95,1108.3833333333334,9.566666666666606,0.866859973420316,Wide,Bearish,Below CPR,False,False,0.6296296296296297,27,4225134934.4,False,False,Overlapping,True,Risk Off,False,None,80.80000000000005,,,0.11839933993399257,1.0,False,False,No setup,0.0,None,Week 02 Mar – 06 Mar 2026,Weekly
3IINFOLTD,20260227,14.53,14.63,13.85,13.94,34687391.92,3I INFOTECH LIMITED,Information Technology,Cash Only,20260227,14.14,14.24,14.040000000000001,14.24,14.040000000000001,0.1999999999999993,1.4347202295552317,Wide,Bearish,Below CPR,False,False,0.5925925925925926,27,33951439.49,False,False,Lower,True,Risk Off,False,None,1.2078571428571425,,,0.16558249556475405,1.0216766193438356,False,False,No setup,0.0,None,Week 02 Mar – 06 Mar 2026,Weekly
3MINDIA,20260227,36500.0,37800.0,35700.0,37505.0,626995695.0,3M INDIA LIMITED,Diversified,Cash Only,20260227,37001.666666666664,36750.0,37253.33333333333,37253.33333333333,36750.0,503.3333333333285,1.3420432831177935,Wide,Bullish,Above CPR,False,False,0.8148148148148148,27,599480060.0,False,False,Higher,True,Risk Off,False,None,2239.285714285714,,,0.22477405635300157,1.045899166354257,False,False,No setup,0.0,None,Week 02 Mar – 06 Mar 2026,Weekly
3PLAND,20260227,33.6,35.7,32.25,32.68,374015.74,3P LAND HOLDINGS LIMITED,Diversified,Cash Only,20260227,33.54333333333333,33.975,33.11166666666666,33.975,33.11166666666666,0.8633333333333439,2.641778865769106,Wide,Bearish,Below CPR,False,False,1.0,27,839570.7,False,False,Lower,True,Risk Off,False,None,4.215000000000002,,,0.20482404112297595,0.445484507737109,False,False,No setup,0.0,None,Week 02 Mar – 06 Mar 2026,Weekly
5PAISA,20260227,323.85,334.2,313.1,319.85,82980494.55,5PAISA CAPITAL LIMITED,Stock Broking,Cash Only,20260227,322.3833333333333,323.65,321.1166666666667,323.65,321.1166666666667,2.533333333333303,0.7920379344484298,Wide,Bearish,Below CPR,False,False,0.3333333333333333,27,85622394.5,False,False,Lower,True,Risk Off,False,None,36.11428571428571,,,0.07014767932489369,0.9691447551142709,False,False,No setup,0.0,None,Week 02 Mar – 06 Mar 2026,Weekly
63MOONS,20260227,642.0,648.1,541.0,602.6,1032692657.15,63 MOONS TECHNOLOGIES LTD,Diversified,Cash Only,20260227,597.2333333333332,594.55,599.9166666666665,599.9166666666665,594.55,5.366666666666561,0.8905852417302622,Wide,Bullish,Above CPR,False,False,0.37037037037037035,27,411521023.6,False,False,Lower,True,Risk Off,False,None,87.72500000000001,,,0.061176023558467484,2.5094529754907033,False,False,No setup,0.0,None,Week 02 Mar – 06 Mar 2026,Weekly
A2ZINFRA,20260227,14.99,19.18,14.2,17.87,115548264.47,A2Z INFRA ENGINEERING LTD,Real Estate & Infra,Cash Only,20260227,17.083333333333332,16.689999999999998,17.476666666666667,17.476666666666667,16.689999999999998,0.7866666666666688,4.402163775415047,Wide,Bullish,Above CPR,False,False,0.8888888888888888,18,14769269.365000002,False,False,Higher,True,Risk Off,False,None,2.0185714285714282,,,0.389714555319652,7.823559961864097,False,False,No setup,0.0,None,Week 02 Mar – 06 Mar 2026,Weekly
AAATECH,20260227,105.6,108.97,100.32,102.18,53643953.65,AAA TECHNOLOGIES LIMITED,Information Technology,Cash Only,20260227,103.82333333333334,104.645,103.00166666666668,104.645,103.00166666666668,1.6433333333333167,1.6082729823187676,Wide,Bearish,Below CPR,False,False,0.4,10,39747453.364999995,True,False,Lower,False,Risk Off,False,None,,,,,1.3496198902955805,False,False,No setup,0.0,None,Week 02 Mar – 06 Mar 2026,Weekly
