SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,JCurve_Stage,JCurve_Score,JCurve_Explanation,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
SGFIN,EQ,SG FINSERVE LIMITED,401.5,406.65,392.1,403.65,278140,111164916.95,20251027,403.0,390.0,398.6,397.2,396.5,397.9,397.9,396.5,1.3999999999999773,0.35122930255895063,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,False,0.3148148148148148,55,33320598.1,True,True,Inside,True,Risk Off,False,None,18.53571428571428,377.395,,0.07552986512523964,3.3362221355204307,True,False,No setup,0.0,None,Ready,73,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (3.3x volume). Coiling inside band (₹396.50 - ₹397.90), closed above Central Pivot (₹397.20). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹396.50).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
WSI,EQ,W.S.INDUSTRIES (I) LTD.,80.65,86.56,79.15,82.16,227263,19072412.9,20251027,83.6,80.06,81.47,81.71,81.83,81.58999999999999,81.83,81.58999999999999,0.2400000000000091,0.29458696452683086,Moderate,Bearish,Above CPR,Cash Only,Diversified,False,False,False,0.23529411764705882,52,4868597.779999999,True,True,Overlapping,True,Risk Off,True,None,4.730714285714285,77.3458,,0.05073229654235434,3.9174344979469633,True,False,No setup,0.0,None,Ready,72,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (3.9x volume). Coiling inside band (₹81.59 - ₹81.83), closed above Central Pivot (₹81.71). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹81.59).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ITI,EQ,ITI LTD,331.05,340.4,329.2,332.6,1305006,435536980.35,20251027,333.8,327.35,329.75,330.3,330.57500000000005,330.025,330.57500000000005,330.025,0.5500000000000682,0.16679302501897444,Narrow,Bearish,Above CPR,Cash Only,Telecommunication,True,False,False,0.16666666666666666,55,181695650.0,False,False,Inside,True,Risk Off,True,None,16.578571428571426,313.94899999999996,,0.033175355450241084,2.3970688365406656,True,False,No setup,0.0,None,Ready,69,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (2.4x volume). Coiling inside band (₹330.02 - ₹330.58), closed above Central Pivot (₹330.30). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹330.02).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
V2RETAIL,EQ,V2 RETAIL LIMITED,2283.8,2345.0,2225.3,2246.7,147286,335852511.9,20251027,2274.9,2213.3,2247.6,2245.266666666667,2244.1000000000004,2246.4333333333334,2246.4333333333334,2244.1000000000004,2.33333333333303,0.10381443910540265,Narrow,Bullish,Above CPR,Cash Only,Consumer & Retail,False,True,False,0.1111111111111111,55,150886489.3,True,True,Higher,True,Risk Off,True,None,120.07142857142854,1947.566,,0.019432877255599303,2.225862060003539,True,False,No setup,0.0,None,Ready,69,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (2.2x volume). Coiling inside band (₹2,244.10 - ₹2,246.43), closed above Central Pivot (₹2,245.27). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹2,244.10).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SHRIRAMFIN,EQ,SHRIRAM FINANCE LIMITED,721.0,730.3,718.25,719.6,8133230,5888406260.6,20251027,723.35,711.05,715.45,716.6166666666668,717.2,716.0333333333335,717.2,716.0333333333335,1.166666666666515,0.16306753325410792,Narrow,Bearish,Above CPR,Cash Only,Financial Services,True,False,False,0.3888888888888889,55,2928487193.35,False,False,Higher,True,Risk Off,False,Bullish Virgin,13.778571428571427,633.769,,0.0846725419042572,2.0107331437103007,True,False,No setup,0.0,None,Ready,68,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (2.0x volume). Coiling inside band (₹716.03 - ₹717.20), closed above Central Pivot (₹716.62). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹716.03).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
CRISIL,EQ,CRISIL LTD,4985.0,5062.2,4971.1,5031.3,65205,328162933.7,20251027,4986.0,4922.7,4962.4,4957.033333333334,4954.35,4959.716666666667,4959.716666666667,4954.35,5.366666666666788,0.10814659573324979,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,True,False,0.2037037037037037,55,164091597.0,False,False,Higher,True,Risk Off,True,Bullish Virgin,128.7499999999998,4929.096,,0.04168284789644114,1.9998765305453148,True,False,No setup,0.0,None,Ready,67,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (2.0x volume). Coiling inside band (₹4,954.35 - ₹4,959.72), closed above Central Pivot (₹4,957.03). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹4,954.35).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
HSCL,EQ,HIMADRI SPECIALITY CHEM L,471.85,475.0,468.05,474.1,1563649,738250619.65,20251027,478.3,466.3,471.9,472.1666666666667,472.3,472.03333333333336,472.3,472.03333333333336,0.2666666666666515,0.056509147418235116,Narrow,Bearish,Above CPR,Cash Only,Chemicals,True,False,False,0.07407407407407407,55,391543455.65,True,True,Higher,True,Risk Off,True,None,12.496428571428575,462.344,,0.021339430313421663,1.885488338515153,True,False,No setup,0.0,None,Ready,67,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (1.9x volume). Coiling inside band (₹472.03 - ₹472.30), closed above Central Pivot (₹472.17). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹472.03).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
GODREJPROP,EQ,GODREJ PROPERTIES LTD,2315.0,2352.0,2306.7,2320.3,949508,2211747725.1,20251027,2310.0,2263.5,2287.8,2287.1,2286.75,2287.45,2287.45,2286.75,0.6999999999998181,0.030597080164342077,Narrow,Bullish,Above CPR,Cash Only,Realty,True,True,False,0.037037037037037035,55,1198186312.5,True,True,Inside,True,Risk Off,True,Bullish Virgin,62.985714285714266,2059.006,,0.01111363120888802,1.8459130287385919,True,False,No setup,0.0,None,Ready,64,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (1.8x volume). Coiling inside band (₹2,286.75 - ₹2,287.45), closed above Central Pivot (₹2,287.10). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹2,286.75).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
VGUARD,EQ,V-GUARD IND LTD.,374.9,376.7,372.95,375.5,292197,109595347.55,20251027,373.5,367.05,372.2,370.9166666666667,370.275,371.5583333333334,371.5583333333334,370.275,1.2833333333334167,0.344796704280875,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,False,0.46296296296296297,55,57943103.2,False,False,Higher,True,Risk Off,False,Bullish Virgin,7.2535714285714255,365.60400000000004,,0.17692433940588717,1.891430411859612,True,False,No setup,0.0,None,Ready,64,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (1.9x volume). Coiling inside band (₹370.27 - ₹371.56), closed above Central Pivot (₹370.92). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹370.27).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ARMANFIN,EQ,ARMAN FIN SERV LTD,1658.0,1715.0,1654.8,1696.4,39850,67536874.9,20251027,1690.9,1652.5,1664.8,1669.3999999999999,1671.7,1667.0999999999997,1671.7,1667.0999999999997,4.600000000000364,0.27630946660261674,Moderate,Bearish,Above CPR,Cash Only,Diversified,False,False,False,0.2777777777777778,55,34112444.3,True,True,Overlapping,True,Risk Off,False,None,65.05714285714286,1497.368,,0.0707070707070763,1.979831005543042,True,False,No setup,0.0,None,Ready,59,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (2.0x volume). Coiling inside band (₹1,667.10 - ₹1,671.70), closed above Central Pivot (₹1,669.40). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹1,667.10).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
