SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup
ELITECON,EQ,ELITECON INTERNATIONAL L,24.51,28.89,23.25,23.83,17023372,447777287.86,20260708,25.323333333333334,26.07,24.576666666666668,26.07,24.576666666666668,1.4933333333333323,6.266610714785282,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,33,44306223.58,Overlapping,False,No setup
AARTECH,EQ,AARTECH SOLONICS LIMITED,52.88,55.8,46.61,47.02,1000651,50998221.51,20260708,49.81,51.205,48.415000000000006,51.205,48.415000000000006,2.789999999999992,5.933645257337286,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9393939393939394,33,2844405.37,Lower,False,No setup
ABINFRA,EQ,A B INFRABUILD LIMITED,10.85,11.99,10.01,10.18,16910075,184250803.73,20260708,10.726666666666667,11.0,10.453333333333333,11.0,10.453333333333333,0.5466666666666669,5.370006548788476,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,33,18962125.9,Outside,False,No setup
DTIL,EQ,DHUNSERI TEA & IND. LTD.,140.97,158.5,136.3,137.41,75007,11285470.19,20260708,144.07000000000002,147.4,140.74000000000004,147.4,140.74000000000004,6.659999999999968,4.846808820318731,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,33,326264.36,Outside,False,No setup
DJML,EQ,DJ MEDIAPRINT & LOG LTD,119.75,121.85,108.55,108.55,402775,45970042.02,20260708,112.98333333333333,115.19999999999999,110.76666666666668,115.19999999999999,110.76666666666668,4.433333333333309,4.084139413480709,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,33,48662111.11,Lower,False,No setup
SHIVAUM,EQ,SHIV AUM STEELS LIMITED,453.0,474.0,423.1,425.1,16722,7530375.55,20260708,440.73333333333335,448.55,432.9166666666667,448.55,432.9166666666667,15.633333333333326,3.677566062887162,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9666666666666667,30,15927.675,Overlapping,False,No setup
PODDARMENT,EQ,PODDAR PIGMENTS LIMITED,240.0,263.65,232.4,235.17,13270,3275685.67,20260708,243.73999999999998,248.02499999999998,239.45499999999998,248.02499999999998,239.45499999999998,8.569999999999993,3.6441723008887164,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,33,473356.35,Outside,False,No setup
BEEKAY,EQ,BEEKAY STEEL INDS. LTD.,428.4,440.0,392.5,395.75,2401,976168.65,20260708,409.4166666666667,416.25,402.58333333333337,416.25,402.58333333333337,13.666666666666629,3.4533586018108977,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9696969696969697,33,738498.35,Outside,False,No setup
GANGESSECU,EQ,GANGES SECURITIES LIMITED,118.99,127.0,114.01,114.83,10641,1249604.39,20260708,118.61333333333333,120.505,116.72166666666666,120.505,116.72166666666666,3.7833333333333314,3.294725536300036,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9696969696969697,33,116353.72,Outside,False,No setup
BOHRAIND,EQ,BOHRA INDUSTRIES LIMITED,14.5,15.64,14.25,14.25,20405,293094.3,20260708,14.713333333333333,14.945,14.481666666666666,14.945,14.481666666666666,0.4633333333333347,3.251461988304103,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.8636363636363636,22,397626.42500000005,Outside,False,No setup
