SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
MEDICO,EQ,MEDICO REMEDIES LIMITED,32.95,39.3,32.95,38.32,802493,30219320.72,20260401,36.85666666666666,36.125,37.58833333333333,37.58833333333333,36.125,1.463333333333324,3.818719554627672,Wide,Bullish,Above CPR,Cash Only,Healthcare & Pharma,False,False,1.0,60,7030566.8100000005,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
KRONOX,EQ,KRONOX LAB SCIENCES LTD,105.0,116.2,99.35,114.24,143115,15921537.99,20260401,109.93,107.775,112.085,112.085,107.775,4.310000000000002,3.7727591036414574,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,60,4695079.71,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
PREMIERPOL,EQ,PREMIER POLYFILM LTD,66.0,68.87,60.61,61.28,581324,37919752.62,20260401,63.58666666666667,64.74000000000001,62.43333333333334,64.74000000000001,62.43333333333334,2.306666666666672,3.7641427328111488,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.9833333333333332,60,9670984.15,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
VIPCLOTHNG,EQ,VIP CLOTHING LIMITED,14.8,17.28,14.8,16.99,323437,5335633.89,20260401,16.356666666666666,16.04,16.673333333333332,16.673333333333332,16.04,0.6333333333333329,3.727682950755344,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,60,5439277.904999999,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
VLEGOV,EQ,VL E GOV AND IT SOL LTD,8.99,9.47,8.42,9.47,435718,4043623.01,20260401,9.12,8.945,9.294999999999998,9.294999999999998,8.945,0.3499999999999978,3.69588173178456,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.9166666666666666,60,7087774.5600000005,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
NEXTMEDIA,EQ,NEXT MEDIAWORKS LIMITED,3.99,3.99,3.51,3.97,5802,22644.21,20260401,3.8233333333333337,3.75,3.8966666666666674,3.8966666666666674,3.75,0.1466666666666674,3.6943744752309167,Wide,Bullish,Above CPR,Cash Only,Media & Entertainment,False,False,0.9666666666666668,60,42303.815,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
LAL,EQ,LORENZINI APPARELS LTD,6.2,6.99,6.2,6.98,48465,334396.08,20260401,6.723333333333334,6.595000000000001,6.851666666666667,6.851666666666667,6.595000000000001,0.2566666666666659,3.677172874880601,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.9666666666666668,60,273890.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
PENINLAND,EQ,PENINSULA LAND LIMITED,14.41,16.78,14.41,16.5,1374464,22140253.83,20260401,15.896666666666668,15.595,16.19833333333333,16.19833333333333,15.595,0.60333333333333,3.656565656565636,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,60,6357789.6850000005,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
TVVISION,EQ,TV VISION LIMITED,5.07,5.39,4.65,5.31,13048,68837.39,20260401,5.116666666666666,5.02,5.213333333333333,5.213333333333333,5.02,0.1933333333333333,3.640929064657879,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.9534883720930232,43,155873.93,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
DISHTV,EQ,DISH TV INDIA LTD.,2.09,2.2,1.96,2.2,7010046,14873715.69,20260401,2.12,2.08,2.16,2.16,2.08,0.08,3.636363636363639,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,60,11662619.12,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ORIENTPPR,EQ,ORIENT PAPER AND INDS LTD,14.23,16.2,14.23,16.09,681152,10557797.87,20260401,15.506666666666666,15.215,15.798333333333332,15.798333333333332,15.215,0.5833333333333321,3.625440232028168,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,60,6008990.195,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ESSENTIA,EQ,INTEGRA ESSENTIA LIMITED,1.12,1.21,1.06,1.2,3697123,4245696.11,20260401,1.1566666666666665,1.135,1.178333333333333,1.178333333333333,1.135,0.043333333333333,3.611111111111084,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.95,60,1998230.615,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
