SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,JCurve_Stage,JCurve_Score,JCurve_Explanation,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
GLOTTIS,EQ,GLOTTIS LIMITED,59.5,61.4,57.25,59.89,1849101,110396244.05,20260413,57.67,48.05,57.67,54.46333333333333,52.86,56.06666666666666,56.06666666666666,52.86,3.2066666666666634,5.5603722328189065,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,1.0,60,8565840.01,False,False,Higher,True,Risk On,False,Bullish Virgin,3.161428571428572,47.44839999999999,54.0397,1.014309383943364,12.887964743810338,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
DPWIRES,EQ,D P WIRES LIMITED,189.99,204.98,189.99,197.12,695814,138539940.02,20260413,183.43,152.86,183.43,173.24,168.145,178.335,178.335,168.145,10.189999999999998,5.555252684947935,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,1.0,60,2163241.7249999996,False,False,Higher,True,Risk On,False,Bullish Virgin,11.385714285714286,154.1512,176.7821,0.8949811794228354,64.04274585633745,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
NIACL,EQ,THE NEW INDIA ASSU CO LTD,150.0,175.64,148.7,171.67,29343939,4830514263.08,20260413,155.92,131.0,155.71,147.54333333333332,143.45999999999998,151.62666666666667,151.62666666666667,143.45999999999998,8.166666666666686,5.244792670134664,Wide,Bullish,Above CPR,Cash Only,Financial Services,True,False,False,1.0,60,53581513.41,False,False,Higher,True,Risk On,False,Bullish Virgin,8.38142857142857,141.3022,150.5803,0.9743764558831909,90.15262831636394,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
ATLASCYCLE,EQ,ATLAS CYCLE (HARYANA) LTD,110.0,123.67,110.0,119.45,676750,80626093.2,20260413,103.06,87.56,103.06,97.89333333333333,95.31,100.47666666666666,100.47666666666666,95.31,5.166666666666657,5.013260883627651,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,1.0,60,376691.66000000003,False,False,Higher,True,Risk On,False,Bullish Virgin,7.284999999999999,89.01580000000001,93.31729999999999,0.7092198581560272,214.03737263522106,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
SECMARK,EQ,SECMARK CONSULTANCY LTD,130.11,147.27,130.11,134.43,75943,10550452.22,20260413,132.48,110.0,130.82,124.43333333333332,121.24,127.62666666666665,127.62666666666665,121.24,6.386666666666656,4.882026193752222,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,0.9666666666666667,60,258419.345,False,False,Higher,True,Risk On,False,Bullish Virgin,10.045714285714288,109.97319999999999,112.4525,0.6357603337125509,40.826866966944756,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
INVENTURE,EQ,INVENTURE GRO & SEC LTD,0.92,0.95,0.88,0.94,2746439,2552231.89,20260413,1.1,0.88,0.93,0.9700000000000001,0.99,0.9500000000000002,0.99,0.9500000000000002,0.039999999999999813,4.301075268817184,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,1.0,60,1151499.44,False,False,Lower,True,Risk On,False,Bearish Virgin,0.07928571428571428,1.0556,1.1264999999999998,0.5045045045045022,2.216442146076945,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
ZENITHSTL,EQ,ZENITH STEEL PIP IND LTD,5.95,6.47,5.53,6.46,432639,2691202.01,20260413,5.89,5.23,5.89,5.670000000000001,5.5600000000000005,5.780000000000001,5.780000000000001,5.5600000000000005,0.22000000000000064,3.7351443123938988,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,0.9666666666666667,60,709341.425,False,False,Higher,True,Risk On,False,Bullish Virgin,0.36999999999999983,5.187200000000001,6.2251,0.5945945945945966,3.7939445169158135,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
GOYALALUM,EQ,GOYAL ALUMINIUMS LIMITED,6.93,7.59,6.42,7.04,180282,1259618.32,20260413,9.6,8.33,9.38,9.103333333333333,8.965,9.241666666666667,9.241666666666667,8.965,0.2766666666666673,2.9495380241648963,Wide,Bullish,Below CPR,Cash Only,Metals & Mining,False,False,False,0.9,60,437323.845,True,False,Overlapping,True,Risk On,False,Bearish Virgin,0.8771428571428572,7.148599999999999,7.2414,0.31541802388707996,2.880287307452902,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
HMAAGRO,EQ,HMA AGRO INDUSTRIES LTD,22.71,23.1,22.5,22.66,1959178,44565505.73,20260413,24.15,21.25,23.75,23.05,22.7,23.400000000000002,23.400000000000002,22.7,0.7000000000000028,2.947368421052644,Wide,Bullish,Below CPR,Cash Only,Chemicals & Fertilizers,False,False,False,1.0,60,4459669.324999999,False,False,Higher,True,Risk On,False,Bullish Virgin,1.757857142857143,25.408,27.2318,0.3982121088988232,9.993006764016075,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
SHRIPISTON,EQ,SHRIRAM PIST. & RING LTD,3501.0,3678.0,3501.0,3610.5,186699,672929431.6,20260413,3653.0,3250.0,3608.2,3503.7333333333336,3451.5,3555.966666666667,3555.966666666667,3451.5,104.46666666666715,2.8952570995695126,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,1.0,60,194201344.0,False,False,Higher,True,Risk On,False,Bullish Virgin,177.6214285714286,3024.862,2986.5559999999996,0.5881422501038887,3.4651121240437965,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
