SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
RAJTV,EQ,RAJ TV NETWORK LTD,36.04,36.04,28.0,28.64,327996,9860082.76,20260406,30.89333333333333,32.02,29.766666666666666,32.02,29.766666666666666,2.2533333333333303,7.86778398510241,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,60,117907.995,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SGL,EQ,STL GLOBAL LIMITED,9.4,11.82,9.4,11.82,118427,1376961.07,20260406,11.013333333333334,10.61,11.416666666666668,11.416666666666668,10.61,0.8066666666666684,6.824591088550494,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,60,137260.935,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
RKEC,EQ,RKEC PROJECTS LIMITED,29.12,36.51,29.12,36.51,133931,4663417.55,20260406,34.04666666666666,32.815,35.27833333333332,35.27833333333332,32.815,2.463333333333324,6.747009951611406,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,60,1383637.405,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
KREBSBIO,EQ,KREBS BIOCHEMICALS & IND,49.95,57.15,46.0,57.15,29930,1674118.35,20260406,53.43333333333334,51.575,55.29166666666667,55.29166666666667,51.575,3.716666666666669,6.503353747448239,Wide,Bullish,Above CPR,Cash Only,Healthcare & Pharma,False,False,1.0,60,179062.46000000002,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
MANUGRAPH,EQ,MANUGRAPH INDIA LIMITED,11.29,13.53,11.02,13.53,119166,1569901.07,20260406,12.693333333333332,12.275,13.111666666666668,13.111666666666668,12.275,0.8366666666666696,6.183789110618401,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.9833333333333332,60,189547.085,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
BANKA,EQ,BANKA BIOLOO LIMITED,52.4,54.39,45.51,54.39,119586,6072687.21,20260406,51.43000000000001,49.95,52.91000000000001,52.91000000000001,49.95,2.960000000000008,5.442176870748313,Wide,Bullish,Above CPR,Cash Only,Financial Services,False,False,1.0,60,231791.455,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ALPA,EQ,ALPA LABORATORIES LTD,52.0,62.1,52.0,62.1,75508,4477950.53,20260406,58.73333333333333,57.05,60.41666666666666,60.41666666666666,57.05,3.36666666666666,5.421363392377875,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,60,1000263.085,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
BROOKS,EQ,BROOKS LAB LIMITED,56.25,64.05,54.56,64.05,806192,49083840.52,20260406,60.88666666666666,59.305,62.46833333333333,62.46833333333333,59.305,3.163333333333327,4.938849856882634,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.9833333333333332,60,3046489.345,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
AVG,EQ,AVG LOGISTICS LIMITED,124.25,148.99,123.16,146.12,205979,28745777.49,20260406,139.42333333333332,136.075,142.77166666666665,142.77166666666665,136.075,6.696666666666658,4.582991148827443,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,60,4141193.675,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
HLVLTD,EQ,HLV LIMITED,8.01,8.39,7.3,7.36,1890576,14300498.92,20260406,7.683333333333334,7.845000000000001,7.521666666666666,7.845000000000001,7.521666666666666,0.3233333333333341,4.393115942028996,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.9833333333333332,60,2954097.38,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
LUXIND,EQ,LUX INDUSTRIES LIMITED,949.95,1093.85,928.85,1081.8,909800,947545474.6,20260406,1034.8333333333333,1011.35,1058.3166666666666,1058.3166666666666,1011.35,46.9666666666667,4.341529549516241,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,60,36696708.425,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
UNIDT,EQ,UNITED DRILLING TOOLS LTD,167.5,186.21,152.05,180.45,53735,9118535.16,20260406,172.90333333333334,169.13,176.67666666666668,176.67666666666668,169.13,7.546666666666681,4.182137249468928,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,60,2105061.575,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
DCI,EQ,DC INFOTECH AND COMUN LTD,322.85,381.45,319.75,373.7,264949,95592791.7,20260406,358.3,350.6,366.0,366.0,350.6,15.399999999999975,4.120952635804115,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,60,3927586.295,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SAKUMA,EQ,SAKUMA EXPORTS LIMITED,1.69,1.9,1.67,1.9,9272675,17226734.72,20260406,1.8233333333333333,1.785,1.8616666666666664,1.8616666666666664,1.785,0.0766666666666666,4.035087719298246,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.9333333333333332,60,2369169.68,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SOFTTECH,EQ,SOFTTECH ENGINEERS LTD,259.51,284.95,247.49,282.6,5540,1527513.59,20260406,271.68,266.22,277.14,277.14,266.22,10.91999999999996,3.864118895966015,Wide,Bullish,Above CPR,Cash Only,Information Technology,False,False,0.9833333333333332,60,811504.6000000001,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
BALAJEE,EQ,SHREE TIRUPATI BALAJEE L,24.99,29.1,23.44,27.8,114988,3028005.68,20260406,26.78,26.270000000000003,27.29,27.29,26.270000000000003,1.019999999999996,3.669064748201425,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,60,2185430.505,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
BETA,EQ,BETA DRUGS LIMITED,1270.0,1664.6,1270.0,1549.0,21430,29839955.7,20260406,1494.5333333333335,1467.3,1521.766666666667,1521.766666666667,1467.3,54.46666666666715,3.5162470411018174,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.9833333333333332,60,9907937.2,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
GLOBALVECT,EQ,GLOBAL VEC HELICORP LTD,162.0,180.0,153.23,175.76,45469,7824499.39,20260406,169.66333333333333,166.615,172.71166666666664,172.71166666666664,166.615,6.096666666666636,3.468745258686069,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,60,1726103.86,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
MITCON,EQ,MITCON CON & ENG SER LTD,59.51,65.9,57.52,65.08,18509,1173685.34,20260406,62.833333333333336,61.71000000000001,63.95666666666666,63.95666666666666,61.71000000000001,2.2466666666666555,3.452161442327375,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,60,294290.515,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
BCLIND,EQ,BCL INDUSTRIES LIMITED,29.49,32.74,29.07,32.57,3640114,115965930.13,20260406,31.46,30.905,32.01499999999999,32.01499999999999,30.905,1.1099999999999923,3.4080442124654358,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,60,16124703.41,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
RAMASTEEL,EQ,RAMA STEEL TUBES LIMITED,4.24,4.54,4.02,4.51,22416216,96955794.27,20260406,4.3566666666666665,4.279999999999999,4.433333333333334,4.433333333333334,4.279999999999999,0.1533333333333342,3.3998521803400044,Wide,Bullish,Above CPR,Cash Only,Metals & Mining,False,False,0.95,60,71120467.47,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ORIENTALTL,EQ,ORIENTAL TRIMEX LTD,7.0,7.33,6.39,6.53,1256413,8608194.93,20260406,6.75,6.859999999999999,6.640000000000001,6.859999999999999,6.640000000000001,0.2199999999999988,3.3690658499234125,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.9666666666666668,60,1067685.765,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
VLEGOV,EQ,VL E GOV AND IT SOL LTD,10.8,11.45,10.24,11.41,1276989,14010945.45,20260406,11.033333333333331,10.845,11.221666666666664,11.221666666666664,10.845,0.3766666666666651,3.301197779725374,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.85,60,7816735.305,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
RPSGVENT,EQ,RPSG VENTURES LIMITED,1026.9,1123.3,999.1,1116.45,6300908,6821044811.1,20260406,1079.6166666666668,1061.2,1098.0333333333335,1098.0333333333335,1061.2,36.833333333333485,3.299147595802184,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.9666666666666668,60,19706343.25,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
