SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
SIMPLEXINF,EQ,SIMPLEX INFRASTRUCTURES L,175.5,189.7,175.5,182.61,229587,42265228.75,20260408,182.60333333333327,182.6,182.60666666666663,182.60666666666663,182.6,0.0066666666666606,0.003650767573879,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0166666666666666,60,15596833.0,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KIRLPNU,EQ,KIRLOSKAR PNEUMATIC COM L,1179.9,1187.9,1146.1,1169.6,60279,70362367.2,20260408,1167.8666666666666,1167.0,1168.7333333333331,1168.7333333333331,1167.0,1.7333333333331211,0.1481988144094665,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1333333333333333,60,75220768.6,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SKFINDIA,EQ,SKF INDIA LTD,1560.0,1608.0,1537.9,1576.5,38331,60549680.3,20260408,1574.1333333333332,1572.95,1575.3166666666664,1575.3166666666664,1572.95,2.366666666666333,0.150121577333735,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.15,60,73206669.69999999,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MANAKSIA,EQ,MANAKSIA LTD.,55.0,56.25,54.1,55.3,53717,2968628.48,20260408,55.21666666666666,55.175,55.258333333333326,55.258333333333326,55.175,0.0833333333333286,0.1506931886678636,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2,60,1965524.25,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NYKAA,EQ,FSN E COMMERCE VENTURES,256.0,256.29,250.7,254.07,4146307,1051991896.42,20260408,253.68666666666664,253.495,253.87833333333327,253.87833333333327,253.495,0.3833333333332689,0.1508770548798634,Narrow,Bullish,Above CPR,Cash Only,Consumer Services,True,False,0.1833333333333333,60,1190781789.03,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CINEVISTA,EQ,CINEVISTA LIMITED,15.1,15.68,14.95,15.35,15974,244615.75,20260408,15.326666666666666,15.315,15.338333333333331,15.338333333333331,15.315,0.0233333333333334,0.1520086862106412,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1,60,226465.17,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DAMODARIND,EQ,DAMODAR INDUSTRIES LTD,23.49,24.5,23.45,24.03,3061,73235.09,20260408,23.993333333333336,23.975,24.01166666666667,24.01166666666667,23.975,0.0366666666666688,0.1525870439728208,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1166666666666666,60,151371.085,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SAKAR,EQ,SAKAR HEALTHCARE LIMITED,539.0,549.1,529.2,540.4,88559,47842134.85,20260408,539.5666666666667,539.1500000000001,539.9833333333333,539.9833333333333,539.1500000000001,0.8333333333332575,0.154206760424363,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0833333333333333,60,32684705.2,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INDOFARM,EQ,INDO FARM EQUIPMENT LTD,139.0,147.45,137.13,142.62,455077,65046665.46,20260408,142.4,142.29,142.51000000000002,142.51000000000002,142.29,0.2200000000000272,0.154256065068032,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1,60,32844414.43,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BALKRISIND,EQ,BALKRISHNA IND. LTD,2210.0,2245.0,2190.1,2222.7,323695,718676358.6,20260408,2219.266666666667,2217.55,2220.9833333333336,2220.9833333333336,2217.55,3.433333333333394,0.15446678964023,Narrow,Bullish,Above CPR,Cash Only,Automobile and Auto Components,True,False,0.2833333333333333,60,345676157.45000005,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KRISHNADEF,EQ,KRISHNA DEF AND ALD IND L,928.95,947.1,901.7,926.55,139569,129038303.1,20260408,925.1166666666668,924.4,925.8333333333336,925.8333333333336,924.4,1.433333333333394,0.1546957350745663,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1,60,135725540.55,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GODREJPROP,EQ,GODREJ PROPERTIES LTD,1698.0,1723.0,1673.5,1702.2,1332784,2269475154.6,20260408,1699.5666666666666,1698.25,1700.8833333333332,1700.8833333333332,1698.25,2.633333333333212,0.1547017585085895,Narrow,Bullish,Above CPR,Cash Only,Realty,True,False,0.1,60,2429626312.95,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GLOBALVECT,EQ,GLOBAL VEC HELICORP LTD,179.5,180.4,171.37,176.3,10001,1770919.39,20260408,176.0233333333333,175.885,176.16166666666663,176.16166666666663,175.885,0.2766666666666424,0.1569294762714931,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1,60,1726103.86,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DIGISPICE,EQ,DIGISPICE TECHNOLOGIES LT,16.5,17.2,16.38,16.83,109048,1831175.0,20260408,16.80333333333333,16.79,16.816666666666663,16.816666666666663,16.79,0.0266666666666637,0.1584472172707292,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.15,60,2510704.855,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PRESTIGE,EQ,PRESTIGE ESTATE LTD,1300.0,1347.0,1288.3,1320.8,2513824,3336071646.8,20260408,1318.7,1317.65,1319.75,1319.75,1317.65,2.099999999999909,0.1589945487583214,Narrow,Bullish,Above CPR,Cash Only,Realty,True,False,0.1666666666666666,60,1114289684.15,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ALKYLAMINE,EQ,ALKYL AMINES CHEM. LTD,1392.0,1395.0,1360.0,1380.8,48840,67321663.9,20260408,1378.6,1377.5,1379.7000000000005,1379.7000000000005,1377.5,2.200000000000273,0.1593279258401124,Narrow,Bullish,Above CPR,Cash Only,Specialty Chemicals,True,False,0.1666666666666666,60,60592448.15,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ZIMLAB,EQ,ZIM LABORATORIES LIMITED,71.9,72.5,69.12,70.98,72270,5125744.42,20260408,70.86666666666667,70.81,70.92333333333335,70.92333333333335,70.81,0.1133333333333439,0.1596693904386361,Narrow,Bullish,Above CPR,Cash Only,Healthcare & Pharma,True,False,0.1,60,4830085.135,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MEDANTA,EQ,GLOBAL HEALTH LIMITED,1052.0,1067.0,1045.4,1058.75,149735,158011485.15,20260408,1057.05,1056.2,1057.9,1057.9,1056.2,1.699999999999818,0.1605667060212343,Narrow,Bullish,Above CPR,Cash Only,Healthcare,True,False,0.1833333333333333,60,140138956.45,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BAJAJFINSV,EQ,BAJAJ FINSERV LTD.,1751.5,1809.0,1751.5,1784.6,2059323,3677680771.4,20260408,1781.7,1780.25,1783.15,1783.15,1780.25,2.900000000000091,0.1625014008741505,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.2166666666666666,60,2248020112.1000004,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SBFC,EQ,SBFC FINANCE LIMITED,89.0,90.44,86.0,88.44,1251990,111061638.92,20260408,88.29333333333334,88.22,88.36666666666667,88.36666666666667,88.22,0.1466666666666753,0.1658374792703249,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.2,60,109567781.735,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BIOCON,EQ,BIOCON LIMITED.,351.65,353.6,344.25,349.8,6053110,2110768746.85,20260408,349.2166666666667,348.925,349.5083333333334,349.5083333333334,348.925,0.5833333333333712,0.1667619592148002,Narrow,Bullish,Above CPR,Cash Only,Healthcare,True,False,0.2666666666666666,60,1083012382.425,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
EXCELINDUS,EQ,EXCEL INDUSTRIES LTD,900.05,929.6,893.8,914.0,20314,18512471.0,20260408,912.4666666666668,911.7,913.2333333333332,913.2333333333332,911.7,1.533333333333303,0.1677607585703832,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2166666666666666,60,7749415.125,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AWHCL,EQ,ANTONY WASTE HDG CELL LTD,435.0,459.8,430.35,446.2,446244,199121530.05,20260408,445.4500000000001,445.0750000000001,445.8250000000001,445.8250000000001,445.0750000000001,0.75,0.1680860600627521,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1666666666666666,60,62653085.475,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SHREECEM,EQ,SHREE CEMENT LIMITED,24200.0,24700.0,23895.0,24360.0,31556,769479125.0,20260408,24318.33333333333,24297.5,24339.166666666664,24339.166666666664,24297.5,41.66666666666424,0.1710454296661093,Narrow,Bullish,Above CPR,Cash Only,Construction Materials,True,False,0.2,60,739380092.5,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KOLTEPATIL,EQ,KOLTE PATIL DEV. LTD.,324.0,324.0,310.25,317.95,43074,13570684.15,20260408,317.40000000000003,317.125,317.67500000000007,317.67500000000007,317.125,0.5500000000000682,0.1729831734549672,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2833333333333333,60,25405824.55,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MIDWESTLTD,EQ,MIDWEST LIMITED,1302.0,1340.9,1302.0,1324.9,48333,64070869.8,20260408,1322.6,1321.45,1323.7500000000002,1323.7500000000002,1321.45,2.300000000000182,0.1735980073967984,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1166666666666666,60,74293169.19999999,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CANFINHOME,EQ,CAN FIN HOMES LTD,839.9,839.9,825.95,835.1,117450,98006313.4,20260408,833.65,832.925,834.375,834.375,832.925,1.4500000000000457,0.1736319003712184,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.1833333333333333,60,123557475.85,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PRAKASH,EQ,PRAKASH INDUSTRIES LTD,130.0,133.9,129.11,131.85,523205,68823315.5,20260408,131.62,131.505,131.735,131.735,131.505,0.2300000000000182,0.1744406522563657,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1,60,63898525.675,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JAIBALAJI,EQ,JAI BALAJI INDUSTRIES LTD,60.49,65.23,59.88,62.72,5332768,335086809.58,20260408,62.61000000000001,62.55500000000001,62.665000000000006,62.665000000000006,62.55500000000001,0.1099999999999994,0.1753826530612235,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1333333333333333,60,103877915.07,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PANSARI,EQ,PANSARI DEVELOPERS LTD,278.0,283.4,278.0,281.45,123,34660.25,20260408,280.95,280.7,281.2,281.2,280.7,0.5,0.1776514478593,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1372549019607843,51,163413.1,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TRAVELFOOD,EQ,TRAVEL FOOD SERVICES LTD,1305.0,1311.2,1289.9,1304.1,62484,81330748.7,20260408,1301.7333333333331,1300.5500000000002,1302.9166666666663,1302.9166666666663,1300.5500000000002,2.366666666666333,0.1814789254402525,Narrow,Bullish,Above CPR,Cash Only,Consumer Services,True,False,0.1833333333333333,60,50242934.3,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
STYLEBAAZA,EQ,BAAZAR STYLE RETAIL LTD,297.0,297.7,287.6,293.45,528851,155258749.85,20260408,292.9166666666667,292.65,293.1833333333334,293.1833333333334,292.65,0.5333333333334167,0.1817458965184585,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1166666666666666,60,149649696.1,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VIKRAMSOLR,EQ,VIKRAM SOLAR LIMITED,192.9,192.9,189.27,191.61,1574044,300551815.17,20260408,191.26,191.085,191.435,191.435,191.085,0.3499999999999659,0.1826627002765857,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.15,60,338519274.565,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
HERITGFOOD,EQ,HERITAGE FOODS LTD,326.6,330.8,321.4,327.0,341216,111597372.5,20260408,326.40000000000003,326.1,326.70000000000005,326.70000000000005,326.1,0.6000000000000227,0.183486238532117,Narrow,Bullish,Above CPR,Cash Only,FMCG & Food Products,True,False,0.2166666666666666,60,101379947.7,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VSTL,EQ,VIBHOR STEEL TUBES LTD,115.0,115.0,112.11,113.87,25398,2890262.71,20260408,113.66,113.555,113.765,113.765,113.555,0.2100000000000079,0.1844208307719399,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1833333333333333,60,1852386.66,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JOCIL,EQ,JOCIL LIMITED,114.4,115.99,110.5,113.56,10192,1153690.33,20260408,113.35,113.245,113.455,113.455,113.245,0.2100000000000079,0.1849242691088481,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1,60,430218.94,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DYNAMATECH,EQ,DYNAMATIC TECHNOLOGIES,10071.0,10071.0,9713.5,9920.0,24157,239570483.5,20260408,9901.5,9892.25,9910.75,9910.75,9892.25,18.5,0.1864919354838709,Narrow,Bullish,Above CPR,Cash Only,Information Technology,True,False,0.2,60,206220679.75,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TIPSMUSIC,EQ,TIPS MUSIC LIMITED,549.35,558.8,542.0,551.95,181686,100250025.6,20260408,550.9166666666666,550.4,551.4333333333333,551.4333333333333,550.4,1.033333333333303,0.1872150255155907,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2333333333333333,60,69961839.80000001,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AVALON,EQ,AVALON TECHNOLOGIES LTD,1012.15,1015.0,975.25,997.95,133978,133204405.8,20260408,996.0666666666666,995.125,997.0083333333332,997.0083333333332,995.125,1.883333333333212,0.188720209763336,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1833333333333333,60,137425697.2,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MEDPLUS,EQ,MEDPLUS HEALTH SERV LTD,857.0,877.75,840.25,861.45,288512,247581174.95,20260408,859.8166666666666,859.0,860.6333333333332,860.6333333333332,859.0,1.633333333333212,0.1896028014781138,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2666666666666666,60,80463171.94999999,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MINDTECK,EQ,MINDTECK (INDIA) LIMITED,178.0,185.5,175.3,180.92,91908,16525604.23,20260408,180.57333333333332,180.4,180.7466666666667,180.7466666666667,180.4,0.3466666666666924,0.1916132360527816,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1333333333333333,60,13815383.02,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RATNAVEER,EQ,RATNAVEER PRECISION ENG L,144.0,145.47,142.3,144.3,935646,134463770.08,20260408,144.02333333333334,143.885,144.1616666666667,144.1616666666667,143.885,0.2766666666666992,0.1917301917302143,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0666666666666666,60,108646085.185,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SADHNANIQ,EQ,SADHANA NITROCHEM LIMITED,1.8,1.8,1.65,1.73,27477651,48628024.45,20260408,1.7266666666666666,1.725,1.728333333333333,1.728333333333333,1.725,0.0033333333333329,0.192678227360287,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3666666666666666,60,3550881.6,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ARVEE,EQ,ARVEE LABORATORIES I LTD,153.0,153.89,153.0,153.89,3180,488256.61,20260408,153.59333333333333,153.445,153.74166666666667,153.74166666666667,153.445,0.296666666666681,0.1927783914917675,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1702127659574468,47,86549.58,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WAAREERTL,EQ,WAAREE RENEWABLE TECH LTD,900.0,901.0,880.0,893.1,289595,257702567.0,20260408,891.3666666666667,890.5,892.2333333333333,892.2333333333333,890.5,1.7333333333333485,0.1940805434255232,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2,60,228623327.15,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TOKYOPLAST,EQ,TOKYO PLAST INTL LTD,76.0,76.9,73.0,75.17,5656,425082.41,20260408,75.02333333333333,74.95,75.09666666666665,75.09666666666665,74.95,0.1466666666666469,0.1951132987450405,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1666666666666666,60,274803.11,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
