SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup
MITTAL,EQ,MITTAL LIFE STYLE LIMITED,0.92,0.92,0.82,0.87,615409,533776.41,20260402,0.87,0.87,0.87,0.87,0.87,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.05,60,740622.4,Lower,False,No setup
AURIGROW,EQ,AURI GROW INDIA LIMITED,0.27,0.27,0.27,0.27,11795009,3184652.43,20260402,0.27,0.27,0.27,0.27,0.27,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.11956521739130435,46,2957568.95,Higher,False,No setup
COUNCODOS,EQ,COUNTRY CONDO S LIMITED,4.2,4.3,4.0,4.15,32529,136190.01,20260402,4.15,4.15,4.15,4.15,4.15,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,200675.83500000002,Higher,False,No setup
OSIAHYPER,EQ,OSIA HYPER RETAIL LIMITED,3.52,3.52,3.52,3.52,504308,1775164.16,20260402,3.52,3.52,3.52,3.52,3.52,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.075,60,4622695.33,Lower,False,No setup
KRISHIVAL,EQ,KRISHIVAL FOODS LIMITED,320.05,322.75,319.95,321.35,2254,724541.9,20260402,321.35,321.35,321.35,321.35,321.35,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,3835148.9749999996,Higher,False,No setup
AQYLON,EQ,AQYLON NEXUS LIMITED,45.77,45.77,45.77,45.77,9189,420580.53,20260402,45.77,45.77,45.77,45.77,45.77,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.23076923076923078,26,7186035.5,Lower,False,No setup
DELPHIFX,EQ,DELPHI WORLD MONEY LTD,8.98,9.82,8.62,9.22,1634887,15202627.24,20260402,9.219999999999999,9.219999999999999,9.219999999999999,9.219999999999999,9.219999999999999,0.0,0.0,Narrow,Neutral,Above CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,14589190.190000001,Higher,False,No setup
FILATFASH,EQ,FILATEX FASHIONS LIMITED,0.16,0.16,0.16,0.16,11560580,1849692.8,20260402,0.16,0.16,0.16,0.16,0.16,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.14166666666666666,60,15098923.905000001,Higher,False,No setup
LYPSAGEMS,EQ,LYPSA GEMS & JEWEL LTD,4.65,4.94,4.6,4.77,30210,144961.23,20260402,4.77,4.77,4.77,4.77,4.77,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,156717.815,Higher,False,No setup
KANANIIND,EQ,KANANI INDUSTRIES LTD,1.27,1.4,1.12,1.26,417834,533201.33,20260402,1.26,1.26,1.26,1.26,1.26,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.041666666666666664,60,254911.59,Higher,False,No setup
