SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup
OSIAHYPER,EQ,OSIA HYPER RETAIL LIMITED,4.46,4.46,4.46,4.46,27821,124081.66,20260415,4.46,4.46,4.46,4.46,4.46,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.125,60,4567007.9,Higher,False,No setup
STEELXIND,EQ,STEEL EXCHANGE INDIA LTD,8.76,9.04,8.76,8.9,1258357,11201770.27,20260415,8.899999999999999,8.899999999999999,8.899999999999999,8.899999999999999,8.899999999999999,0.0,0.0,Narrow,Neutral,Above CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,7432927.365,Higher,False,No setup
GAYAHWS,EQ,GAYATRI HIGHWAYS LIMITED,2.31,2.38,2.3,2.34,191505,449378.77,20260415,2.34,2.34,2.34,2.34,2.34,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.019230769230769232,52,543131.095,Inside,False,No setup
SUMEETINDS,EQ,SUMEET IND LIMITED,29.96,30.58,29.52,30.05,124644,3746985.86,20260415,30.049999999999997,30.049999999999997,30.049999999999997,30.049999999999997,30.049999999999997,0.0,0.0,Narrow,Neutral,Above CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,2831133.7,Higher,False,No setup
RENUKA,EQ,SHREE RENUKA SUGARS LTD,27.39,28.47,27.35,27.91,12343631,343613712.33,20260415,27.91,27.91,27.91,27.91,27.91,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.025,60,95412426.36500001,Higher,False,No setup
RSSOFTWARE,EQ,R. S. SOFTWARE (INDIA) LI,33.96,33.96,33.96,33.96,8289,281494.44,20260415,33.96,33.96,33.96,33.96,33.96,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.025,60,1829151.125,Higher,False,No setup
AJOONI,EQ,AJOONI BIOTECH LIMITED,4.25,4.35,4.23,4.29,345743,1488153.55,20260415,4.29,4.29,4.29,4.29,4.29,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.03333333333333333,60,1873303.165,Higher,False,No setup
AKSHAR,EQ,AKSHAR SPINTEX LIMITED,0.48,0.52,0.48,0.5,3628935,1828005.16,20260415,0.5,0.5,0.5,0.5,0.5,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.06666666666666667,60,583739.4,Higher,False,No setup
AAVAS,EQ,AAVAS FINANCIERS LIMITED,1321.0,1321.0,1265.0,1293.0,174212,224441357.7,20260415,1293.0,1293.0,1293.0,1293.0,1293.0,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Financial Services,False,False,0.016666666666666666,60,254760714.4,Higher,False,No setup
GLFL,EQ,GUJARAT LEASE FINANCING L,4.96,4.96,4.96,4.96,326,1616.96,20260415,4.96,4.96,4.96,4.96,4.96,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.26666666666666666,15,15960.0,Higher,False,No setup
BHARATCOAL,EQ,BHARAT COKING COAL LTD,32.99,33.64,32.52,33.08,16124694,534812519.06,20260415,33.08,33.08,33.08,33.08,33.08,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.02631578947368421,57,398810214.5,Higher,False,No setup
FABTECH,EQ,FABTECH TECHNOLOGIES LTD,155.8,159.0,154.0,156.5,147821,23149295.82,20260415,156.5,156.5,156.5,156.5,156.5,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,30628004.09,Higher,False,No setup
SEJALLTD,EQ,SEJAL GLASS LIMITED,681.1,681.1,681.1,681.1,1649,1123133.9,20260415,681.1,681.1,681.1,681.1,681.1,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.019230769230769232,52,5445108.325,Higher,False,No setup
ZODIACLOTH,EQ,ZODIAC CLOTHING CO. LTD.,73.7,76.99,72.99,74.99,3822,285415.46,20260415,74.99,74.99,74.99,74.99,74.99,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,555354.59,Higher,False,No setup
ASHOKAMET,EQ,ASHOKA METCAST LIMITED,16.32,17.0,16.32,16.66,31858,531048.11,20260415,16.66,16.66,16.66,16.66,16.66,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,324580.08999999997,Higher,False,No setup
AHLWEST,EQ,ASIAN HOTELS (WEST) LTD,192.74,192.74,192.74,192.74,864,166527.36,20260415,192.74,192.74,192.74,192.74,192.74,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.5,4,92073.08499999999,Higher,False,No setup
ANANDRATHI,EQ,ANAND RATHI WEALTH LTD,3629.9,3695.0,3614.0,3654.5,418788,1532673630.4,20260415,3654.5,3654.5,3654.5,3654.5,3654.5,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Financial Services,False,False,0.016666666666666666,60,559595443.2,Higher,False,No setup
VIKASLIFE,EQ,VIKAS LIFECARE LIMITED,1.59,1.65,1.59,1.62,4033043,6560386.66,20260415,1.62,1.62,1.62,1.62,1.62,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.041666666666666664,60,5536275.17,Higher,False,No setup
INVENTURE,EQ,INVENTURE GRO & SEC LTD,0.97,1.0,0.94,0.97,3697821,3581340.5,20260415,0.9700000000000001,0.97,0.9700000000000002,0.9700000000000002,0.97,2.220446049250313e-16,2.289119638402385e-14,Narrow,Bullish,Inside CPR,Cash Only,Unclassified,False,False,0.18333333333333332,60,1151499.44,Higher,True,Watch
