SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,JCurve_Stage,JCurve_Score,JCurve_Explanation,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
NATCAPSUQ,EQ,NATURAL CAPSULES LIMITED,233.6,236.8,222.42,225.87,18732,4279947.97,20250923,276.0,221.62,232.18,243.26666666666665,248.81,237.7233333333333,248.81,237.7233333333333,11.086666666666702,4.77503086685619,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,0.96875,33,1471270.32,False,False,Overlapping,True,Risk Off,False,None,16.425000000000004,,,0.6749873160832084,2.90901536707408,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
MARALOVER,EQ,MARAL OVERSEAS LTD,48.95,49.77,47.7,48.04,51536,2514919.82,20250923,55.42,47.5,48.43,50.449999999999996,51.46,49.43999999999999,51.46,49.43999999999999,2.0200000000000102,4.170968408011584,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,1.0,33,1787253.19,False,False,Lower,True,Risk Off,False,Bearish Virgin,4.162857142857143,,,0.48524365133836894,1.4071424429797772,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
TARAPUR,EQ,TARAPUR TRANSFORMERS LTD,27.94,27.94,26.65,26.65,42394,1142325.44,20250923,31.01,28.06,28.06,29.043333333333333,29.535,28.551666666666666,29.535,28.551666666666666,0.9833333333333343,3.504395343311954,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,1.0,30,1013882.0,False,False,Outside,True,Risk Off,False,Bearish Virgin,1.3985714285714288,,,0.7030983997276138,1.1266848015844053,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
MASKINVEST,EQ,MASK INVESTMENTS LIMITED,168.4,168.4,160.0,164.99,757,124833.58,20250923,185.0,161.0,164.56,170.18666666666667,173.0,167.37333333333333,173.0,167.37333333333333,5.626666666666665,3.419218927240317,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,0.9032258064516129,32,83374.445,False,False,Lower,True,Risk Off,False,Bearish Virgin,10.307142857142853,,,0.545899745899746,1.4972642996304202,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
BRNL,EQ,BHARAT ROAD NETWORK LTD,21.7,21.99,21.15,21.72,146790,3161803.3,20250923,23.69,21.5,21.6,22.263333333333332,22.595,21.931666666666665,22.595,21.931666666666665,0.663333333333334,3.0709876543209904,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,1.0,33,2821638.02,False,False,Outside,True,Risk Off,False,Bearish Virgin,1.0585714285714292,,,0.6266306792622585,1.1205559599030352,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
KESORAMIND,EQ,KESORAM INDUSTRIES LTD,5.95,5.98,5.72,5.72,2052266,11903853.61,20250923,6.62,5.99,6.03,6.213333333333334,6.305,6.121666666666668,6.305,6.121666666666668,0.1833333333333318,3.0403537866224175,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,1.0,12,6184708.359999999,False,False,Lower,False,Risk Off,False,Bearish Virgin,,,,,1.9247235143679435,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
AROGRANITE,EQ,ARO GRANITE IND. LTD.,39.0,40.42,37.55,39.04,100495,3910004.58,20250923,42.8,38.35,38.81,39.98666666666667,40.575,39.39833333333334,40.575,39.39833333333334,1.1766666666666623,3.0318646396976607,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,0.96875,33,448407.78,False,False,Lower,True,Risk Off,False,Bearish Virgin,2.6100000000000008,,,0.4508301404853111,8.719751874064272,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
URAVIDEF,EQ,URAVI DEFENCE &TECH LTD,271.0,271.0,270.75,270.75,15430,4177755.75,20250923,310.0,285.0,285.0,293.3333333333333,297.5,289.16666666666663,297.5,289.16666666666663,8.333333333333371,2.923976608187148,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,0.875,17,3841754.3,False,False,Lower,False,Risk Off,False,Bearish Virgin,23.985714285714277,,,0.3474290252134224,1.087460421401754,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
ARISINFRA,EQ,ARISINFRA SOLUTIONS LTD,171.0,171.66,161.0,162.99,1496836,246250734.47,20250923,174.0,154.5,170.48,166.32666666666668,164.25,168.40333333333336,168.40333333333336,164.25,4.153333333333364,2.4362584076333675,Wide,Bullish,Below CPR,Cash Only,Real Estate & Infra,False,False,False,0.96875,33,55383587.26,False,False,Higher,True,Risk Off,False,None,7.769285714285717,,,0.5345836780975185,4.4462763546530155,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
TFL,EQ,TRANSWARRANTY FIN. LTD.,15.7,16.2,15.06,15.83,19321,300453.81,20250923,17.0,15.67,15.78,16.150000000000002,16.335,15.965000000000003,16.335,15.965000000000003,0.36999999999999744,2.344740177439781,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,1.0,11,232359.07,False,False,Lower,False,Risk Off,False,Bearish Virgin,,,,,1.293058239560005,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
