SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,JCurve_Stage,JCurve_Score,JCurve_Explanation,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
SARVESHWAR,EQ,SARVESHWAR FOODS LIMITED,7.4,7.95,7.29,7.76,5919104,45003520.91,20250901,7.46,7.3,7.38,7.38,7.38,7.38,7.38,7.38,0.0,0.0,Narrow,Neutral,Above CPR,Cash Only,Diversified,False,False,False,0.0625,17,45003520.91,True,True,Lower,False,Risk On,False,None,0.4771428571428572,,,0.0,1.0,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
ASMS,EQ,BARTRONICS INDIA LIMITED,12.1,12.5,11.78,11.97,315374,3792769.13,20250901,12.27,12.09,12.18,12.18,12.18,12.18,12.18,12.18,0.0,0.0,Narrow,Neutral,Below CPR,Cash Only,Diversified,False,False,False,0.0625,17,1684690.0,True,True,Higher,False,Risk On,False,None,0.6007142857142859,,,0.0,2.251315749485068,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
BHARATGEAR,EQ,BHARAT GEARS LTD.,89.05,92.5,87.5,89.69,47050,4212807.51,20250901,89.9,88.2,89.05,89.05000000000001,89.05000000000001,89.05000000000001,89.05000000000001,89.05000000000001,0.0,0.0,Narrow,Neutral,Above CPR,Cash Only,Automobile & Ancillary,False,False,False,0.0625,17,1379792.51,True,True,Lower,False,Risk On,False,None,4.271428571428572,,,0.0,3.0532181320508833,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SHRENIK,EQ,SHRENIK LIMITED,0.53,0.54,0.52,0.52,665785,351163.54,20250901,0.54,0.52,0.53,0.53,0.53,0.53,0.53,0.53,0.0,0.0,Narrow,Neutral,Below CPR,Cash Only,Diversified,False,False,False,0.1875,17,346257.91,True,True,Lower,False,Risk On,False,None,0.019999999999999945,,,0.0,1.0141675608219318,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
NUCLEUS,EQ,NUCLEUS SOFTWARE EXPORTS,1025.0,1043.0,1010.6,1026.0,17518,17985951.7,20250901,1024.4,1005.8,1015.1,1015.1,1015.1,1015.1,1015.1,1015.1,0.0,0.0,Narrow,Neutral,Above CPR,Cash Only,Diversified,False,False,False,0.0625,17,14416668.9,True,True,Lower,False,Risk On,False,None,25.407142857142862,,,0.0,1.247580271473114,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
DISHTV,EQ,DISH TV INDIA LTD.,5.11,5.14,5.03,5.09,1354392,6890807.16,20250901,5.15,5.07,5.11,5.11,5.11,5.11,5.11,5.11,0.0,0.0,Narrow,Neutral,Below CPR,Cash Only,Diversified,False,False,False,0.0625,17,7672142.04,True,True,Lower,False,Risk On,False,None,0.1249999999999998,,,0.0,0.8981594871515178,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
HINDNATGLS,EQ,HIND NATL GLASS & IND LTD,9.31,9.31,9.31,9.31,159205,1482198.55,20250901,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,0.0,0.0,Narrow,Neutral,Below CPR,Cash Only,Diversified,False,False,False,0.375,9,679646.75,True,True,Lower,False,Risk On,False,Bearish Virgin,,,,,2.1808366625750804,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
VIVIDHA,EQ,VISAGAR POLYTEX LTD,0.82,0.83,0.8,0.8,112082,91424.84,20250901,0.83,0.81,0.82,0.82,0.8200000000000001,0.8199999999999998,0.8200000000000001,0.8199999999999998,2.220446049250313e-16,2.7078610356711136e-14,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.125,17,383146.44,True,False,Inside,False,Risk On,False,None,0.06357142857142854,,,3.492836481966786e-15,0.23861591928141104,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
FLEXITUFF,EQ,FLEXITUFF VENTURES INT L,26.93,26.93,26.93,26.93,4747,127836.71,20250901,25.65,25.65,25.65,25.649999999999995,25.65,25.64999999999999,25.65,25.64999999999999,7.105427357601002e-15,2.7701471179731006e-14,Narrow,Bearish,Above CPR,Cash Only,Diversified,False,False,False,0.3076923076923077,14,610114.05,False,False,Higher,False,Risk On,False,Bullish Virgin,,,,,0.20952920195822403,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SCHAEFFLER,EQ,SCHAEFFLER INDIA LIMITED,3887.6,3899.0,3839.6,3882.3,18238,70531495.0,20250901,3890.0,3845.0,3867.4,3867.4666666666667,3867.5,3867.4333333333334,3867.5,3867.4333333333334,0.06666666666660603,0.0017238110013602429,Narrow,Bearish,Above CPR,Cash Only,Automobile and Auto Components,True,False,False,0.0625,17,117437987.7,True,True,Lower,False,Risk On,False,None,80.62857142857145,,,0.0008268367587991533,0.6005850098536727,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
