SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,JCurve_Stage,JCurve_Score,JCurve_Explanation,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
ASHIANA,EQ,ASHIANA HOUSING LTD,308.6,310.4,300.6,302.6,37266,11345707.15,20250924,310.3,306.9,308.6,308.6,308.6,308.6,308.6,308.6,0.0,0.0,Narrow,Neutral,Below CPR,Cash Only,Diversified,False,False,False,0.030303030303030304,34,9640474.525,True,True,Lower,True,Risk Off,False,None,6.182142857142845,,,0.0,1.176882644166315,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
KSHITIJPOL,EQ,KSHITIJ POLYLINE LIMITED,3.07,3.09,3.03,3.03,74438,227186.29,20250924,3.09,3.05,3.07,3.07,3.07,3.07,3.07,3.07,0.0,0.0,Narrow,Neutral,Below CPR,Cash Only,Diversified,False,False,False,0.030303030303030304,34,399113.25,True,True,Higher,True,Risk Off,False,None,0.14928571428571433,,,0.0,0.569227631505594,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
MATRIMONY,EQ,MATRIMONY.COM LIMITED,512.4,546.95,504.05,523.35,128749,66145453.9,20250924,511.55,504.05,507.8,507.8,507.8,507.8,507.8,507.8,0.0,0.0,Narrow,Neutral,Above CPR,Cash Only,Diversified,False,False,False,0.030303030303030304,34,4965115.275,True,True,Lower,True,Risk Off,False,None,11.99285714285713,,,0.0,13.322037905756376,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SAKUMA,EQ,SAKUMA EXPORTS LIMITED,2.59,2.6,2.55,2.55,1175846,3021416.08,20250924,2.6,2.56,2.58,2.58,2.58,2.58,2.58,2.58,0.0,0.0,Narrow,Neutral,Below CPR,Cash Only,Diversified,False,False,False,0.06060606060606061,34,2778083.3,True,True,Lower,True,Risk Off,False,None,0.050000000000000044,,,0.0,1.0875901669327195,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
PRIMO,EQ,PRIMO CHEMICALS LIMITED,25.71,25.91,25.32,25.4,59912,1529178.81,20250924,25.99,25.43,25.71,25.709999999999997,25.71,25.709999999999994,25.71,25.709999999999994,7.105427357601002e-15,2.763682363905485e-14,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.030303030303030304,34,2180543.16,True,True,Lower,True,Risk Off,True,Bearish Virgin,0.7478571428571428,,,9.501048997747281e-15,0.7012834407735364,False,False,Short,0.5,None,None,0,No active J-Curve setup.,Short,74,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: light (0.70x) (4/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
DISHTV,EQ,DISH TV INDIA LTD.,5.34,5.38,5.16,5.17,3365257,17592708.22,20250924,5.39,5.31,5.35,5.349999999999999,5.35,5.349999999999998,5.35,5.349999999999998,1.7763568394002505e-15,3.320293157757478e-14,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.06060606060606061,34,10857111.07,True,True,Lower,True,Risk Off,True,None,0.2735714285714286,,,6.4932103790087485e-15,1.6203857643689001,False,False,Short,0.5,None,None,0,No active J-Curve setup.,Short,90,Strong confirmation,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (1.62x) (20/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,16.5,16.69,16.31,16.52,12228949,201294631.6,20250924,17.09,16.17,16.63,16.63,16.630000000000003,16.629999999999995,16.630000000000003,16.629999999999995,7.105427357601002e-15,4.272656258328925e-14,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.06060606060606061,34,105949574.55,True,True,Higher,True,Risk Off,True,Bullish Virgin,0.41214285714285676,,,1.7240205027108166e-14,1.8999097679717865,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
PTCIL,EQ,PTC INDUSTRIES LIMITED,15221.0,15304.0,15150.0,15203.0,5604,85300566.0,20250924,15364.0,15079.0,15221.0,15221.333333333334,15221.5,15221.166666666668,15221.5,15221.166666666668,0.3333333333321207,0.002189956857841933,Narrow,Bearish,Below CPR,Cash Only,Capital Goods,True,False,True,0.030303030303030304,34,190798683.5,True,True,Higher,True,Risk Off,True,None,470.85714285714283,,,0.0007079288025864214,0.44707104071816095,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
CAMLINFINE,EQ,CAMLIN FINE SCIENCES LTD,228.0,232.4,223.55,224.27,139100,31655810.91,20250924,229.0,223.1,226.04,226.04666666666665,226.05,226.0433333333333,226.05,226.0433333333333,0.006666666666717447,0.002949330501998517,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.09090909090909091,12,64330643.345,True,True,Lower,False,Risk Off,False,None,,,,,0.4920798124189815,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SPORTKING,EQ,SPORTKING INDIA LIMITED,109.0,110.99,108.81,109.38,80177,8797911.17,20250924,111.39,108.8,110.1,110.09666666666665,110.095,110.0983333333333,110.0983333333333,110.095,0.00333333333330188,0.0030275507114458492,Narrow,Bullish,Below CPR,Cash Only,Logistics & Ports,False,False,False,0.030303030303030304,34,13805410.04,True,True,Higher,True,Risk Off,True,None,2.535714285714287,,,0.0013145539905979238,0.6372799608638064,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
