SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup
BEDMUTHA,EQ,BEDMUTHA INDUST LTD,147.01,164.9,136.95,139.56,240060,36657758.43,20250806,147.13666666666668,150.925,143.34833333333336,150.925,143.34833333333336,7.576666666666654,5.428967230342973,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,36657758.43,Unknown,False,No setup
GVPTECH,EQ,GVP INFOTECH LIMITED,10.66,10.66,9.45,9.46,3258425,31110429.12,20250806,9.856666666666667,10.055,9.658333333333335,10.055,9.658333333333335,0.3966666666666647,4.193093727977428,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,31110429.12,Unknown,False,No setup
MASKINVEST,EQ,MASK INVESTMENTS LIMITED,162.52,171.49,155.16,155.2,3000,495795.83,20250806,160.61666666666665,163.325,157.9083333333333,163.325,157.9083333333333,5.416666666666686,3.490120274914102,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,495795.83,Unknown,False,No setup
PROSTARM,EQ,PROSTARM INFO SYSTEMS LTD,223.8,223.95,201.16,202.6,2151347,446594620.14,20250806,209.23666666666668,212.555,205.91833333333335,212.555,205.91833333333335,6.636666666666656,3.2757486015136505,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,446594620.14,Unknown,False,No setup
SHREEPUSHK,EQ,SHRE PUSH CHEM & FERT LTD,384.4,386.35,343.3,347.75,342559,122597873.8,20250806,359.1333333333334,364.82500000000005,353.4416666666667,364.82500000000005,353.4416666666667,11.383333333333326,3.2734243949197195,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,122597873.8,Unknown,False,No setup
BCG,EQ,BRIGHTCOM GROUP LIMITED,16.64,16.69,15.31,15.31,25637970,400824600.37,20250806,15.770000000000001,16.0,15.540000000000003,16.0,15.540000000000003,0.4599999999999973,3.00457217504897,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,400824600.37,Unknown,False,No setup
RAYMONDREL,EQ,RAYMOND REALTY LIMITED,725.0,726.0,660.0,665.1,737804,499763170.65,20250806,683.6999999999999,693.0,674.3999999999999,693.0,674.3999999999999,18.600000000000136,2.7965719440685812,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,499763170.65,Unknown,False,No setup
ZENITHEXPO,EQ,ZENITH EXPORTS LTD,232.99,243.0,221.34,222.84,590,133941.78,20250806,229.06000000000003,232.17000000000002,225.95000000000005,232.17000000000002,225.95000000000005,6.21999999999997,2.7912403518219215,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,133941.78,Unknown,False,No setup
VIMTALABS,EQ,VIMTA LABS LIMITED,664.35,681.4,611.1,620.75,1684226,1078041545.35,20250806,637.75,646.25,629.25,646.25,629.25,17.0,2.738622633910592,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,1078041545.35,Unknown,False,No setup
LAXMIINDIA,EQ,LAXMI INDIA FINANCE LTD,133.2,135.57,122.11,123.85,1985135,254114245.39,20250806,127.17666666666666,128.84,125.51333333333332,128.84,125.51333333333332,3.326666666666682,2.6860449468443135,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,254114245.39,Unknown,False,No setup
STEELCITY,EQ,STEEL CITY SECURITIES LTD,105.68,116.0,104.3,105.99,219459,24374579.81,20250806,108.76333333333334,110.15,107.37666666666667,110.15,107.37666666666667,2.7733333333333405,2.616599050224871,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,24374579.81,Unknown,False,No setup
MAZDA,EQ,MAZDA LIMITED,304.85,318.8,287.0,291.65,544459,165483484.65,20250806,299.15,302.9,295.4,302.9,295.4,7.5,2.571575518601063,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,165483484.65,Unknown,False,No setup
SUNCLAY,EQ,SUNDARAM CLAYTON LIMITED,1911.0,2000.0,1716.0,1789.9,127349,231970908.4,20250806,1835.3,1858.0,1812.6,1858.0,1812.6,45.40000000000009,2.5364545505335543,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,231970908.4,Unknown,False,No setup
ARKADE,EQ,ARKADE DEVELOPERS LIMITED,191.0,191.26,175.36,176.64,2394877,431655584.7,20250806,181.08666666666667,183.31,178.86333333333334,183.31,178.86333333333334,4.446666666666658,2.5173611111111067,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,431655584.7,Unknown,False,No setup
ROSSTECH,EQ,ROSSELL TECHSYS LIMITED,600.0,623.9,575.0,577.7,102541,60553670.05,20250806,592.2,599.45,584.95,599.45,584.95,14.5,2.509953262939242,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,60553670.05,Unknown,False,No setup
LUMAXTECH,EQ,LUMAX AUTO TECH LTD,1210.0,1254.0,1140.0,1154.9,183236,215734257.3,20250806,1182.9666666666667,1197.0,1168.9333333333334,1197.0,1168.9333333333334,28.066666666666606,2.430224839091402,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,215734257.3,Unknown,False,No setup
ELGIEQUIP,EQ,ELGI EQUIPMENTS LTD,575.0,588.7,542.0,545.7,1217588,687079267.45,20250806,558.8000000000001,565.35,552.2500000000001,565.35,552.2500000000001,13.099999999999909,2.4005864027853963,Wide,Bearish,Below CPR,Cash Only,Capital Goods,False,True,1.0,1,687079267.45,Unknown,False,No setup
BAJAJINDEF,EQ,INDEF MANUFACTURING LTD,439.8,449.9,415.6,417.95,49038,21190769.25,20250806,427.81666666666666,432.75,422.8833333333333,432.75,422.8833333333333,9.866666666666674,2.360728954819159,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,21190769.25,Unknown,False,No setup
RADIANTCMS,EQ,RADIANT CASH MGMT SER LTD,58.52,59.5,54.51,55.06,939524,52589084.07,20250806,56.35666666666666,57.004999999999995,55.70833333333333,57.004999999999995,55.70833333333333,1.2966666666666669,2.355006659401865,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,52589084.07,Unknown,False,No setup
SHARDACROP,EQ,SHARDA CROPCHEM LTD.,1139.8,1139.8,1042.2,1054.6,427714,460375262.3,20250806,1078.8666666666666,1091.0,1066.7333333333331,1091.0,1066.7333333333331,24.26666666666688,2.3010304064732487,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,460375262.3,Unknown,False,No setup
COSMOFIRST,EQ,COSMO FIRST LIMITED,1135.0,1137.4,1064.2,1064.2,89601,98043250.3,20250806,1088.6000000000001,1100.8000000000002,1076.4,1100.8000000000002,1076.4,24.40000000000009,2.2928021048675147,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,98043250.3,Unknown,False,No setup
VRLLOG,EQ,VRL LOGISTICS LIMITED,604.0,610.0,555.0,563.25,914107,536323225.15,20250806,576.0833333333334,582.5,569.6666666666667,582.5,569.6666666666667,12.833333333333258,2.2784435567391492,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,536323225.15,Unknown,False,No setup
HEADSUP,EQ,HEADS UP VENTURES LIMITED,11.2,11.28,10.31,10.44,429397,4708345.37,20250806,10.676666666666668,10.795,10.558333333333335,10.795,10.558333333333335,0.23666666666666458,2.2669220945082813,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,4708345.37,Unknown,False,No setup
BLISSGVS,EQ,BLISS GVS PHARMA LTD,182.74,186.3,172.01,173.28,1740308,311793968.77,20250806,177.1966666666667,179.155,175.23833333333337,179.155,175.23833333333337,3.9166666666666288,2.2603108648814803,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,311793968.77,Unknown,False,No setup
MARALOVER,EQ,MARAL OVERSEAS LTD,64.58,66.59,60.6,61.52,105375,6618666.17,20250806,62.903333333333336,63.595,62.21166666666667,63.595,62.21166666666667,1.3833333333333258,2.2485912440398663,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,6618666.17,Unknown,False,No setup
PEARLPOLY,EQ,PEARL POLYMERS LTD,35.39,35.4,32.3,32.75,131695,4406764.53,20250806,33.48333333333333,33.849999999999994,33.11666666666666,33.849999999999994,33.11666666666666,0.7333333333333343,2.2391857506361355,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,4406764.53,Unknown,False,No setup
SHANKARA,EQ,SHANKARA BLDG PRODUCT LTD,1164.0,1190.4,1100.0,1108.0,161875,183935084.1,20250806,1132.8,1145.2,1120.3999999999999,1145.2,1120.3999999999999,24.800000000000182,2.238267148014457,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,183935084.1,Unknown,False,No setup
PRUDMOULI,EQ,PRUDENTIAL SUGAR CORPORAT,41.98,41.98,38.39,38.89,67071,2688742.79,20250806,39.75333333333334,40.185,39.32166666666667,40.185,39.32166666666667,0.8633333333333297,2.2199365732407554,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,2688742.79,Unknown,False,No setup
AARTIPHARM,EQ,AARTI PHARMALABS LIMITED,869.35,875.7,813.05,817.4,330094,275633947.15,20250806,835.3833333333333,844.375,826.3916666666667,844.375,826.3916666666667,17.98333333333335,2.2000652475328297,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,275633947.15,Unknown,False,No setup
BIGBLOC,EQ,BIGBLOC CONSTRUCTION LTD,54.81,56.84,52.51,52.93,128997,6954258.41,20250806,54.093333333333334,54.675,53.51166666666667,54.675,53.51166666666667,1.163333333333327,2.1978714024812525,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,6954258.41,Unknown,False,No setup
SUPERSPIN,EQ,SUPER SPINNING MILLS LTD,9.69,10.19,9.25,9.41,57432,552213.92,20250806,9.616666666666665,9.719999999999999,9.513333333333332,9.719999999999999,9.513333333333332,0.206666666666667,2.1962451292950798,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,552213.92,Unknown,False,No setup
LYKALABS,EQ,LYKA LABS LTD,109.54,111.89,104.51,104.77,41823,4452395.97,20250806,107.05666666666667,108.2,105.91333333333334,108.2,105.91333333333334,2.2866666666666617,2.182558620470232,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,4452395.97,Unknown,False,No setup
ORIENTBELL,EQ,ORIENT BELL LIMITED,310.0,310.55,290.0,290.8,16892,4968997.35,20250806,297.1166666666666,300.275,293.95833333333326,300.275,293.95833333333326,6.31666666666672,2.1721687299404127,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,4968997.35,Unknown,False,No setup
OSWALAGRO,EQ,OSWAL AGRO MILLS LTD,88.3,93.39,84.75,86.28,1876229,168872291.07,20250806,88.13999999999999,89.07,87.20999999999998,89.07,87.20999999999998,1.8600000000000136,2.155771905424216,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,168872291.07,Unknown,False,No setup
PREMIERPOL,EQ,PREMIER POLYFILM LTD,47.36,49.59,46.21,46.41,63510,3009304.86,20250806,47.403333333333336,47.900000000000006,46.906666666666666,47.900000000000006,46.906666666666666,0.9933333333333394,2.1403433168139183,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,3009304.86,Unknown,False,No setup
CARTRADE,EQ,CARTRADE TECH LIMITED,2245.0,2266.0,2100.0,2116.9,397362,864156001.7,20250806,2160.9666666666667,2183.0,2138.9333333333334,2183.0,2138.9333333333334,44.066666666666606,2.0816602894169116,Wide,Bearish,Below CPR,Cash Only,Consumer Services,False,True,1.0,1,864156001.7,Unknown,False,No setup
SECURKLOUD,EQ,SECUREKLOUD TECH LIMITED,25.48,25.48,23.58,23.79,23233,562918.42,20250806,24.28333333333333,24.53,24.03666666666666,24.53,24.03666666666666,0.4933333333333394,2.0737004343561978,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,562918.42,Unknown,False,No setup
TARIL,EQ,TRANS & RECTI. LTD,543.8,545.0,502.1,507.8,2600557,1330712702.35,20250806,518.3,523.55,513.05,523.55,513.05,10.5,2.0677432059866088,Wide,Bearish,Below CPR,Cash Only,Capital Goods,False,True,1.0,1,1330712702.35,Unknown,False,No setup
OILCOUNTUB,EQ,OIL COUNTRY TUBULAR LTD,94.0,97.7,91.99,92.0,85503,7907833.58,20250806,93.89666666666666,94.845,92.94833333333332,94.845,92.94833333333332,1.8966666666666754,2.06159420289856,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,7907833.58,Unknown,False,No setup
MUTHOOTCAP,EQ,MUTHOOT CAP SERV LTD,285.0,286.0,265.0,267.3,317354,86378854.4,20250806,272.76666666666665,275.5,270.0333333333333,275.5,270.0333333333333,5.466666666666697,2.045142785883538,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,1,86378854.4,Unknown,False,No setup
