SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,JCurve_Stage,JCurve_Score,JCurve_Explanation,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
SAMBHAAV,EQ,SAMBHAAV MEDIA LTD,6.79,6.8,6.62,6.65,40802,273046.2,20250811,6.79,6.6,6.67,6.686666666666667,6.695,6.678333333333335,6.695,6.678333333333335,0.01666666666666572,0.2498750624687514,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.3333333333333333,4,263737.85,False,False,Lower,False,Risk Off,False,None,,,,,1.0352939481382746,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
GOACARBON,EQ,GOA CARBON LIMITED,464.0,468.5,462.0,463.55,7438,3451999.15,20250811,473.0,464.25,466.9,468.05,468.625,467.475,468.625,467.475,1.1499999999999773,0.24630541871920697,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.6666666666666666,4,4770806.525,False,False,Overlapping,False,Risk Off,False,None,,,,,0.7235672064903114,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
GRAPHITE,EQ,GRAPHITE INDIA LTD,523.3,527.5,518.95,523.3,265094,138835347.2,20250811,531.05,519.5,523.35,524.6333333333333,525.275,523.9916666666667,525.275,523.9916666666667,1.283333333333303,0.24521512053755667,Narrow,Bearish,Below CPR,Cash Only,Capital Goods,True,False,True,0.6666666666666666,4,190175963.8,False,False,Lower,False,Risk Off,False,Bearish Virgin,,,,,0.7300362486712949,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
IPCALAB,EQ,IPCA LABORATORIES LTD,1380.0,1396.5,1322.0,1336.7,488727,660702361.0,20250811,1407.0,1376.8,1386.8,1390.2,1391.9,1388.5,1391.9,1388.5,3.400000000000091,0.24516873377560508,Narrow,Bearish,Below CPR,Cash Only,Healthcare,True,False,True,0.3333333333333333,4,172541556.7,False,False,Higher,False,Risk Off,False,None,,,,,3.829236119323827,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
NIITLTD,EQ,NIIT LIMITED,116.5,116.5,112.32,112.99,329216,37448560.86,20250811,118.79,115.12,116.53,116.81333333333335,116.95500000000001,116.67166666666668,116.95500000000001,116.67166666666668,0.28333333333333144,0.24314196630338233,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.3333333333333333,4,37907301.8,False,False,Overlapping,False,Risk Off,False,Bearish Virgin,,,,,0.9878983489138761,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
UNIENTER,EQ,UNIPHOS ENTERPRISES LTD,153.3,153.95,149.21,152.48,7641,1164738.78,20250811,155.99,152.65,153.76,154.13333333333333,154.32,153.94666666666666,154.32,153.94666666666666,0.37333333333333485,0.2428026361429077,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.6666666666666666,4,708172.005,False,False,Overlapping,False,Risk Off,False,Bearish Virgin,,,,,1.6447116968426336,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
PNCINFRA,EQ,PNC INFRATECH LTD.,307.1,311.2,302.0,304.8,162297,49716407.05,20250811,313.3,303.1,307.1,307.83333333333337,308.20000000000005,307.4666666666667,308.20000000000005,307.4666666666667,0.7333333333333485,0.23879300987735214,Narrow,Bearish,Below CPR,Cash Only,Infrastructure,False,False,True,0.3333333333333333,4,59635874.5,False,False,Higher,False,Risk Off,False,None,,,,,0.8336661022720476,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SAKSOFT,EQ,SAKSOFT LIMITED,218.0,221.7,211.88,213.83,298488,64204321.69,20250811,228.0,207.41,216.95,217.4533333333333,217.70499999999998,217.2016666666666,217.70499999999998,217.2016666666666,0.5033333333333871,0.2320043020665532,Narrow,Bearish,Below CPR,Cash Only,Information Technology,False,False,True,0.6666666666666666,4,90124835.10499999,False,False,Higher,False,Risk Off,False,Bullish Virgin,,,,,0.7123932223032499,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
ORIENTPPR,EQ,ORIENT PAPER AND INDS LTD,27.54,27.8,27.4,27.68,198531,5479455.19,20250811,28.07,27.6,27.74,27.80333333333333,27.835,27.77166666666666,27.835,27.77166666666666,0.06333333333333968,0.2283105022831279,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.3333333333333333,4,7015071.445,False,False,Overlapping,False,Risk Off,False,None,,,,,0.7810975601546422,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
THYROCARE,EQ,THYROCARE TECH LTD,1325.0,1350.0,1263.6,1329.2,157379,205736735.0,20250811,1369.9,1314.0,1337.4,1340.4333333333334,1341.95,1338.9166666666667,1341.95,1338.9166666666667,3.033333333333303,0.22680823488360272,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,1.0,4,181978236.35,False,False,Lower,False,Risk Off,False,None,,,,,1.1305568134219364,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
