SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,JCurve_Stage,JCurve_Score,JCurve_Explanation,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
EUROTEXIND,EQ,EUROTEX INDUSTRIES LTD,14.01,15.1,13.37,14.08,1671,23499.2,20250819,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,0.0,0.0,Narrow,Neutral,Below CPR,Cash Only,Diversified,False,False,False,0.125,9,66451.76,True,True,Inside,False,Risk On,False,None,,,,,0.353627955075983,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SHRENIK,EQ,SHRENIK LIMITED,0.56,0.57,0.55,0.55,437940,245022.2,20250819,0.57,0.55,0.56,0.56,0.56,0.56,0.56,0.56,0.0,0.0,Narrow,Neutral,Below CPR,Cash Only,Diversified,False,False,False,0.1875,9,286339.91,True,True,Lower,False,Risk On,False,None,,,,,0.8557039778352938,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
TATAGOLD,EQ,TATAAML-TATAGOLD,9.98,10.09,9.64,9.67,10011798,97040937.02,20250819,9.82,9.66,9.74,9.74,9.74,9.74,9.74,9.74,0.0,0.0,Narrow,Neutral,Below CPR,Cash Only,Diversified,False,False,False,0.125,9,121300348.34,True,True,Lower,False,Risk On,False,None,,,,,0.8000054274205227,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
GVPTECH,EQ,GVP INFOTECH LIMITED,10.08,10.39,9.89,10.07,67714,684499.37,20250819,10.36,9.86,10.11,10.11,10.11,10.11,10.11,10.11,0.0,0.0,Narrow,Neutral,Below CPR,Cash Only,Information Technology,False,False,False,0.125,9,3611847.01,True,True,Inside,False,Risk On,False,None,,,,,0.18951505091573634,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
PRAKASHSTL,EQ,PRAKASH STEELAGE LTD,5.8,5.92,5.72,5.78,209575,1217510.6,20250819,5.89,5.75,5.82,5.82,5.82,5.82,5.82,5.82,0.0,0.0,Narrow,Neutral,Below CPR,Cash Only,Diversified,False,False,False,0.125,9,827358.55,True,True,Inside,False,Risk On,False,None,,,,,1.4715634473107215,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SHAHALLOYS,EQ,SHAH ALLOYS LIMITED,55.13,58.22,55.13,55.79,17903,1006813.61,20250819,57.86,54.52,56.19,56.19,56.19,56.19,56.19,56.19,0.0,0.0,Narrow,Neutral,Below CPR,Cash Only,Diversified,False,False,False,0.125,9,610855.41,True,True,Lower,False,Risk On,False,None,,,,,1.6482028210243729,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
DIL,EQ,DEBOCK INDUSTRIES LIMITED,1.93,1.98,1.92,1.94,167459,327160.0,20250819,1.98,1.88,1.93,1.93,1.93,1.93,1.93,1.93,0.0,0.0,Narrow,Neutral,Above CPR,Cash Only,Diversified,False,False,False,0.125,9,374268.36,True,True,Lower,False,Risk On,False,None,,,,,0.8741321334242628,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
AKSHAR,EQ,AKSHAR SPINTEX LIMITED,0.52,0.52,0.51,0.51,767296,395572.56,20250819,0.52,0.5,0.51,0.51,0.51,0.51,0.51,0.51,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Diversified,False,False,False,0.3125,9,677269.71,True,True,Higher,False,Risk On,False,Bullish Virgin,,,,,0.5840694691631788,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
BCG,EQ,BRIGHTCOM GROUP LIMITED,16.63,16.63,16.63,16.63,4384147,72908364.61,20250819,15.84,15.84,15.84,15.839999999999998,15.84,15.839999999999996,15.84,15.839999999999996,3.552713678800501e-15,2.2428747972225385e-14,Narrow,Bearish,Above CPR,Cash Only,Diversified,False,False,False,0.125,9,176966966.88,True,True,Higher,False,Risk On,False,Bullish Virgin,,,,,0.41198855297914794,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
HATHWAY,EQ,HATHWAY CABLE & DATACOM,14.41,14.91,14.35,14.77,2551838,37355389.83,20250819,14.54,14.36,14.45,14.449999999999998,14.45,14.449999999999996,14.45,14.449999999999996,3.552713678800501e-15,2.458625383252942e-14,Narrow,Bearish,Above CPR,Cash Only,Diversified,False,False,False,0.125,9,27404090.05,True,True,Higher,False,Risk On,False,None,,,,,1.3631319179671137,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
