SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup
PNB,EQ,PUNJAB NATIONAL BANK,103.8,104.8,102.85,103.83,15512043,1609785824.79,20250806,103.82666666666665,103.82499999999999,103.82833333333332,103.82833333333332,103.82499999999999,0.0033333333333303017,0.0032103759350190714,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,1.0,1,1609785824.79,Unknown,False,No setup
EKC,EQ,EVEREST KANTO CYLINDERLTD,133.6,134.48,127.0,130.75,267800,34846519.01,20250806,130.74333333333334,130.74,130.74666666666667,130.74666666666667,130.74,0.006666666666660603,0.005098789037598932,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,1.0,1,34846519.01,Unknown,False,No setup
NCC,EQ,NCC LIMITED,210.0,220.8,209.0,214.92,18998547,4125516723.25,20250806,214.90666666666667,214.9,214.91333333333333,214.91333333333333,214.9,0.013333333333321207,0.006203858800168066,Narrow,Bullish,Above CPR,Cash Only,Construction,True,False,1.0,1,4125516723.25,Unknown,False,No setup
ANDHRSUGAR,EQ,ANDHRA SUGARS LTD,76.7,76.9,75.5,76.21,49576,3773806.61,20250806,76.20333333333333,76.2,76.20666666666666,76.20666666666666,76.2,0.006666666666660603,0.008747758386905398,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,1.0,1,3773806.61,Unknown,False,No setup
PATELENG,EQ,PATEL ENGINEERING LTD.,36.56,36.97,35.9,36.44,2141072,77791067.94,20250806,36.43666666666667,36.435,36.43833333333333,36.43833333333333,36.435,0.0033333333333303017,0.009147457006943749,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,1.0,1,77791067.94,Unknown,False,No setup
GEOJITFSL,EQ,GEOJIT FINANCIAL SER L,72.51,73.26,71.05,72.17,352594,25344502.13,20250806,72.16000000000001,72.155,72.16500000000002,72.16500000000002,72.155,0.010000000000019327,0.013856172925064884,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,1.0,1,25344502.13,Unknown,False,No setup
SUNDROP,EQ,SUNDROP BRANDS LIMITED,803.7,815.0,792.1,803.75,9141,7357498.15,20250806,803.6166666666667,803.55,803.6833333333334,803.6833333333334,803.55,0.13333333333343944,0.016588906169012683,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,1.0,1,7357498.15,Unknown,False,No setup
BLAL,EQ,BEML LAND ASSETS LIMITED,208.4,210.01,208.3,209.21,53016,11064226.46,20250806,209.17333333333332,209.155,209.19166666666663,209.19166666666663,209.155,0.03666666666663332,0.017526249541911627,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,1.0,1,11064226.46,Unknown,False,No setup
GODREJIND,EQ,GODREJ INDUSTRIES LTD,1140.1,1144.9,1130.1,1137.8,80085,91092812.8,20250806,1137.6000000000001,1137.5,1137.7000000000003,1137.7000000000003,1137.5,0.20000000000027285,0.017577781683975467,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,1.0,1,91092812.8,Unknown,False,No setup
GLENMARK,EQ,GLENMARK PHARMACEUTICALS,2040.0,2045.0,2005.1,2025.6,891973,1800871217.6,20250806,2025.2333333333333,2025.05,2025.4166666666667,2025.4166666666667,2025.05,0.36666666666678793,0.018101632438131315,Narrow,Bullish,Above CPR,Cash Only,Healthcare,True,False,1.0,1,1800871217.6,Unknown,False,No setup
JAYBARMARU,EQ,JAY BHARAT MARUTI LTD,88.0,88.98,84.15,86.59,322733,27790972.01,20250806,86.57333333333334,86.565,86.58166666666668,86.58166666666668,86.565,0.01666666666667993,0.019247796127358736,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,1.0,1,27790972.01,Unknown,False,No setup
MAHESHWARI,EQ,MAHESHWARI LOGISTICS LTD.,60.32,60.35,59.15,59.77,7302,436826.95,20250806,59.75666666666667,59.75,59.763333333333335,59.763333333333335,59.75,0.013333333333335418,0.022307735207186576,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,1.0,1,436826.95,Unknown,False,No setup
PFIZER,EQ,PFIZER LTD,5092.0,5110.0,4989.5,5051.5,14828,74803760.5,20250806,5050.333333333333,5049.75,5050.916666666666,5050.916666666666,5049.75,1.1666666666660603,0.023095450196299324,Narrow,Bullish,Above CPR,Cash Only,Healthcare,True,False,1.0,1,74803760.5,Unknown,False,No setup
