SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,JCurve_Stage,JCurve_Score,JCurve_Explanation,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
VIKASLIFE,EQ,VIKAS LIFECARE LIMITED,2.18,2.37,2.17,2.29,7622718,17452787.33,20250820,2.19,2.15,2.17,2.17,2.17,2.17,2.17,2.17,0.0,0.0,Narrow,Neutral,Above CPR,Cash Only,Diversified,False,False,False,0.16666666666666666,10,11120620.870000001,True,True,Lower,False,Risk On,False,None,,,,,1.5694076377589876,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SIGACHI,EQ,SIGACHI INDUSTRIES LTD,31.3,31.86,30.9,31.32,3819094,120104513.01,20250820,31.7,30.76,31.23,31.23,31.23,31.23,31.23,31.23,0.0,0.0,Narrow,Neutral,Above CPR,Cash Only,Diversified,False,False,False,0.1111111111111111,10,173612046.39499998,True,True,Higher,False,Risk On,False,None,,,,,0.6917982680576191,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
ANTGRAPHIC,EQ,ANTARCTICA LTD,1.14,1.15,1.09,1.12,207537,233664.84,20250820,1.16,1.14,1.15,1.15,1.15,1.15,1.15,1.15,0.0,0.0,Narrow,Neutral,Below CPR,Cash Only,Diversified,False,False,False,0.1111111111111111,10,279499.23,True,True,Lower,False,Risk On,False,Bearish Virgin,,,,,0.8360124641488279,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
LGBBROSLTD,EQ,LG BALAKRISHNAN & BROS,1250.0,1294.0,1226.6,1277.9,39272,49728089.4,20250820,1245.0,1223.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,0.0,0.0,Narrow,Neutral,Above CPR,Cash Only,Diversified,False,False,False,0.1111111111111111,10,17268494.5,True,True,Inside,False,Risk On,False,None,,,,,2.8797003351971417,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
PARASPETRO,EQ,PARAS PETROFILS LTD.,2.43,2.62,2.37,2.44,157823,392530.34,20250820,2.49,2.37,2.43,2.43,2.43,2.43,2.43,2.43,0.0,0.0,Narrow,Neutral,Above CPR,Cash Only,Energy & Oil/Gas,False,False,False,0.16666666666666666,10,317230.545,True,True,Higher,False,Risk On,False,None,,,,,1.2373661558977558,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
AKG,EQ,AKG EXIM LIMITED,12.95,12.95,12.5,12.67,46079,584775.62,20250820,12.95,12.41,12.68,12.68,12.68,12.68,12.68,12.68,0.0,0.0,Narrow,Neutral,Below CPR,Cash Only,Diversified,False,False,False,0.1111111111111111,10,200408.515,True,True,Lower,False,Risk On,False,None,,,,,2.917918033572575,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
HINDNATGLS,EQ,HIND NATL GLASS & IND LTD,13.37,14.45,13.37,13.37,1089592,14613330.41,20250820,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,0.0,0.0,Narrow,Neutral,Below CPR,Cash Only,Diversified,False,False,False,1.0,2,7504651.125,False,False,Unknown,False,Risk On,False,None,,,,,1.9472364759660963,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
BCG,EQ,BRIGHTCOM GROUP LIMITED,17.46,17.46,17.0,17.43,38945594,677928939.69,20250820,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,0.0,0.0,Narrow,Neutral,Above CPR,Cash Only,Diversified,False,False,False,0.1111111111111111,10,209516124.89999998,True,True,Higher,False,Risk On,False,Bullish Virgin,,,,,3.235688613530672,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
TEXINFRA,EQ,TEXMACO INFRA & HOLDG LTD,95.69,99.44,94.99,98.55,191141,18642880.36,20250820,96.0,94.8,95.4,95.40000000000002,95.4,95.40000000000003,95.40000000000003,95.4,2.842170943040401e-14,2.9792148249899374e-14,Narrow,Bullish,Above CPR,Cash Only,Real Estate & Infra,False,True,False,0.1111111111111111,10,8669121.73,True,True,Lower,False,Risk On,False,None,,,,,2.150492395958085,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
JCHAC,EQ,JOHNSON CONTROLS HITACHI,1758.8,1759.0,1744.8,1752.9,17570,30805011.0,20250820,1762.9,1745.0,1753.9,1753.9333333333334,1753.95,1753.9166666666667,1753.95,1753.9166666666667,0.03333333333330302,0.0019005264458237649,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.1111111111111111,10,42667006.3,True,True,Inside,False,Risk On,False,None,,,,,0.721986698185572,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
