SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,History_OK,Regime,Own_Narrow,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Applies,Timeframe,Daily_Signal,Weekly_Signal,Monthly_Signal,Confluence_Score
AAATECH,20260731,97.0,102.2,85.0,89.38,36307529.81,AAA TECHNOLOGIES LIMITED,20260731,92.19333333333333,93.6,90.78666666666666,93.6,90.78666666666666,2.8133333333333326,3.147609457745953,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.8,10,46510743.980000004,Lower,True,Neutral,False,,,,,0.7806267262809757,False,False,No setup,Aug 2026,Monthly,0,0,0,0
AADHARHFC,20260731,514.6,563.0,487.1,496.7,5505197220.1,AADHAR HOUSING FINANCE L,20260731,515.6,525.05,506.1500000000001,525.05,506.1500000000001,18.899999999999864,3.8051137507549555,Wide,Bearish,Below CPR,Financial Services,True,False,False,1.0,12,3507963927.3500004,Overlapping,True,Neutral,False,,,,,1.569342597048527,False,False,No setup,Aug 2026,Monthly,0,0,0,0
AAKASH,20260731,8.8,9.98,8.56,8.95,29485253.75,AAKASH EXPLORATION SER L,20260731,9.163333333333332,9.27,9.056666666666665,9.27,9.056666666666665,0.2133333333333347,2.3836126629422876,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.6666666666666666,9,20222601.62,Inside,True,Neutral,False,,,,,1.458034643813549,False,False,No setup,Aug 2026,Monthly,0,0,0,0
AARNAV,20260731,25.18,37.4,23.51,31.36,104660738.7,AARNAV FASHIONS LIMITED,20260731,30.756666666666664,30.455,31.05833333333333,31.05833333333333,30.455,0.6033333333333317,1.9238945578231241,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.5,6,45491949.74,Higher,True,Neutral,False,,,,,2.300643065381176,False,False,No setup,Aug 2026,Monthly,0,0,0,0
AARON,20260731,115.8,154.8,111.15,135.81,159793515.15,AARON INDUSTRIES LIMITED,20260731,133.92000000000002,132.97500000000002,134.865,134.865,132.97500000000002,1.8899999999999864,1.3916500994035685,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.25,12,50915203.80500001,Higher,True,Neutral,True,,,,,3.1384243449558356,False,False,Long,Aug 2026,Monthly,0,2,0,0
AARTECH,20260731,47.6,60.98,46.61,49.66,184151956.44,AARTECH SOLONICS LIMITED,20260731,52.416666666666664,53.795,51.03833333333333,53.795,51.03833333333333,2.756666666666675,5.551080681970752,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.6666666666666666,12,67265027.105,Higher,True,Neutral,False,,,,,2.7377073104057583,False,False,No setup,Aug 2026,Monthly,0,0,0,0
AARTIDRUGS,20260731,377.5,435.25,374.8,422.75,1927411822.5,AARTI DRUGS LTD.,20260731,410.93333333333334,405.025,416.8416666666667,416.8416666666667,405.025,11.81666666666672,2.7951902227478937,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.6666666666666666,12,1255265315.0500002,Higher,True,Neutral,False,,,,,1.5354617062953155,False,False,No setup,Aug 2026,Monthly,0,0,0,0
AARTIIND,20260731,461.0,516.95,458.3,489.1,14004357731.15,AARTI INDUSTRIES LTD,20260731,488.1166666666666,487.625,488.60833333333323,488.60833333333323,487.625,0.9833333333332348,0.2010495467865947,Narrow,Bullish,Above CPR,Chemicals,True,True,False,0.16666666666666666,12,9542781724.025,Higher,True,Neutral,True,,,,,1.4675341149103822,False,False,No setup,Aug 2026,Monthly,0,0,0,0
AARTIPHARM,20260731,684.95,735.0,650.8,667.15,2370189515.6,AARTI PHARMALABS LIMITED,20260731,684.3166666666666,692.9,675.7333333333332,692.9,675.7333333333332,17.166666666666742,2.573134477503821,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.5833333333333334,12,3071823905.275,Overlapping,True,Neutral,False,,,,,0.7715902957620263,False,False,No setup,Aug 2026,Monthly,0,0,0,0
AARTISURF,20260731,378.0,409.2,361.6,400.85,88594165.35,AARTI SURFACTANTS LIMITED,20260731,390.55,385.4,395.70000000000005,395.70000000000005,385.4,10.300000000000068,2.569539728077851,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.36363636363636365,11,84915564.8,Higher,True,Neutral,False,,,,,1.0433206863625548,False,False,No setup,Aug 2026,Monthly,0,0,0,0
AARVI,20260731,142.51,168.4,138.0,156.7,233108390.25,AARVI ENCON LIMITED,20260731,154.36666666666665,153.2,155.5333333333333,155.5333333333333,153.2,2.3333333333333144,1.4890448840672077,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.5,12,66624262.81999999,Higher,True,Neutral,False,,,,,3.4988513250764703,False,False,No setup,Aug 2026,Monthly,0,0,0,0
AASTHA,20260731,115.0,140.01,74.4,76.25,10377871033.21,AASTHA SPINTEX LIMITED,20260731,96.88666666666666,107.205,86.56833333333331,107.205,86.56833333333331,20.636666666666684,27.064480874316963,Wide,Bearish,Below CPR,Unclassified,False,False,False,1.0,1,10377871033.21,Unknown,False,Neutral,False,,,,,1.0,False,False,No setup,Aug 2026,Monthly,0,0,0,0
AAVAS,20260731,1520.0,1544.9,1346.2,1359.8,2486104291.3,AAVAS FINANCIERS LIMITED,20260731,1416.966666666667,1445.5500000000002,1388.3833333333337,1445.5500000000002,1388.3833333333337,57.166666666666515,4.20404961513947,Wide,Bearish,Below CPR,Financial Services,True,False,False,0.5,12,6426944434.05,Overlapping,True,Neutral,False,,,,,0.386825235041492,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ABB,20260731,7046.0,7924.5,6715.5,7284.5,67590010293.5,ABB INDIA LIMITED,20260731,7308.166666666667,7320.0,7296.333333333334,7320.0,7296.333333333334,23.66666666666606,0.3248907497654755,Moderate,Bearish,Below CPR,Capital Goods,True,False,False,0.16666666666666666,12,40449194435.5,Higher,True,Neutral,True,,,,,1.6709853245972193,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ABBOTINDIA,20260731,25585.0,28940.0,25370.0,27800.0,8107311215.0,ABBOTT INDIA LIMITED,20260731,27370.0,27155.0,27585.0,27585.0,27155.0,430.0,1.5467625899280575,Wide,Bullish,Above CPR,Healthcare,True,False,False,0.5833333333333334,12,5420675015.0,Higher,True,Neutral,False,,,,,1.4956276095810181,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ABCAPITAL,20260731,392.6,413.0,384.0,404.3,33397809844.0,ADITYA BIRLA CAPITAL LTD.,20260731,400.43333333333334,398.5,402.3666666666667,402.3666666666667,398.5,3.8666666666666742,0.956385522301923,Wide,Bullish,Above CPR,Financial Services,True,False,False,0.25,12,31657451105.550003,Higher,True,Neutral,True,,,,,1.0549746956142305,False,False,Long,Aug 2026,Monthly,0,2,0,0
ABCOTS,20260731,220.5,228.42,196.81,198.85,103385289.83,A B COTSPIN INDIA LIMITED,20260731,208.02666666666667,212.615,203.43833333333333,212.615,203.43833333333333,9.176666666666677,4.614868829100667,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.8181818181818182,11,166882832.55,Lower,True,Neutral,False,,,,,0.6195082397047915,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ABDL,20260731,666.95,711.7,580.0,619.5,8137738244.55,ALLIED BLEND N DISTILS L,20260731,637.0666666666667,645.85,628.2833333333334,645.85,628.2833333333334,17.566666666666606,2.835620123755707,Wide,Bearish,Below CPR,Fast Moving Consumer Goods,True,False,False,0.5,12,5059867784.3,Inside,True,Neutral,False,,,,,1.6082906888990585,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ABFRL,20260731,58.48,63.84,55.1,60.24,8195914893.95,ADITYA BIRLA FASHION & RT,20260731,59.72666666666667,59.47,59.983333333333334,59.983333333333334,59.47,0.5133333333333354,0.8521469676848198,Wide,Bullish,Above CPR,Consumer Services,True,False,False,0.25,12,7273341390.32,Inside,True,Neutral,True,,,,,1.1268431459656,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ABINFRA,20260731,11.69,12.36,9.78,10.05,593938273.64,A B INFRABUILD LIMITED,20260731,10.729999999999999,11.07,10.389999999999997,11.07,10.389999999999997,0.6800000000000033,6.766169154228888,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.6363636363636364,11,340351877.09,Overlapping,True,Neutral,False,,,,,1.7450712442609613,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ABLBL,20260731,96.4,100.04,91.9,94.67,1692391855.21,ADITYA BIRLA LIFES BRAN L,20260731,95.53666666666668,95.97,95.10333333333335,95.97,95.10333333333335,0.8666666666666458,0.9154607232139493,Wide,Bearish,Below CPR,Consumer Services,True,False,False,0.08333333333333333,12,4427331829.959999,Lower,True,Neutral,True,,,,,0.38225999771634256,False,False,Short,Aug 2026,Monthly,0,-2,0,0
ABMINTLLTD,20260731,41.21,48.74,39.15,43.71,1838852.78,ABM INTERNATIONAL LTD,20260731,43.86666666666667,43.945,43.788333333333334,43.945,43.788333333333334,0.1566666666666663,0.35842293906809947,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.2857142857142857,7,980244.4400000001,Higher,True,Neutral,False,,,,,1.8759124815846953,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ABMKNO,20260731,200.0,222.91,188.8,190.05,12967518.22,A B M KNOWLEDGEWARE LTD.,20260731,200.58666666666667,205.85500000000002,195.31833333333333,205.85500000000002,195.31833333333333,10.53666666666669,5.54415504691749,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.75,4,11097229.27,Lower,False,Neutral,False,,,,,1.1685365693088903,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ABREL,20260731,1323.6,1471.2,1323.6,1418.1,5503397937.0,ADITYA BIRLA REAL EST LTD,20260731,1404.3,1397.4,1411.1999999999998,1411.1999999999998,1397.4,13.799999999999727,0.9731330653691367,Wide,Bullish,Above CPR,Realty,True,False,False,0.08333333333333333,12,6135907947.7,Higher,True,Neutral,True,,,,,0.896916639543608,False,False,Long,Aug 2026,Monthly,0,2,0,0
ACC,20260731,1329.0,1405.0,1312.0,1357.4,5375590732.9,ACC LIMITED,20260731,1358.1333333333334,1358.5,1357.7666666666669,1358.5,1357.7666666666669,0.7333333333331211,0.05402485143164293,Narrow,Bearish,Below CPR,Construction Materials,True,False,True,0.08333333333333333,12,6526656482.15,Higher,True,Neutral,True,,,,,0.823636228994418,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ACCELYA,20260731,1103.9,1180.0,1085.9,1142.6,217184530.7,ACCELYA SOLN INDIA LTD,20260731,1136.1666666666667,1132.95,1139.3833333333334,1139.3833333333334,1132.95,6.433333333333394,0.5630433514207417,Moderate,Bullish,Above CPR,Unclassified,False,False,False,0.25,12,358494524.15,Higher,True,Neutral,True,,,,,0.6058238440739095,False,False,Long,Aug 2026,Monthly,0,2,0,0
ACCURACY,20260731,5.26,5.8,5.07,5.47,613038.72,ACCURACY SHIPPING LIMITED,20260731,5.446666666666666,5.4350000000000005,5.458333333333332,5.458333333333332,5.4350000000000005,0.02333333333333165,0.42656916514317467,Moderate,Bullish,Above CPR,Unclassified,False,False,False,0.16666666666666666,12,11754255.42,Inside,True,Neutral,True,,,,,0.052154619590527834,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ACE,20260731,1034.3,1087.5,957.8,1070.3,16248435550.0,ACTION CONST EQUIP LTD,20260731,1038.5333333333333,1022.65,1054.4166666666665,1054.4166666666665,1022.65,31.766666666666538,2.9680151982310137,Wide,Bullish,Above CPR,Capital Goods,True,False,False,0.8333333333333334,12,5353940858.875,Higher,True,Neutral,False,,,,,3.034855254903621,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ACEINTEG,20260731,23.49,23.49,18.82,19.04,3353714.25,ACE INTEGRATED SOLU. LTD.,20260731,20.45,21.155,19.744999999999997,21.155,19.744999999999997,1.4100000000000037,7.4054621848739695,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.9166666666666666,12,2813832.5949999997,Lower,True,Neutral,False,,,,,1.1918670129699027,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ACI,20260731,524.0,604.25,516.15,525.65,4369511381.3,ARCHEAN CHEMICAL IND LTD,20260731,548.6833333333334,560.2,537.1666666666667,560.2,537.1666666666667,23.033333333333303,4.381876406988168,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.8333333333333334,12,1897581438.825,Higher,True,Neutral,False,,,,,2.302673967977702,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ACL,20260731,53.6,53.6,46.34,47.63,19069918.9,ANDHRA CEMENTS LIMITED,20260731,49.19,49.97,48.41,49.97,48.41,1.5600000000000023,3.275246693260555,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.4444444444444444,9,24576677.53,Lower,True,Neutral,False,,,,,0.7759355949038241,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ACMESOLAR,20260731,380.9,398.65,344.7,362.6,16902995364.55,ACME SOLAR HOLDINGS LTD,20260731,368.6499999999999,371.67499999999995,365.6249999999999,371.67499999999995,365.6249999999999,6.050000000000068,1.66850523993383,Wide,Bearish,Below CPR,Power,True,False,False,0.16666666666666666,12,8373139335.800001,Overlapping,True,Neutral,True,,,,,2.0187165991947538,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ACSTECH,20260731,44.14,46.5,39.15,39.97,220402213.84,A C S TECHNOLOGIES LTD.,20260731,41.873333333333335,42.825,40.92166666666667,42.825,40.92166666666667,1.903333333333336,4.761904761904769,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.75,4,142775893.18,Overlapping,False,Neutral,False,,,,,1.5436934690517758,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ACUTAAS,20260731,3545.0,3740.0,3062.1,3104.9,32856089592.6,ACUTAAS CHEMICALS LIMITED,20260731,3302.3333333333335,3401.05,3203.616666666667,3401.05,3203.616666666667,197.4333333333334,6.358766251194351,Wide,Bearish,Below CPR,Healthcare,True,False,False,1.0,12,15046656024.45,Overlapping,True,Neutral,False,,,,,2.1836140561205517,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ADANIENSOL,20260731,1491.4,1789.0,1470.0,1645.4,98759185515.1,ADANI ENERGY SOLUTION LTD,20260731,1634.8,1629.5,1640.1,1640.1,1629.5,10.599999999999909,0.6442202503950352,Moderate,Bullish,Above CPR,Power,True,False,False,0.16666666666666666,12,34702341891.049995,Higher,True,Neutral,True,,,,,2.845893969495205,False,False,Long,Aug 2026,Monthly,0,2,0,0
ADANIENT,20260731,3041.0,3245.0,2972.7,3009.5,121123615105.3,ADANI ENTERPRISES LIMITED,20260731,3075.7333333333336,3108.85,3042.6166666666672,3108.85,3042.6166666666672,66.23333333333267,2.200808550700537,Wide,Bearish,Below CPR,Metals & Mining,True,False,False,0.5833333333333334,12,84017903677.4,Higher,True,Neutral,False,,,,,1.4416405290278753,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ADANIGREEN,20260731,1492.2,1631.5,1350.0,1383.0,94779912757.7,ADANI GREEN ENERGY LTD,20260731,1454.8333333333333,1490.75,1418.9166666666665,1490.75,1418.9166666666665,71.83333333333348,5.194022656061713,Wide,Bearish,Below CPR,Power,True,False,False,0.9166666666666666,12,79652938047.9,Outside,True,Neutral,False,,,,,1.1899110702068927,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ADANIPORTS,20260731,1829.5,1891.1,1650.0,1696.5,88346484948.8,ADANI PORT & SEZ LTD,20260731,1745.8666666666668,1770.55,1721.1833333333336,1770.55,1721.1833333333336,49.36666666666633,2.909912565084959,Wide,Bearish,Below CPR,Services,True,False,False,0.8333333333333334,12,75827655432.79999,Lower,True,Neutral,False,,,,,1.1650958274332306,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ADANIPOWER,20260731,223.77,229.8,207.11,211.31,142881842085.28,ADANI POWER LTD,20260731,216.07333333333335,218.455,213.6916666666667,218.455,213.6916666666667,4.763333333333321,2.254192103229057,Wide,Bearish,Below CPR,Power,True,False,False,0.5833333333333334,12,115477442911.82501,Lower,True,Neutral,False,,,,,1.2373138725835844,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ADFFOODS,20260731,314.9,346.95,260.0,270.95,6975602373.9,ADF FOODS LIMITED,20260731,292.6333333333334,303.475,281.79166666666674,303.475,281.79166666666674,21.68333333333328,8.002706526419368,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.9166666666666666,12,726964876.6949999,Overlapping,True,Neutral,False,,,,,9.595514993259616,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ADL,20260731,72.8,74.0,66.0,71.33,1671763.3,ARCHIDPLY DECOR LIMITED,20260731,70.44333333333333,70.0,70.88666666666666,70.88666666666666,70.0,0.8866666666666561,1.24304874059534,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.25,12,1865809.9849999999,Outside,True,Neutral,True,,,,,0.8959986887410725,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ADOR,20260731,1275.5,1597.0,1235.0,1444.7,2558586726.8,ADOR WELDING LTD,20260731,1425.5666666666666,1416.0,1435.1333333333332,1435.1333333333332,1416.0,19.133333333333212,1.324381071041269,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.4166666666666667,12,399594567.5,Higher,True,Neutral,False,,,,,6.402956733890033,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ADROITINFO,20260731,9.25,10.48,8.36,10.01,5258209.91,ADROIT INFOTECH LIMITED,20260731,9.616666666666667,9.42,9.813333333333334,9.813333333333334,9.42,0.3933333333333344,3.9294039294039407,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.75,12,10162751.29,Higher,True,Neutral,False,,,,,0.5174002354238466,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ADSL,20260731,127.7,129.75,111.51,114.64,469177091.53,ALLIED DIGITAL SERV. LTD,20260731,118.63333333333333,120.63,116.63666666666666,120.63,116.63666666666666,3.9933333333333394,3.483368225168649,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.3333333333333333,12,583392447.475,Lower,True,Neutral,False,,,,,0.8042220867970793,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ADVAIT,20260731,2306.3,2363.5,2050.0,2310.6,2128748005.0,ADVAIT ENRGY TRANSITION L,20260731,2241.366666666667,2206.75,2275.9833333333336,2275.9833333333336,2206.75,69.23333333333358,2.9963357280937233,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.8571428571428571,7,2128748005.0,Overlapping,True,Neutral,False,,,,,1.0,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ADVANCE,20260731,109.77,126.99,105.93,125.01,1019066169.22,ADVANCE AGROLIFE LIMITED,20260731,119.31,116.46000000000001,122.16,122.16,116.46000000000001,5.699999999999989,4.559635229181656,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.6,10,963599109.09,Higher,True,Neutral,False,,,,,1.057562382122148,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ADVANIHOTR,20260731,54.5,54.54,50.83,51.06,27130717.3,ADVANI HOT.& RES.(I) LTD,20260731,52.14333333333334,52.685,51.601666666666674,52.685,51.601666666666674,1.0833333333333286,2.1216869042955904,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.6666666666666666,12,42457239.595,Overlapping,True,Neutral,False,,,,,0.6390127469143111,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ADVENTHTL,20260731,143.0,164.0,137.0,147.67,2068786134.14,ADVENT HOTELS INTERNATI L,20260731,149.55666666666664,150.5,148.6133333333333,150.5,148.6133333333333,1.886666666666713,1.2776235299429222,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.3333333333333333,9,649287756.71,Higher,True,Neutral,False,,,,,3.1862392487157423,False,False,No setup,Aug 2026,Monthly,0,0,0,0
ADVENZYMES,20260731,311.7,335.4,298.5,315.1,2187995928.1,ADVANCED ENZYME TECH LTD,20260731,316.3333333333333,316.95,315.71666666666664,316.95,315.71666666666664,1.2333333333333485,0.3914101343488887,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.16666666666666666,12,1913284426.5249999,Lower,True,Neutral,True,,,,,1.143581109931441,False,False,No setup,Aug 2026,Monthly,0,0,0,0
AEGISLOG,20260731,1166.0,1434.5,1163.0,1280.8,66533217791.4,AEGIS LOGISTICS LIMITED,20260731,1292.7666666666667,1298.75,1286.7833333333333,1298.75,1286.7833333333333,11.966666666666697,0.9343118884030838,Wide,Bearish,Below CPR,Oil Gas & Consumable Fuels,True,False,False,0.08333333333333333,12,12012554048.474998,Higher,True,Neutral,True,,,,,5.538640452556085,False,False,No setup,Aug 2026,Monthly,0,0,0,0
AEGISVOPAK,20260731,235.49,311.49,230.41,290.16,21307446697.920002,AEGIS VOPAK TERMINALS LTD,20260731,277.3533333333333,270.95,283.7566666666666,283.7566666666666,270.95,12.806666666666615,4.413656833011653,Wide,Bullish,Above CPR,Oil Gas & Consumable Fuels,True,False,False,0.8333333333333334,12,4186502027.105,Higher,True,Neutral,False,,,,,5.08955843326183,False,False,No setup,Aug 2026,Monthly,0,0,0,0
AEPL,20260731,17.33,17.9,14.01,14.38,5514853.93,ARTEMIS ELECTRICALS & P L,20260731,15.43,15.954999999999998,14.905000000000001,15.954999999999998,14.905000000000001,1.0499999999999972,7.301808066759367,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.6,5,5514853.93,Lower,False,Neutral,False,,,,,1.0,False,False,No setup,Aug 2026,Monthly,0,0,0,0
AEQUS,20260731,235.95,274.39,215.0,229.16,45063110896.63,AEQUS LIMITED,20260731,239.51666666666665,244.695,234.3383333333333,244.695,234.3383333333333,10.356666666666683,4.519404200849487,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.625,8,14264798039.89,Higher,True,Neutral,False,,,,,3.1590430352126804,False,False,No setup,Aug 2026,Monthly,0,0,0,0
AEROENTER,20260731,142.66,143.9,115.3,119.43,1925516430.26,AEROFLEX ENTERPRISES LTD,20260731,126.21,129.6,122.82,129.6,122.82,6.780000000000001,5.676965586536046,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.75,12,568182941.165,Inside,True,Neutral,False,,,,,3.388902219260453,False,False,No setup,Aug 2026,Monthly,0,0,0,0
AEROFLEX,20260731,471.6,508.0,396.1,435.45,16124267022.45,AEROFLEX INDUSTRIES LTD,20260731,446.51666666666665,452.05,440.9833333333333,452.05,440.9833333333333,11.06666666666672,2.5414322348528464,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.4166666666666667,12,10126765164.564999,Overlapping,True,Neutral,False,,,,,1.592242612564091,False,False,No setup,Aug 2026,Monthly,0,0,0,0
AERONEU,20260731,103.55,103.55,83.15,86.0,114923946.57,AEROFLEX NEU LIMITED,20260731,90.89999999999999,93.35,88.44999999999999,93.35,88.44999999999999,4.900000000000006,5.697674418604658,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.7272727272727273,11,86898698.13,Lower,True,Neutral,False,,,,,1.3225048135712503,False,False,No setup,Aug 2026,Monthly,0,0,0,0
