SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,History_OK,Regime,Own_Narrow,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Applies,Timeframe,Daily_Signal,Weekly_Signal,Monthly_Signal,Confluence_Score
20MICRONS,20260828,204.19,233.53,202.86,222.0,503367139.36,20 MICRONS LTD,20260828,219.46333333333334,218.195,220.73166666666668,220.73166666666668,218.195,2.53666666666669,1.1426426426426533,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.5370370370370371,54,105707073.88499999,Higher,True,Neutral,False,20.38714285714286,189.98480000000004,,0.1244248242356305,4.761905905253032,True,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
21STCENMGM,20260828,42.45,44.62,41.16,41.16,1579603.92,21ST CENTURY MGMT SERVICE,20260828,42.31333333333333,42.89,41.736666666666665,42.89,41.736666666666665,1.153333333333336,2.802073210236482,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.8703703703703703,54,920441.15,Lower,True,Neutral,False,2.970714285714287,39.4514,,0.3882343512062202,1.716137875843556,True,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
360ONE,20260828,1202.0,1219.8,1186.4,1200.0,2798222500.6,360 ONE WAM LIMITED,20260828,1202.0666666666666,1203.1,1201.0333333333333,1203.1,1201.0333333333333,2.066666666666606,0.17222222222221717,Narrow,Bearish,Below CPR,Financial Services,True,False,True,0.14814814814814814,54,4232212160.15,Higher,True,Neutral,True,63.42142857142859,1107.2169999999999,,0.03258625220557774,0.6611725487081498,True,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
3BBLACKBIO,20260828,1202.0,1463.0,1191.4,1441.2,162537399.0,3B BLACKBIO DX LTD.,20260828,1365.2,1327.2,1403.2,1403.2,1327.2,76.0,5.27338329170136,Wide,Bullish,Above CPR,Unclassified,False,False,False,1.0,19,61472244.800000004,Higher,True,Neutral,False,139.40714285714287,,,0.5451657529333401,2.644077819653659,False,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
3MINDIA,20260828,33640.0,34840.0,33340.0,34415.0,350046390.0,3M INDIA LIMITED,20260828,34198.333333333336,34090.0,34306.66666666667,34306.66666666667,34090.0,216.66666666667152,0.6295704392464667,Moderate,Bullish,Above CPR,Diversified,True,False,False,0.3333333333333333,54,597586345.0,Overlapping,True,Neutral,False,1775.0,33363.4,,0.12206572769953325,0.5857670492788787,True,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
3PLAND,20260828,32.2,32.4,31.52,31.74,515631.61,3P LAND HOLDINGS LIMITED,20260828,31.886666666666667,31.96,31.813333333333333,31.96,31.813333333333333,0.14666666666666828,0.4620877966813745,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.2222222222222222,54,744159.895,Lower,True,Neutral,True,2.4642857142857153,35.574600000000004,,0.05951690821256102,0.692904325353357,False,False,Short,Week 31 Aug – 04 Sep 2026,Weekly,0,-2,0,-2
5PAISA,20260828,384.0,385.55,365.0,368.35,53287053.75,5PAISA CAPITAL LIMITED,20260828,372.9666666666667,375.275,370.6583333333334,375.275,370.6583333333334,4.616666666666561,1.2533369530790173,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.48148148148148145,54,83163404.725,Lower,True,Neutral,False,32.067857142857136,332.35760000000005,,0.14396554924453026,0.6407512285747149,True,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
63MOONS,20260828,803.85,822.0,739.1,776.4,796435634.4,63 MOONS TECHNOLOGIES LTD,20260828,779.1666666666666,780.55,777.7833333333333,780.55,777.7833333333333,2.7666666666666515,0.3563455263609804,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.14814814814814814,54,498675850.875,Overlapping,True,Neutral,True,79.31428571428572,708.3580000000001,,0.0348823246878,1.5971008682344185,True,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
A2ZINFRA,20260828,16.08,17.12,15.2,16.63,38525322.37,A2Z INFRA ENGINEERING LTD,20260828,16.316666666666666,16.16,16.473333333333333,16.473333333333333,16.16,0.3133333333333326,1.8841451192623728,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.5294117647058824,34,17537444.785,Higher,True,Neutral,False,1.7850000000000001,,,0.17553688141923393,2.1967466094576786,False,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AAATECH,20260828,95.03,98.4,91.01,95.03,6172546.640000001,AAA TECHNOLOGIES LIMITED,20260828,94.81333333333335,94.70500000000001,94.92166666666668,94.92166666666668,94.70500000000001,0.21666666666666856,0.22799817601459388,Narrow,Bullish,Above CPR,Unclassified,False,True,False,0.10810810810810811,37,10212694.55,Overlapping,True,Neutral,True,6.989285714285715,,,0.03099982967126581,0.6043994177814708,False,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AADHARHFC,20260828,462.9,481.15,459.3,471.1,610514711.35,AADHAR HOUSING FINANCE L,20260828,470.5166666666667,470.225,470.8083333333334,470.8083333333334,470.225,0.5833333333333712,0.12382367508668461,Narrow,Bullish,Above CPR,Financial Services,True,True,False,0.12962962962962962,54,820041264.425,Inside,True,Neutral,True,33.403571428571425,488.81699999999995,,0.017463202537511383,0.7444926710829404,False,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AAKASH,20260828,8.7,8.98,8.5,8.73,3165901.6399999997,AAKASH EXPLORATION SER L,20260828,8.736666666666666,8.74,8.733333333333333,8.74,8.733333333333333,0.006666666666667709,0.07636502481864499,Narrow,Bearish,Below CPR,Unclassified,False,False,True,0.14285714285714285,35,3639598.62,Lower,True,Neutral,True,1.497142857142857,,,0.004452926208652096,0.8698491153950376,False,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AAREYDRUGS,20260828,80.2,89.01,74.6,89.01,78257235.03999999,AAREY DRUGS & PHARM LTD,20260828,84.20666666666666,81.805,86.60833333333332,86.60833333333332,81.805,4.803333333333313,5.396397408530854,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.8181818181818182,22,82397673.485,Higher,True,Neutral,False,11.865,,,0.40483213934541196,0.9497505418553626,False,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AARON,20260828,137.64,140.59,134.0,134.94,5142573.96,AARON INDUSTRIES LIMITED,20260828,136.51000000000002,137.29500000000002,135.72500000000002,137.29500000000002,135.72500000000002,1.5699999999999932,1.1634800652141641,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.46296296296296297,54,9745124.05,Lower,True,Neutral,False,10.800714285714287,154.1168,,0.1453607565637187,0.5277073881886604,False,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AARTIDRUGS,20260828,420.7,429.8,413.9,418.55,226655249.35,AARTI DRUGS LTD.,20260828,420.75,421.85,419.65,421.85,419.65,2.2000000000000455,0.5256241787122317,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.25925925925925924,54,286861649.175,Higher,True,Neutral,False,24.378571428571426,405.2939999999999,,0.09024318781131158,0.7901204291401425,True,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AARTIIND,20260828,529.45,551.75,525.4,540.35,2809251883.65,AARTI INDUSTRIES LTD,20260828,539.1666666666666,538.575,539.7583333333332,539.7583333333332,538.575,1.1833333333331666,0.21899386200299187,Narrow,Bullish,Above CPR,Chemicals,True,True,False,0.2037037037037037,54,1443193134.5749998,Higher,True,Neutral,True,35.37857142857142,430.218,,0.03344774210915473,1.9465529708726652,True,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AARTIPHARM,20260828,817.0,862.0,808.8,840.7,1880037019.45,AARTI PHARMALABS LIMITED,20260828,837.1666666666666,835.4,838.9333333333333,838.9333333333333,835.4,3.533333333333303,0.4202846833987514,Moderate,Bullish,Above CPR,Unclassified,False,False,False,0.2222222222222222,54,587612132.925,Inside,True,Neutral,True,70.9607142857143,735.9540000000001,,0.049792809569345446,3.199452349786588,True,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AARVI,20260828,155.19,155.19,141.0,142.25,13633114.06,AARVI ENCON LIMITED,20260828,146.14666666666668,148.095,144.19833333333335,148.095,144.19833333333335,3.896666666666647,2.7393087287638997,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.9444444444444444,54,12317003.684999999,Lower,True,Neutral,False,16.264285714285712,132.4182,,0.23958424827989927,1.1068531282979803,True,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AASTHA,20260828,73.29,88.37,73.0,79.61,681105518.15,AASTHA SPINTEX LIMITED,20260828,80.32666666666667,80.685,79.96833333333333,80.685,79.96833333333333,0.7166666666666686,0.9002219151697884,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.5,6,998919461.46,Higher,False,Neutral,False,,,,,0.6818422750063455,False,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
AAVAS,20260828,1349.0,1358.5,1257.9,1275.5,1324467291.4,AAVAS FINANCIERS LIMITED,20260828,1297.3,1308.2,1286.3999999999999,1308.2,1286.3999999999999,21.800000000000182,1.7091336730693987,Wide,Bearish,Below CPR,Financial Services,True,False,False,0.7407407407407407,54,1082677430.9499998,Lower,True,Neutral,False,100.84285714285716,1427.79,,0.21617792888511297,1.2233258526852644,False,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ABANSENT,20260828,27.98,29.3,26.52,27.99,905874.4400000001,ABANS ENTERPRISES LTD.,20260828,27.936666666666667,27.91,27.963333333333335,27.963333333333335,27.91,0.053333333333334565,0.19054424199119174,Narrow,Bullish,Above CPR,Unclassified,False,True,False,0.3333333333333333,6,1322362.135,Lower,False,Neutral,False,,,,,0.6850426339529149,False,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ABB,20260828,7460.0,7699.0,7429.5,7509.0,5933253654.5,ABB INDIA LIMITED,20260828,7545.833333333333,7564.25,7527.416666666666,7564.25,7527.416666666666,36.83333333333394,0.490522484130163,Moderate,Bearish,Below CPR,Capital Goods,True,False,False,0.3888888888888889,54,7107922356.25,Inside,True,Neutral,False,490.5357142857143,6156.526,,0.07508797476034586,0.8347381073011985,True,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ABBOTINDIA,20260828,26155.0,26745.0,26030.0,26175.0,1023886770.0,ABBOTT INDIA LIMITED,20260828,26316.666666666668,26387.5,26245.833333333336,26387.5,26245.833333333336,141.66666666666424,0.5412289079910764,Moderate,Bearish,Below CPR,Healthcare,True,False,False,0.5,54,1066841202.5,Overlapping,True,Neutral,False,1085.7142857142858,27596.6,,0.13048245614034865,0.9597368076904585,False,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ABCAPITAL,20260828,410.55,416.45,404.8,405.55,4547147343.65,ADITYA BIRLA CAPITAL LTD.,20260828,408.93333333333334,410.625,407.2416666666667,410.625,407.2416666666667,3.3833333333333258,0.834258003534293,Wide,Bearish,Below CPR,Financial Services,True,False,False,0.4444444444444444,54,6946783175.625,Overlapping,True,Neutral,False,20.84999999999999,349.70300000000003,,0.1622701838529174,0.6545687735879124,True,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ABCOTS,20260828,209.42,213.9,200.1,203.7,7409409.51,A B COTSPIN INDIA LIMITED,20260828,205.9,207.0,204.8,207.0,204.8,2.1999999999999886,1.080019636720662,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.46938775510204084,49,42359078.62,Lower,True,Neutral,False,17.536428571428573,,,0.12545313836503538,0.17491904336421565,False,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ABDL,20260828,607.9,643.9,592.2,610.0,1319923984.3000002,ALLIED BLEND N DISTILS L,20260828,615.3666666666667,618.05,612.6833333333334,618.05,612.6833333333334,5.366666666666561,0.87978142076501,Wide,Bearish,Below CPR,Fast Moving Consumer Goods,True,False,False,0.3333333333333333,54,1052674003.4,Higher,True,Neutral,False,47.19642857142859,563.915,,0.11370916887375228,1.2538772497818105,True,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ABFRL,20260828,54.59,55.28,52.21,52.49,968455138.76,ADITYA BIRLA FASHION & RT,20260828,53.326666666666675,53.745000000000005,52.908333333333346,53.745000000000005,52.908333333333346,0.8366666666666589,1.593954404013448,Wide,Bearish,Below CPR,Consumer Services,True,False,False,0.5555555555555556,54,1459959103.135,Lower,True,Neutral,False,4.345714285714285,68.3734,,0.19252684637299847,0.6633440188019079,False,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
ABLBL,20260828,86.45,87.14,84.24,84.6,180866862.42000002,ADITYA BIRLA LIFES BRAN L,20260828,85.32666666666667,85.69,84.96333333333334,85.69,84.96333333333334,0.7266666666666595,0.8589440504334036,Wide,Bearish,Below CPR,Consumer Services,True,False,False,0.3333333333333333,54,564081875.98,Lower,True,Neutral,False,5.0778571428571455,110.3634,,0.14310498429221025,0.32063937900109524,False,False,No setup,Week 31 Aug – 04 Sep 2026,Weekly,0,0,0,0
