TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,NAME,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,VOLUME,VALUE,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,Segment,Industry,Nifty500,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,History_OK,Regime,Own_Narrow,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Daily_Signal,Weekly_Signal,Monthly_Signal,Confluence_Score
2026-08-14,2026-08-14,CM,NSE,STK,18727,INE885F01015,MASKINVEST,EQ,,,,,MASK INVESTMENTS LIMITED,148.13,148.13,148.13,148.13,148.13,147.4,,148.13,,,1,148.13,1,F1,1,,,,,,Cash Only,Unclassified,False,148.13,148.13,148.13,148.13,148.13,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.0416666666666666,60,29924.99,Inside,True,Risk Off,False,10.86571428571428,139.3866,148.3477,0.0,0.0049500434252442,True,False,No setup,0,-2,0,-2
2026-08-14,2026-08-14,CM,NSE,STK,19218,INE0JWS01017,VALIANTLAB,EQ,,,,,VALIANT LABORATORIES LTD,82.41,82.41,82.41,82.41,82.41,78.49,,82.52,,,41064,3384084.24,43,F1,1,,,,,,Cash Only,Unclassified,False,82.41,82.41,82.41,82.41,82.41,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.0416666666666666,60,2723084.4450000003,Higher,True,Risk Off,False,5.006428571428573,61.3376,63.2927,0.0,1.2427393671957905,True,True,No setup,0,0,0,0
2026-08-14,2026-08-14,CM,NSE,STK,25907,INE377N01017,WAAREEENER,EQ,,,,,WAAREE ENERGIES LIMITED,2703.9,2703.9,2660.1,2682.0,2682.0,2687.0,,2681.92,,,372863,997121794.5,27195,F1,1,,,,,,F&O + Cash,Capital Goods,True,2682.0,2682.0,2682.0,2682.0,2682.0,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.0166666666666666,60,2034691684.95,Inside,True,Risk Off,False,61.785714285714285,2852.974,3019.368,0.0,0.4900603869743062,False,False,No setup,0,0,0,0
2026-08-14,2026-08-14,CM,NSE,STK,9931,INE161L01027,VIKASLIFE,EQ,,,,,VIKAS LIFECARE LIMITED,1.26,1.26,1.24,1.25,1.24,1.25,,1.25,,,2450513,3071540.77,8700,F1,1,,,,,,Cash Only,Unclassified,False,1.25,1.25,1.25,1.25,1.25,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.0583333333333333,60,2411322.3499999996,Lower,True,Risk Off,False,0.0257142857142857,1.3766,1.3982,0.0,1.273799320111639,False,False,No setup,0,0,0,0
2026-08-14,2026-08-14,CM,NSE,STK,25608,INE337M01021,INDOTHAI,EQ,,,,,INDO THAI SEC LTD,77.08,77.08,77.08,77.08,77.08,81.13,,77.04,,,54315,4186600.2,451,F1,1,,,,,,Cash Only,Unclassified,False,77.08,77.08,77.08,77.08,77.08,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.0583333333333333,60,293010156.7,Lower,True,Risk Off,False,13.592857142857143,202.611,239.89640000000003,0.0,0.0142882425891006,False,False,No setup,0,0,0,0
2026-08-14,2026-08-14,CM,NSE,STK,762879,INE318C01014,SAYAJIHOTL,EQ,,,,,SAYAJI HOTELS LTD.,327.0,327.0,327.0,327.0,327.0,325.0,,325.0,,,2,654.0,1,F1,1,,,,,,Cash Only,Unclassified,False,327.0,327.0,327.0,327.0,327.0,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.1416666666666666,60,18114.300000000003,Higher,True,Risk Off,False,11.900000000000002,299.684,,0.0,0.0361040724731289,True,False,No setup,0,0,0,0
2026-08-14,2026-08-14,CM,NSE,STK,21794,INE179G01029,DAVANGERE,EQ,,,,,DAVANGERE SUGAR COMPANY L,3.0,3.03,2.99,3.01,3.02,2.98,,3.01,,,2489864,7482671.06,1430,F1,1,,,,,,Cash Only,Unclassified,False,3.01,3.01,3.01,3.01,3.01,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.0416666666666666,60,20100611.29,Inside,True,Risk Off,False,0.0914285714285714,3.4204000000000003,3.6068,0.0,0.372260870679222,False,False,No setup,0,0,0,0
2026-08-14,2026-08-14,CM,NSE,STK,762812,INE605D01012,NEAGI,EQ,,,,,NEELAMALAI AGRO INDS. L,3139.0,3139.0,3139.0,3139.0,3139.0,3138.4,,3067.0,,,18,56502.0,6,F1,1,,,,,,Cash Only,Unclassified,False,3139.0,3139.0,3139.0,3139.0,3139.0,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.2017543859649122,57,30660.0,Higher,True,Risk Off,False,63.264285714285734,3151.002,,0.0,1.8428571428571427,False,False,No setup,0,0,0,0
2026-08-14,2026-08-14,CM,NSE,STK,762807,INE166R01015,NATIONSTD,EQ,,,,,NATIONAL STAND (INDIA) L,148.47,148.47,148.47,148.47,148.47,156.28,,148.47,,,1513,224635.11,133,F1,1,,,,,,Cash Only,Unclassified,False,148.47,148.47,148.47,148.47,148.47,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.2083333333333333,60,356348.30000000005,Lower,True,Risk Off,False,11.123571428571427,700.6511999999999,,0.0,0.6303807538860153,False,False,No setup,0,0,0,0
2026-08-14,2026-08-14,CM,NSE,STK,25643,INE0Q3J01015,KRN,EQ,,,,,KRN HEAT EXCHANGE N REF L,1468.3,1468.3,1468.3,1468.3,1468.3,1398.4,,1468.6,,,407590,598464397.0,2028,F1,1,,,,,,Cash Only,Unclassified,False,1468.3,1468.3,1468.3,1468.3,1468.3,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.0166666666666666,60,830500409.425,Higher,True,Risk Off,False,90.2,1094.8339999999998,922.9395,0.0,0.7206069861113603,True,True,No setup,0,0,0,0
