TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,NAME,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,VOLUME,VALUE,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,Segment,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Industry,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
2026-08-13,2026-08-13,CM,NSE,STK,4594,INE720A01015,KOTHARIPET,EQ,,,,,KOTHARI PETROCHEM LTD,151.89,151.89,148.56,149.65,150.05,150.63,,149.65,,,66421,9979785.46,1566,F1,1,,,,,,Cash Only,150.03333333333333,150.225,149.84166666666667,150.225,149.84166666666667,0.3833333333333257,0.2561532464639664,Moderate,Bearish,Below CPR,False,True,Diversified,0.3050847457627119,59,7992172.16,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,9590,INE455K01017,POLYCAB,EQ,,,,,POLYCAB INDIA LIMITED,9316.0,9385.0,9280.5,9297.0,9297.0,9289.0,,9295.46,,,210485,1963623779.5,25400,F1,1,,,,,,F&O + Cash,9320.833333333334,9332.75,9308.916666666668,9332.75,9308.916666666668,23.83333333333212,0.2563550966261387,Moderate,Bearish,Below CPR,False,True,Capital Goods,0.3389830508474576,59,2534990335.5,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,17869,INE121E01018,JSWENERGY,EQ,,,,,JSW ENERGY LIMITED,559.8,562.2,550.7,558.6,558.6,558.75,,558.58,,,1739939,964792881.9,27524,F1,1,,,,,,F&O + Cash,557.1666666666666,556.45,557.8833333333332,557.8833333333332,556.45,1.4333333333331666,0.2565938656163921,Moderate,Bullish,Above CPR,False,False,Power,0.4406779661016949,59,1304813594.05,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,19,INE189B01011,STYRENIX,EQ,,,,,STYRENIX PERFORMANCE LTD,2215.5,2235.0,2168.0,2193.0,2193.9,2215.5,,2192.99,,,50938,111856673.3,5028,F1,1,,,,,,Cash Only,2198.6666666666665,2201.5,2195.833333333333,2201.5,2195.833333333333,5.66666666666697,0.2583979328165513,Moderate,Bearish,Below CPR,False,True,Automobile & Ancillary,0.288135593220339,59,51597383.2,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,13270,INE823G01014,JKCEMENT,EQ,,,,,JK CEMENT LIMITED,5400.0,5406.5,5332.0,5348.5,5343.5,5393.5,,5348.35,,,13287,71114004.0,3162,F1,1,,,,,,Cash Only,5362.333333333333,5369.25,5355.416666666666,5369.25,5355.416666666666,13.83333333333394,0.258639493939122,Moderate,Bearish,Below CPR,False,True,Construction Materials,0.2711864406779661,59,281839121.5,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,14952,INE227G01018,INDOWIND,EQ,,,,,INDOWIND ENERGY LTD,8.96,9.1,8.85,9.01,9.02,8.96,,9.01,,,85990,771174.39,397,F1,1,,,,,,Cash Only,8.986666666666666,8.975,8.998333333333333,8.998333333333333,8.975,0.0233333333333334,0.2589715131335564,Moderate,Bullish,Above CPR,False,False,Power & Utilities,0.75,4,822263.185,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,19496,INE0BTM01013,SECMARK,EQ,,,,,SECMARK CONSULTANCY LTD,126.0,130.01,123.11,126.07,124.55,127.77,,126.07,,,4093,511189.57,54,F1,1,,,,,,Cash Only,126.39666666666666,126.56,126.23333333333332,126.56,126.23333333333332,0.3266666666666822,0.2591153063113209,Moderate,Bearish,Below CPR,False,True,Diversified,0.1206896551724138,58,132219.93,Lower,True,Short,False,Short,62,Mixed,CPR width: 0.2591% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,10577,INE001B01026,KRBL,EQ,,,,,KRBL LIMITED,374.9,382.0,365.7,372.4,371.1,373.2,,372.41,,,337309,127099102.2,9205,F1,1,,,,,,Cash Only,373.3666666666666,373.85,372.8833333333332,373.85,372.8833333333332,0.9666666666668108,0.2595775152166517,Moderate,Bearish,Below CPR,False,True,Diversified,0.3220338983050847,59,126541962.25,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,13966,INE292B01021,HBLENGINE,EQ,,,,,HBL ENGINEERING LTD,691.8,699.85,691.65,693.05,695.0,691.5,,693.06,,,448504,311812850.35,18494,F1,1,,,,,,Cash Only,694.85,695.75,693.95,695.75,693.95,1.7999999999999543,0.2597215208137875,Moderate,Bearish,Below CPR,False,True,Capital Goods,0.3728813559322034,59,719384142.7,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,17388,INE814H01029,ADANIPOWER,EQ,,,,,ADANI POWER LTD,207.51,209.7,204.11,206.1,206.1,206.99,,206.09,,,13554048,2789806345.76,75331,F1,1,,,,,,F&O + Cash,206.63666666666663,206.905,206.3683333333333,206.905,206.3683333333333,0.5366666666666902,0.2603913957625862,Moderate,Bearish,Below CPR,False,True,Power,0.3728813559322034,59,5723198208.4,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,11798,INE835G01018,ALLDIGI,EQ,,,,,ALLDIGI TECH LIMITED,804.45,814.5,800.15,810.5,812.0,804.45,,810.32,,,5474,4440592.85,376,F1,1,,,,,,Cash Only,808.3833333333333,807.325,809.4416666666666,809.4416666666666,807.325,2.116666666666561,0.2611556652272129,Moderate,Bullish,Above CPR,False,False,Diversified,0.4067796610169492,59,5035836.2,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,28764,INE037Z01029,CEWATER,EQ,,,,,CONCORD ENVIRO SYSTEMS L,264.0,264.05,257.1,261.6,260.65,261.0,,261.59,,,121207,31671273.2,3810,F1,1,,,,,,Cash Only,260.9166666666667,260.57500000000005,261.2583333333333,261.2583333333333,260.57500000000005,0.6833333333332803,0.2612130479102753,Moderate,Bullish,Above CPR,False,False,Diversified,0.2033898305084746,59,28947817.6,Overlapping,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,8585,INE589A01014,NLCINDIA,EQ,,,,,NLC INDIA LIMITED,275.05,277.9,272.95,274.35,274.5,276.75,,274.36,,,1993671,548500370.75,36098,F1,1,,,,,,Cash Only,275.06666666666666,275.42499999999995,274.70833333333337,275.42499999999995,274.70833333333337,0.7166666666665833,0.2612234979648563,Moderate,Bearish,Below CPR,False,True,Power,0.3050847457627119,59,832342717.85,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,17094,INE299U01018,CROMPTON,EQ,,,,,CROMPT GREA CON ELEC LTD,247.9,249.25,245.1,248.15,248.15,247.85,,248.14,,,1237589,306051485.85,20837,F1,1,,,,,,F&O + Cash,247.5,247.175,247.825,247.825,247.175,0.6499999999999773,0.2619383437436942,Moderate,Bullish,Above CPR,False,False,Consumer Durables,0.3559322033898305,59,575293538.2,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,14309,INE562A01011,INDIANB,EQ,,,,,INDIAN BANK,897.0,903.8,883.15,897.0,897.0,897.0,,896.99,,,840646,752749222.15,22338,F1,1,,,,,,F&O + Cash,894.65,893.4749999999999,895.825,895.825,893.4749999999999,2.3500000000001364,0.2619843924191902,Moderate,Bullish,Above CPR,False,False,Financial Services,0.4067796610169492,59,1726918046.15,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,1530,INE323C01030,INDIANHUME,EQ,,,,,INDIAN HUME PIPE CO. LTD.,371.8,372.5,366.1,367.85,367.0,375.35,,367.86,,,39731,14659787.2,1899,F1,1,,,,,,Cash Only,368.81666666666666,369.3,368.3333333333333,369.3,368.3333333333333,0.966666666666697,0.2627882742059799,Moderate,Bearish,Below CPR,False,True,Diversified,0.1694915254237288,59,21480271.1,Lower,True,Short,False,Short,62,Mixed,CPR width: 0.2628% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,24966,INE713C01016,SURAJLTD,EQ,,,,,SURAJ LIMITED,220.0,234.9,216.64,224.88,224.98,218.38,,224.88,,,2402,543185.89,122,F1,1,,,,,,Cash Only,225.47333333333333,225.77,225.17666666666668,225.77,225.17666666666668,0.5933333333333053,0.2638444207280795,Moderate,Bearish,Below CPR,False,True,Diversified,0.4406779661016949,59,101391.29,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,14346,INE998H01012,ORIENTALTL,EQ,,,,,ORIENTAL TRIMEX LTD,5.14,5.14,5.0,5.05,5.05,5.05,,5.05,,,44952,227038.26,221,F1,1,,,,,,Cash Only,5.0633333333333335,5.07,5.056666666666667,5.07,5.056666666666667,0.0133333333333336,0.2640264026402701,Moderate,Bearish,Below CPR,False,True,Diversified,0.288135593220339,59,403025.78,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,547,INE216A01030,BRITANNIA,EQ,,,,,BRITANNIA INDUSTRIES LTD,5624.0,5689.5,5585.0,5615.0,5615.0,5645.5,,5615.01,,,215340,1215582556.0,18100,F1,1,,,,,,F&O + Cash,5629.833333333333,5637.25,5622.416666666666,5637.25,5622.416666666666,14.83333333333394,0.2641733452063035,Moderate,Bearish,Below CPR,False,True,Fast Moving Consumer Goods,0.6440677966101694,59,1420032968.5,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,762543,INE432A01017,AMBALALSA,EQ,,,,,AMBALAL SARABHAI ENT L,42.8,43.01,40.4,41.54,41.0,44.85,,41.49,,,699138,29105413.46,3173,F1,1,,,,,,Cash Only,41.65,41.705,41.595,41.705,41.595,0.1099999999999994,0.2648050072219534,Moderate,Bearish,Below CPR,False,True,Diversified,0.2033898305084746,59,2455019.63,Lower,True,Short,False,Short,62,Mixed,CPR width: 0.2648% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,15377,INE865T01018,PDMJEPAPER,EQ,,,,,PUDUMJEE PAPER PRO. LTD,90.46,91.78,90.0,90.53,90.45,90.46,,90.52,,,110830,10068723.55,1481,F1,1,,,,,,Cash Only,90.77,90.89,90.65,90.89,90.65,0.2400000000000091,0.2651054898928632,Moderate,Bearish,Below CPR,False,True,Paper & Packaging,0.288135593220339,59,6395401.12,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,760183,INE647U01026,CLEANMAX,EQ,,,,,CLEAN MAX ENVIRO EN SOL L,1270.1,1276.4,1243.4,1254.9,1257.0,1269.9,,1254.81,,,130482,164442203.2,11387,F1,1,,,,,,Cash Only,1258.2333333333331,1259.9,1256.5666666666666,1259.9,1256.5666666666666,3.333333333333485,0.265625415039723,Moderate,Bearish,Below CPR,False,True,Diversified,0.1186440677966101,59,235463462.8,Lower,True,Short,False,Short,62,Mixed,CPR width: 0.2656% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,19223,INE586V01016,TCIEXP,EQ,,,,,TCI EXPRESS LIMITED,553.85,573.5,545.75,557.4,554.2,549.15,,557.4,,,107418,60176734.15,3586,F1,1,,,,,,Cash Only,558.8833333333333,559.625,558.1416666666667,559.625,558.1416666666667,1.4833333333333485,0.2661164932424378,Moderate,Bearish,Below CPR,False,True,Logistics,0.3050847457627119,59,14503626.25,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,9931,INE161L01027,VIKASLIFE,EQ,,,,,VIKAS LIFECARE LIMITED,1.25,1.26,1.25,1.25,1.25,1.25,,1.25,,,1401334,1758849.43,9262,F1,1,,,,,,Cash Only,1.2533333333333332,1.255,1.2516666666666665,1.255,1.2516666666666665,0.0033333333333334,0.2666666666666728,Moderate,Bearish,Below CPR,False,True,Diversified,0.3389830508474576,59,2396087.34,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,759448,INE1B6101010,SHREEJISPG,EQ,,,,,SHREEJI SHIPPING GLOBAL L,648.6,659.1,645.35,654.85,656.5,641.65,,654.79,,,680465,444027775.45,8403,F1,1,,,,,,Cash Only,653.1,652.225,653.975,653.975,652.225,1.75,0.2672367717797969,Moderate,Bullish,Above CPR,False,False,Diversified,0.2542372881355932,59,430016441.1,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,11060,INE0D6I01023,KSOLVES,EQ,,,,,KSOLVES INDIA LIMITED,274.0,277.3,273.5,274.3,275.95,273.3,,274.28,,,22664,6235812.65,1027,F1,1,,,,,,Cash Only,275.0333333333333,275.4,274.66666666666663,275.4,274.66666666666663,0.7333333333333485,0.2673471867784719,Moderate,Bearish,Below CPR,False,True,Diversified,0.4745762711864407,59,9968210.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,12489,INE00M201021,SWSOLAR,EQ,,,,,STRLNG & WIL REN ENE LTD,201.64,207.74,201.64,203.87,203.7,202.54,,203.86,,,665138,135989764.7,7825,F1,1,,,,,,Cash Only,204.41666666666663,204.69,204.1433333333333,204.69,204.1433333333333,0.5466666666666811,0.2681447327545402,Moderate,Bearish,Below CPR,False,True,Power & Utilities,0.3559322033898305,59,350495520.47,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,11705,INE692G01013,XCHANGING,EQ,,,,,XCHANGING SOLUTIONS LTD,67.19,67.95,63.0,65.74,66.11,67.07,,65.74,,,414051,27319021.6,3322,F1,1,,,,,,Cash Only,65.56333333333333,65.475,65.65166666666667,65.65166666666667,65.475,0.1766666666666765,0.2687354223709713,Moderate,Bullish,Above CPR,False,False,Diversified,0.3220338983050847,59,5359083.85,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,762603,INE525F01025,BLIL,EQ,,,,,BALMER LAWRIE INVSTS. L,71.38,71.4,70.57,70.7,70.79,70.93,,70.72,,,35429,2510566.52,1251,F1,1,,,,,,Cash Only,70.89,70.985,70.795,70.985,70.795,0.1899999999999977,0.2687411598302655,Moderate,Bearish,Below CPR,False,True,Diversified,0.7288135593220338,59,3403245.6,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,24777,INE0LXG01040,OLAELEC,EQ,,,,,OLA ELECTRIC MOBILITY LTD,40.0,40.41,39.25,39.67,39.55,39.86,,39.67,,,29228414,1167179043.35,58651,F1,1,,,,,,Cash Only,39.77666666666666,39.83,39.72333333333333,39.83,39.72333333333333,0.1066666666666691,0.2688849676497835,Moderate,Bearish,Below CPR,False,True,Automobile and Auto Components,0.2033898305084746,59,3287711834.39,Lower,True,Short,True,Short,62,Mixed,CPR width: 0.2689% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
