SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,JCurve_Stage,JCurve_Score,JCurve_Explanation,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
TCC,EQ,TCC CONCEPT LIMITED,233.0,243.65,230.0,231.75,617665,145800207.3,20260827,278.4,223.4,235.15,245.64999999999998,250.89999999999998,240.39999999999998,250.89999999999998,240.39999999999998,10.5,4.465234956410802,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,1.0,60,5800553.0,False,False,Outside,True,Risk Off,False,None,16.503571428571423,290.901,332.589,0.6362259251244322,25.13557022925228,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
BLUECLOUDS,EQ,BLUE CLOUD SOFTECH SOLU L,20.64,20.85,19.9,20.43,4216077,85621238.18,20260827,22.91,19.8,20.02,20.91,21.355,20.465,21.355,20.465,0.8900000000000006,4.445554445554448,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,1.0,9,54572391.8,False,False,Lower,False,Risk Off,False,Bearish Virgin,,,,,1.5689478755812938,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
REGENCERAM,EQ,REGENCY CERAMICS LTD.,35.0,35.0,32.82,33.0,3706,122493.8,20260827,37.69,32.46,33.0,34.38333333333333,35.075,33.69166666666666,35.075,33.69166666666666,1.38333333333334,4.191919191919212,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,0.95,60,87702.43,False,False,Higher,True,Risk Off,False,None,3.7399999999999998,36.8148,40.005700000000004,0.36987522281640106,1.3966979022132,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
SPLIL,EQ,SPL INDUSTRIES LIMITED,35.3,35.3,32.3,34.08,39293,1324424.7,20260827,34.85,29.6,34.14,32.86333333333334,32.225,33.50166666666667,33.50166666666667,32.225,1.2766666666666708,3.739504003124402,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,1.0,60,185086.985,False,False,Higher,True,Risk Off,False,Bullish Virgin,2.214285714285713,31.358400000000003,31.1431,0.5765591397849484,7.155687905338131,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
KJMCFIN,EQ,K J M C FINANCIAL SERV L,72.95,72.95,66.41,69.11,7457,504298.0,20260827,73.8,66.25,73.78,71.27666666666667,70.025,72.52833333333334,72.52833333333334,70.025,2.5033333333333303,3.3929700912623075,Wide,Bullish,Below CPR,Cash Only,Diversified,False,False,False,0.625,9,298635.9,False,False,Outside,False,Risk Off,False,None,,,,,1.6886717236608189,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
OAL,EQ,ORIENTAL AROMATICS LTD,400.0,432.55,400.0,428.95,565331,238159740.75,20260827,413.4,351.0,401.25,388.55,382.2,394.90000000000003,394.90000000000003,382.2,12.700000000000045,3.165109034267924,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,1.0,60,6479223.475,False,False,Higher,True,Risk Off,False,Bullish Virgin,18.91785714285714,352.94599999999997,330.36650000000003,0.6713233905984545,36.7574512083024,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
TVSSRICHAK,EQ,TVS SRICHAKRA LIMITED,5310.9,5310.9,5155.0,5244.5,27296,143121088.2,20260827,5359.3,4792.9,5311.8,5154.666666666667,5076.1,5233.233333333334,5233.233333333334,5076.1,157.1333333333332,2.9581937070923834,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,1.0,60,14955343.6,False,False,Higher,True,Risk Off,False,Bullish Virgin,276.3571428571427,4239.284,4037.884,0.5685879210821054,9.569896354638084,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
DCMNVL,EQ,DCM NOUVELLE LIMITED,182.55,198.58,182.55,190.98,46978,9106019.11,20260827,189.3,172.7,189.18,183.7266666666667,181.0,186.45333333333338,186.45333333333338,181.0,5.453333333333376,2.8826162032632285,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,0.95,60,1871677.5299999998,False,False,Higher,True,Risk Off,False,Bullish Virgin,10.023571428571431,141.831,135.59380000000002,0.5440509275754809,4.865164519018402,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
UEL,EQ,UJAAS ENERGY LIMITED,180.32,180.32,180.32,180.32,5389,971744.48,20260827,171.74,157.1,171.74,166.86,164.42000000000002,169.3,169.3,164.42000000000002,4.8799999999999955,2.841504599976706,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,0.95,60,936343.25,False,False,Higher,True,Risk Off,False,Bullish Virgin,12.33642857142857,161.9874,156.32129999999998,0.39557639974523734,1.0378079619840266,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
SAIPARENT,EQ,SAI PARENTERALS LIMITED,471.25,534.85,471.25,520.7,234900,121511723.9,20260827,578.95,528.0,530.9,545.9499999999999,553.475,538.4249999999998,553.475,538.4249999999998,15.050000000000182,2.834808815219473,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,0.9833333333333333,60,98258170.5,False,False,Higher,True,Risk Off,False,None,26.58928571428574,565.547,528.5765,0.5660174613834852,1.2366577077679255,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
TBZ,EQ,TRIB BHIMJI ZAVERI LTD,308.05,312.7,300.4,306.1,1842044,565180556.45,20260827,309.2,277.05,305.8,297.34999999999997,293.125,301.57499999999993,301.57499999999993,293.125,8.449999999999932,2.763243950294288,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,0.95,60,289529121.0,False,False,Higher,True,Risk Off,False,Bullish Virgin,17.6,244.70100000000002,198.0638,0.48011363636363247,1.9520680838526085,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
SEPC,EQ,SEPC LIMITED,5.85,5.94,5.65,5.71,50238318,289000988.77,20260827,6.26,5.75,5.78,5.93,6.005,5.8549999999999995,6.005,5.8549999999999995,0.15000000000000036,2.5951557093425666,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,0.9833333333333333,60,100145756.6,False,False,Higher,True,Risk Off,False,None,0.3135714285714285,6.244400000000001,6.819400000000001,0.4783599088838281,2.8858036384339423,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
JAYKAY,EQ,JAYKAY ENTERPRISES LTD,171.0,173.8,164.8,169.62,700707,118905430.86,20260827,170.09,155.1,168.94,164.71,162.595,166.82500000000002,166.82500000000002,162.595,4.230000000000018,2.5038475198295362,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,1.0,60,27568968.700000003,False,False,Higher,True,Risk Off,False,Bullish Virgin,8.560000000000002,166.28100000000003,168.04829999999998,0.4941588785046749,4.313017006689844,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
INVENTURE,EQ,INVENTURE GRO & SEC LTD,0.98,0.99,0.96,0.97,993529,969220.76,20260827,0.98,0.89,0.97,0.9466666666666667,0.935,0.9583333333333333,0.9583333333333333,0.935,0.023333333333333206,2.4054982817869286,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,0.9833333333333333,60,866711.645,False,False,Higher,True,Risk Off,False,Bullish Virgin,0.043571428571428594,0.9152,0.9509000000000001,0.5355191256830569,1.1182736099040183,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
ODYCORP,EQ,ODYSSEY CORPORATION LTD.,7.59,7.59,7.06,7.1,52084,371105.96,20260827,7.8,6.93,7.11,7.28,7.365,7.195,7.365,7.195,0.16999999999999993,2.390998593530238,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,0.75,9,290301.09,False,False,Overlapping,False,Risk Off,False,None,,,,,1.2783484898386017,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
FMNL,EQ,FUTURE MKT NETWORKS LTD,10.54,10.63,9.76,10.62,139763,1458898.0,20260827,10.14,9.4,10.13,9.89,9.77,10.010000000000002,10.010000000000002,9.77,0.240000000000002,2.369200394866752,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,0.8166666666666667,60,465843.36,False,False,Higher,True,Risk Off,False,Bullish Virgin,0.9757142857142858,9.0634,8.6836,0.24597364568082195,3.1317350965354533,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
TRIGYN,EQ,TRIGYN TECHNOLOGIES LTD,61.0,61.45,59.04,60.09,34212,2062214.87,20260827,61.5,55.6,60.66,59.25333333333333,58.55,59.95666666666666,59.95666666666666,58.55,1.4066666666666663,2.3189361468293215,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,1.0,60,1509687.4,False,False,Higher,True,Risk Off,False,Bullish Virgin,2.3964285714285714,54.5232,55.563100000000006,0.586984600099354,1.3659879985750694,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
RPEL,EQ,RAGHAV PRODUCTIVITY ENH L,1736.0,1765.9,1702.0,1745.4,94129,164200578.4,20260827,1749.0,1605.0,1736.7,1696.8999999999999,1677.0,1716.7999999999997,1716.7999999999997,1677.0,39.79999999999973,2.2917026544595918,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,0.9833333333333333,60,90600405.35,False,False,Higher,True,Risk Off,False,Bullish Virgin,85.85714285714286,1333.241,1096.362,0.4635607321131416,1.8123603063990046,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
GSLSU,EQ,GLOBAL SURFACES LIMITED,29.15,29.44,27.26,27.26,249344,6865407.68,20260827,31.0,28.34,28.69,29.343333333333334,29.67,29.016666666666666,29.67,29.016666666666666,0.653333333333336,2.277216219356347,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,0.7833333333333333,60,2842499.96,False,False,Lower,True,Risk Off,False,Bearish Virgin,2.105000000000001,33.7262,44.842299999999994,0.31037212984956564,2.415270985615071,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
DAVANGERE,EQ,DAVANGERE SUGAR COMPANY L,2.63,2.65,2.12,2.12,39355327,90785043.11,20260827,2.92,2.56,2.65,2.7100000000000004,2.74,2.6800000000000006,2.74,2.6800000000000006,0.05999999999999961,2.2641509433962117,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,0.9666666666666667,60,19354562.65,False,False,Lower,True,Risk Off,False,Bearish Virgin,0.18857142857142853,3.286,3.5197000000000003,0.3181818181818162,4.6906274634937315,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
TANLA,EQ,TANLA PLATFORMS LIMITED,527.95,547.85,527.95,531.5,619699,332824865.85,20260827,563.9,522.1,526.05,537.35,543.0,531.7,543.0,531.7,11.299999999999955,2.1480847828153133,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,1.0,60,270604822.275,False,False,Lower,True,Risk Off,False,Bearish Virgin,22.825000000000014,566.812,539.5745000000001,0.4950711938663723,1.229929544684054,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
IGPL,EQ,I G PETROCHEMICALS LTD,526.0,541.0,514.0,521.95,250151,132987941.3,20260827,527.5,487.0,523.85,512.7833333333333,507.25,518.3166666666666,518.3166666666666,507.25,11.066666666666606,2.112564029143191,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,1.0,60,11883522.7,False,False,Higher,True,Risk Off,False,Bullish Virgin,22.821428571428562,460.941,446.19399999999996,0.4849243609806965,11.190952771941943,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
INDOCO,EQ,INDOCO REMEDIES LTD.,238.94,246.0,237.0,242.53,174592,42255615.78,20260827,239.7,223.1,238.94,233.91333333333333,231.39999999999998,236.42666666666668,236.42666666666668,231.39999999999998,5.026666666666699,2.103735944867623,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,0.9666666666666667,60,25720183.130000003,False,False,Higher,True,Risk Off,False,Bullish Virgin,8.536428571428573,233.72799999999998,223.84579999999997,0.5888489108303387,1.6428971584853562,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
ANDREWYU,EQ,ANDREW YULE & CO. LTD.,28.65,29.62,27.56,27.99,278374,7933389.72,20260827,30.49,26.54,29.44,28.823333333333334,28.515,29.131666666666668,29.131666666666668,28.515,0.6166666666666671,2.094655797101451,Wide,Bullish,Below CPR,Cash Only,Diversified,False,False,False,1.0,9,1697519.86,False,False,Higher,False,Risk Off,False,Bullish Virgin,,,,,4.673518058280625,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
VBL,EQ,VARUN BEVERAGES LIMITED,423.55,425.05,415.75,418.75,11988613,5045869953.15,20260827,447.9,420.2,421.25,429.7833333333333,434.04999999999995,425.51666666666665,434.04999999999995,425.51666666666665,8.533333333333303,2.025717111770517,Wide,Bearish,Below CPR,Cash Only,Fast Moving Consumer Goods,True,False,False,0.9833333333333333,60,2326339105.55,False,False,Overlapping,True,Risk Off,False,Bearish Virgin,10.546428571428565,464.385,482.56100000000004,0.809120668246978,2.169017380618308,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
SOMICONVEY,EQ,SOMI CONVEYOR BELT. LTD.,91.5,93.7,90.05,91.28,44147,4030684.29,20260827,97.74,91.53,91.85,93.70666666666666,94.63499999999999,92.77833333333334,94.63499999999999,92.77833333333334,1.856666666666655,2.021411722010512,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,0.9333333333333333,60,1503191.645,False,False,Lower,True,Risk Off,False,Bearish Virgin,6.811428571428571,96.83560000000001,101.7066,0.27258109619686627,2.6814174382934386,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
WABAG,EQ,VA TECH WABAG LTD,2161.0,2215.0,2120.0,2133.9,1166272,2526694700.2,20260827,2166.0,2016.1,2155.3,2112.4666666666667,2091.05,2133.883333333333,2133.883333333333,2091.05,42.83333333333303,1.9873490156049285,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,0.9666666666666667,60,1229611439.8,False,False,Higher,True,Risk Off,False,Bullish Virgin,81.26428571428575,2028.8039999999999,1751.435,0.5270868125750744,2.054872473056183,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
