TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,NAME,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,VOLUME,VALUE,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,Segment,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Industry,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
2026-08-13,2026-08-13,CM,NSE,STK,10940,INE361B01024,DIVISLAB,EQ,,,,,DIVI S LABORATORIES LTD,8539.5,8539.5,8414.0,8500.0,8500.0,8600.0,,8500.0,,,344131,2908585263.5,30941,F1,1,,,,,,F&O + Cash,8484.5,8476.75,8492.25,8492.25,8476.75,15.5,0.1823529411764705,Narrow,Bullish,Above CPR,True,False,Healthcare,0.3389830508474576,59,2656792112.5,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,919,INE230A01023,EIHOTEL,EQ,,,,,EIH LIMITED,297.7,301.95,297.7,300.65,300.0,298.5,,300.64,,,111064,33361923.7,5054,F1,1,,,,,,Cash Only,300.1,299.825,300.37499999999994,300.37499999999994,299.825,0.5499999999999545,0.182936969898538,Narrow,Bullish,Above CPR,True,False,Consumer Services,0.2711864406779661,59,46363404.85,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,11896,INE007B01023,GEOJITFSL,EQ,,,,,GEOJIT FINANCIAL SER L,78.0,81.5,77.86,79.9,80.0,77.7,,79.91,,,824733,65737414.72,9004,F1,1,,,,,,Cash Only,79.75333333333334,79.68,79.82666666666668,79.82666666666668,79.68,0.1466666666666753,0.1835627868168653,Narrow,Bullish,Above CPR,True,False,Stock Broking,0.2033898305084746,59,25237812.16,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,15141,INE259A01022,COLPAL,EQ,,,,,COLGATE PALMOLIVE LTD.,2001.1,2002.4,1977.6,1995.5,1995.5,2005.0,,1995.52,,,225592,448386617.5,24786,F1,1,,,,,,F&O + Cash,1991.8333333333333,1990.0,1993.6666666666663,1993.6666666666663,1990.0,3.666666666666515,0.1837467635513162,Narrow,Bullish,Above CPR,True,False,Fast Moving Consumer Goods,0.2203389830508474,59,655074817.8,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,7852,INE066P01011,INOXWIND,EQ,,,,,INOX WIND LIMITED,74.0,74.39,73.4,74.1,74.1,74.0,,74.09,,,6706411,495056515.77,32492,F1,1,,,,,,F&O + Cash,73.96333333333334,73.89500000000001,74.03166666666667,74.03166666666667,73.89500000000001,0.136666666666656,0.184435447593328,Narrow,Bullish,Above CPR,True,False,Capital Goods,0.2033898305084746,59,865168306.6,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,2514,INE142A01012,OSWALAGRO,EQ,,,,,OSWAL AGRO MILLS LTD,37.4,38.0,37.11,37.66,37.87,37.4,,37.65,,,21522,808252.49,394,F1,1,,,,,,Cash Only,37.59,37.555,37.62499999999999,37.62499999999999,37.555,0.0699999999999931,0.1858736059479373,Narrow,Bullish,Above CPR,True,False,Chemicals & Fertilizers,0.1428571428571428,14,2033939.175,Inside,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,10893,INE0I3401014,DBOL,EQ,,,,,DHAMPUR BIO ORGANICS LTD,113.85,121.0,113.85,117.76,119.03,114.11,,117.75,,,374211,44398744.9,5858,F1,1,,,,,,Cash Only,117.53666666666668,117.425,117.64833333333335,117.64833333333335,117.425,0.2233333333333576,0.1896512681159626,Narrow,Bullish,Above CPR,True,False,Diversified,0.2105263157894736,19,9641988.27,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,2535,INE179A01014,PGHH,EQ,,,,,P&G HYGIENE & HEALTH CARE,8450.0,8520.0,8405.5,8487.0,8470.0,8446.0,,8487.31,,,8438,71483677.5,2160,F1,1,,,,,,Cash Only,8470.833333333334,8462.75,8478.916666666668,8478.916666666668,8462.75,16.16666666666788,0.1904874121205123,Narrow,Bullish,Above CPR,True,False,Diversified,0.3898305084745763,59,121115563.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,3045,INE062A01020,SBIN,EQ,,,,,STATE BANK OF INDIA,1083.0,1086.8,1073.0,1083.0,1083.0,1082.0,,1082.31,,,9502483,10270583290.8,135454,F1,1,,,,,,F&O + Cash,1080.9333333333334,1079.9,1081.9666666666667,1081.9666666666667,1079.9,2.066666666666606,0.1908279470606284,Narrow,Bullish,Above CPR,True,False,Financial Services,0.3559322033898305,59,11215018376.1,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,2176,INE00Y801016,AKG,EQ,,,,,AKG EXIM LIMITED,8.69,8.79,8.6,8.72,8.68,8.69,,8.72,,,20261,175572.46,129,F1,1,,,,,,Cash Only,8.703333333333333,8.695,8.711666666666666,8.711666666666666,8.695,0.0166666666666657,0.1911314984709371,Narrow,Bullish,Above CPR,True,False,Diversified,0.135593220338983,59,126638.39,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,8968,INE00EV01017,HARIOMPIPE,EQ,,,,,HARIOM PIPE INDUSTRIES L,360.05,374.1,354.2,365.2,366.4,392.7,,365.16,,,455930,166841677.35,13141,F1,1,,,,,,Cash Only,364.5,364.15,364.85,364.85,364.15,0.7000000000000455,0.1916757940854451,Narrow,Bullish,Above CPR,True,False,Building Materials,0.2372881355932203,59,92193881.6,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,4717,INE129A01019,GAIL,EQ,,,,,GAIL (INDIA) LTD,176.0,176.3,174.48,175.9,175.9,177.95,,175.9,,,8723437,1528539580.94,76305,F1,1,,,,,,F&O + Cash,175.55999999999997,175.39,175.72999999999996,175.72999999999996,175.39,0.339999999999975,0.193291642978951,Narrow,Bullish,Above CPR,True,False,Oil Gas & Consumable Fuels,0.423728813559322,59,1528539580.94,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,2031,INE101A01026,M&M,EQ,,,,,MAHINDRA & MAHINDRA LTD,3405.0,3440.0,3396.5,3428.2,3428.2,3403.6,,3427.93,,,2288322,7808807791.3,82017,F1,1,,,,,,F&O + Cash,3421.566666666667,3418.25,3424.883333333334,3424.883333333334,3418.25,6.633333333334122,0.1934931839838434,Narrow,Bullish,Above CPR,True,False,Automobile and Auto Components,0.288135593220339,59,7759465904.6,Inside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,4898,INE258B01022,FDC,EQ,,,,,FDC LIMITED,354.7,364.35,351.05,358.75,358.4,353.75,,358.75,,,181178,64807293.75,7821,F1,1,,,,,,Cash Only,358.05,357.70000000000005,358.4,358.4,357.70000000000005,0.6999999999999318,0.1951219512194932,Narrow,Bullish,Above CPR,True,False,Diversified,0.2033898305084746,59,88241047.2,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,7091,INE955I01044,SEJALLTD,EQ,,,,,SEJAL GLASS LIMITED,679.9,688.9,665.0,678.95,683.95,679.95,,678.76,,,4900,3330503.05,422,F1,1,,,,,,Cash Only,677.6166666666667,676.95,678.2833333333333,678.2833333333333,676.95,1.3333333333332575,0.1963816677713024,Narrow,Bullish,Above CPR,True,False,Diversified,0.3333333333333333,3,10421735.35,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,1565,INE09E501017,RVHL,EQ,,,,,RAVINDER HEIGHTS LIMITED,42.93,43.01,41.56,42.41,42.4,42.93,,42.4,,,4991,212058.65,67,F1,1,,,,,,Cash Only,42.32666666666666,42.285,42.368333333333325,42.368333333333325,42.285,0.0833333333333286,0.1964945374518477,Narrow,Bullish,Above CPR,True,False,Diversified,0.1016949152542373,59,868572.73,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,1841,INE805C01028,KCP,EQ,,,,,KCP LTD,153.0,156.0,152.62,154.78,155.5,152.99,,154.87,,,91168,14083672.22,2328,F1,1,,,,,,Cash Only,154.46666666666667,154.31,154.6233333333333,154.6233333333333,154.31,0.3133333333333326,0.2024378688030318,Narrow,Bullish,Above CPR,True,False,Diversified,0.2203389830508474,59,18191155.3,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,1512,INE053A01029,INDHOTEL,EQ,,,,,THE INDIAN HOTELS CO. LTD,724.0,724.8,714.3,721.75,721.75,724.0,,721.75,,,1681968,1208966961.3,42044,F1,1,,,,,,F&O + Cash,720.2833333333333,719.55,721.0166666666667,721.0166666666667,719.55,1.466666666666697,0.2032097910172077,Narrow,Bullish,Above CPR,True,False,Consumer Services,0.3559322033898305,59,1475435372.95,Inside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,4444,INE979B01015,HAWKINCOOK,EQ,,,,,HAWKINS COOKERS LTD,8235.5,8330.0,8230.0,8305.5,8320.0,8177.5,,8304.21,,,361,2989445.5,157,F1,1,,,,,,Cash Only,8288.5,8280.0,8297.0,8297.0,8280.0,17.0,0.2046836433688519,Narrow,Bullish,Above CPR,True,False,Diversified,0.4067796610169492,59,9901739.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,759956,INE549H01021,ARSSBL,EQ,,,,,ANAND RATHI SH N STK BR L,497.0,509.2,497.0,504.65,503.35,495.8,,504.66,,,113910,57576250.7,4636,F1,1,,,,,,Cash Only,503.6166666666666,503.1,504.1333333333332,504.1333333333332,503.1,1.033333333333189,0.2047623765645872,Narrow,Bullish,Above CPR,True,False,Diversified,0.2542372881355932,59,102045813.2,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,4847,INE967H01025,KIMS,EQ,,,,,KRISHNA INST OF MED SCI L,800.0,811.0,799.1,807.55,802.0,803.95,,807.52,,,267775,215095677.9,10430,F1,1,,,,,,Cash Only,805.8833333333332,805.05,806.7166666666665,806.7166666666665,805.05,1.666666666666515,0.2063855695209603,Narrow,Bullish,Above CPR,True,False,Healthcare,0.3220338983050847,59,408780411.5,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,762239,INE713R01022,GSPCROP,EQ,,,,,GSP CROP SCIENCE LIMITED,594.85,595.0,584.7,591.7,595.0,588.75,,591.72,,,296735,175298553.45,3890,F1,1,,,,,,Cash Only,590.4666666666667,589.85,591.0833333333334,591.0833333333334,589.85,1.2333333333333485,0.2084389611852879,Narrow,Bullish,Above CPR,True,False,Diversified,0.2033898305084746,59,132465250.6,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,13951,INE074B01023,PARACABLES,EQ,,,,,PARAMOUNT COMM LTD,69.36,70.7,66.25,68.69,68.5,68.22,,68.69,,,2515201,173360666.38,15835,F1,1,,,,,,Cash Only,68.54666666666667,68.475,68.61833333333334,68.61833333333334,68.475,0.143333333333345,0.2086669578298807,Narrow,Bullish,Above CPR,True,False,Media & Entertainment,0.1525423728813559,59,163940892.54,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,4892,INE979A01025,SAREGAMA,EQ,,,,,SAREGAMA INDIA LIMITED,520.25,541.95,518.0,531.65,531.0,516.05,,531.64,,,646371,343899171.85,21891,F1,1,,,,,,Cash Only,530.5333333333333,529.975,531.0916666666666,531.0916666666666,529.975,1.1166666666665606,0.2100379322235607,Narrow,Bullish,Above CPR,True,False,Media Entertainment & Publication,0.135593220338983,59,332325732.1,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,13352,INE383H01017,MALUPAPER,EQ,,,,,MALU PAPER MILLS LIMITED,32.0,32.0,31.28,31.74,31.79,31.56,,31.74,,,2479,78470.88,61,F1,1,,,,,,Cash Only,31.67333333333333,31.64,31.706666666666663,31.706666666666663,31.64,0.0666666666666628,0.2100399075824287,Narrow,Bullish,Above CPR,True,False,Paper & Packaging,0.2203389830508474,59,286117.14,Overlapping,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,17400,INE848E01016,NHPC,EQ,,,,,NHPC LTD,76.85,78.1,76.41,77.5,77.5,76.85,,77.5,,,10137748,785271714.63,26280,F1,1,,,,,,F&O + Cash,77.33666666666666,77.255,77.41833333333332,77.41833333333332,77.255,0.1633333333333269,0.2107526881720347,Narrow,Bullish,Above CPR,True,False,Power,0.3389830508474576,59,1014556894.0,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,25907,INE377N01017,WAAREEENER,EQ,,,,,WAAREE ENERGIES LIMITED,2668.0,2689.0,2668.0,2687.0,2687.0,2668.0,,2686.91,,,229853,615660535.0,17567,F1,1,,,,,,F&O + Cash,2681.333333333333,2678.5,2684.166666666667,2684.166666666667,2678.5,5.66666666666697,0.2108919488897272,Narrow,Bullish,Above CPR,True,False,Capital Goods,0.2372881355932203,59,2102923673.8,Overlapping,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,5385,INE216P01012,AAVAS,EQ,,,,,AAVAS FINANCIERS LIMITED,1410.0,1444.5,1410.0,1431.8,1430.0,1416.2,,1431.74,,,54640,78184413.9,10612,F1,1,,,,,,Cash Only,1428.7666666666669,1427.25,1430.2833333333333,1430.2833333333333,1427.25,3.033333333333303,0.2118545420682569,Narrow,Bullish,Above CPR,True,False,Financial Services,0.288135593220339,59,114346360.0,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,760213,INE324D01010,LGEINDIA,EQ,,,,,LG ELECTRONICS INDIA LTD,1583.0,1583.0,1563.5,1578.3,1580.0,1578.8,,1578.29,,,404196,636309004.9,17779,F1,1,,,,,,Cash Only,1574.9333333333334,1573.25,1576.6166666666668,1576.6166666666668,1573.25,3.366666666666788,0.2133096791906981,Narrow,Bullish,Above CPR,True,False,Consumer Durables,0.2711864406779661,59,579412978.1,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,13751,INE663F01032,NAUKRI,EQ,,,,,INFO EDGE (I) LTD,1339.0,1369.4,1336.5,1357.3,1357.3,1339.0,,1357.27,,,1173878,1586234242.7,40810,F1,1,,,,,,F&O + Cash,1354.4,1352.95,1355.8499999999997,1355.8499999999997,1352.95,2.899999999999636,0.2136594710085932,Narrow,Bullish,Above CPR,True,False,Consumer Services,0.2711864406779661,59,1981426535.1,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,11821,INE191B01025,WELCORP,EQ,,,,,WELSPUN CORP LIMITED,1869.6,1886.0,1869.6,1883.9,1885.0,1867.6,,1883.89,,,484970,911392749.6,32186,F1,1,,,,,,Cash Only,1879.8333333333333,1877.8,1881.8666666666663,1881.8666666666663,1877.8,4.066666666666606,0.2158642532335371,Narrow,Bullish,Above CPR,True,False,Capital Goods,0.2542372881355932,59,1157724590.4,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,760946,INE2KCE01013,KWIL,EQ,,,,,KWALITY WALL'S (INDIA) L,36.58,37.6,36.04,36.94,36.87,36.4,,36.94,,,30319450,1119090196.24,53375,F1,1,,,,,,Cash Only,36.86,36.82,36.9,36.9,36.82,0.0799999999999983,0.2165674066053013,Narrow,Bullish,Above CPR,True,False,Diversified,0.1525423728813559,59,295948004.97,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,764471,INE0MGM01017,ANNAPURNA,EQ,,,,,ANNAPURNA SWADISHT LTD,149.4,159.0,147.6,153.8,154.45,147.2,,153.8,,,105782,16263932.3,1629,F1,1,,,,,,Cash Only,153.46666666666667,153.3,153.63333333333333,153.63333333333333,153.3,0.3333333333333144,0.2167316861725061,Narrow,Bullish,Above CPR,True,False,Diversified,0.5,2,13111117.05,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,467,INE795G01014,HDFCLIFE,EQ,,,,,HDFC LIFE INS CO LTD,537.0,539.7,532.9,538.05,538.05,537.0,,538.05,,,1565686,841492538.4,29516,F1,1,,,,,,F&O + Cash,536.8833333333333,536.3,537.4666666666667,537.4666666666667,536.3,1.1666666666667425,0.2168323885636544,Narrow,Bullish,Above CPR,True,False,Financial Services,0.3728813559322034,59,1637346192.2,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,30125,INE148I01020,SAMMAANCAP,EQ,,,,,SAMMAAN CAPITAL LIMITED,161.09,163.35,159.25,161.83,161.6,160.79,,161.83,,,10040370,1618783657.98,27512,F1,1,,,,,,Cash Only,161.4766666666667,161.3,161.65333333333336,161.65333333333336,161.3,0.353333333333353,0.2183361140291373,Narrow,Bullish,Above CPR,True,False,Financial Services,0.2033898305084746,59,1605160103.42,Inside,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,15180,INE811A01020,KIRLPNU,EQ,,,,,KIRLOSKAR PNEUMATIC COM L,1499.9,1510.6,1493.1,1506.8,1509.0,1499.0,,1506.79,,,72568,109198661.2,8160,F1,1,,,,,,Cash Only,1503.5,1501.85,1505.15,1505.15,1501.85,3.300000000000182,0.2190071675073123,Narrow,Bullish,Above CPR,True,False,Diversified,0.1864406779661017,59,220726378.5,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,763800,INE2FMX01012,AASTHA,EQ,,,,,AASTHA SPINTEX LIMITED,73.5,75.47,73.1,74.53,74.2,74.19,,74.53,,,314026,23193708.72,2444,F1,1,,,,,,Cash Only,74.36666666666666,74.285,74.44833333333332,74.44833333333332,74.285,0.1633333333333269,0.219151124826683,Narrow,Bullish,Above CPR,True,False,Diversified,0.2105263157894736,19,332883098.61,Overlapping,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,762648,INE934C01018,DRAGARWQ,EQ,,,,,DR. AGARWAL'S EYE HOSP L,5311.5,5500.0,5300.0,5418.0,5350.0,5311.5,,5434.22,,,1564,8433868.5,397,F1,1,,,,,,Cash Only,5406.0,5400.0,5412.0,5412.0,5400.0,12.0,0.2214839424141749,Narrow,Bullish,Above CPR,True,False,Diversified,0.3389830508474576,59,4418234.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,16123,INE316L01019,BHARATWIRE,EQ,,,,,BHARAT WIRE ROPES LTD.,188.13,192.9,187.01,190.59,192.0,187.2,,190.59,,,107703,20492088.05,2465,F1,1,,,,,,Cash Only,190.16666666666663,189.955,190.37833333333333,190.37833333333333,189.955,0.4233333333333462,0.2221172849222657,Narrow,Bullish,Above CPR,True,False,Diversified,0.1694915254237288,59,32763523.88,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-13,2026-08-13,CM,NSE,STK,24398,INE168P01015,EMCURE,EQ,,,,,EMCURE PHARMACEUTICALS L,2009.1,2020.0,1985.7,2009.6,2002.0,2009.6,,2009.58,,,54656,109829824.0,7173,F1,1,,,,,,Cash Only,2005.1,2002.85,2007.35,2007.35,2002.85,4.499999999999545,0.2239251592356461,Narrow,Bullish,Above CPR,True,False,Healthcare,0.288135593220339,59,249188544.7,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
