TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,NAME,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,VOLUME,VALUE,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,Segment,Industry,Nifty500,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,History_OK,Regime,Own_Narrow,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Daily_Signal,Weekly_Signal,Monthly_Signal,Confluence_Score,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
2026-08-17,2026-08-17,CM,NSE,STK,8311,INE472A01039,BLUESTARCO,EQ,,,,,BLUE STAR LIMITED,1502.0,1517.7,1476.2,1508.1,1508.1,1508.0,,1508.1,,,599656,900447196.9,27989,F1,1,,,,,,F&O + Cash,Consumer Durables,True,1500.6666666666667,1496.95,1504.3833333333334,1504.3833333333334,1496.95,7.433333333333394,0.49289392834251,Moderate,Bullish,Above CPR,False,False,0.5333333333333333,60,487138850.35,Lower,True,Risk Off,False,54.90000000000001,1627.97,1663.9969999999998,0.135397692774743,1.8484405344657808,False,False,No setup,0,0,2,2,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,18096,INE797F01020,JUBLFOOD,EQ,,,,,JUBILANT FOODWORKS LTD,504.2,512.6,501.8,511.5,511.5,504.1,,511.5,,,2025328,1029554182.95,67533,F1,1,,,,,,F&O + Cash,Consumer Services,True,508.6333333333334,507.2000000000001,510.0666666666667,510.0666666666667,507.2000000000001,2.8666666666666742,0.5604431410883038,Moderate,Bullish,Above CPR,False,False,0.6666666666666666,60,924361199.45,Overlapping,True,Risk Off,False,17.657142857142855,439.43,446.6315,0.1623516720604103,1.1138007345641403,True,True,No setup,0,0,2,2,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,13061,INE466L01038,360ONE,EQ,,,,,360 ONE WAM LIMITED,1174.7,1174.7,1150.5,1173.0,1173.0,1180.0,,1173.0,,,1274400,1480561045.2,77116,F1,1,,,,,,F&O + Cash,Financial Services,True,1166.0666666666666,1162.6,1169.5333333333333,1169.5333333333333,1162.6,6.933333333333394,0.5910770105143558,Moderate,Bullish,Above CPR,False,False,0.65,60,1121925242.15,Lower,True,Risk Off,False,32.45,1122.234,1088.899,0.2136620441705206,1.3196610518921283,True,True,No setup,0,0,2,2,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,2841,INE576O01020,LXCHEM,EQ,,,,,LAXMI ORGANIC INDUS LTD,176.0,180.76,175.2,179.66,179.5,176.05,,179.67,,,694981,124266703.16,10623,F1,1,,,,,,Cash Only,Chemicals & Fertilizers,False,178.54,177.98,179.1,179.1,177.98,1.1200000000000043,0.6233997550929559,Moderate,Bullish,Above CPR,False,False,0.4833333333333333,60,132411449.07,Higher,True,Risk Off,False,7.190000000000002,167.49040000000002,154.8908,0.1557719054242008,0.9384891112724382,True,True,No setup,0,0,2,2,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,22347,INE155Z01011,MACPOWER,EQ,,,,,MACPOWER CNC MACHINES LTD,1739.9,1800.0,1724.4,1781.4,1798.0,1749.3,,1781.4,,,28467,50284414.8,3076,F1,1,,,,,,Cash Only,Power & Utilities,False,1768.6,1762.2,1775.0000000000002,1775.0000000000002,1762.2,12.800000000000182,0.7185359829347805,Moderate,Bullish,Above CPR,False,False,0.4333333333333333,60,36854158.35,Overlapping,True,Risk Off,False,116.29285714285716,1345.016,1198.668,0.1100669492045958,1.3644163115178018,True,True,No setup,0,0,2,2,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,742,INE757A01017,COSMOFIRST,EQ,,,,,COSMO FIRST LIMITED,952.0,971.35,936.0,964.85,960.1,938.35,,964.84,,,208360,199662113.75,9169,F1,1,,,,,,Cash Only,Diversified,False,957.4,953.675,961.125,961.125,953.675,7.450000000000045,0.7721407472664191,Wide,Bullish,Above CPR,False,False,0.6833333333333333,60,75332461.35,Higher,True,Risk Off,False,36.79285714285716,836.8879999999999,770.512,0.2024849543777918,2.6504127194564315,True,True,No setup,0,0,2,2,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,20092,INE488B01017,TASTYBITE,EQ,,,,,TASTY BITE EATABLES LTD,9910.5,10190.0,9600.0,10014.5,9970.0,10005.0,,10016.05,,,30764,306993610.5,7624,F1,1,,,,,,Cash Only,Diversified,False,9934.833333333334,9895.0,9974.666666666668,9974.666666666668,9895.0,79.66666666666788,0.7955131725664575,Wide,Bullish,Above CPR,False,False,0.7,60,27878835.0,Overlapping,True,Risk Off,False,450.6071428571428,8828.87,8055.995,0.1767984993791472,11.011708720970583,True,True,No setup,0,0,2,2,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,29050,INE840M01016,ZUARI,EQ,,,,,ZUARI AGRO CHEMICALS LTD,221.71,225.64,214.3,222.71,222.3,220.58,,222.71,,,89746,19824676.51,2548,F1,1,,,,,,Cash Only,Diversified,False,220.88333333333333,219.97,221.79666666666665,221.79666666666665,219.97,1.8266666666666536,0.8201996617424694,Wide,Bullish,Above CPR,False,False,0.7666666666666667,60,24137456.51,Outside,True,Risk Off,False,7.953571428571422,228.8668,225.665,0.2296662176320895,0.8213241731491783,False,False,No setup,0,0,2,2,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Watch,Wide CPR + close above CPR; trend opposes; participation light,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,19943,INE288B01029,DEEPAKNTR,EQ,,,,,DEEPAK NITRITE LTD,1728.6,1787.5,1723.3,1780.5,1781.1,1723.2,,1780.48,,,476775,840952333.9,33254,F1,1,,,,,,Cash Only,Chemicals,True,1763.7666666666669,1755.4,1772.1333333333332,1772.1333333333332,1755.4,16.73333333333312,0.9398109145371032,Wide,Bullish,Above CPR,False,False,0.9333333333333332,60,248224067.25,Higher,True,Risk Off,False,57.63571428571429,1666.5759999999998,1649.151,0.2903292436072173,3.3878758946167418,True,True,No setup,0,0,2,2,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,21392,INE347W01011,MAGADSUGAR,EQ,,,,,MAGADH SUGAR & ENERGY LTD,543.5,582.55,542.4,570.65,570.05,543.3,,570.62,,,88459,50297795.8,5482,F1,1,,,,,,Cash Only,FMCG & Food Products,False,565.1999999999999,562.4749999999999,567.925,567.925,562.4749999999999,5.4500000000000455,0.9550512573381312,Wide,Bullish,Above CPR,False,False,0.8666666666666667,60,5462449.425,Higher,True,Risk Off,False,29.867857142857144,491.52,490.01,0.1824704053569308,9.207919723668654,True,True,No setup,0,0,2,2,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,757614,INE0H9P01028,ARIS,EQ,,,,,ARISINFRA SOLUTIONS LTD,133.53,136.59,132.0,136.25,136.42,134.09,,136.25,,,792919,106661691.37,4722,F1,1,,,,,,Cash Only,Diversified,False,134.9466666666667,134.29500000000002,135.59833333333336,135.59833333333336,134.29500000000002,1.3033333333333417,0.9565749235474068,Wide,Bullish,Above CPR,False,False,0.7833333333333333,60,73676025.33,Outside,True,Risk Off,False,5.569999999999999,120.0672,121.1057,0.2339916217833647,1.4477123445823106,True,True,No setup,0,0,2,2,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,21334,INE980O01024,JYOTICNC,EQ,,,,,JYOTI CNC AUTOMATION LTD,829.8,860.0,829.8,857.95,853.5,826.9,,857.94,,,1004133,853155008.8,31646,F1,1,,,,,,Cash Only,Capital Goods,True,849.25,844.9,853.6,853.6,844.9,8.700000000000045,1.0140451075237538,Wide,Bullish,Above CPR,False,False,0.7666666666666667,60,743436225.9,Higher,True,Risk Off,False,36.52142857142858,773.0139999999999,746.4355,0.238216311363193,1.1475833152563624,True,True,No setup,0,0,2,2,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,8167,INE825V01034,MANYAVAR,EQ,,,,,VEDANT FASHIONS LIMITED,530.0,545.0,521.0,541.85,543.85,528.75,,541.81,,,401341,214383558.7,16589,F1,1,,,,,,Cash Only,Diversified,False,535.9499999999999,533.0,538.8999999999999,538.8999999999999,533.0,5.899999999999864,1.0888622312447842,Wide,Bullish,Above CPR,False,False,0.9,60,71444445.15,Higher,True,Risk Off,False,22.16428571428572,428.019,421.7125,0.2661940058008316,3.000702969277661,True,True,No setup,0,0,2,2,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,20905,INE02IJ01035,AZAD,EQ,,,,,AZAD ENGINEERING LIMITED,2750.0,2986.6,2703.0,2899.9,2874.0,2717.8,,2900.15,,,2721054,7884742845.9,144952,F1,1,,,,,,Cash Only,Diversified,False,2863.1666666666665,2844.8,2881.533333333333,2881.533333333333,2844.8,36.733333333332666,1.2667103463337586,Wide,Bullish,Above CPR,False,False,0.7666666666666667,60,1027520250.8,Higher,True,Risk Off,False,119.11428571428571,2298.366,2113.124,0.3083873031102526,7.673564428303139,True,True,No setup,0,0,2,2,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,381,INE129Z01016,SINTERCOM,EQ,,,,,SINTERCOM INDIA LIMITED,82.46,84.1,78.01,82.64,81.0,82.46,,82.64,,,2322,193427.81,43,F1,1,,,,,,Cash Only,Diversified,False,81.58333333333333,81.055,82.11166666666665,82.11166666666665,81.055,1.0566666666666436,1.2786382704097816,Wide,Bullish,Above CPR,False,False,0.8166666666666667,60,406211.275,Lower,True,Risk Off,False,5.220714285714286,78.9576,77.6867,0.2023988689743194,0.4761753843489449,True,True,No setup,0,0,2,2,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Watch,Wide CPR + close above CPR; trend aligned; participation light,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,4870,INE915B01019,INDSWFTLAB,EQ,,,,,IND SWIFT LABORATORIES LT,312.0,317.45,296.35,313.02,314.32,304.18,,313.04,,,2553952,792521865.57,39382,F1,1,,,,,,Cash Only,Healthcare & Pharma,False,308.94,306.9,310.98,310.98,306.9,4.080000000000041,1.3034310906651465,Wide,Bullish,Above CPR,False,False,0.85,60,150413687.26,Higher,True,Risk Off,False,16.917142857142853,218.7812,179.69299999999998,0.2411754771153546,5.268947793295391,True,True,No setup,0,0,2,2,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,9539,INE732S01012,SAKAR,EQ,,,,,SAKAR HEALTHCARE LIMITED,875.95,914.55,856.35,905.35,910.0,875.95,,905.35,,,109534,96734328.4,8649,F1,1,,,,,,Cash Only,Diversified,False,892.0833333333334,885.45,898.7166666666667,898.7166666666667,885.45,13.266666666666652,1.4653633033265203,Wide,Bullish,Above CPR,False,False,0.85,60,104091948.325,Higher,True,Risk Off,False,50.74642857142858,853.193,746.9635000000001,0.2614305487132565,0.9293161474696608,True,True,No setup,0,0,2,2,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Watch,Wide CPR + close above CPR; trend aligned; participation light,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,18139,INE920A01037,DOLPHIN,EQ,,,,,DOLPHIN OFF ENT (IND) L,515.0,585.6,500.0,576.85,573.75,508.1,,576.84,,,274715,151705695.05,9313,F1,1,,,,,,Cash Only,Diversified,False,554.15,542.8,565.5,565.5,542.8,22.700000000000045,3.935165120915324,Wide,Bullish,Above CPR,False,False,1.0,60,2564875.225,Higher,True,Risk Off,False,30.028571428571414,397.187,401.934,0.7559467174119904,59.14739772575098,True,True,No setup,0,0,2,2,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,9020,INE098201036,VCL,EQ,,,,,VAXTEX COTFAB LIMITED,1.77,1.77,1.77,1.77,1.77,1.69,,1.77,,,753129,1333038.33,124,F1,1,,,,,,Cash Only,Diversified,False,1.7700000000000002,1.77,1.7700000000000005,1.7700000000000005,1.77,4.440892098500626e-16,2.5089785867235174e-14,Narrow,Bullish,Inside CPR,False,False,0.1333333333333333,60,366091.97,Higher,True,Risk Off,True,0.0692857142857142,1.2694,1.3727,6.409534987526677e-15,3.641266237005964,True,True,Watch Long,1,0,0,1,Long,82,Strong confirmation,CPR width: Narrow (20/20); Price location: Inside CPR; watch state (10/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (3.64x) (20/20); Higher timeframe: slightly aligned (+1) (12/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,19218,INE0JWS01017,VALIANTLAB,EQ,,,,,VALIANT LABORATORIES LTD,86.53,86.53,86.53,86.53,86.53,82.41,,86.54,,,19553,1691921.09,43,F1,1,,,,,,Cash Only,Healthcare & Pharma,False,86.53000000000002,86.53,86.53000000000003,86.53000000000003,86.53,2.8421709430404014e-14,3.2846075846994116e-14,Narrow,Bullish,Inside CPR,False,False,0.0833333333333333,60,2613393.0700000003,Higher,True,Risk Off,True,4.894285714285716,61.8888,63.4417,5.807121016136252e-15,0.6474039858076152,True,True,Watch Long,1,0,0,1,Long,66,Confirmed,CPR width: Narrow (20/20); Price location: Inside CPR; watch state (10/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: light (0.65x) (4/20); Higher timeframe: slightly aligned (+1) (12/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,3273,INE647A01010,SRF,EQ,,,,,SRF LTD,2600.0,2636.6,2595.1,2616.0,2616.0,2606.0,,2615.87,,,164908,433076709.3,12488,F1,1,,,,,,F&O + Cash,Chemicals,True,2615.9,2615.85,2615.9500000000003,2615.9500000000003,2615.85,0.1000000000003638,0.0038226299694328,Narrow,Bullish,Above CPR,True,False,0.0333333333333333,60,1029878697.65,Higher,True,Risk Off,True,41.35714285714285,2711.064,2646.261,0.002417962003463,0.420512347996132,False,False,No setup,0,0,0,0,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,1922,INE237A01036,KOTAKBANK,EQ,,,,,KOTAK MAHINDRA BANK LTD,389.0,396.35,389.0,392.7,392.7,391.15,,392.7,,,5105327,2009023535.6,52980,F1,1,,,,,,F&O + Cash,Financial Services,True,392.6833333333333,392.675,392.69166666666666,392.69166666666666,392.675,0.0166666666666515,0.0042441218911768,Narrow,Bullish,Above CPR,True,False,0.0166666666666666,60,5244712181.95,Higher,True,Risk Off,True,5.924999999999999,391.08,383.73,0.0028129395217977,0.3830569659311674,True,True,No setup,0,0,0,0,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
2026-08-17,2026-08-17,CM,NSE,STK,24196,INE694D01016,VADILALIND,EQ,,,,,VADILAL INDUSTRIES LTD,7749.0,7749.0,7072.0,7411.0,7400.0,7749.0,,7411.0,,,73266,535543594.5,19165,F1,1,,,,,,Cash Only,Diversified,False,7410.666666666667,7410.5,7410.833333333334,7410.833333333334,7410.5,0.3333333333339396,0.0044978185580075,Narrow,Bullish,Above CPR,True,False,0.0166666666666666,60,105731127.0,Lower,True,Risk Off,True,355.2857142857143,6649.762,5604.927,0.0009382120359218,5.065145995275356,True,True,No setup,0,0,0,0,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
