SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,JCurve_Stage,JCurve_Score,JCurve_Explanation,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
DJML,EQ,DJ MEDIAPRINT & LOG LTD,81.0,81.0,71.15,73.26,2170369,161913595.45,20260825,115.25,86.92,86.92,96.36333333333334,101.08500000000001,91.64166666666668,101.08500000000001,91.64166666666668,9.443333333333328,10.864396379812849,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,1.0,60,44300917.93,False,False,Lower,True,Risk Off,False,Bearish Virgin,9.240714285714287,109.99220000000001,97.59870000000001,1.0219267733374553,3.654858703059835,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
KJMCFIN,EQ,K J M C FINANCIAL SERV L,64.56,77.0,64.56,71.97,13899,975630.06,20260825,84.5,71.73,71.73,75.98666666666668,78.11500000000001,73.85833333333335,78.11500000000001,73.85833333333335,4.256666666666661,5.934290626887858,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,1.0,7,217498.34,False,False,Lower,False,Risk Off,False,Bearish Virgin,,,,,4.485689683884484,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
RAJMET,EQ,RAJNANDINI METAL LIMITED,3.51,3.65,3.13,3.2,2145804,7061530.94,20260825,4.18,3.42,3.5,3.6999999999999997,3.8,3.5999999999999996,3.8,3.5999999999999996,0.20000000000000018,5.71428571428572,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,1.0,60,743508.6599999999,False,False,Higher,True,Risk Off,False,None,0.22285714285714284,3.483,3.5839,0.8974358974358984,9.497577257539948,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
LAMBODHARA,EQ,LAMBODHARA TEXTILES LTD.,144.0,145.85,130.2,142.03,423658,58905120.42,20260825,141.69,119.5,141.69,134.29333333333332,130.595,137.99166666666665,137.99166666666665,130.595,7.396666666666647,5.220316653727608,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,1.0,60,949870.275,False,False,Higher,True,Risk Off,False,Bullish Virgin,7.82714285714286,113.9734,109.5505,0.9450021293423345,62.013858071303474,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
BANG,EQ,BANG OVERSEAS LTD.,35.0,36.3,32.77,34.71,690961,24297782.26,20260825,34.42,28.69,34.04,32.38333333333333,31.555,33.211666666666666,33.211666666666666,31.555,1.6566666666666663,4.866823345084214,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,1.0,60,800259.5700000001,False,False,Higher,True,Risk Off,False,Bullish Virgin,1.6935714285714283,29.848000000000003,33.5271,0.978208913257416,30.36237637245625,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
BLS,EQ,BLS INTL SERVS LTD,243.99,246.96,234.51,243.32,8461840,2042702746.09,20260825,280.14,233.47,241.51,251.70666666666668,256.805,246.60833333333335,256.805,246.60833333333335,10.196666666666658,4.222047396243078,Wide,Bearish,Below CPR,Cash Only,Consumer Services,True,False,False,1.0,60,312746460.16499996,False,False,Lower,True,Risk Off,False,Bearish Virgin,11.97357142857143,251.22279999999998,262.4719,0.8515977649187687,6.53149757478407,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
THEMISMED,EQ,THEMIS MEDICARE LTD.,118.9,123.47,117.15,119.24,528416,63573913.46,20260825,121.9,104.72,120.81,115.81,113.31,118.31,118.31,113.31,5.0,4.138730237563116,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,1.0,60,7988932.3149999995,False,False,Higher,True,Risk Off,False,Bullish Virgin,6.703571428571428,111.0068,103.70460000000001,0.7458710708577517,7.9577484140945565,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
ARCHIDPLY,EQ,ARCHIDPLY IND. LTD,116.5,124.78,112.5,114.33,517060,61709289.29,20260825,114.0,95.3,111.51,106.93666666666667,104.65,109.22333333333333,109.22333333333333,104.65,4.5733333333333235,4.10127641766059,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,1.0,60,635085.24,False,False,Higher,True,Risk Off,False,Bullish Virgin,6.54857142857143,85.32119999999999,82.7069,0.6983711460151234,97.16693981110315,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
SHAH,EQ,SHAH METACORP LIMITED,4.36,4.36,3.2,3.2,54859459,188141148.97,20260825,3.99,3.5,3.99,3.8266666666666667,3.745,3.908333333333333,3.908333333333333,3.745,0.1633333333333331,4.093567251461982,Wide,Bullish,Below CPR,Cash Only,Diversified,False,False,False,0.9666666666666667,60,25401839.45,False,False,Higher,True,Risk Off,False,None,0.31428571428571433,4.275,4.7217,0.5196969696969689,7.406595468817515,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
MANGALAM,EQ,MANGALAM DRUG & CHEM LTD,30.44,33.39,30.0,32.84,273648,8782137.66,20260825,30.44,27.1,30.44,29.326666666666668,28.770000000000003,29.883333333333333,29.883333333333333,28.770000000000003,1.1133333333333297,3.6574682435391908,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,False,1.0,60,655951.4650000001,False,False,Higher,True,Risk Off,False,Bullish Virgin,1.8542857142857139,28.0086,29.2548,0.60041088854648,13.388395527098943,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
RATNAMANI,EQ,RATNAMANI MET & TUB LTD.,2740.2,2843.9,2665.2,2711.5,1008208,2757938781.9,20260825,2777.0,2323.0,2697.0,2599.0,2550.0,2648.0,2648.0,2550.0,98.0,3.6336670374490176,Wide,Bullish,Above CPR,Cash Only,Metals & Mining,False,False,False,1.0,60,64658853.0,False,False,Higher,True,Risk Off,False,Bullish Virgin,130.53571428571436,2493.374,2523.6740000000004,0.7507523939808477,42.653691705604494,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
ISTLTD,EQ,I S T LTD.,688.0,688.25,657.05,671.45,370,246850.45,20260825,738.6,660.65,664.25,687.8333333333334,699.625,676.0416666666667,699.625,676.0416666666667,23.583333333333258,3.550370091581973,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,1.0,7,227395.65,False,False,Higher,False,Risk Off,False,None,,,,,1.085554846805557,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
VGCL,EQ,VIBRANT GLOBAL CAPITAL L,58.9,58.9,54.13,54.36,19780,1122138.13,20260825,62.95,56.97,56.97,58.96333333333333,59.96,57.96666666666666,59.96,57.96666666666666,1.9933333333333394,3.4989175589491652,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,1.0,7,124252.03,False,False,Outside,False,Risk Off,False,None,,,,,9.03114524567526,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
SHANTIGEAR,EQ,SHANTHI GEARS LTD,539.85,585.0,516.1,557.9,1482458,797927177.95,20260825,557.1,487.0,549.0,531.0333333333333,522.05,540.0166666666667,540.0166666666667,522.05,17.966666666666697,3.2726168791742616,Wide,Bullish,Above CPR,Cash Only,Automobile & Ancillary,False,False,False,0.9833333333333333,60,6241878.95,False,False,Higher,True,Risk Off,False,Bullish Virgin,25.592857142857145,431.01599999999996,442.88349999999997,0.70201879244581,127.83445246883554,True,True,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed
RHETAN,EQ,RHETAN TMT LIMITED,22.16,22.25,20.4,21.85,13603295,296453280.34,20260825,23.89,21.81,21.81,22.503333333333334,22.85,22.156666666666666,22.85,22.156666666666666,0.6933333333333351,3.1789698914870943,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,0.9333333333333333,60,226512605.835,False,False,Overlapping,True,Risk Off,False,Bearish Virgin,2.1785714285714284,27.4256,27.5694,0.3182513661202194,1.3087716652553425,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
