SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,JCurve_Stage,JCurve_Score,JCurve_Explanation,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
SWANCORP,EQ,SWAN CORP LIMITED,463.1,479.0,460.1,470.0,2876314,1353703475.8,20251119,475.75,456.05,464.3,465.3666666666666,465.9,464.83333333333326,465.9,464.83333333333326,1.0666666666667197,0.2297365209275726,Narrow,Bearish,Above CPR,Cash Only,Chemicals,True,False,False,0.29411764705882354,52,390902896.55,False,False,Higher,True,Risk Off,False,Bullish Virgin,19.592857142857138,457.76,,0.05444160894398133,3.4630172550457146,True,False,No setup,0.0,None,Ready,79,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (3.5x volume). Coiling inside band (₹464.83 - ₹465.90), closed above Central Pivot (₹465.37). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹464.83).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
MACPOWER,EQ,MACPOWER CNC MACHINES LTD,957.6,973.9,919.9,960.95,32450,30685103.05,20251119,996.5,916.3,950.0,954.2666666666668,956.4,952.1333333333336,956.4,952.1333333333336,4.266666666666424,0.44912280701751833,Moderate,Bearish,Above CPR,Cash Only,Power & Utilities,False,False,False,0.31666666666666665,60,8196586.925,True,True,Inside,True,Risk Off,False,None,52.917857142857144,852.904,,0.08062810735416068,3.743643949704102,True,False,No setup,0.0,None,Ready,75,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (3.7x volume). Coiling inside band (₹952.13 - ₹956.40), closed above Central Pivot (₹954.27). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹952.13).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
NATCOPHARM,EQ,NATCO PHARMA LTD.,818.0,848.0,811.4,830.15,2313933,1935563688.65,20251119,824.9,812.1,814.55,817.1833333333334,818.5,815.8666666666668,818.5,815.8666666666668,2.633333333333212,0.3232868864198898,Moderate,Bearish,Above CPR,Cash Only,Healthcare,True,False,False,0.4,60,292583197.925,False,False,Inside,True,Risk Off,False,None,20.028571428571436,829.637,,0.1314788397527281,6.615430080664295,True,False,No setup,0.0,None,Ready,75,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (6.6x volume). Coiling inside band (₹815.87 - ₹818.50), closed above Central Pivot (₹817.18). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹815.87).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SGFIN,EQ,SG FINSERVE LIMITED,393.0,410.0,393.0,406.1,271653,109304769.9,20251119,405.0,395.6,400.0,400.2,400.3,400.09999999999997,400.3,400.09999999999997,0.20000000000004547,0.05000000000001136,Narrow,Bearish,Above CPR,Cash Only,Diversified,False,False,False,0.03333333333333333,60,42938514.425,True,True,Higher,True,Risk Off,True,None,13.039285714285711,380.78700000000003,,0.015338263489458435,2.5456113553001667,True,False,No setup,0.0,None,Ready,72,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (2.5x volume). Coiling inside band (₹400.10 - ₹400.30), closed above Central Pivot (₹400.20). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹400.10).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
MAHABANK,EQ,BANK OF MAHARASHTRA,60.45,61.56,59.65,61.14,26939648,1633955213.35,20251119,61.0,59.33,60.43,60.25333333333333,60.165,60.34166666666666,60.34166666666666,60.165,0.1766666666666623,0.2923492746428302,Moderate,Bullish,Above CPR,Cash Only,Financial Services,True,False,False,0.4666666666666667,60,590060087.3399999,True,False,Higher,True,Risk Off,False,None,1.860714285714286,57.2844,,0.09494561740242886,2.7691335991151265,True,False,No setup,0.0,None,Ready,71,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (2.8x volume). Coiling inside band (₹60.16 - ₹60.34), closed above Central Pivot (₹60.25). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹60.16).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
INDIACEM,EQ,THE INDIA CEMENTS LIMITED,409.3,424.0,409.05,416.9,788236,329606950.55,20251119,416.6,406.0,411.3,411.3,411.3,411.3,411.3,411.3,0.0,0.0,Narrow,Neutral,Above CPR,Cash Only,Construction Materials,True,False,False,0.016666666666666666,60,140946869.45,True,True,Higher,True,Risk Off,False,Bullish Virgin,14.578571428571422,393.018,,0.0,2.3385191301955524,True,False,No setup,0.0,None,Ready,70,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (2.3x volume). Coiling inside band (₹411.30 - ₹411.30), closed above Central Pivot (₹411.30). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹411.30).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
POKARNA,EQ,POKARNA LIMITED,938.55,946.65,915.5,934.2,175455,163616856.9,20251119,965.0,900.0,933.7,932.9,932.5,933.3,933.3,932.5,0.7999999999999545,0.08568062546856105,Narrow,Bullish,Above CPR,Cash Only,Diversified,False,True,False,0.1,60,73868604.9,False,False,Higher,True,Risk Off,True,Bullish Virgin,40.10000000000001,838.5829999999999,,0.019950124688278163,2.2149715311599176,True,False,No setup,0.0,None,Ready,69,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (2.2x volume). Coiling inside band (₹932.50 - ₹933.30), closed above Central Pivot (₹932.90). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹932.50).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
TITAN,EQ,TITAN COMPANY LIMITED,3882.9,3940.5,3862.4,3933.1,1578123,6176770099.9,20251119,3900.0,3841.6,3879.2,3873.6,3870.8,3876.3999999999996,3876.3999999999996,3870.8,5.599999999999454,0.1443596617859212,Narrow,Bullish,Above CPR,Cash Only,Consumer Durables,True,True,False,0.3,60,2866719114.55,False,False,Higher,True,Risk Off,False,Bullish Virgin,65.52857142857144,3625.76,,0.08545890560278216,2.154647823203143,True,False,No setup,0.0,None,Ready,69,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (2.2x volume). Coiling inside band (₹3,870.80 - ₹3,876.40), closed above Central Pivot (₹3,873.60). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹3,870.80).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
DHANBANK,EQ,DHANLAXMI BANK LIMITED,27.4,27.95,27.26,27.74,1314263,36407171.4,20251119,27.75,27.12,27.37,27.413333333333338,27.435000000000002,27.391666666666673,27.435000000000002,27.391666666666673,0.04333333333332945,0.15832419924490115,Narrow,Bearish,Above CPR,Cash Only,Financial Services,False,False,False,0.18333333333333332,60,13719288.91,True,True,Overlapping,True,Risk Off,True,None,0.7371428571428564,26.016600000000004,,0.05878552971575706,2.6537214602618935,True,False,No setup,0.0,None,Ready,68,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (2.7x volume). Coiling inside band (₹27.39 - ₹27.44), closed above Central Pivot (₹27.41). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹27.39).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
DPABHUSHAN,EQ,D. P. ABHUSHAN LIMITED,1600.0,1635.0,1565.0,1616.7,42034,67394909.3,20251119,1640.0,1563.1,1601.8,1601.6333333333332,1601.55,1601.7166666666665,1601.7166666666665,1601.55,0.16666666666651508,0.010404961085436077,Narrow,Bullish,Above CPR,Cash Only,Diversified,False,True,False,0.05,60,34815837.2,True,True,Higher,True,Risk Off,True,Bullish Virgin,67.85000000000004,1473.7840000000003,,0.00245639891918224,1.9357543784700368,True,False,No setup,0.0,None,Ready,67,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (1.9x volume). Coiling inside band (₹1,601.55 - ₹1,601.72), closed above Central Pivot (₹1,601.63). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹1,601.55).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
