SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,Industry,Segment,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,Applies,Timeframe
20MICRONS,20251121,195.55,198.75,189.56,190.37,49522916.33,20 MICRONS LTD,Diversified,Cash Only,20251121,192.89333333333335,194.155,191.6316666666667,194.155,191.6316666666667,2.523333333333312,1.325488960095242,Wide,Bearish,Below CPR,False,False,0.8461538461538461,13,98751774.09,False,False,Lower,True,Risk Off,False,None,,,,,0.5014888774035188,False,False,No setup,0.0,None,Week 24 Nov – 28 Nov 2025,Weekly
21STCENMGM,20251121,42.4,43.27,39.09,39.09,1564530.2,21ST CENTURY MGMT SERVICE,Diversified,Cash Only,20251121,40.48333333333334,41.18000000000001,39.786666666666676,41.18000000000001,39.786666666666676,1.3933333333333309,3.5644239788522145,Wide,Bearish,Below CPR,False,False,1.0,13,1323645.04,False,False,Lower,True,Risk Off,False,None,,,,,1.1819862219254793,False,False,No setup,0.0,None,Week 24 Nov – 28 Nov 2025,Weekly
360ONE,20251121,1062.2,1157.3,1056.0,1139.7,6642804214.900001,360 ONE WAM LIMITED,Financial Services,Cash Only,20251121,1117.6666666666667,1106.65,1128.6833333333334,1128.6833333333334,1106.65,22.033333333333303,1.933257289930096,Wide,Bullish,Above CPR,False,False,0.8461538461538461,13,3314067401.9,False,False,Higher,True,Risk Off,False,None,,,,,2.0044264069860467,False,False,No setup,0.0,None,Week 24 Nov – 28 Nov 2025,Weekly
3IINFOLTD,20251121,18.23,18.25,17.1,17.21,32288982.279999997,3I INFOTECH LIMITED,Information Technology,Cash Only,20251121,17.52,17.675,17.365,17.675,17.365,0.3100000000000023,1.8012783265543422,Wide,Bearish,Below CPR,False,False,0.6153846153846154,13,55814743.31,False,False,Overlapping,True,Risk Off,False,None,,,,,0.5785027461411789,False,False,No setup,0.0,None,Week 24 Nov – 28 Nov 2025,Weekly
3MINDIA,20251121,35840.0,36570.0,35160.0,35455.0,954249500.0,3M INDIA LIMITED,Diversified,Cash Only,20251121,35728.333333333336,35865.0,35591.66666666667,35865.0,35591.66666666667,273.3333333333285,0.7709302872185263,Wide,Bearish,Below CPR,False,False,0.7692307692307693,13,595692630.0,False,False,Overlapping,True,Risk Off,False,None,,,,,1.6019159075377514,False,False,No setup,0.0,None,Week 24 Nov – 28 Nov 2025,Weekly
3PLAND,20251121,40.9,40.9,38.4,39.51,1184212.93,3P LAND HOLDINGS LIMITED,Diversified,Cash Only,20251121,39.60333333333333,39.65,39.556666666666665,39.65,39.556666666666665,0.09333333333333371,0.23622711549818706,Narrow,Bearish,Below CPR,False,True,0.23076923076923078,13,1184212.93,False,False,Lower,True,Risk Off,True,None,,,,,1.0,False,False,No setup,0.0,None,Week 24 Nov – 28 Nov 2025,Weekly
5PAISA,20251121,293.0,363.75,288.2,342.85,3475351489.0,5PAISA CAPITAL LIMITED,Stock Broking,Cash Only,20251121,331.6,325.975,337.225,337.225,325.975,11.25,3.281318360799183,Wide,Bullish,Above CPR,False,False,0.9230769230769231,13,41718315.95,False,False,Higher,True,Risk Off,False,None,,,,,83.30517207754163,False,False,No setup,0.0,None,Week 24 Nov – 28 Nov 2025,Weekly
63MOONS,20251121,742.85,767.5,716.75,736.1,361137669.6,63 MOONS TECHNOLOGIES LTD,Diversified,Cash Only,20251121,740.1166666666667,742.125,738.1083333333333,742.125,738.1083333333333,4.0166666666666515,0.5456686138658676,Moderate,Bearish,Below CPR,False,False,0.3076923076923077,13,411521023.6,False,False,Lower,True,Risk Off,False,None,,,,,0.8775679707460758,False,False,No setup,0.0,None,Week 24 Nov – 28 Nov 2025,Weekly
A2ZINFRA,20251121,17.41,18.29,16.23,16.23,21303738.83,A2Z INFRA ENGINEERING LTD,Real Estate & Infra,Cash Only,20251121,16.916666666666668,17.259999999999998,16.573333333333338,17.259999999999998,16.573333333333338,0.6866666666666603,4.230848223454469,Wide,Bearish,Below CPR,False,False,1.0,4,24897390.535,False,False,Lower,False,Risk Off,False,None,,,,,0.855661511998691,False,False,No setup,0.0,None,Week 24 Nov – 28 Nov 2025,Weekly
AADHARHFC,20251121,492.9,499.05,480.0,483.6,568662568.15,AADHAR HOUSING FINANCE L,Financial Services,Cash Only,20251121,487.55,489.525,485.57500000000005,489.525,485.57500000000005,3.949999999999932,0.8167907361455607,Wide,Bearish,Below CPR,False,False,0.6923076923076923,13,821933259.2,False,False,Lower,True,Risk Off,False,None,,,,,0.6918597851892352,False,False,No setup,0.0,None,Week 24 Nov – 28 Nov 2025,Weekly
AAKASH,20251121,8.98,9.3,8.81,8.85,3639598.62,AAKASH EXPLORATION SER L,Diversified,Cash Only,20251121,8.986666666666666,9.055,8.918333333333333,9.055,8.918333333333333,0.13666666666666671,1.5442561205273075,Wide,Bearish,Below CPR,False,False,0.875,8,3573572.94,False,False,Outside,False,Risk Off,False,None,,,,,1.0184760969227622,False,False,No setup,0.0,None,Week 24 Nov – 28 Nov 2025,Weekly
AARON,20251121,193.23,205.0,184.26,196.33,23501768.3,AARON INDUSTRIES LIMITED,Diversified,Cash Only,20251121,195.1966666666667,194.63,195.76333333333338,195.76333333333338,194.63,1.1333333333333826,0.5772593762203344,Moderate,Bullish,Above CPR,False,False,0.23076923076923078,13,23501768.3,True,False,Inside,True,Risk Off,True,None,,,,,1.0,False,False,No setup,0.0,None,Week 24 Nov – 28 Nov 2025,Weekly
AARTECH,20251121,52.49,52.5,49.8,50.02,7175952.57,AARTECH SOLONICS LIMITED,Information Technology,Cash Only,20251121,50.77333333333333,51.15,50.39666666666667,51.15,50.39666666666667,0.7533333333333303,1.5060642409702725,Wide,Bearish,Below CPR,False,False,0.46153846153846156,13,14196327.22,True,False,Lower,True,Risk Off,False,None,,,,,0.5054795130313994,False,False,No setup,0.0,None,Week 24 Nov – 28 Nov 2025,Weekly
AARTIDRUGS,20251121,464.9,469.85,440.0,442.1,405202878.25,AARTI DRUGS LTD.,Healthcare & Pharma,Cash Only,20251121,450.65000000000003,454.925,446.37500000000006,454.925,446.37500000000006,8.549999999999955,1.9339515946618309,Wide,Bearish,Below CPR,False,False,0.8461538461538461,13,405202878.25,False,False,Lower,True,Risk Off,False,None,,,,,1.0,False,False,No setup,0.0,None,Week 24 Nov – 28 Nov 2025,Weekly
AARTIIND,20251121,393.0,398.95,381.4,384.75,865797912.25,AARTI INDUSTRIES LTD,Chemicals,Cash Only,20251121,388.3666666666666,390.17499999999995,386.5583333333333,390.17499999999995,386.5583333333333,3.6166666666666742,0.9400043318171992,Wide,Bearish,Below CPR,False,False,0.7692307692307693,13,865797912.25,False,False,Lower,True,Risk Off,False,None,,,,,1.0,False,False,No setup,0.0,None,Week 24 Nov – 28 Nov 2025,Weekly
AARTIPHARM,20251121,713.15,737.15,689.55,694.0,844747312.7,AARTI PHARMALABS LIMITED,Diversified,Cash Only,20251121,706.9,713.3499999999999,700.45,713.3499999999999,700.45,12.899999999999864,1.8587896253602108,Wide,Bearish,Below CPR,False,False,0.8461538461538461,13,844747312.7,False,False,Lower,True,Risk Off,False,None,,,,,1.0,False,False,No setup,0.0,None,Week 24 Nov – 28 Nov 2025,Weekly
