SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,JCurve_Stage,JCurve_Score,JCurve_Explanation,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
NIVABUPA,EQ,NIVA BUPA HEALTH INS CO L,76.8,80.5,76.34,79.52,12076025,957422253.92,20260108,77.6,74.5,76.34,76.14666666666666,76.05,76.24333333333333,76.24333333333333,76.05,0.19333333333332803,0.2532529910051454,Moderate,Bullish,Above CPR,Cash Only,Financial Services,True,False,False,0.6,60,66981975.565,False,False,Higher,True,Risk Off,False,Bullish Virgin,1.3264285714285688,75.4874,78.15350000000001,0.14575480165140536,14.293729706298489,True,True,No setup,0.0,None,Liftoff,92,🚀 J-Curve Liftoff: Decisive kinetic breakout above CPR Top (₹76.24) with massive 14.3x volume surge. Ascending Higher CPR overlay and +0 confluence. Momentum continuation target expansion above ₹76.24 with stop below Pivot (₹76.15).,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SAMHI,EQ,SAMHI HOTELS LIMITED,198.88,202.2,195.5,200.55,1678635,335031985.91,20260108,200.97,193.0,197.91,197.29333333333332,196.985,197.60166666666663,197.60166666666663,196.985,0.6166666666666174,0.3115894430127924,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,False,0.35,60,150952797.54,True,True,Higher,True,Risk Off,False,Bullish Virgin,5.403571428571425,186.2604,195.7622,0.11412205331569926,2.219448671173001,True,True,No setup,0.0,None,Liftoff,81,🚀 J-Curve Liftoff: Decisive kinetic breakout above CPR Top (₹197.60) with strong 2.2x volume (NR7 Volatility Squeeze). Ascending Higher CPR overlay and +0 confluence. Momentum continuation target expansion above ₹197.60 with stop below Pivot (₹197.29).,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SMCGLOBAL,EQ,SMC GLOBAL SECURITIES LTD,89.75,91.69,88.21,89.72,1498173,134502442.27,20260108,90.79,88.05,89.47,89.43666666666667,89.42,89.45333333333333,89.45333333333333,89.42,0.03333333333333144,0.0372564360493254,Narrow,Bullish,Above CPR,Cash Only,Diversified,False,True,False,0.03333333333333333,60,20667014.525,True,True,Inside,True,Risk Off,True,None,4.002142857142858,89.03640000000001,113.22229999999999,0.008328871437919686,6.5080731475413724,True,False,No setup,0.0,None,Ready,78,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (6.5x volume). Coiling inside band (₹89.42 - ₹89.45), closed above Central Pivot (₹89.44). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹89.42).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
RMDRIP,EQ,R M DRIP & SPRINK SYS LTD,88.75,89.7,88.43,89.57,3107887,277663327.29,20260108,88.53,87.59,88.43,88.18333333333334,88.06,88.30666666666667,88.30666666666667,88.06,0.2466666666666697,0.2789400278940062,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,False,0.38333333333333336,60,28894427.69,False,False,Higher,True,Risk Off,False,Bullish Virgin,1.4271428571428584,80.7538,271.6577,0.17283950617284147,9.609580444678468,True,False,No setup,0.0,None,Ready,77,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (9.6x volume). Coiling inside band (₹88.06 - ₹88.31), closed above Central Pivot (₹88.18). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹88.06).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
BBL,EQ,BHARAT BIJLEE LTD,2893.7,2985.0,2866.0,2891.7,82034,240487921.8,20260108,2881.0,2820.0,2870.1,2857.0333333333333,2850.5,2863.5666666666666,2863.5666666666666,2850.5,13.066666666666606,0.455268689824975,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,False,0.65,60,40723796.0,True,False,Inside,True,Risk Off,False,None,75.40714285714292,2857.632,2965.363,0.17328155094565914,5.905341481427714,True,False,No setup,0.0,None,Ready,75,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (5.9x volume). Coiling inside band (₹2,850.50 - ₹2,863.57), closed above Central Pivot (₹2,857.03). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹2,850.50).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
TMB,EQ,TAMILNAD MERCA BANK LTD,562.0,570.0,555.0,564.75,298542,168999944.65,20260108,570.0,555.8,560.25,562.0166666666667,562.9,561.1333333333333,562.9,561.1333333333333,1.7666666666666515,0.31533541573701945,Moderate,Bearish,Above CPR,Cash Only,Banking,False,False,False,0.43333333333333335,60,64816018.75,False,False,Higher,True,Risk Off,False,Bullish Virgin,12.739285714285712,512.539,471.9455,0.13867862816559084,2.607379285386917,True,True,No setup,0.0,None,Ready,69,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (2.6x volume). Coiling inside band (₹561.13 - ₹562.90), closed above Central Pivot (₹562.02). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹561.13).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
FLAIR,EQ,FLAIR WRITING INDUST LTD,314.5,322.7,314.5,318.25,164282,52343768.95,20260108,319.35,311.95,316.2,315.8333333333333,315.65,316.01666666666665,316.01666666666665,315.65,0.36666666666667425,0.11596036263968193,Narrow,Bullish,Above CPR,Cash Only,Diversified,False,True,False,0.15,60,27164196.674999997,False,False,Higher,True,Risk Off,True,Bullish Virgin,9.975000000000007,304.217,309.346,0.03675856307435328,1.9269396984661615,True,True,Long,0.5,None,Ready,67,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (1.9x volume). Coiling inside band (₹315.65 - ₹316.02), closed above Central Pivot (₹315.83). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹315.65).",Long,90,Strong confirmation,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (1.93x) (20/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
BAJAJCON,EQ,BAJAJ CONSUMER CARE LTD,283.0,288.05,279.55,281.4,869581,245773893.85,20260108,281.8,276.75,280.65,279.7333333333333,279.275,280.1916666666666,280.1916666666666,279.275,0.9166666666666288,0.3266227210641827,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,False,0.4,60,119029997.035,False,False,Higher,True,Risk Off,False,Bullish Virgin,8.346428571428564,269.3636,256.4104,0.10982741406360987,2.064806351106031,True,True,No setup,0.0,None,Ready,65,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (2.1x volume). Coiling inside band (₹279.27 - ₹280.19), closed above Central Pivot (₹279.73). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹279.27).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SHK,EQ,S H KELKAR AND CO. LTD.,183.67,186.82,182.26,183.87,447981,82891994.05,20260108,185.0,182.0,184.36,183.78666666666666,183.5,184.07333333333332,184.07333333333332,183.5,0.5733333333333235,0.31098575251319344,Moderate,Bullish,Inside CPR,Cash Only,Diversified,False,False,False,0.36666666666666664,60,40276773.22,False,False,Higher,True,Risk Off,False,None,5.755000000000002,180.24779999999998,208.17079999999999,0.09962351578337503,2.058059457673705,True,False,No setup,0.0,None,Ready,65,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (2.1x volume). Coiling inside band (₹183.50 - ₹184.07), closed above Central Pivot (₹183.79). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹183.50).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
NETWEB,EQ,NETWEB TECH INDIA LTD,3360.0,3454.5,3330.5,3397.4,1588112,5395369621.5,20260108,3418.5,3290.6,3368.4,3359.1666666666665,3354.55,3363.783333333333,3363.783333333333,3354.55,9.233333333332666,0.27411629656016706,Moderate,Bullish,Above CPR,Cash Only,Information Technology,True,False,False,0.26666666666666666,60,2778311356.45,True,False,Higher,True,Risk Off,False,None,120.63571428571433,3320.712,3278.913,0.0765389701383488,1.941960035895314,True,True,No setup,0.0,None,Ready,64,"🪝 J-Curve Ready (The Hook): Support defense at Monthly/Weekly CPR level with institutional absorption (1.9x volume). Coiling inside band (₹3,354.55 - ₹3,363.78), closed above Central Pivot (₹3,359.17). Probe long setup ahead of crowd with invalidation below CPR Bottom (₹3,354.55).",Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
