SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
HAVISHA,EQ,SRI HAVISHA HOSP & INFR L,1.74,1.81,1.73,1.77,17133,30141.84,20260119,1.7700000000000002,1.77,1.7700000000000005,1.7700000000000005,1.77,4.440892098500626e-16,2.5089785867235174e-14,Narrow,Bullish,Inside CPR,Cash Only,Diversified,False,False,0.0862068965517241,58,57310.825,Inside,True,Watch,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CUMMINSIND,EQ,CUMMINS INDIA LTD,4061.9,4061.9,4001.0,4031.3,341836,1376428419.5,20260119,4031.4,4031.45,4031.35,4031.45,4031.35,0.0999999999994543,0.002480589388025,Narrow,Bearish,Below CPR,Cash Only,Capital Goods,False,True,0.0172413793103448,58,2094378886.3,Inside,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
HEG,EQ,HEG LTD,577.0,594.8,571.85,583.35,1754272,1024550655.15,20260119,583.3333333333334,583.325,583.3416666666667,583.3416666666667,583.325,0.0166666666666515,0.0028570612268194,Narrow,Bullish,Above CPR,Cash Only,Capital Goods,True,False,0.0172413793103448,58,637830227.525,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MANAPPURAM,EQ,MANAPPURAM FINANCE LTD,315.2,317.85,311.0,314.45,3272655,1027279816.65,20260119,314.43333333333334,314.425,314.44166666666666,314.44166666666666,314.425,0.0166666666666515,0.0053002597127211,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.0172413793103448,58,857483140.2249999,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
HDFCBANK,EQ,HDFC BANK LTD,935.9,936.15,919.5,927.9,38191942,35426072965.65,20260119,927.85,927.825,927.875,927.875,927.825,0.0499999999999545,0.0053885116930654,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.0344827586206896,58,18096671695.050003,Inside,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ANURAS,EQ,ANUPAM RASAYAN INDIA LTD,1316.2,1328.5,1284.0,1306.4,281861,369843492.6,20260119,1306.3,1306.25,1306.35,1306.35,1306.25,0.099999999999909,0.0076546233925221,Narrow,Bullish,Above CPR,Cash Only,Chemicals,True,False,0.0517241379310344,58,448461865.2,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BHARATWIRE,EQ,BHARAT WIRE ROPES LTD.,170.0,174.5,170.0,172.27,146705,25361460.83,20260119,172.25666666666666,172.25,172.26333333333332,172.26333333333332,172.25,0.0133333333333212,0.0077397883167824,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0172413793103448,58,25258514.145,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ASHAPURMIN,EQ,ASHAPURA MINECHEM LTD,801.2,822.4,793.1,807.65,691959,559479069.05,20260119,807.7166666666667,807.75,807.6833333333334,807.75,807.6833333333334,0.066666666666606,0.0082544006273269,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0172413793103448,58,454527995.25,Lower,True,Short,False,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CIEINDIA,EQ,CIE AUTOMOTIVE INDIA LTD,398.75,407.0,397.5,402.2,105345,42473540.2,20260119,402.23333333333335,402.25,402.2166666666667,402.25,402.2166666666667,0.033333333333303,0.0082877507044512,Narrow,Bearish,Below CPR,Cash Only,Automobile and Auto Components,False,True,0.0344827586206896,58,38245441.575,Inside,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MUNJALSHOW,EQ,MUNJAL SHOWA LTD,118.53,121.98,118.31,120.13,11123,1337288.23,20260119,120.14,120.145,120.135,120.145,120.135,0.0100000000000193,0.0083243153250806,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0172413793103448,58,2873755.935,Lower,True,Short,False,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SUNDRMFAST,EQ,SUNDRAM FASTENERS LTD,923.3,932.7,919.05,925.75,34849,32295805.5,20260119,925.8333333333334,925.875,925.7916666666669,925.875,925.7916666666669,0.0833333333332575,0.0090017103249535,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0344827586206896,58,46983194.45,Lower,True,Short,False,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BAJAJHLDNG,EQ,BAJAJ HOLDINGS & INVS LTD,10631.0,10788.0,10505.0,10648.0,42224,450066804.0,20260119,10647.0,10646.5,10647.5,10647.5,10646.5,1.0,0.0093914350112697,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.0172413793103448,58,678924947.0,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SIS,EQ,SIS LIMITED,330.05,332.5,329.3,330.85,20568,6804303.85,20260119,330.8833333333333,330.9,330.8666666666667,330.9,330.8666666666667,0.033333333333303,0.0100750591909635,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0517241379310344,58,16057606.05,Inside,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GULFPETRO,EQ,GP PETROLEUMS LIMITED,33.1,33.43,32.2,32.82,35947,1186759.02,20260119,32.81666666666666,32.815,32.81833333333333,32.81833333333333,32.815,0.0033333333333303,0.0101564086938766,Narrow,Bullish,Above CPR,Cash Only,Energy & Oil/Gas,True,False,0.0344827586206896,58,1582889.19,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BHARTIARTL,EQ,BHARTI AIRTEL LIMITED,2023.0,2023.0,1996.3,2010.0,4272071,8591892954.1,20260119,2009.7666666666669,2009.65,2009.8833333333328,2009.8833333333328,2009.65,0.2333333333331211,0.0116086235489114,Narrow,Bullish,Above CPR,Cash Only,Telecommunication,True,False,0.0344827586206896,58,11090530464.35,Inside,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
EPIGRAL,EQ,EPIGRAL LIMITED,1158.3,1158.4,1137.2,1148.0,18399,21089566.2,20260119,1147.8666666666668,1147.8000000000002,1147.9333333333334,1147.9333333333334,1147.8000000000002,0.133333333333212,0.0116144018582937,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0172413793103448,58,34590801.1,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VSSL,EQ,VARDHMAN SPC STEEL LTD,274.05,281.0,272.0,276.55,40910,11320421.75,20260119,276.51666666666665,276.5,276.5333333333333,276.5333333333333,276.5,0.033333333333303,0.0120532754776,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0517241379310344,58,12331473.025,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DSSL,EQ,DYNACONS SYS & SOLN LTD,1010.0,1010.0,988.0,998.8,24840,24760923.7,20260119,998.9333333333334,999.0,998.8666666666668,999.0,998.8666666666668,0.133333333333212,0.0133493525563888,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0172413793103448,58,23017298.075,Lower,True,Short,False,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ANIKINDS,EQ,ANIK INDUSTRIES LTD,46.9,49.5,46.5,47.99,200307,9573499.9,20260119,47.99666666666667,48.0,47.99333333333334,48.0,47.99333333333334,0.0066666666666606,0.0138917830103367,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0517241379310344,58,1495668.08,Higher,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VARROC,EQ,VARROC ENGINEERING LTD.,558.0,559.15,548.1,553.75,89497,49539955.2,20260119,553.6666666666666,553.625,553.7083333333333,553.7083333333333,553.625,0.0833333333332575,0.0150489089540871,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0344827586206896,58,91852975.15,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PEARLPOLY,EQ,PEARL POLYMERS LTD,20.82,21.29,20.8,21.04,3913,82063.55,20260119,21.043333333333333,21.045,21.041666666666664,21.045,21.041666666666664,0.0033333333333374,0.0158428390367747,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0517241379310344,58,398656.51,Lower,True,Short,False,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RPGLIFE,EQ,RPG LIFE SCIENCES LTD,2266.6,2321.5,2266.6,2293.5,5523,12700369.5,20260119,2293.866666666667,2294.05,2293.6833333333334,2294.05,2293.6833333333334,0.3666666666667879,0.0159872102318198,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0344827586206896,58,13333087.25,Lower,True,Short,False,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WORTHPERI,EQ,WORTH PERIPHERALS LIMITED,141.7,143.99,140.3,142.11,11193,1597399.26,20260119,142.13333333333335,142.145,142.1216666666667,142.145,142.1216666666667,0.0233333333333121,0.0164192057795455,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0517241379310344,58,1681609.365,Higher,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ACEINTEG,EQ,ACE INTEGRATED SOLU. LTD.,20.1,20.11,20.1,20.1,237,4765.01,20260119,20.10333333333333,20.105,20.10166666666667,20.105,20.10166666666667,0.0033333333333303,0.0165837479270164,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0344827586206896,58,53060.985,Lower,True,Short,False,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GMRAIRPORT,EQ,GMR AIRPORTS LIMITED,99.9,101.2,99.21,100.23,5955988,598244717.97,20260119,100.21333333333332,100.205,100.22166666666664,100.22166666666664,100.205,0.0166666666666515,0.0166284212976668,Narrow,Bullish,Above CPR,Cash Only,Services,True,False,0.0172413793103448,58,1403538935.15,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NEULANDLAB,EQ,NEULAND LAB LTD.,14000.0,14035.0,13756.0,13899.0,36308,503721634.0,20260119,13896.666666666666,13895.5,13897.833333333332,13897.833333333332,13895.5,2.3333333333321207,0.0167877784972452,Narrow,Bullish,Above CPR,Cash Only,Healthcare,True,False,0.0344827586206896,58,695451484.5,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INDIANHUME,EQ,INDIAN HUME PIPE CO. LTD.,381.0,388.5,381.0,384.85,17005,6539953.0,20260119,384.7833333333333,384.75,384.8166666666666,384.8166666666666,384.75,0.066666666666606,0.0173227664457856,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0344827586206896,58,8623151.600000001,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
APTUS,EQ,APTUS VALUE HSG FIN I LTD,270.0,271.05,264.0,267.6,885177,235602788.3,20260119,267.55,267.525,267.57500000000005,267.57500000000005,267.525,0.0500000000000682,0.018684603886423,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.0344827586206896,58,253312416.825,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DPABHUSHAN,EQ,D. P. ABHUSHAN LIMITED,1409.9,1417.2,1376.2,1397.1,18621,26040477.7,20260119,1396.8333333333333,1396.7,1396.9666666666665,1396.9666666666665,1396.7,0.2666666666664241,0.0190871567293983,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0344827586206896,58,17686692.5,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SUPREMEIND,EQ,SUPREME INDUSTRIES LTD,3489.2,3509.9,3422.7,3467.3,100352,347494825.1,20260119,3466.6333333333337,3466.3,3466.966666666667,3466.966666666667,3466.3,0.6666666666669698,0.0192272565589066,Narrow,Bullish,Above CPR,Cash Only,Capital Goods,True,False,0.0172413793103448,58,768430030.0,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
POWERGRID,EQ,POWER GRID CORP. LTD.,256.9,258.8,256.65,257.65,10588722,2729863815.2,20260119,257.7,257.725,257.67499999999995,257.725,257.67499999999995,0.0500000000000682,0.0194061711624561,Narrow,Bearish,Below CPR,Cash Only,Power,False,True,0.0689655172413793,58,2854307922.625,Lower,True,Short,True,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MEDPLUS,EQ,MEDPLUS HEALTH SERV LTD,822.0,826.3,803.5,814.65,54609,44439034.3,20260119,814.8166666666666,814.9,814.7333333333332,814.9,814.7333333333332,0.1666666666667424,0.0204586836883008,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0517241379310344,58,82908633.25,Lower,True,Short,False,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
IFGLEXPOR,EQ,IFGL REFRACTORIES LIMITED,194.0,196.34,188.0,192.11,23086,4457083.2,20260119,192.15,192.17,192.13,192.17,192.13,0.0400000000000204,0.0208214044037376,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0172413793103448,58,3994030.75,Lower,True,Short,False,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BLUEDART,EQ,BLUE DART EXPRESS LTD,5404.0,5404.0,5341.5,5371.0,8230,44172372.5,20260119,5372.166666666667,5372.75,5371.583333333334,5372.75,5371.583333333334,1.1666666666660603,0.0217215912617028,Narrow,Bearish,Below CPR,Cash Only,Services,False,True,0.0689655172413793,58,136094027.0,Lower,True,Short,True,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DEEPAKFERT,EQ,DEEPAK FERTILIZERS & PETR,1193.7,1205.8,1183.4,1194.2,97209,116402096.1,20260119,1194.4666666666665,1194.6,1194.333333333333,1194.6,1194.333333333333,0.2666666666668789,0.0223301512867927,Narrow,Bearish,Below CPR,Cash Only,Chemicals,False,True,0.0344827586206896,58,272327014.20000005,Lower,True,Short,True,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MINDTECK,EQ,MINDTECK (INDIA) LIMITED,221.0,221.0,211.21,216.03,85049,18318082.92,20260119,216.08,216.105,216.055,216.105,216.055,0.0500000000000113,0.0231449335740459,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0172413793103448,58,12755642.77,Lower,True,Short,False,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
FOSECOIND,EQ,FOSECO INDIA LTD,4515.0,4598.9,4511.7,4556.9,2112,9611562.0,20260119,4555.833333333333,4555.299999999999,4556.366666666667,4556.366666666667,4555.299999999999,1.0666666666675155,0.0234077260125856,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0172413793103448,58,5393350.4,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INDOSTAR,EQ,INDOSTAR CAPITAL FIN LTD,226.47,227.1,224.6,225.77,68897,15515539.06,20260119,225.82333333333332,225.85,225.7966666666667,225.85,225.7966666666667,0.0533333333332848,0.0236228610237342,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0172413793103448,58,20120847.17,Lower,True,Short,False,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
IRB,EQ,IRB INFRA DEV LTD.,41.1,41.54,40.73,41.15,5888746,242126545.02,20260119,41.13999999999999,41.135,41.14499999999999,41.14499999999999,41.135,0.0099999999999909,0.0243013365734894,Narrow,Bullish,Above CPR,Cash Only,Construction,True,False,0.0517241379310344,58,283087069.72,Lower,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SRGHFL,EQ,SRG HOUSING FINANCE L,271.0,271.0,262.2,266.7,730,196040.5,20260119,266.6333333333334,266.6,266.66666666666674,266.66666666666674,266.6,0.0666666666667197,0.024996875390596,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0175438596491228,57,387826.55,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
