SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,JCurve_Stage,JCurve_Score,JCurve_Explanation,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
AGROPHOS,EQ,AGRO PHOS INDIA LIMITED,34.39,34.98,33.8,34.12,76952,2628921.4,20260223,35.35,34.31,34.7,34.78666666666667,34.83,34.74333333333334,34.83,34.74333333333334,0.0866666666666589,0.24975984630161066,Narrow,Bearish,Below CPR,Cash Only,Chemicals & Fertilizers,False,False,True,0.3,60,751737.515,False,False,Inside,True,Risk Off,False,None,1.2585714285714285,37.598800000000004,,0.06886114264093215,3.497126786335786,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
COFORGE,EQ,COFORGE LIMITED,1340.8,1345.5,1277.6,1289.0,4790112,6223370253.1,20260223,1372.3,1318.9,1340.6,1343.9333333333332,1345.6,1342.2666666666664,1345.6,1342.2666666666664,3.333333333333485,0.24864488537471915,Narrow,Bearish,Below CPR,Cash Only,Information Technology,True,False,True,0.31666666666666665,60,3159193381.7,True,False,Lower,True,Risk Off,False,Bearish Virgin,65.85000000000002,1645.4820000000002,1716.35,0.050620096178185026,1.9699238068646276,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
PAR,EQ,PAR DRUGS AND CHEM LTD,97.0,99.99,97.0,97.13,3668,357480.52,20260223,99.95,97.0,98.11,98.35333333333334,98.475,98.23166666666668,98.475,98.23166666666668,0.24333333333331097,0.24802092888931912,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.21666666666666667,60,759923.7,True,False,Lower,True,Risk Off,True,None,4.660714285714285,96.825,,0.0522094508301357,0.47041633258707427,True,False,Short,0.5,None,None,0,No active J-Curve setup.,Short,66,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: partially aligned (1/2) (12/20); Participation: light (0.47x) (4/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
THEMISMED,EQ,THEMIS MEDICARE LTD.,90.61,91.77,88.25,89.27,45735,4111340.03,20260223,91.89,90.0,90.61,90.83333333333333,90.945,90.72166666666666,90.945,90.72166666666666,0.22333333333332916,0.24647757789794633,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.2833333333333333,60,5582187.405,False,False,Higher,True,Risk Off,False,None,3.929285714285714,93.15880000000001,106.1248,0.05683815063927665,0.7365105704472492,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
TTKHLTCARE,EQ,TTK HEALTHCARE LIMITED,925.0,934.3,920.0,924.4,2400,2225179.3,20260223,938.0,927.0,929.1,931.3666666666667,932.5,930.2333333333333,932.5,930.2333333333333,2.2666666666666515,0.2439636924622378,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.26666666666666666,60,3192654.9749999996,False,False,Inside,True,Risk Off,False,None,17.917857142857137,991.455,1063.6705,0.12650322237724987,0.6969682967386728,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
NAVKARCORP,EQ,NAVKAR CORPORATION LTD.,97.15,97.32,94.22,95.08,224672,21364292.44,20260223,96.8,95.3,95.7,95.93333333333334,96.05,95.81666666666668,96.05,95.81666666666668,0.23333333333332007,0.24381748519678165,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.21666666666666667,60,23367024.59,True,True,Lower,True,Risk Off,True,None,3.047857142857143,98.52220000000001,105.44239999999999,0.07655651902194706,0.9142923763234676,False,False,Short,0.5,None,None,0,No active J-Curve setup.,Short,82,Strong confirmation,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: moderate (0.91x) (12/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SCILAL,EQ,SHIPPING CORP OF ILA LTD,45.24,45.74,45.0,45.24,287894,13044312.31,20260223,45.69,45.12,45.24,45.35,45.405,45.295,45.405,45.295,0.10999999999999943,0.2431476569407591,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.4666666666666667,60,13288723.615,False,False,Lower,True,Risk Off,False,None,1.6321428571428567,46.0864,47.6181,0.06739606126914628,0.981607616195425,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SWELECTES,EQ,SWELECT ENERGY SYS LTD,541.1,547.9,532.15,535.85,7311,3923388.1,20260223,566.9,534.0,548.45,549.7833333333334,550.45,549.1166666666668,550.45,549.1166666666668,1.3333333333332575,0.24310936882728731,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.16666666666666666,60,8967042.375,True,True,Lower,True,Risk Off,True,Bearish Virgin,33.06428571428573,581.056,683.9925,0.040325484265857844,0.4375342432794068,False,False,Short,0.5,None,None,0,No active J-Curve setup.,Short,74,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: light (0.44x) (4/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
DONEAR,EQ,DONEAR IND. LIMITED,93.16,94.49,91.8,92.22,19176,1774737.54,20260223,94.45,92.93,93.35,93.57666666666667,93.69,93.46333333333334,93.69,93.46333333333334,0.22666666666665947,0.24281378325298283,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.26666666666666666,60,2734575.74,False,False,Higher,True,Risk Off,False,None,4.84857142857143,91.906,95.05429999999998,0.046749165193477195,0.6489992264759871,True,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
INDOTHAI,EQ,INDO THAI SEC LTD,254.0,254.24,245.56,251.15,266712,66529330.07,20260223,261.0,250.0,254.59,255.1966666666667,255.5,254.89333333333337,255.5,254.89333333333337,0.6066666666666265,0.23829163229766548,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,False,True,0.10526315789473684,58,187303522.24,True,True,Lower,True,Risk Off,True,Bearish Virgin,11.809285714285716,271.0408,,0.051372003467808444,0.35519529624623464,False,False,Short,0.5,None,None,0,No active J-Curve setup.,Short,74,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: light (0.36x) (4/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
