SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,History_OK,Regime,Own_Narrow,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Applies,Timeframe
20MICRONS,20260228,175.0,201.5,162.52,174.69,453761274.15,20 MICRONS LTD,20260228,179.57000000000002,182.01,177.13000000000005,182.01,177.13000000000005,4.879999999999939,2.793519949625015,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.5714285714285714,7,453761274.15,Overlapping,True,Unknown,False,,,,,1.0,False,False,No setup,Mar 2026,Monthly
21STCENMGM,20260228,36.5,41.11,35.4,36.34,3097680.34,21ST CENTURY MGMT SERVICE,20260228,37.61666666666667,38.254999999999995,36.97833333333334,38.254999999999995,36.97833333333334,1.2766666666666566,3.513116859291845,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.42857142857142855,7,5777914.81,Lower,True,Unknown,False,,,,,0.5361242666019854,False,False,No setup,Mar 2026,Monthly
360ONE,20260228,1092.0,1188.5,1067.4,1103.6,16843184221.599998,360 ONE WAM LIMITED,20260228,1119.8333333333333,1127.95,1111.7166666666665,1127.95,1111.7166666666665,16.233333333333576,1.470943578591299,Wide,Bearish,Below CPR,Financial Services,True,False,False,0.14285714285714285,7,16843184221.599998,Lower,True,Unknown,True,,,,,1.0,False,False,Short,Mar 2026,Monthly
3IINFOLTD,20260228,14.94,16.9,13.85,13.94,130666360.24,3I INFOTECH LIMITED,20260228,14.896666666666667,15.375,14.418333333333333,15.375,14.418333333333333,0.956666666666667,6.862745098039218,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.8571428571428571,7,141498024.78,Overlapping,True,Unknown,False,,,,,0.9234500654207648,False,False,No setup,Mar 2026,Monthly
3MINDIA,20260228,34490.0,38030.0,33840.0,37505.0,3984862010.0,3M INDIA LIMITED,20260228,36458.333333333336,35935.0,36981.66666666667,36981.66666666667,35935.0,1046.6666666666715,2.790739012576114,Wide,Bullish,Above CPR,Diversified,True,False,False,0.8571428571428571,7,3161500715.0,Higher,True,Unknown,False,,,,,1.260433689321497,False,False,No setup,Mar 2026,Monthly
3PLAND,20260228,34.6,36.79,31.7,32.68,2069831.43,3P LAND HOLDINGS LIMITED,20260228,33.72333333333333,34.245,33.20166666666666,34.245,33.20166666666666,1.0433333333333366,3.1925744594043346,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.7142857142857143,7,5958246.03,Lower,True,Unknown,False,,,,,0.3473893860002286,False,False,No setup,Mar 2026,Monthly
5PAISA,20260228,331.0,357.05,310.5,319.85,495813349.5,5PAISA CAPITAL LIMITED,20260228,329.1333333333333,333.775,324.4916666666667,333.775,324.4916666666667,9.283333333333303,2.9024021676827583,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.5714285714285714,7,1242539776.35,Lower,True,Unknown,False,,,,,0.3990321750153283,False,False,No setup,Mar 2026,Monthly
63MOONS,20260228,630.9,739.95,541.0,602.6,2811241319.85,63 MOONS TECHNOLOGIES LTD,20260228,627.85,640.475,615.225,640.475,615.225,25.25,4.190175904414205,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.42857142857142855,7,2560207404.55,Lower,True,Unknown,False,,,,,1.098052179231207,False,False,No setup,Mar 2026,Monthly
A2ZINFRA,20260228,14.6,19.18,13.42,17.87,149241776.95,A2Z INFRA ENGINEERING LTD,20260228,16.823333333333334,16.3,17.346666666666668,17.346666666666668,16.3,1.0466666666666669,5.857116209662378,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.8,5,71873119.89,Higher,False,Unknown,False,,,,,2.0764616476703774,False,False,No setup,Mar 2026,Monthly
AAATECH,20260228,105.6,108.97,100.32,102.18,53643953.65,AAA TECHNOLOGIES LIMITED,20260228,103.82333333333334,104.645,103.00166666666668,104.645,103.00166666666668,1.6433333333333167,1.6082729823187676,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.4,5,140850095.66,Lower,False,Unknown,False,,,,,0.3808584821943741,False,False,No setup,Mar 2026,Monthly
AADHARHFC,20260228,479.9,495.0,434.2,458.95,4617998010.5,AADHAR HOUSING FINANCE L,20260228,462.7166666666667,464.6,460.83333333333337,464.6,460.83333333333337,3.7666666666666515,0.8207139485056436,Wide,Bearish,Below CPR,Financial Services,True,False,False,0.42857142857142855,7,3466315658.8,Lower,True,Unknown,False,,,,,1.3322497040268686,False,False,No setup,Mar 2026,Monthly
AAKASH,20260228,7.71,9.28,7.4,8.26,20999089.05,AAKASH EXPLORATION SER L,20260228,8.313333333333333,8.34,8.286666666666665,8.34,8.286666666666665,0.053333333333334565,0.6456820016142198,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.6666666666666666,6,14826563.835,Higher,True,Unknown,False,,,,,1.4163152894825815,False,False,No setup,Mar 2026,Monthly
AAREYDRUGS,20260228,64.22,86.37,61.08,76.73,445698403.85,AAREY DRUGS & PHARM LTD,20260228,74.72666666666667,73.725,75.72833333333335,75.72833333333335,73.725,2.0033333333333587,2.6108866588470727,Wide,Bullish,Above CPR,Unclassified,False,False,False,1.0,3,358093723.98,Higher,False,Unknown,False,,,,,1.2446417627662552,False,False,No setup,Mar 2026,Monthly
AARNAV,20260228,28.11,29.0,25.28,27.29,3725495.86,AARNAV FASHIONS LIMITED,20260228,27.189999999999998,27.14,27.239999999999995,27.239999999999995,27.14,0.09999999999999432,0.36643459142540974,Moderate,Bullish,Above CPR,Unclassified,False,False,False,1.0,1,3725495.86,Unknown,False,Unknown,False,,,,,1.0,False,False,No setup,Mar 2026,Monthly
AARON,20260228,154.7,169.85,150.6,161.55,25604865.09,AARON INDUSTRIES LIMITED,20260228,160.66666666666666,160.225,161.10833333333332,161.10833333333332,160.225,0.8833333333333258,0.5467863406582022,Moderate,Bullish,Above CPR,Unclassified,False,False,False,0.2857142857142857,7,84247773.52,Inside,True,Unknown,False,,,,,0.303923344442112,False,False,No setup,Mar 2026,Monthly
AARTECH,20260228,45.02,52.39,42.63,42.8,36503791.53,AARTECH SOLONICS LIMITED,20260228,45.94,47.510000000000005,44.36999999999999,47.510000000000005,44.36999999999999,3.140000000000015,7.336448598130876,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.8571428571428571,7,43699759.14,Overlapping,True,Unknown,False,,,,,0.8353316413725204,False,False,No setup,Mar 2026,Monthly
AARTIDRUGS,20260228,381.15,422.2,356.3,367.0,1108361341.65,AARTI DRUGS LTD.,20260228,381.8333333333333,389.25,374.41666666666663,389.25,374.41666666666663,14.833333333333371,4.041780199818358,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.8571428571428571,7,1415684324.45,Overlapping,True,Unknown,False,,,,,0.7829155995497822,False,False,No setup,Mar 2026,Monthly
AARTIIND,20260228,366.0,474.7,360.85,447.15,15866436854.400002,AARTI INDUSTRIES LTD,20260228,427.5666666666666,417.775,437.35833333333323,437.35833333333323,417.775,19.583333333333258,4.379589250437943,Wide,Bullish,Above CPR,Chemicals,True,False,False,1.0,7,5799651355.8,Higher,True,Unknown,False,,,,,2.7357570103817723,False,False,No setup,Mar 2026,Monthly
AARTIPHARM,20260228,737.2,803.5,678.6,723.7,2857891963.25,AARTI PHARMALABS LIMITED,20260228,735.2666666666668,741.05,729.4833333333336,741.05,729.4833333333336,11.566666666666379,1.598268158997703,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.5714285714285714,7,4009627845.0,Lower,True,Unknown,False,,,,,0.7127574113427477,False,False,No setup,Mar 2026,Monthly
AARTISURF,20260228,405.0,455.0,398.0,404.95,64734363.25,AARTI SURFACTANTS LIMITED,20260228,419.31666666666666,426.5,412.1333333333333,426.5,412.1333333333333,14.366666666666674,3.547763098324898,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.6666666666666666,6,66136564.6,Outside,True,Unknown,False,,,,,0.9787983945268303,False,False,No setup,Mar 2026,Monthly
AARVI,20260228,133.0,137.7,123.3,130.03,57455640.05,AARVI ENCON LIMITED,20260228,130.34333333333333,130.5,130.18666666666667,130.5,130.18666666666667,0.3133333333333326,0.24097003255658891,Narrow,Bearish,Below CPR,Unclassified,False,False,True,0.42857142857142855,7,63344089.65,Higher,True,Unknown,False,,,,,0.9070402679628691,False,False,No setup,Mar 2026,Monthly
AAVAS,20260228,1433.8,1500.0,1247.0,1285.6,6579158881.1,AAVAS FINANCIERS LIMITED,20260228,1344.2,1373.5,1314.9,1373.5,1314.9,58.59999999999991,4.558182949595513,Wide,Bearish,Below CPR,Financial Services,True,False,False,0.7142857142857143,7,7650054426.099999,Lower,True,Unknown,False,,,,,0.8600146501773397,False,False,No setup,Mar 2026,Monthly
ABB,20260228,5490.0,6246.0,5368.5,6073.0,59994220882.0,ABB INDIA LIMITED,20260228,5895.833333333333,5807.25,5984.416666666666,5984.416666666666,5807.25,177.16666666666606,2.917284153905254,Wide,Bullish,Above CPR,Capital Goods,True,False,False,0.8571428571428571,7,25317952291.5,Higher,True,Unknown,False,,,,,2.36963164284585,False,False,No setup,Mar 2026,Monthly
ABBOTINDIA,20260228,27470.0,27910.0,26075.0,26530.0,3706516485.0,ABBOTT INDIA LIMITED,20260228,26838.333333333332,26992.5,26684.166666666664,26992.5,26684.166666666664,308.33333333333576,1.16220630732505,Wide,Bearish,Below CPR,Healthcare,True,False,False,0.5714285714285714,7,3831418000.0,Lower,True,Unknown,False,,,,,0.9674007077797306,False,False,No setup,Mar 2026,Monthly
ABCAPITAL,20260228,327.5,360.85,317.0,344.45,81161232041.54999,ADITYA BIRLA CAPITAL LTD.,20260228,340.76666666666665,338.925,342.6083333333333,342.6083333333333,338.925,3.6833333333332803,1.0693375913291567,Wide,Bullish,Above CPR,Financial Services,True,False,False,0.42857142857142855,7,30258341717.75,Lower,True,Unknown,False,,,,,2.682276272725798,False,False,No setup,Mar 2026,Monthly
