SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
MAHESHWARI,EQ,MAHESHWARI LOGISTICS LTD.,54.5,56.4,54.5,55.45,13167,734111.52,20260529,55.45000000000001,55.45,55.45000000000002,55.45000000000002,55.45,1.4210854715202004e-14,2.5628232128407585e-14,Narrow,Bullish,Inside CPR,Cash Only,Diversified,False,False,0.1666666666666666,6,511615.395,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CRAFTSMAN,EQ,CRAFTSMAN AUTOMATION LTD,8830.0,9259.0,8748.5,9074.0,135231,1226399326.5,20260529,9027.166666666666,9003.75,9050.583333333332,9050.583333333332,9003.75,46.83333333333212,0.516126662258454,Moderate,Bullish,Above CPR,Cash Only,Automobile and Auto Components,False,False,0.6666666666666666,6,302451193.25,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ARVEE,EQ,ARVEE LABORATORIES I LTD,168.0,168.0,159.89,165.23,243,40071.61,20260529,164.3733333333333,163.945,164.80166666666668,164.80166666666668,163.945,0.8566666666666833,0.5184692045431722,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5,6,85101.16500000001,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GENESYS,EQ,GENESYS INTL CORPN LTD,248.0,278.7,242.5,262.65,2089095,558820639.4,20260529,261.28333333333336,260.6,261.9666666666667,261.9666666666667,260.6,1.3666666666666742,0.5203375848721394,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,6,570800793.425,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
EUROPRATIK,EQ,EURO PRATIK SALES LIMITED,252.0,258.5,249.4,255.95,234831,60160504.45,20260529,254.61666666666665,253.95,255.2833333333333,255.2833333333333,253.95,1.3333333333333144,0.5209350784658389,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.1666666666666666,6,68407868.225,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
IKS,EQ,INVENTURUS KNOWLEDGE SO L,1644.4,1695.0,1630.0,1675.6,357907,598119307.8,20260529,1666.8666666666668,1662.5,1671.2333333333336,1671.2333333333336,1662.5,8.733333333333576,0.5212063340495092,Moderate,Bullish,Above CPR,Cash Only,Information Technology,False,False,0.8333333333333334,6,283564060.7,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SILINV,EQ,SIL INVESTMENTS LIMITED,411.1,427.0,411.1,422.4,1488,629372.45,20260529,420.1666666666667,419.05,421.28333333333336,421.28333333333336,419.05,2.2333333333333485,0.5287247474747511,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5,6,1244231.5,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
IWP,EQ,INDIAN WOOD PRODUCTS CO L,34.81,35.99,33.35,34.95,1731,60500.6,20260529,34.763333333333335,34.67,34.85666666666667,34.85666666666667,34.67,0.1866666666666674,0.5340963280877465,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,6,133914.995,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MUTHOOTFIN,EQ,MUTHOOT FINANCE LIMITED,3307.0,3388.9,3243.0,3342.9,1954693,6506927899.4,20260529,3324.933333333333,3315.95,3333.916666666666,3333.916666666666,3315.95,17.966666666666242,0.5374574969836442,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,0.8333333333333334,6,1448661583.15,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ARIHANT,EQ,ARIHANT FOUN & HOU LTD,853.25,919.95,853.25,893.85,2213,1981631.15,20260529,889.0166666666668,886.6,891.4333333333335,891.4333333333335,886.6,4.833333333333485,0.5407320393056424,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,6,2423864.325,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SUMICHEM,EQ,SUMITOMO CHEM INDIA LTD,500.0,509.95,485.0,501.55,706382,354754596.35,20260529,498.8333333333333,497.475,500.1916666666666,500.1916666666666,497.475,2.7166666666665837,0.5416542052968962,Moderate,Bullish,Above CPR,Cash Only,Chemicals,False,False,0.5,6,246520078.175,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TREL,EQ,TRANSINDIA REAL ESTATE L,24.82,26.2,24.5,25.56,122890,3110895.24,20260529,25.42,25.35,25.49,25.49,25.35,0.1400000000000005,0.5477308294209725,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,6,1401961.105,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PUNJABCHEM,EQ,PUNJAB CHEM & CROP PROT L,1010.1,1058.6,992.0,1033.8,25015,25568213.2,20260529,1028.1333333333332,1025.3,1030.9666666666665,1030.9666666666665,1025.3,5.666666666666515,0.5481395498806844,Moderate,Bullish,Above CPR,Cash Only,Chemicals & Fertilizers,False,False,0.8333333333333334,6,6896263.45,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
APOLSINHOT,EQ,APOLLO SINDOORI HOTEL LTD,1169.2,1290.0,1169.2,1239.8,3932,4902172.9,20260529,1233.0,1229.6,1236.4,1236.4,1229.6,6.800000000000182,0.5484755605743009,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,6,840697.9,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SURYALAXMI,EQ,SURYALAKSHMI COT MIL LTD,59.8,60.02,58.0,59.5,2158,127641.23,20260529,59.17333333333334,59.010000000000005,59.33666666666667,59.33666666666667,59.010000000000005,0.326666666666668,0.5490196078431395,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5,6,143945.14,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RADICO,EQ,RADICO KHAITAN LTD,3442.0,3569.0,3410.1,3518.6,647859,2278248867.9,20260529,3499.2333333333336,3489.55,3508.916666666667,3508.916666666667,3489.55,19.366666666666788,0.5504083063339621,Moderate,Bullish,Above CPR,Cash Only,Fast Moving Consumer Goods,False,False,0.8333333333333334,6,731471227.75,Inside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RRKABEL,EQ,R R KABEL LIMITED,1968.0,2117.0,1961.4,2056.3,1682862,3469324372.7,20260529,2044.9000000000003,2039.2,2050.6000000000004,2050.6000000000004,2039.2,11.400000000000318,0.5543938141321946,Moderate,Bullish,Above CPR,Cash Only,Capital Goods,False,False,0.5,6,1417663323.9499998,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ESCORTS,EQ,ESCORTS KUBOTA LIMITED,2896.0,2921.8,2750.0,2859.8,805789,2303567028.8,20260529,2843.866666666667,2835.9,2851.833333333333,2851.833333333333,2835.9,15.933333333333394,0.5571485185444225,Moderate,Bullish,Above CPR,Cash Only,Capital Goods,False,False,0.6666666666666666,6,396234832.5,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CAMPUS,EQ,CAMPUS ACTIVEWEAR LIMITED,252.7,254.9,247.25,253.2,462538,116093180.71,20260529,251.7833333333333,251.075,252.49166666666665,252.49166666666665,251.075,1.4166666666666288,0.5595050026329498,Moderate,Bullish,Above CPR,Cash Only,Footwear,False,False,0.6666666666666666,6,115727217.38,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
STYRENIX,EQ,STYRENIX PERFORMANCE LTD,2269.2,2293.2,2240.1,2286.0,15270,34690256.7,20260529,2273.1,2266.65,2279.55,2279.55,2266.65,12.900000000000546,0.564304461942281,Moderate,Bullish,Above CPR,Cash Only,Automobile & Ancillary,False,False,0.6666666666666666,6,46038893.8,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ACMESOLAR,EQ,ACME SOLAR HOLDINGS LTD,307.8,313.45,301.5,310.1,4064881,1248590885.7,20260529,308.35,307.475,309.225,309.225,307.475,1.75,0.564334085778781,Moderate,Bullish,Above CPR,Cash Only,Power,False,False,0.8333333333333334,6,683083004.225,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CENTURYPLY,EQ,CENTURY PLYBOARDS (I) LTD,765.0,785.0,748.35,773.35,122497,94018441.2,20260529,768.9,766.675,771.125,771.125,766.675,4.4500000000000455,0.5754186332191176,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,6,74229442.925,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AIAENG,EQ,AIA ENGINEERING LIMITED,4461.0,4551.7,4376.5,4503.6,212656,957218764.7,20260529,4477.266666666667,4464.1,4490.433333333334,4490.433333333334,4464.1,26.33333333333394,0.5847174112561937,Moderate,Bullish,Above CPR,Cash Only,Capital Goods,False,False,0.5,6,561517874.4,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
THOMASCOTT,EQ,THOMAS SCOTT (INDIA) LTD,300.05,319.45,293.7,309.3,186104,57107376.0,20260529,307.4833333333333,306.575,308.3916666666667,308.3916666666667,306.575,1.81666666666672,0.5873477745446879,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.8333333333333334,6,10634354.525,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MADHAVIPL,EQ,MADHAV INFRA PROJECTS L,8.38,8.65,8.2,8.5,123876,1044545.6,20260529,8.450000000000001,8.425,8.475000000000001,8.475000000000001,8.425,0.0500000000000007,0.5882352941176554,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,6,893834.845,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GPIL,EQ,GODAWARI POW & ISP LTD,284.3,292.0,279.0,288.05,3807408,1086498058.9,20260529,286.35,285.5,287.19999999999993,287.19999999999993,285.5,1.6999999999999318,0.5901753167852566,Moderate,Bullish,Above CPR,Cash Only,Capital Goods,False,False,0.5,6,943827658.35,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INDIAMART,EQ,INDIAMART INTERMESH LTD,2012.0,2028.6,1966.4,2015.7,131355,264456511.8,20260529,2003.5666666666664,1997.5,2009.6333333333328,2009.6333333333328,1997.5,12.133333333333212,0.6019414264688798,Moderate,Bullish,Above CPR,Cash Only,Consumer Services,False,False,1.0,6,119881447.95,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KOTHARIPRO,EQ,KOTHARI PRODUCTS LTD,74.0,77.95,73.21,76.27,64909,4967960.3,20260529,75.81,75.58,76.04,76.04,75.58,0.4600000000000079,0.6031204929854569,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.8333333333333334,6,667989.945,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
EXICOM,EQ,EXICOM TELE SYSTEMS LTD,148.0,173.0,142.89,159.4,20016645,3262500928.89,20260529,158.42999999999998,157.945,158.91499999999996,158.91499999999996,157.945,0.9699999999999704,0.6085319949811608,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.1666666666666666,6,1190263901.0900002,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GUFICBIO,EQ,GUFIC BIOSCIENCES LTD.,328.9,341.95,319.65,333.85,267768,89761343.45,20260529,331.81666666666666,330.79999999999995,332.83333333333337,332.83333333333337,330.79999999999995,2.0333333333334167,0.6090559632569766,Moderate,Bullish,Above CPR,Cash Only,Healthcare & Pharma,False,False,0.6666666666666666,6,31266348.525,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TIMEX,EQ,TIMEX GROUP INDIA LTD.,438.0,456.4,434.0,449.35,1781841,795203782.2,20260529,446.5833333333333,445.2,447.9666666666666,447.9666666666666,445.2,2.7666666666666515,0.6157041652757653,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,6,182644570.675,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TATACOMM,EQ,TATA COMMUNICATIONS LTD,1970.0,1986.3,1907.4,1965.0,1178387,2306895401.7,20260529,1952.9,1946.85,1958.95,1958.95,1946.85,12.099999999999907,0.6157760814249317,Moderate,Bullish,Above CPR,Cash Only,Telecommunication,False,False,0.3333333333333333,6,2752410996.0,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ISFT,EQ,INTRASOFT TECH. LTD,82.5,85.93,82.5,85.01,13667,1162005.44,20260529,84.48,84.215,84.745,84.745,84.215,0.5300000000000011,0.6234560639924728,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.1666666666666666,6,2324962.265,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PDSL,EQ,PDS LIMITED,297.0,303.35,295.3,302.2,104905,31527485.2,20260529,300.28333333333336,299.32500000000005,301.2416666666667,301.2416666666667,299.32500000000005,1.9166666666666288,0.6342378116037819,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,6,40249570.875,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AKG,EQ,AKG EXIM LIMITED,11.67,11.67,11.17,11.53,7130,80768.83,20260529,11.456666666666663,11.42,11.49333333333333,11.49333333333333,11.42,0.0733333333333305,0.6360219716680884,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,6,73015.525,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VISHWARAJ,EQ,VISHWARAJ SUGAR IND LTD,5.68,5.7,5.55,5.68,157702,894450.1,20260529,5.6433333333333335,5.625,5.661666666666667,5.661666666666667,5.625,0.036666666666667,0.6455399061032935,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.8333333333333334,6,953867.545,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NEULANDLAB,EQ,NEULAND LAB LTD.,16880.0,17170.0,16675.0,17088.0,73932,1256996747.0,20260529,16977.666666666668,16922.5,17032.833333333336,17032.833333333336,16922.5,110.33333333333576,0.6456772784020116,Moderate,Bullish,Above CPR,Cash Only,Healthcare,False,False,0.8333333333333334,6,749534259.5,Inside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VOLTAMP,EQ,VOLTAMP TRANSFORMERS LTD,9370.0,9620.0,9190.0,9497.0,62892,595392982.0,20260529,9435.666666666666,9405.0,9466.333333333332,9466.333333333332,9405.0,61.33333333333212,0.6458179776069508,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,6,407601496.0,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RAYMOND,EQ,RAYMOND LTD,533.45,548.95,521.0,540.4,932270,500085069.55,20260529,536.7833333333333,534.975,538.5916666666666,538.5916666666666,534.975,3.616666666666561,0.6692573402417766,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,6,492666629.875,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DCM,EQ,DCM LTD,86.99,88.5,83.8,87.04,19046,1648062.12,20260529,86.44666666666667,86.15,86.74333333333334,86.74333333333334,86.15,0.5933333333333337,0.6816789215686279,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5,6,1496319.7200000002,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SAREGAMA,EQ,SAREGAMA INDIA LIMITED,420.0,428.0,411.6,424.15,1603546,675805873.1,20260529,421.25,419.8,422.7,422.7,419.8,2.8999999999999773,0.683720381940346,Moderate,Bullish,Above CPR,Cash Only,Media Entertainment & Publication,False,False,0.5,6,600807393.675,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GTPL,EQ,GTPL HATHWAY LIMITED,65.5,68.45,64.67,67.25,101188,6745335.01,20260529,66.79,66.56,67.02000000000001,67.02000000000001,66.56,0.4600000000000079,0.6840148698884877,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,6,1922824.66,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LUMAXTECH,EQ,LUMAX AUTO TECH LTD,1668.4,1746.0,1668.1,1724.8,572256,984783635.2,20260529,1712.9666666666665,1707.05,1718.883333333333,1718.883333333333,1707.05,11.83333333333303,0.6860698824984364,Moderate,Bullish,Above CPR,Cash Only,Information Technology,False,False,0.6666666666666666,6,262721597.25,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NAVKARURB,EQ,NAVKAR URBANSTRUCTURE LTD,0.97,0.97,0.95,0.97,815627,789382.37,20260529,0.9633333333333332,0.96,0.9666666666666666,0.9666666666666666,0.96,0.0066666666666665,0.6872852233676906,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5,6,854963.5700000001,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TIL,EQ,TIL LTD,196.0,196.0,173.65,186.76,509692,93153192.97,20260529,185.47,184.825,186.115,186.115,184.825,1.2900000000000205,0.6907260655386702,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,6,10013698.76,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GNRL,EQ,GUJARAT NATURAL RES L,96.0,98.0,95.69,97.86,132777,12904624.1,20260529,97.18333333333334,96.845,97.52166666666668,97.52166666666668,96.845,0.6766666666666765,0.6914639961850363,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,6,5008998.65,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
UFLEX,EQ,UFLEX LIMITED,410.1,429.0,410.1,423.95,103525,43884351.5,20260529,421.01666666666665,419.55,422.4833333333333,422.4833333333333,419.55,2.9333333333332803,0.6919054919998302,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.8333333333333334,6,14580167.85,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SAILIFE,EQ,SAI LIFE SCIENCES LIMITED,1139.8,1169.9,1126.0,1160.0,629048,726139217.8,20260529,1151.9666666666667,1147.95,1155.9833333333331,1155.9833333333331,1147.95,8.033333333333303,0.6925287356321813,Moderate,Bullish,Above CPR,Cash Only,Healthcare,False,False,0.8333333333333334,6,676073603.9,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ABDL,EQ,ALLIED BLEND N DISTILS L,539.95,566.8,538.15,558.3,330864,182981193.85,20260529,554.4166666666666,552.4749999999999,556.3583333333333,556.3583333333333,552.4749999999999,3.88333333333344,0.6955639142635572,Moderate,Bullish,Above CPR,Cash Only,Fast Moving Consumer Goods,False,False,0.8333333333333334,6,126308293.6,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DYNAMATECH,EQ,DYNAMATIC TECHNOLOGIES,10807.0,11220.0,10791.0,11122.0,29858,330285276.0,20260529,11044.333333333334,11005.5,11083.166666666668,11083.166666666668,11005.5,77.66666666666788,0.6983156506623618,Moderate,Bullish,Above CPR,Cash Only,Information Technology,False,False,0.6666666666666666,6,307444428.0,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MFML,EQ,MAHALAXMI FABRIC MILLS LT,25.36,25.74,23.75,25.01,30838,778564.0,20260529,24.83333333333333,24.745,24.921666666666667,24.921666666666667,24.745,0.1766666666666694,0.706384113021469,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,6,72658.575,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GRPLTD,EQ,GRP LIMITED,1700.4,1839.0,1698.8,1787.9,5361,9463193.1,20260529,1775.2333333333336,1768.9,1781.566666666667,1781.566666666667,1768.9,12.66666666666697,0.7084661707403641,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,6,9306970.95,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LOVABLE,EQ,LOVABLE LINGERIE LTD,71.64,73.75,71.64,73.48,9999,733227.13,20260529,72.95666666666666,72.695,73.21833333333333,73.21833333333333,72.695,0.5233333333333405,0.7122119397568597,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5,6,827721.18,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LANDMARK,EQ,LANDMARK CARS LIMITED,366.05,384.5,366.05,379.35,270261,101399039.95,20260529,376.6333333333334,375.275,377.9916666666668,377.9916666666668,375.275,2.7166666666668107,0.7161372523175987,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,6,62491558.025000006,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
