SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,History_OK,Regime,Own_Narrow,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Applies,Timeframe
AADHARHFC,20260508,488.7,523.0,486.8,501.4,1570256272.9,AADHAR HOUSING FINANCE L,20260508,503.7333333333333,504.9,502.5666666666666,504.9,502.5666666666666,2.3333333333333712,0.4653636484510114,Moderate,Bearish,Below CPR,Financial Services,True,False,False,0.325,40,820041264.425,Higher,True,Unknown,False,34.37857142857142,,,0.0678717362698259,1.9148503142717326,False,False,No setup,Week 11 May – 15 May 2026,Weekly
AARNAV,20260508,22.63,24.0,22.52,22.86,16673726.5,AARNAV FASHIONS LIMITED,20260508,23.126666666666665,23.259999999999998,22.993333333333332,23.259999999999998,22.993333333333332,0.2666666666666657,1.1665208515602175,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.18181818181818182,11,3897296.15,Lower,False,Unknown,False,,,,,4.27828059717761,False,False,No setup,Week 11 May – 15 May 2026,Weekly
AARON,20260508,136.5,140.0,131.95,138.74,6283816.9799999995,AARON INDUSTRIES LIMITED,20260508,136.89666666666668,135.975,137.81833333333336,137.81833333333336,135.975,1.8433333333333621,1.3286242852337913,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.625,40,11421825.504999999,Lower,True,Unknown,False,15.285714285714286,,,0.12059190031152836,0.5501587270134014,False,False,No setup,Week 11 May – 15 May 2026,Weekly
AARTECH,20260508,48.65,49.48,44.0,45.0,17805482.7,AARTECH SOLONICS LIMITED,20260508,46.16,46.739999999999995,45.58,46.739999999999995,45.58,1.1599999999999966,2.57777777777777,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.675,40,10688954.135,Lower,True,Unknown,False,6.567857142857142,,,0.17661772702555686,1.6657834316734113,False,False,No setup,Week 11 May – 15 May 2026,Weekly
AARTIDRUGS,20260508,380.0,402.45,377.3,387.9,424682691.45,AARTI DRUGS LTD.,20260508,389.2166666666667,389.875,388.5583333333334,389.875,388.5583333333334,1.316666666666606,0.3394345621723656,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.175,40,263347226.75,Higher,True,Unknown,True,24.69285714285713,,,0.05332176260726785,1.612633999192095,False,False,No setup,Week 11 May – 15 May 2026,Weekly
AARTIIND,20260508,513.0,523.1,475.55,485.45,5775646547.9,AARTI INDUSTRIES LTD,20260508,494.70000000000005,499.32500000000005,490.07500000000005,499.32500000000005,490.07500000000005,9.25,1.905448552889072,Wide,Bearish,Below CPR,Chemicals,True,False,False,0.9,40,1147165444.65,Overlapping,True,Unknown,False,40.749999999999986,,,0.22699386503067492,5.034711056574885,False,False,No setup,Week 11 May – 15 May 2026,Weekly
AARTIPHARM,20260508,751.35,814.0,742.5,766.2,1255537234.2,AARTI PHARMALABS LIMITED,20260508,774.2333333333332,778.25,770.2166666666665,778.25,770.2166666666665,8.03333333333353,1.0484642826068298,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.45,40,611276216.675,Higher,True,Unknown,False,57.19642857142857,,,0.1404516599021785,2.0539605499939437,False,False,No setup,Week 11 May – 15 May 2026,Weekly
AARTISURF,20260508,405.9,465.0,402.55,461.6,26771754.75,AARTI SURFACTANTS LIMITED,20260508,443.05,433.775,452.32500000000005,452.32500000000005,433.775,18.550000000000068,4.018630849220119,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.9428571428571428,35,16011410.799999999,Higher,True,Unknown,False,40.407142857142844,,,0.4590772494254924,1.6720422131696229,False,False,No setup,Week 11 May – 15 May 2026,Weekly
AARVI,20260508,125.0,129.95,122.99,128.1,10825272.02,AARVI ENCON LIMITED,20260508,127.01333333333332,126.47,127.55666666666664,127.55666666666664,126.47,1.0866666666666447,0.848295602393946,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.375,40,10940200.89,Inside,True,Unknown,False,11.523571428571428,,,0.09429946899729143,0.9894948117355822,False,False,No setup,Week 11 May – 15 May 2026,Weekly
AAVAS,20260508,1373.0,1494.9,1370.6,1443.6,903535385.0999999,AAVAS FINANCIERS LIMITED,20260508,1436.3666666666668,1432.75,1439.9833333333336,1439.9833333333336,1432.75,7.233333333333576,0.501062159416291,Moderate,Bullish,Above CPR,Financial Services,True,False,False,0.3,40,1266014372.4,Higher,True,Unknown,False,108.97142857142858,,,0.06637825554973129,0.7136849350194627,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ABANSENT,20260508,47.96,47.96,47.96,47.96,1491603.96,ABANS ENTERPRISES LTD.,20260508,47.96,47.96,47.96,47.96,47.96,0.0,0.0,Narrow,Neutral,Inside CPR,Unclassified,False,False,False,0.3333333333333333,3,1491603.96,Higher,False,Unknown,False,,,,,1.0,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ABB,20260508,7269.0,7389.0,6991.5,7012.5,12817760327.5,ABB INDIA LIMITED,20260508,7131.0,7190.25,7071.75,7190.25,7071.75,118.5,1.6898395721925135,Wide,Bearish,Below CPR,Capital Goods,True,False,False,0.875,40,6773938792.5,Lower,True,Unknown,False,453.60714285714283,,,0.2612392724982285,1.8922167324115218,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ABBOTINDIA,20260508,25480.0,27100.0,25175.0,26700.0,2089893705.0,ABBOTT INDIA LIMITED,20260508,26325.0,26137.5,26512.5,26512.5,26137.5,375.0,1.4044943820224718,Wide,Bullish,Above CPR,Healthcare,True,False,False,0.925,40,1052338940.0,Higher,True,Unknown,False,1131.7857142857142,,,0.33133480593247083,1.98595112806526,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ABCAPITAL,20260508,347.0,375.95,340.7,362.95,16093005014.3,ADITYA BIRLA CAPITAL LTD.,20260508,359.8666666666666,358.325,361.40833333333325,361.40833333333325,358.325,3.0833333333332575,0.849520135923201,Wide,Bullish,Above CPR,Financial Services,True,False,False,0.45,40,6807647982.25,Higher,True,Unknown,False,26.96785714285715,,,0.11433364234317467,2.363959631323518,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ABCOTS,20260508,223.5,235.0,213.58,226.73,75117155.66,A B COTSPIN INDIA LIMITED,20260508,225.10333333333335,224.29000000000002,225.91666666666669,225.91666666666669,224.29000000000002,1.6266666666666652,0.717446595804113,Moderate,Bullish,Above CPR,Unclassified,False,False,False,0.45454545454545453,33,43165773.55,Lower,True,Unknown,False,47.733571428571416,,,0.03407804230824864,1.74020177289282,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ABDL,20260508,535.0,600.0,525.0,591.3,1074320646.95,ALLIED BLEND N DISTILS L,20260508,572.1,562.5,581.7,581.7,562.5,19.200000000000045,3.247082699137502,Wide,Bullish,Above CPR,Fast Moving Consumer Goods,True,False,False,0.925,40,1046327508.225,Higher,True,Unknown,False,51.36071428571428,,,0.37382657673319053,1.0267537061818128,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ABFRL,20260508,64.52,69.09,62.38,66.33,2989942079.1800003,ADITYA BIRLA FASHION & RT,20260508,65.93333333333334,65.735,66.13166666666667,66.13166666666667,65.735,0.3966666666666754,0.5980200010050888,Moderate,Bullish,Above CPR,Consumer Services,True,False,False,0.175,40,1563304595.415,Higher,True,Unknown,True,5.8328571428571445,,,0.06800555147359115,1.9125780656880116,False,False,Long,Week 11 May – 15 May 2026,Weekly
ABINFRA,20260508,16.09,16.31,14.6,14.81,56314683.09,A B INFRABUILD LIMITED,20260508,15.24,15.454999999999998,15.025000000000002,15.454999999999998,15.025000000000002,0.42999999999999616,2.903443619176206,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.7714285714285715,35,56314683.09,Lower,True,Unknown,False,2.247142857142856,,,0.19135410044500792,1.0,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ABLBL,20260508,103.99,119.55,101.0,114.06,3763002752.3500004,ADITYA BIRLA LIFES BRAN L,20260508,111.53666666666668,110.275,112.79833333333335,112.79833333333335,110.275,2.5233333333333405,2.2122859313811505,Wide,Bullish,Above CPR,Consumer Services,True,False,False,0.875,40,758026461.81,Higher,True,Unknown,False,9.401428571428571,,,0.26839892620169253,4.964210277520893,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ABMKNO,20260508,227.95,233.92,212.0,227.36,2914967.3899999997,A B M KNOWLEDGEWARE LTD.,20260508,224.42666666666665,222.95999999999998,225.89333333333332,225.89333333333332,222.95999999999998,2.933333333333337,1.2901712409101587,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.6666666666666666,3,930856.55,Lower,False,Unknown,False,,,,,3.1314893685820864,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ABREL,20260508,1508.4,1598.0,1460.0,1485.8,2533729287.1,ADITYA BIRLA REAL EST LTD,20260508,1514.6000000000001,1529.0,1500.2000000000003,1529.0,1500.2000000000003,28.799999999999727,1.9383497105936014,Wide,Bearish,Below CPR,Realty,True,False,False,0.775,40,1313096431.05,Higher,True,Unknown,False,133.58571428571435,,,0.21559191530317398,1.9295835608005858,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ACC,20260508,1412.1,1436.5,1375.1,1391.9,2366240116.2,ACC LIMITED,20260508,1401.1666666666667,1405.8,1396.5333333333335,1405.8,1396.5333333333335,9.266666666666424,0.6657566396053182,Moderate,Bearish,Below CPR,Construction Materials,True,False,False,0.4,40,1493089920.4,Lower,True,Unknown,False,80.32857142857146,,,0.1153595352421571,1.5847941131141532,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ACCELYA,20260508,1160.0,1178.0,1145.0,1172.4,54137115.8,ACCELYA SOLN INDIA LTD,20260508,1165.1333333333334,1161.5,1168.7666666666669,1168.7666666666669,1161.5,7.266666666666879,0.6198112134652745,Moderate,Bullish,Above CPR,Unclassified,False,False,False,0.375,40,79699491.3,Overlapping,True,Unknown,False,79.61428571428574,,,0.09127340151923226,0.6792655124512695,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ACE,20260508,896.1,966.75,845.55,947.25,5152720824.1,ACTION CONST EQUIP LTD,20260508,919.85,906.15,933.5500000000001,933.5500000000001,906.15,27.40000000000009,2.8925837951966313,Wide,Bullish,Above CPR,Capital Goods,True,False,False,0.95,40,835415741.025,Higher,True,Unknown,False,67.34642857142859,,,0.40685156705732745,6.167852209461546,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ACEINTEG,20260508,19.5,22.38,19.5,20.4,1379675.85,ACE INTEGRATED SOLU. LTD.,20260508,20.759999999999998,20.939999999999998,20.58,20.939999999999998,20.58,0.35999999999999943,1.7647058823529385,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.7,40,452920.055,Higher,True,Unknown,False,2.7364285714285708,,,0.13155833985904447,3.046179639804204,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ACI,20260508,610.3,639.8,600.0,608.25,415080628.8,ARCHEAN CHEMICAL IND LTD,20260508,616.0166666666667,619.9,612.1333333333333,619.9,612.1333333333333,7.7666666666666515,1.2768872448280562,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.7,40,386768534.4,Higher,True,Unknown,False,44.689285714285724,,,0.1737925890407306,1.0732016487430163,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ACL,20260508,56.35,57.74,54.5,57.62,3739288.56,ANDHRA CEMENTS LIMITED,20260508,56.620000000000005,56.120000000000005,57.120000000000005,57.120000000000005,56.120000000000005,1.0,1.7355085039916698,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.6296296296296297,27,4709814.79,Overlapping,True,Unknown,False,5.442857142857144,,,0.18372703412073488,0.7939353725627075,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ACMESOLAR,20260508,303.3,307.4,278.1,282.8,2529876347.1,ACME SOLAR HOLDINGS LTD,20260508,289.43333333333334,292.75,286.1166666666667,292.75,286.1166666666667,6.633333333333326,2.3455917020273427,Wide,Bearish,Below CPR,Power,True,False,False,0.75,40,1184655170.025,Lower,True,Unknown,False,25.010714285714275,,,0.2652196677614354,2.13553818116255,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ACSTECH,20260508,38.7,38.7,36.58,36.64,11039542.05,A C S TECHNOLOGIES LTD.,20260508,37.306666666666665,37.64,36.97333333333333,37.64,36.97333333333333,0.6666666666666714,1.819505094614278,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.6666666666666666,3,7675744.05,Lower,False,Unknown,False,,,,,1.4382373849477172,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ACUTAAS,20260508,2629.7,2759.0,2538.0,2734.3,7710028586.6,ACUTAAS CHEMICALS LIMITED,20260508,2677.1,2648.5,2705.7,2705.7,2648.5,57.19999999999982,2.0919430932962664,Wide,Bullish,Above CPR,Healthcare,True,False,False,0.675,40,2906330203.0,Higher,True,Unknown,False,252.91428571428574,,,0.22616357885223604,2.652839852347638,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ADANIENSOL,20260508,1357.0,1438.0,1329.3,1353.6,25352552901.0,ADANI ENERGY SOLUTION LTD,20260508,1373.6333333333332,1383.65,1363.6166666666663,1383.65,1363.6166666666663,20.033333333333758,1.4800039401103546,Wide,Bearish,Below CPR,Power,True,False,False,0.55,40,6448458821.05,Inside,True,Unknown,False,111.11428571428574,,,0.18029484871861182,3.931567775270658,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ADANIENT,20260508,2390.4,2549.9,2375.0,2505.9,33436260033.1,ADANI ENTERPRISES LIMITED,20260508,2476.933333333333,2462.45,2491.416666666666,2491.416666666666,2462.45,28.966666666666242,1.1559386514492294,Wide,Bullish,Above CPR,Metals & Mining,True,False,False,0.5,40,13363547752.75,Higher,True,Unknown,False,162.9000000000001,,,0.17781870268057842,2.5020496541585944,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ADANIGREEN,20260508,1232.4,1378.0,1228.3,1355.8,25934166375.2,ADANI GREEN ENERGY LTD,20260508,1320.7,1303.15,1338.25,1338.25,1303.15,35.09999999999991,2.5888774155480094,Wide,Bullish,Above CPR,Power,True,False,False,0.775,40,10408317226.375,Higher,True,Unknown,False,97.70714285714287,,,0.3592367863147881,2.4916771665531114,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ADANIPORTS,20260508,1702.0,1792.0,1687.3,1760.4,39607385688.9,ADANI PORT & SEZ LTD,20260508,1746.5666666666668,1739.65,1753.4833333333336,1753.4833333333336,1739.65,13.833333333333485,0.785806256153913,Wide,Bullish,Above CPR,Services,True,False,False,0.45,40,14914297642.95,Higher,True,Unknown,False,111.57857142857146,,,0.12397840513838342,2.6556654987787804,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ADANIPOWER,20260508,223.0,234.4,221.9,225.33,50310589518.13,ADANI POWER LTD,20260508,227.21,228.15,226.27,228.15,226.27,1.8799999999999955,0.8343318688146254,Wide,Bearish,Below CPR,Power,True,False,False,0.45,40,16158276988.965,Higher,True,Unknown,False,15.392857142857142,,,0.12213457076566096,3.113611033681914,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ADFFOODS,20260508,268.15,280.0,254.0,273.35,289289319.25,ADF FOODS LIMITED,20260508,269.1166666666667,267.0,271.23333333333335,271.23333333333335,267.0,4.2333333333333485,1.5486860557283146,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.525,40,107784100.03999999,Overlapping,True,Unknown,False,29.579285714285714,,,0.14311817311020472,2.6839702622431436,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ADL,20260508,78.4,80.99,72.21,73.99,376268.74,ARCHIDPLY DECOR LIMITED,20260508,75.73,76.6,74.86000000000001,76.6,74.86000000000001,1.7399999999999807,2.3516691444789575,Wide,Bearish,Below CPR,Unclassified,False,False,False,0.6052631578947368,38,484917.1,Overlapping,True,Unknown,False,8.86857142857143,,,0.1961984536082452,0.7759444655591646,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ADOR,20260508,1086.4,1119.0,1050.1,1078.0,182139474.8,ADOR WELDING LTD,20260508,1082.3666666666666,1084.55,1080.1833333333332,1084.55,1080.1833333333332,4.366666666666788,0.40507111935684487,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.25,40,76221479.45,Higher,True,Unknown,True,92.4714285714286,,,0.04722179308924379,2.389608232669905,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ADROITINFO,20260508,10.0,10.7,9.5,10.16,2253999.46,ADROIT INFOTECH LIMITED,20260508,10.12,10.1,10.139999999999999,10.139999999999999,10.1,0.03999999999999915,0.3937007874015664,Moderate,Bullish,Above CPR,Unclassified,False,False,False,0.25,40,2301768.515,Higher,True,Unknown,True,1.405,,,0.028469750889679107,0.9792468031912409,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ADSL,20260508,117.28,144.9,114.6,140.02,1356905354.6799998,ALLIED DIGITAL SERV. LTD,20260508,133.17333333333332,129.75,136.59666666666664,136.59666666666664,129.75,6.846666666666636,4.889777650811766,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.975,40,124380468.46000001,Higher,True,Unknown,False,14.930000000000003,,,0.4585845054699688,10.909312141048675,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ADVAIT,20260508,2050.7,2121.0,1941.6,2096.6,464304361.6,ADVAIT ENRGY TRANSITION L,20260508,2053.0666666666666,2031.3,2074.833333333333,2074.833333333333,2031.3,43.533333333333076,2.0763776272695353,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.6875,16,381805908.4,Overlapping,True,Unknown,False,204.36428571428573,,,0.21301830298369964,1.2160743230656617,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ADVANCE,20260508,110.92,116.99,108.5,112.78,128052556.94,ADVANCE AGROLIFE LIMITED,20260508,112.75666666666666,112.745,112.76833333333332,112.76833333333332,112.745,0.023333333333312112,0.020689247502493447,Narrow,Bullish,Above CPR,Unclassified,False,True,False,0.034482758620689655,29,254244494.02,Inside,True,Unknown,True,12.938571428571425,,,0.0018033933237626679,0.5036591153471619,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ADVANIHOTR,20260508,54.25,55.63,54.1,55.2,10803353.23,ADVANI HOT.& RES.(I) LTD,20260508,54.97666666666667,54.865,55.08833333333333,55.08833333333333,54.865,0.22333333333332916,0.40458937198066874,Moderate,Bullish,Above CPR,Unclassified,False,False,False,0.25,40,9901487.2,Higher,True,Unknown,True,3.0149999999999997,,,0.0740740740740727,1.0910838959626188,False,False,Long,Week 11 May – 15 May 2026,Weekly
ADVENTHTL,20260508,153.36,169.38,153.0,159.8,176886017.62,ADVENT HOTELS INTERNATI L,20260508,160.72666666666666,161.19,160.26333333333332,161.19,160.26333333333332,0.9266666666666765,0.5798915310805234,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.16666666666666666,24,163661021.05,Higher,True,Unknown,True,20.157857142857136,,,0.04597049478520774,1.0808072471083974,False,False,No setup,Week 11 May – 15 May 2026,Weekly
ADVENZYMES,20260508,350.0,372.0,347.5,357.25,568719573.4000001,ADVANCED ENZYME TECH LTD,20260508,358.9166666666667,359.75,358.08333333333337,359.75,358.08333333333337,1.6666666666666288,0.4665267086540598,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.125,40,232225689.125,Higher,True,Unknown,True,26.81428571428571,,,0.06215592257147791,2.4489950941382532,False,False,No setup,Week 11 May – 15 May 2026,Weekly
AEGISLOG,20260508,710.0,754.0,701.55,720.9,1594764354.75,AEGIS LOGISTICS LIMITED,20260508,725.4833333333332,727.775,723.1916666666665,727.775,723.1916666666665,4.583333333333485,0.6357793498867367,Moderate,Bearish,Below CPR,Oil Gas & Consumable Fuels,True,False,False,0.275,40,1417599979.225,Higher,True,Unknown,False,60.121428571428574,,,0.07623460457011855,1.1249748716996,False,False,No setup,Week 11 May – 15 May 2026,Weekly
AEGISVOPAK,20260508,189.62,221.0,188.38,211.24,2059022430.94,AEGIS VOPAK TERMINALS LTD,20260508,206.87333333333333,204.69,209.05666666666667,209.05666666666667,204.69,4.366666666666674,2.0671589976645874,Wide,Bullish,Above CPR,Oil Gas & Consumable Fuels,True,False,False,0.8,40,611087582.145,Higher,True,Unknown,False,22.906428571428574,,,0.19063061939359954,3.369439162407053,False,False,No setup,Week 11 May – 15 May 2026,Weekly
AEQUS,20260508,190.5,209.0,183.2,204.93,2483890324.9,AEQUS LIMITED,20260508,199.04333333333332,196.1,201.98666666666665,201.98666666666665,196.1,5.886666666666656,2.872525577839582,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.7727272727272727,22,1028649106.81,Inside,True,Unknown,False,19.28071428571429,,,0.3053137233109813,2.4147110112241563,False,False,No setup,Week 11 May – 15 May 2026,Weekly
AEROENTER,20260508,94.74,114.8,91.8,109.45,525742259.31,AEROFLEX ENTERPRISES LTD,20260508,105.35000000000001,103.3,107.40000000000002,107.40000000000002,103.3,4.100000000000023,3.746002740977636,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.925,40,86781303.64500001,Higher,True,Unknown,False,9.744285714285711,,,0.4207594194399673,6.058243391464552,False,False,No setup,Week 11 May – 15 May 2026,Weekly
AEROFLEX,20260508,307.3,458.7,293.3,439.35,20193370960.8,AEROFLEX INDUSTRIES LTD,20260508,397.1166666666666,376.0,418.23333333333323,418.23333333333323,376.0,42.233333333333235,9.612685406471659,Wide,Bullish,Above CPR,Unclassified,False,False,False,1.0,40,737650176.9449999,Higher,True,Unknown,False,43.16928571428571,,,0.9783190209088231,27.375267561693597,False,False,No setup,Week 11 May – 15 May 2026,Weekly
AERONEU,20260508,87.1,94.9,82.15,90.98,50958696.06,AEROFLEX NEU LIMITED,20260508,89.34333333333335,88.525,90.16166666666669,90.16166666666669,88.525,1.6366666666666845,1.798930167802467,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.42857142857142855,35,13597721.63,Higher,True,Unknown,False,8.999285714285715,,,0.18186628568405094,3.747590768998556,False,False,No setup,Week 11 May – 15 May 2026,Weekly
AETHER,20260508,1179.0,1275.1,1174.4,1213.4,2982686409.4,AETHER INDUSTRIES LIMITED,20260508,1220.9666666666667,1224.75,1217.1833333333334,1224.75,1217.1833333333334,7.566666666666606,0.6235921103236035,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.325,40,806273819.75,Higher,True,Unknown,False,107.33571428571429,,,0.07049533062709289,3.6993467186182936,False,False,No setup,Week 11 May – 15 May 2026,Weekly
AFCONS,20260508,339.7,356.45,333.7,340.7,1568296402.1,AFCONS INFRASTRUCTURE LTD,20260508,343.6166666666666,345.075,342.15833333333325,345.075,342.15833333333325,2.9166666666667425,0.8560806183348232,Wide,Bearish,Below CPR,Construction,True,False,False,0.55,40,921195050.0999999,Higher,True,Unknown,False,27.721428571428564,,,0.10521343296401547,1.7024585639379566,False,False,No setup,Week 11 May – 15 May 2026,Weekly
