SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,History_OK,Regime,Own_Narrow,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Applies,Timeframe
20MICRONS,20260430,135.1,187.0,135.1,176.89,481523776.83,20 MICRONS LTD,20260430,166.33,161.05,171.61,171.61,161.05,10.560000000000002,5.969811747413649,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.7777777777777778,9,453761274.15,Higher,True,Unknown,False,,,,,1.0611830587173963,False,False,No setup,May 2026,Monthly
21STCENMGM,20260430,28.5,37.14,28.25,36.58,3104207.0100000002,21ST CENTURY MGMT SERVICE,20260430,33.99,32.695,35.285000000000004,35.285000000000004,32.695,2.5900000000000034,7.080371787862229,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.7777777777777778,9,4119955.5,Higher,True,Unknown,False,,,,,0.7534564414591371,False,False,No setup,May 2026,Monthly
360ONE,20260430,966.05,1132.0,906.05,1034.65,31555340369.1,360 ONE WAM LIMITED,20260430,1024.2333333333333,1019.025,1029.4416666666666,1029.4416666666666,1019.025,10.416666666666629,1.0067816814059467,Wide,Bullish,Above CPR,Financial Services,True,False,False,0.1111111111111111,9,16843184221.599998,Higher,True,Unknown,True,,,,,1.8734783134790434,False,False,Long,May 2026,Monthly
3BBLACKBIO,20260430,1329.55,1410.0,1166.5,1199.3,97422290.15,3B BLACKBIO DX LTD.,20260430,1258.6000000000001,1288.25,1228.9500000000003,1288.25,1228.9500000000003,59.29999999999973,4.944550988076355,Wide,Bearish,Below CPR,Unclassified,False,False,False,1.0,1,97422290.15,Unknown,False,Unknown,False,,,,,1.0,False,False,No setup,May 2026,Monthly
3IINFOLTD,20260430,13.88,18.03,13.88,17.46,201382140.37,3I INFOTECH LIMITED,20260430,16.456666666666667,15.955000000000002,16.958333333333332,16.958333333333332,15.955000000000002,1.0033333333333303,5.746468117602121,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.6666666666666666,9,193018685.63,Higher,True,Unknown,False,,,,,1.0433297673367854,False,False,No setup,May 2026,Monthly
3MINDIA,20260430,30560.0,33895.0,28730.0,33300.0,3949804575.0,3M INDIA LIMITED,20260430,31975.0,31312.5,32637.5,32637.5,31312.5,1325.0,3.978978978978979,Wide,Bullish,Above CPR,Diversified,True,False,False,0.8888888888888888,9,3161500715.0,Inside,True,Unknown,False,,,,,1.2493448305293202,False,False,No setup,May 2026,Monthly
3PLAND,20260430,29.5,37.4,29.5,35.02,2806685.46,3P LAND HOLDINGS LIMITED,20260430,33.973333333333336,33.45,34.49666666666667,34.49666666666667,33.45,1.0466666666666669,2.9887683228631263,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.5555555555555556,9,5685478.09,Higher,True,Unknown,False,,,,,0.4936586537791055,False,False,No setup,May 2026,Monthly
5PAISA,20260430,251.0,362.39,251.0,335.49,510055206.85,5PAISA CAPITAL LIMITED,20260430,316.29333333333335,306.695,325.8916666666667,325.8916666666667,306.695,19.196666666666715,5.721978797182245,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.7777777777777778,9,510055206.85,Higher,True,Unknown,False,,,,,1.0,False,False,No setup,May 2026,Monthly
63MOONS,20260430,494.75,780.0,476.35,746.65,4388267568.9,63 MOONS TECHNOLOGIES LTD,20260430,667.6666666666666,628.175,707.1583333333333,707.1583333333333,628.175,78.98333333333335,10.578361124132238,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.8888888888888888,9,2560207404.55,Higher,True,Unknown,False,,,,,1.7140281529930628,False,False,No setup,May 2026,Monthly
AAATECH,20260430,89.96,110.0,89.96,99.46,62728387.66,AAA TECHNOLOGIES LIMITED,20260430,99.80666666666666,99.97999999999999,99.63333333333333,99.97999999999999,99.63333333333333,0.346666666666664,0.34854883035055706,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.14285714285714285,7,62728387.66,Higher,True,Unknown,True,,,,,1.0,False,False,No setup,May 2026,Monthly
