SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
AARTISURF,EQ,AARTI SURFACTANTS LIMITED,392.2,417.7,392.2,405.25,7232,2932642.9,20251210,405.05,404.95,405.15,405.15,404.95,0.2000000000000454,0.0493522516964948,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.03125,32,2832777.825,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
UBL,EQ,UNITED BREWERIES LTD,1668.5,1668.5,1650.2,1660.6,22771,37794711.4,20251210,1659.7666666666664,1659.35,1660.183333333333,1660.183333333333,1659.35,0.8333333333330302,0.0501826649002186,Narrow,Bullish,Above CPR,Cash Only,Fast Moving Consumer Goods,True,False,0.15625,32,217158222.7,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MWL,EQ,MANGALAM WORLDWIDE LTD,264.49,264.5,259.12,262.01,38358,10082177.65,20251210,261.87666666666667,261.81,261.9433333333333,261.9433333333333,261.81,0.1333333333333257,0.0508886429271118,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.03125,32,7847087.92,Overlapping,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INDIQUBE,EQ,INDIQUBE SPACES LIMITED,194.6,200.81,193.91,197.52,37998,7527341.47,20251210,197.41333333333333,197.36,197.46666666666664,197.46666666666664,197.36,0.1066666666666265,0.0540029701633386,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.09375,32,12147648.265,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RPGLIFE,EQ,RPG LIFE SCIENCES LTD,2263.8,2328.0,2263.8,2297.8,9404,21622715.5,20251210,2296.5333333333333,2295.9,2297.1666666666665,2297.1666666666665,2295.9,1.266666666666424,0.0551251922128307,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0625,32,13895373.75,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BAJAJELEC,EQ,BAJAJ ELECT.LTD,472.45,479.9,468.0,474.35,126088,59652925.15,20251210,474.0833333333333,473.95,474.2166666666666,474.2166666666666,473.95,0.2666666666666515,0.0562172797863711,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.125,32,37802936.6,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SCILAL,EQ,SHIPPING CORP OF ILA LTD,47.25,47.86,46.1,47.02,254174,11955147.33,20251210,46.99333333333334,46.98,47.00666666666668,47.00666666666668,46.98,0.0266666666666708,0.056713455267271,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.03125,32,17319252.835,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CLSEL,EQ,CHAMAN LAL SETIA EXP LTD,255.1,260.65,255.1,258.1,16419,4239516.15,20251210,257.95,257.875,258.025,258.025,257.875,0.1499999999999772,0.0581170089112658,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0625,32,10255146.4,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SBILIFE,EQ,SBI LIFE INSURANCE CO LTD,1996.0,2030.8,1994.6,2014.5,598172,1205394096.4,20251210,2013.3,2012.7,2013.9,2013.9,2012.7,1.2000000000002728,0.0595681310499018,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.1875,32,1693828283.3,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DTIL,EQ,DHUNSERI TEA & IND. LTD.,160.3,163.29,160.3,161.94,1069,172932.71,20251210,161.84333333333333,161.79500000000002,161.89166666666665,161.89166666666665,161.79500000000002,0.0966666666666355,0.0596928903709,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0625,32,738114.6699999999,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DEVYANI,EQ,DEVYANI INTERNATIONAL LTD,135.05,135.71,133.76,134.86,1114285,150429387.04,20251210,134.77666666666667,134.735,134.81833333333333,134.81833333333333,134.735,0.0833333333333143,0.0617924761480901,Narrow,Bullish,Above CPR,Cash Only,Consumer Services,True,False,0.09375,32,365051167.225,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MASFIN,EQ,MAS FINANCIAL SERV LTD,317.75,321.7,316.4,319.35,106183,33877742.55,20251210,319.15,319.04999999999995,319.25,319.25,319.04999999999995,0.2000000000000454,0.0626272115234211,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.09375,32,30297557.6,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CAPACITE,EQ,CAPACITE INFRAPROJECT LTD,260.0,265.35,257.55,261.7,171638,44846373.3,20251210,261.53333333333336,261.45000000000005,261.6166666666667,261.6166666666667,261.45000000000005,0.1666666666666287,0.0636861546299689,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.09375,32,65076414.5,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PRUDENT,EQ,PRUDENT CORP ADV SER LTD,2660.0,2690.5,2592.0,2643.8,116289,305329147.8,20251210,2642.1,2641.25,2642.95,2642.95,2641.25,1.699999999999818,0.0643013843709742,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.03125,32,68892556.65,Inside,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TITAN,EQ,TITAN COMPANY LIMITED,3831.0,3858.2,3825.6,3845.7,616248,2368282974.4,20251210,3843.1666666666665,3841.9,3844.433333333333,3844.433333333333,3841.9,2.5333333333337578,0.06587443985058,Narrow,Bullish,Above CPR,Cash Only,Consumer Durables,True,False,0.25,32,2691300789.95,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MARKOLINES,EQ,MARKOLINES PAVEMENT TEC L,156.05,166.5,156.05,161.44,643345,104161762.58,20251210,161.33,161.275,161.38500000000002,161.38500000000002,161.275,0.1100000000000136,0.0681367690783038,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.09375,32,17829661.01,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DABUR,EQ,DABUR INDIA LTD,505.0,505.95,498.1,502.55,1311806,658906030.05,20251210,502.2,502.025,502.375,502.375,502.025,0.3500000000000227,0.0696448114615506,Narrow,Bullish,Above CPR,Cash Only,Fast Moving Consumer Goods,True,False,0.125,32,962445203.55,Inside,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
