SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup
PKTEA,EQ,THE P K TEA PROD CO LTD,998.0,998.0,851.0,856.65,9085,7876115.4,20251226,901.8833333333333,924.5,879.2666666666667,924.5,879.2666666666667,45.23333333333335,5.280258370785425,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,18,404542.725,Outside,False,No setup
CREATIVEYE,EQ,CREATIVE EYE LIMITED,7.74,7.99,7.0,7.06,63156,456624.38,20251226,7.3500000000000005,7.495,7.205000000000001,7.495,7.205000000000001,0.28999999999999915,4.107648725212452,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9534883720930233,43,139152.76,Lower,False,No setup
TPHQ,EQ,TEAMO PRODUCTIONS HQ LTD,0.84,0.84,0.77,0.77,5657895,4447939.21,20251226,0.7933333333333333,0.8049999999999999,0.7816666666666667,0.8049999999999999,0.7816666666666667,0.023333333333333206,3.030303030303014,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9069767441860465,43,1076880.95,Overlapping,False,No setup
LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,67.79,68.57,62.1,62.52,6347958,408615827.85,20251226,64.39666666666666,65.335,63.45833333333333,65.335,63.45833333333333,1.8766666666666652,3.0017061207080373,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,43,68449608.87,Lower,False,No setup
HAVISHA,EQ,SRI HAVISHA HOSP & INFR L,2.09,2.09,1.85,1.89,52209,101264.21,20251226,1.9433333333333334,1.97,1.9166666666666667,1.97,1.9166666666666667,0.05333333333333323,2.82186948853615,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,43,58368.17,Higher,False,No setup
BAJEL,EQ,BAJEL PROJECTS LIMITED,177.8,194.0,176.05,177.52,3230393,602629096.82,20251226,182.52333333333334,185.025,180.02166666666668,185.025,180.02166666666668,5.00333333333333,2.8184617695658685,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,43,18597157.41,Higher,False,No setup
SHIVAMAUTO,EQ,SHIVAM AUTO.LTD,25.32,25.32,22.93,23.17,298995,7042090.76,20251226,23.80666666666667,24.125,23.488333333333337,24.125,23.488333333333337,0.6366666666666632,2.747806071068896,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,43,2044000.22,Lower,False,No setup
LEMERITE,EQ,LE MERITE EXPORTS LIMITED,512.65,512.65,428.0,451.8,85410,40508453.0,20251226,464.15000000000003,470.325,457.9750000000001,470.325,457.9750000000001,12.349999999999909,2.7335104028330917,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,10,33675687.275,Lower,False,No setup
VALIANTLAB,EQ,VALIANT LABORATORIES LTD,75.49,79.9,72.38,73.27,181820,13736355.58,20251226,75.18333333333334,76.14,74.22666666666667,76.14,74.22666666666667,1.913333333333327,2.61134616259496,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,43,2829989.39,Overlapping,False,No setup
UMAEXPORTS,EQ,UMA EXPORTS LIMITED,40.0,43.9,38.77,39.83,498294,20746376.82,20251226,40.833333333333336,41.335,40.33166666666667,41.335,40.33166666666667,1.0033333333333303,2.5190392501464482,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9534883720930233,43,1142055.28,Overlapping,False,No setup
TFL,EQ,TRANSWARRANTY FIN. LTD.,17.19,17.19,15.77,15.91,211026,3476488.7,20251226,16.290000000000003,16.48,16.100000000000005,16.48,16.100000000000005,0.37999999999999545,2.3884349465744528,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.8372093023255814,43,223844.53,Lower,False,No setup
GREENPLY,EQ,GREENPLY INDUSTRIES LTD,264.0,286.7,264.0,265.9,1399943,384448546.1,20251226,272.2,275.35,269.04999999999995,275.35,269.04999999999995,6.300000000000068,2.3693117713426357,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,43,20818859.95,Higher,False,No setup
KRISHIVAL,EQ,KRISHIVAL FOODS LIMITED,384.95,384.95,355.05,357.35,24888,9020991.4,20251226,365.7833333333333,370.0,361.5666666666666,370.0,361.5666666666666,8.433333333333394,2.359964553892093,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9069767441860465,43,21800776.65,Inside,False,No setup
DOLPHIN,EQ,DOLPHIN OFF ENT (IND) L,440.0,440.0,406.6,409.0,30384,12781803.8,20251226,418.5333333333333,423.3,413.7666666666666,423.3,413.7666666666666,9.533333333333417,2.3308883455582925,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9302325581395349,43,4875202.1,Lower,False,No setup
COUNCODOS,EQ,COUNTRY CONDO S LIMITED,5.61,5.69,5.11,5.22,86816,460017.18,20251226,5.34,5.4,5.279999999999999,5.4,5.279999999999999,0.120000000000001,2.2988505747126626,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9767441860465116,43,270260.11,Lower,False,No setup
INNOVANA,EQ,INNOVANA THINKLABS LTD,445.0,450.0,411.2,416.3,12897,5512071.35,20251226,425.8333333333333,430.6,421.0666666666666,430.6,421.0666666666666,9.533333333333417,2.290015213387801,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9411764705882353,34,3334337.425,Overlapping,False,No setup
DCMFINSERV,EQ,DCM FINANCIAL SERVICES LT,5.46,5.7,5.22,5.28,17387,94130.33,20251226,5.3999999999999995,5.46,5.339999999999999,5.46,5.339999999999999,0.120000000000001,2.2727272727272916,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9534883720930233,43,66313.0,Overlapping,False,No setup
SUNDARAM,EQ,SUNDARAM MULTI PAP LTD,1.7,1.96,1.7,1.77,949327,1689953.72,20251226,1.8099999999999998,1.83,1.7899999999999996,1.83,1.7899999999999996,0.04000000000000048,2.2598870056497447,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9534883720930233,43,750073.12,Higher,False,No setup
KHANDSE,EQ,KHANDWALA SECURITIES LTD,22.0,22.2,20.52,20.68,27361,573263.86,20251226,21.133333333333333,21.36,20.906666666666666,21.36,20.906666666666666,0.45333333333333314,2.1921341070277234,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9534883720930233,43,76187.33,Lower,False,No setup
OSIAHYPER,EQ,OSIA HYPER RETAIL LIMITED,15.5,15.51,14.57,14.57,1566790,23090898.09,20251226,14.883333333333333,15.04,14.726666666666667,15.04,14.726666666666667,0.3133333333333326,2.1505376344085967,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.7142857142857143,14,17634705.735,Lower,False,No setup
SPECIALITY,EQ,SPECIALITY REST LTD,113.0,121.93,110.59,112.67,305364,35506941.77,20251226,115.06333333333333,116.26,113.86666666666666,116.26,113.86666666666666,2.393333333333345,2.12419750894945,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9534883720930233,43,5913392.21,Higher,False,No setup
SAMPANN,EQ,SAMPANN UTPADAN INDIA LTD,33.99,35.0,32.34,32.64,65871,2216892.51,20251226,33.32666666666667,33.67,32.983333333333334,33.67,32.983333333333334,0.6866666666666674,2.103758169934643,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9302325581395349,43,2216892.51,Outside,False,No setup
SECMARK,EQ,SECMARK CONSULTANCY LTD,125.37,125.37,111.0,114.61,6040,709778.8,20251226,116.99333333333334,118.185,115.80166666666668,118.185,115.80166666666668,2.3833333333333258,2.0795160399034343,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.8604651162790697,43,155958.03,Higher,False,No setup
JARO,EQ,JARO INS OF TEC MG N RE L,535.0,536.05,500.05,502.65,303846,154954126.15,20251226,512.9166666666666,518.05,507.7833333333333,518.05,507.7833333333333,10.266666666666652,2.0425080407175273,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9534883720930233,43,58637749.9,Lower,False,No setup
VAISHALI,EQ,VAISHALI PHARMA LIMITED,9.29,9.45,8.75,8.83,529720,4712741.52,20251226,9.01,9.1,8.92,9.1,8.92,0.17999999999999972,2.0385050962627376,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9767441860465116,43,2665819.93,Lower,False,No setup
STCINDIA,EQ,THE STATE TRADING CORPN,122.8,146.29,122.72,130.52,2149008,294991412.47,20251226,133.17666666666665,134.505,131.8483333333333,134.505,131.8483333333333,2.6566666666666947,2.0354479517826345,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,43,5412192.38,Higher,False,No setup
AKI,EQ,AKI INDIA LIMITED,7.48,7.48,6.84,6.95,60484,420641.97,20251226,7.09,7.16,7.02,7.16,7.02,0.14000000000000057,2.0143884892086414,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.9302325581395349,43,323060.11,Outside,False,No setup
AERONEU,EQ,AEROFLEX NEU LIMITED,80.89,80.89,75.55,75.96,15073,1169205.01,20251226,77.46666666666665,78.22,76.71333333333331,78.22,76.71333333333331,1.506666666666689,1.98350008776552,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.8604651162790697,43,1822880.53,Overlapping,False,No setup
TEMBO,EQ,TEMBO GLOBAL IND LTD,737.0,752.0,707.75,709.15,114417,82751007.45,20251226,722.9666666666667,729.875,716.0583333333334,729.875,716.0583333333334,13.816666666666606,1.9483419116782918,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.8837209302325582,43,44925463.9,Lower,False,No setup
BSHSL,EQ,BOMBAY SUPER HYBRID SEEDS,115.9,119.4,108.15,110.58,219767,25315884.89,20251226,112.71,113.775,111.64499999999998,113.775,111.64499999999998,2.130000000000024,1.9262072707542266,Wide,Bearish,Below CPR,Cash Only,Unclassified,False,True,1.0,43,1230698.25,Overlapping,False,No setup
