SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,Industry,Segment,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,Applies,Timeframe
20MICRONS,20251212,188.66,193.52,182.6,190.5,51980938.95999999,20 MICRONS LTD,Diversified,Cash Only,20251212,188.87333333333333,188.06,189.68666666666667,189.68666666666667,188.06,1.6266666666666652,0.8538932633420815,Wide,Bullish,Above CPR,False,False,0.6875,16,86120663.065,False,False,Overlapping,True,Risk Off,False,None,12.615714285714287,,,0.12893971992601808,0.6035826607694268,False,False,No setup,0.0,None,Week 15 Dec – 19 Dec 2025,Weekly
21STCENMGM,20251212,43.05,44.96,41.55,44.88,1140018.64,21ST CENTURY MGMT SERVICE,Diversified,Cash Only,20251212,43.79666666666666,43.254999999999995,44.338333333333324,44.338333333333324,43.254999999999995,1.0833333333333286,2.4138443256090207,Wide,Bullish,Above CPR,False,False,0.75,16,1320666.08,False,False,Higher,True,Risk Off,False,None,3.158571428571429,,,0.34298205939996834,0.8632149013776441,False,False,No setup,0.0,None,Week 15 Dec – 19 Dec 2025,Weekly
360ONE,20251212,1141.0,1179.0,1092.6,1142.2,4263262683.0,360 ONE WAM LIMITED,Financial Services,Cash Only,20251212,1137.9333333333334,1135.8,1140.0666666666668,1140.0666666666668,1135.8,4.266666666666879,0.3735481235043669,Moderate,Bullish,Above CPR,False,False,0.1875,16,3464965128.05,True,True,Lower,True,Risk Off,True,None,72.44285714285718,,,0.05889699599027438,1.2303912234173804,False,False,No setup,0.0,None,Week 15 Dec – 19 Dec 2025,Weekly
3IINFOLTD,20251212,16.65,16.84,15.6,16.35,33951439.49,3I INFOTECH LIMITED,Information Technology,Cash Only,20251212,16.263333333333332,16.22,16.306666666666665,16.306666666666665,16.22,0.086666666666666,0.5300713557594251,Moderate,Bullish,Above CPR,False,False,0.3125,16,43065130.03,True,True,Lower,True,Risk Off,False,None,1.9207142857142852,,,0.04512210239246279,0.7883742477115191,False,False,No setup,0.0,None,Week 15 Dec – 19 Dec 2025,Weekly
3MINDIA,20251212,34130.0,35540.0,33890.0,35465.0,974085925.0,3M INDIA LIMITED,Diversified,Cash Only,20251212,34965.0,34715.0,35215.0,35215.0,34715.0,500.0,1.4098406880022558,Wide,Bullish,Above CPR,False,False,0.9375,16,597586345.0,False,False,Higher,True,Risk Off,False,None,1633.2142857142858,,,0.3061447627378089,1.6300337736130834,False,False,No setup,0.0,None,Week 15 Dec – 19 Dec 2025,Weekly
3PLAND,20251212,39.99,39.99,35.41,37.68,1457113.71,3P LAND HOLDINGS LIMITED,Diversified,Cash Only,20251212,37.693333333333335,37.7,37.68666666666667,37.7,37.68666666666667,0.013333333333335418,0.035385704175518624,Narrow,Bearish,Below CPR,False,True,0.0625,16,1300325.645,True,True,Lower,True,Risk Off,True,None,3.8435714285714284,,,0.0034689958495947937,1.120576000021902,False,False,No setup,0.0,None,Week 15 Dec – 19 Dec 2025,Weekly
5PAISA,20251212,314.45,316.1,290.35,307.95,102480780.55000001,5PAISA CAPITAL LIMITED,Stock Broking,Cash Only,20251212,304.8,303.225,306.375,306.375,303.225,3.1499999999999773,1.0228933268387652,Wide,Bullish,Above CPR,False,False,0.5,16,62472660.8,False,False,Lower,True,Risk Off,False,None,27.496428571428574,,,0.11456033251071485,1.6404100487744875,False,False,No setup,0.0,None,Week 15 Dec – 19 Dec 2025,Weekly
63MOONS,20251212,812.0,822.6,750.0,761.0,693597427.2,63 MOONS TECHNOLOGIES LTD,Diversified,Cash Only,20251212,777.8666666666667,786.3,769.4333333333334,786.3,769.4333333333334,16.86666666666656,2.2163819535698503,Wide,Bearish,Below CPR,False,False,0.75,16,459455032.75,False,False,Lower,True,Risk Off,False,None,76.31785714285715,,,0.2210055064189544,1.509608944859251,False,False,No setup,0.0,None,Week 15 Dec – 19 Dec 2025,Weekly
A2ZINFRA,20251212,16.04,16.89,14.55,14.79,12254906.16,A2Z INFRA ENGINEERING LTD,Real Estate & Infra,Cash Only,20251212,15.410000000000002,15.72,15.100000000000003,15.72,15.100000000000003,0.6199999999999974,4.192021636240686,Wide,Bearish,Below CPR,False,False,0.8571428571428571,7,18546484.6,False,False,Overlapping,False,Risk Off,False,None,,,,,0.6607670631015432,False,False,No setup,0.0,None,Week 15 Dec – 19 Dec 2025,Weekly
AADHARHFC,20251212,479.3,489.85,479.3,488.9,381050254.4,AADHAR HOUSING FINANCE L,Financial Services,Cash Only,20251212,486.0166666666667,484.57500000000005,487.45833333333337,487.45833333333337,484.57500000000005,2.8833333333333258,0.5897593236517337,Moderate,Bullish,Above CPR,False,False,0.4375,16,807786766.25,False,False,Higher,True,Risk Off,False,None,24.14285714285714,,,0.11942800788954605,0.4717213382548404,False,False,No setup,0.0,None,Week 15 Dec – 19 Dec 2025,Weekly
