SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,JCurve_Stage,JCurve_Score,JCurve_Explanation,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
PWL,EQ,PHYSICSWALLAH LIMITED,142.75,145.6,135.0,137.89,82074266,11548469610.14,20251209,141.33,134.51,138.44,138.09333333333333,137.92000000000002,138.26666666666665,138.26666666666665,137.92000000000002,0.3466666666666356,0.2504093229316928,Moderate,Bullish,Below CPR,Cash Only,Consumer Services,True,False,False,0.2,16,7517051394.955,False,False,Higher,False,Risk Off,False,None,10.640714285714283,,,0.03257926651898301,1.536303133152801,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
IOC,EQ,INDIAN OIL CORP LTD,162.2,163.33,160.33,163.01,10272407,1665501322.46,20251209,164.42,161.0,162.1,162.50666666666666,162.70999999999998,162.30333333333334,162.70999999999998,162.30333333333334,0.40666666666663787,0.2508739461237741,Moderate,Bearish,Above CPR,Cash Only,Oil Gas & Consumable Fuels,True,False,False,0.4666666666666667,60,1695453934.54,False,False,Lower,True,Risk Off,False,None,2.807142857142856,160.7948,,0.144868532654782,0.9823335736407804,True,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
TARACHAND,EQ,TARA CHAND INFRA SOLN LTD,72.99,73.2,69.41,72.32,213256,15148636.04,20251209,73.47,69.31,71.66,71.48,71.39,71.57000000000001,71.57000000000001,71.39,0.18000000000000682,0.25118615685180967,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,False,0.25,60,15143973.829999998,True,False,Overlapping,True,Risk Off,True,None,3.391428571428573,80.5626,,0.05307497893850241,1.000307859089849,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
DRREDDY,EQ,DR. REDDY S LABORATORIES,1266.5,1267.4,1241.3,1246.2,2118272,2655983907.8,20251209,1279.0,1263.7,1266.5,1269.7333333333333,1271.35,1268.1166666666668,1271.35,1268.1166666666668,3.233333333333121,0.25529674957229537,Moderate,Bearish,Below CPR,Cash Only,Healthcare,True,False,False,0.5166666666666667,60,1827191970.9499998,False,False,Lower,True,Risk Off,False,Bearish Virgin,19.907142857142876,1245.8139999999999,,0.16242076306660802,1.4535877729470823,True,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
BALKRISIND,EQ,BALKRISHNA IND. LTD,2343.0,2357.0,2307.0,2324.6,55431,128970414.4,20251209,2387.8,2343.7,2356.7,2362.733333333333,2365.75,2359.7166666666662,2365.75,2359.7166666666662,6.033333333333758,0.25600769437492077,Moderate,Bearish,Below CPR,Cash Only,Automobile and Auto Components,True,False,False,0.45,60,310358668.5,False,False,Lower,True,Risk Off,False,Bearish Virgin,66.26428571428573,2315.626,,0.09104954906399977,0.41555280225723745,True,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
PARADEEP,EQ,PARADEEP PHOSPHATES LTD,151.93,155.99,148.3,155.26,3714618,565951034.59,20251209,156.35,151.55,153.36,153.75333333333333,153.95,153.55666666666667,153.95,153.55666666666667,0.39333333333331666,0.2564771344113958,Moderate,Bearish,Above CPR,Cash Only,Chemicals,True,False,False,0.23333333333333334,60,900638436.625,True,True,Lower,True,Risk Off,True,None,5.927142857142856,170.05419999999998,,0.06636137221820239,0.6283887202402908,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
CUB,EQ,CITY UNION BANK LTD,265.2,266.65,261.05,264.4,1759950,465215532.05,20251209,271.65,260.2,264.9,265.5833333333333,265.92499999999995,265.2416666666667,265.92499999999995,265.2416666666667,0.6833333333332803,0.2579589782307589,Moderate,Bearish,Below CPR,Cash Only,Financial Services,True,False,False,0.2,60,509903876.695,False,False,Lower,True,Risk Off,True,Bearish Virgin,10.029285714285717,244.80499999999995,,0.06813379863731872,0.9123592765470767,True,False,Short,0.5,None,None,0,No active J-Curve setup.,Short,66,Confirmed,CPR width: 0.2580% (12/20); Price location: Below CPR (20/20); Trend: partially aligned (1/2) (12/20); Participation: moderate (0.91x) (12/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ITCHOTELS,EQ,ITC HOTELS LIMITED,204.8,205.39,194.0,199.02,9405038,1861576844.85,20251209,207.5,205.0,205.45,205.98333333333335,206.25,205.7166666666667,206.25,205.7166666666667,0.533333333333303,0.2595927638516929,Moderate,Bearish,Below CPR,Cash Only,Consumer Services,True,False,False,0.43333333333333335,60,450176417.86,False,False,Lower,True,Risk Off,False,Bearish Virgin,4.334285714285717,213.6024,,0.12304987914743305,4.135216264102333,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
BOSCHLTD,EQ,BOSCH LIMITED,36660.0,36885.0,36285.0,36780.0,15770,577427950.0,20251209,37080.0,36395.0,36595.0,36690.0,36737.5,36642.5,36737.5,36642.5,95.0,0.25959830577947807,Moderate,Bearish,Above CPR,Cash Only,Automobile and Auto Components,True,False,False,0.5166666666666667,60,786820977.5,False,False,Lower,True,Risk Off,False,None,594.6428571428571,37577.3,,0.15975975975975976,0.7338746252479015,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ELECON,EQ,ELECON ENG. CO. LTD,470.75,479.3,461.0,476.95,232601,109849900.95,20251209,476.55,465.95,473.1,471.8666666666666,471.25,472.48333333333323,472.48333333333323,471.25,1.2333333333332348,0.2606918903684707,Moderate,Bullish,Above CPR,Cash Only,Capital Goods,True,False,False,0.23333333333333334,60,162258443.05,False,False,Lower,True,Risk Off,True,None,15.082142857142868,539.518,,0.08177440997710289,0.6770057624437436,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
