SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup
NATCAPSUQ,EQ,NATURAL CAPSULES LIMITED,175.8,181.0,175.8,178.4,6958,1240788.14,20251222,178.4,178.4,178.4,178.4,178.4,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.06666666666666667,15,815324.8,Higher,False,No setup
EXCEL,EQ,EXCEL REALTY N INFRA LTD,1.46,1.46,1.4,1.43,5662776,8126882.96,20251222,1.43,1.43,1.43,1.43,1.43,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.13636363636363635,11,3757311.29,Higher,False,No setup
BESTAGRO,EQ,BEST AGROLIFE LIMITED,381.0,397.9,381.0,389.45,66919,26206378.3,20251222,389.45,389.45,389.45,389.45,389.45,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.025,40,12992410.325,Higher,False,No setup
AUTOIND,EQ,AUTOLINE INDUSTRIES LTD,77.12,79.9,76.62,78.26,141775,11115260.77,20251222,78.26,78.26,78.26,78.26,78.26,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.025,40,5257011.115,Higher,False,No setup
MOKSH,EQ,MOKSH ORNAMENTS LIMITED,15.31,15.55,15.31,15.43,210436,3256539.5,20251222,15.43,15.43,15.43,15.43,15.43,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.025,40,6723356.574999999,Lower,False,No setup
DCM,EQ,DCM LTD,93.0,93.0,91.0,92.0,8090,743522.19,20251222,92.0,92.0,92.0,92.0,92.0,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.025,40,893714.725,Lower,False,No setup
YESBANK,EQ,YES BANK LIMITED,21.78,21.86,21.7,21.78,40151576,874625955.68,20251222,21.78,21.78,21.78,21.78,21.78,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Financial Services,False,False,0.025,40,1654679335.1399999,Higher,False,No setup
SIL,EQ,STANDARD INDUSTRIES LTD.,16.45,16.45,15.99,16.22,22590,364757.77,20251222,16.22,16.22,16.22,16.22,16.22,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.025,40,299447.71499999997,Lower,False,No setup
INVENTURE,EQ,INVENTURE GRO & SEC LTD,1.18,1.22,1.18,1.2,1006606,1206578.45,20251222,1.2,1.2,1.2,1.2,1.2,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.075,40,1144113.14,Higher,False,No setup
BANKBARODA,EQ,BANK OF BARODA,292.5,295.75,292.25,294.0,5388164,1583649199.4,20251222,294.0,294.0,294.0,294.0,294.0,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Financial Services,False,False,0.025,40,2255786748.775,Higher,False,No setup
TORNTPOWER,EQ,TORRENT POWER LTD,1280.6,1299.0,1275.6,1287.3,289616,373421250.6,20251222,1287.3,1287.3,1287.3,1287.3,1287.3,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Power,False,False,0.025,40,403814993.2,Higher,False,No setup
GANGAFORGE,EQ,GANGA FORGING LIMITED,3.6,3.88,3.4,3.64,1394224,5181620.81,20251222,3.64,3.6399999999999997,3.6400000000000006,3.6400000000000006,3.6399999999999997,8.881784197001252e-16,2.4400506035717725e-14,Narrow,Bullish,Inside CPR,Cash Only,Unclassified,False,False,0.075,40,398242.79500000004,Higher,True,Watch
CENTRUM,EQ,CENTRUM CAPITAL LIMITED,28.45,28.81,28.05,28.43,67946,1933315.97,20251222,28.429999999999996,28.43,28.429999999999993,28.43,28.429999999999993,7.105427357601002e-15,2.4992709664442496e-14,Narrow,Bearish,Inside CPR,Cash Only,Unclassified,False,False,0.025,40,6478808.824999999,Lower,True,Watch
GOLDTECH,EQ,AION-TECH SOLUTIONS LTD,50.0,52.46,50.0,51.23,16812,855557.31,20251222,51.23,51.230000000000004,51.22999999999999,51.230000000000004,51.22999999999999,1.4210854715202004e-14,2.773932210658209e-14,Narrow,Bearish,Inside CPR,Cash Only,Unclassified,False,False,0.025,40,1402590.3900000001,Higher,True,Watch
MKPL,EQ,M K PROTEINS LIMITED,6.06,6.15,6.01,6.08,132176,801172.41,20251222,6.080000000000001,6.08,6.080000000000002,6.080000000000002,6.08,1.7763568394002505e-15,2.9216395384872544e-14,Narrow,Bullish,Inside CPR,Cash Only,Unclassified,False,False,0.025,40,852704.2150000001,Inside,True,Watch
SMARTLINK,EQ,SMARTLINK HOLDINGS LTD,131.54,136.9,130.25,133.57,19887,2653215.82,20251222,133.57333333333332,133.575,133.57166666666666,133.575,133.57166666666666,0.0033333333333303017,0.002495570362604104,Narrow,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.025,40,581552.4199999999,Higher,True,No setup
TITAN,EQ,TITAN COMPANY LIMITED,3940.0,3950.8,3917.1,3933.8,569521,2241067512.5,20251222,3933.9,3933.95,3933.8500000000004,3933.95,3933.8500000000004,0.0999999999994543,0.0025420712796648103,Narrow,Bearish,Below CPR,Cash Only,Consumer Durables,False,True,0.025,40,2567078980.15,Inside,True,No setup
EKC,EQ,EVEREST KANTO CYLINDERLTD,115.41,117.3,115.41,116.36,218437,25391661.07,20251222,116.35666666666667,116.35499999999999,116.35833333333335,116.35833333333335,116.35499999999999,0.0033333333333587234,0.0028646728543818526,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,0.025,40,26890826.26,Higher,True,Long
OIL,EQ,OIL INDIA LTD,408.05,408.1,403.85,406.0,704060,286133010.15,20251222,405.98333333333335,405.975,405.9916666666667,405.9916666666667,405.975,0.01666666666665151,0.00410509031198313,Narrow,Bullish,Above CPR,Cash Only,Oil Gas & Consumable Fuels,True,False,0.025,40,573092527.625,Higher,True,Long
HIKAL,EQ,HIKAL LIMITED,238.4,241.95,237.16,239.57,173566,41641439.51,20251222,239.56000000000003,239.555,239.56500000000005,239.56500000000005,239.555,0.010000000000047748,0.0041741453437608,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,0.025,40,41245134.655,Higher,True,Long
CHOICEIN,EQ,CHOICE INTERNATIONAL LTD,791.2,794.0,787.0,790.55,358977,283858622.75,20251222,790.5166666666668,790.5,790.5333333333335,790.5333333333335,790.5,0.03333333333353039,0.004216473763016936,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.025,40,341506369.175,Higher,True,Long
SILGO,EQ,SILGO RETAIL LIMITED,76.6,76.6,73.31,74.96,317659,23952387.77,20251222,74.95666666666666,74.955,74.95833333333333,74.95833333333333,74.955,0.0033333333333303017,0.0044468160796829,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,0.06666666666666667,15,20894472.47,Higher,True,Long
ZENSARTECH,EQ,ZENSAR TECHNOLOGIES  LTD,743.8,752.5,742.2,747.4,151756,113534803.95,20251222,747.3666666666667,747.35,747.3833333333333,747.3833333333333,747.35,0.03333333333330302,0.004459905450000403,Narrow,Bullish,Above CPR,Cash Only,Information Technology,True,False,0.025,40,268193942.2,Higher,True,Long
INDOFARM,EQ,INDO FARM EQUIPMENT LTD,187.54,198.19,186.82,192.52,313273,60131817.36,20251222,192.51,192.505,192.515,192.515,192.505,0.009999999999990905,0.005194265530849213,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,0.025,40,34561087.845,Higher,True,Long
SUNDRMFAST,EQ,SUNDRAM FASTENERS LTD,939.75,946.55,935.0,940.7,19804,18642318.95,20251222,940.75,940.775,940.725,940.775,940.725,0.049999999999954525,0.005315190815345437,Narrow,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.025,40,57575404.275,Higher,True,No setup
RBLBANK,EQ,RBL BANK LIMITED,301.5,305.15,301.0,303.1,3436480,1041058976.7,20251222,303.0833333333333,303.075,303.09166666666664,303.09166666666664,303.075,0.01666666666665151,0.005498735290878095,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.05,40,1510388429.0,Higher,True,Long
GKWLIMITED,EQ,GKW LIMITED,1700.3,1740.0,1700.3,1720.0,172,297143.6,20251222,1720.1000000000001,1720.15,1720.0500000000002,1720.15,1720.0500000000002,0.09999999999990905,0.0058139534883668055,Narrow,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.025,40,741032.5,Inside,True,No setup
NIBE,EQ,NIBE LIMITED,1127.2,1147.0,1123.2,1135.0,19358,21982487.1,20251222,1135.0666666666666,1135.1,1135.0333333333333,1135.1,1135.0333333333333,0.06666666666660603,0.005873715124811104,Narrow,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.025,40,38428078.95,Higher,True,No setup
TBZ,EQ,TRIB BHIMJI ZAVERI LTD,162.85,164.84,161.71,163.26,86935,14176049.55,20251222,163.27,163.275,163.26500000000001,163.275,163.26500000000001,0.009999999999990905,0.006125199068964171,Narrow,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.025,40,25290716.055,Higher,True,No setup
CAPITALSFB,EQ,CAPITAL SMALL FIN BANK L,261.3,266.8,260.55,263.7,18047,4768742.85,20251222,263.68333333333334,263.675,263.69166666666666,263.69166666666666,263.675,0.01666666666665151,0.006320313487543234,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,0.05,40,7061735.05,Lower,True,No setup
SBILIFE,EQ,SBI LIFE INSURANCE CO LTD,2027.7,2031.1,2013.1,2022.3,526892,1064612301.2,20251222,2022.1666666666667,2022.1,2022.2333333333336,2022.2333333333336,2022.1,0.13333333333366681,0.006593153010614985,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.05,40,1640698291.6,Lower,True,No setup
21STCENMGM,EQ,21ST CENTURY MGMT SERVICE,49.71,49.71,49.7,49.71,6330,314664.28,20251222,49.70666666666667,49.705,49.70833333333334,49.70833333333334,49.705,0.0033333333333445125,0.006705558908357498,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,0.175,40,284265.51,Higher,True,Long
TSFINV,EQ,TSF INVESTMENTS LIMITED,473.8,483.5,471.3,477.45,60735,29050785.55,20251222,477.4166666666667,477.4,477.4333333333334,477.4333333333334,477.4,0.033333333333416704,0.006981533843002766,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,0.025,40,44523165.75,Higher,True,Long
IGARASHI,EQ,IGARASHI MOTORS INDIA LTD,433.1,441.4,433.1,437.2,28491,12477251.7,20251222,437.23333333333335,437.25,437.2166666666667,437.25,437.2166666666667,0.03333333333330302,0.007624275693802154,Narrow,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.025,40,16426922.175,Higher,True,No setup
PDSL,EQ,PDS LIMITED,370.7,385.0,368.0,376.55,273247,103631502.65,20251222,376.51666666666665,376.5,376.5333333333333,376.5333333333333,376.5,0.03333333333330302,0.00885229938475714,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,0.025,40,57329321.6,Inside,True,No setup
SEAMECLTD,EQ,SEAMEC LIMITED,1027.0,1061.0,1025.2,1042.95,44662,46620319.25,20251222,1043.05,1043.1,1043.0,1043.1,1043.0,0.09999999999990905,0.009588187353172161,Narrow,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.025,40,28468900.700000003,Higher,True,No setup
INGERRAND,EQ,INGERSOLL-RAND INDIA LTD,3414.6,3441.9,3382.5,3411.7,12394,42181652.0,20251222,3412.033333333333,3412.2,3411.866666666666,3412.2,3411.866666666666,0.33333333333393966,0.009770300241344189,Narrow,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.025,40,31746640.450000003,Inside,True,No setup
PARAGMILK,EQ,PARAG MILK FOODS LTD.,310.0,311.25,306.15,308.65,347740,107289188.8,20251222,308.68333333333334,308.7,308.6666666666667,308.7,308.6666666666667,0.03333333333330302,0.010799719207290788,Narrow,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.025,40,247899515.775,Lower,True,Short
TREL,EQ,TRANSINDIA REAL ESTATE L,30.14,30.51,30.0,30.26,53567,1619389.26,20251222,30.25666666666667,30.255000000000003,30.25833333333334,30.25833333333334,30.255000000000003,0.003333333333337407,0.011015642211954418,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,0.025,40,2477253.8,Lower,True,No setup
