SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,JCurve_Stage,JCurve_Score,JCurve_Explanation,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
NINSYS,EQ,NINTEC SYSTEMS LIMITED,391.0,413.4,390.55,405.1,22292,9034835.0,20251204,468.95,386.0,395.25,416.73333333333335,427.475,405.9916666666667,427.475,405.9916666666667,21.48333333333335,5.435378452456255,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,1.0,60,1039798.425,False,False,Overlapping,True,Risk Off,False,None,26.39285714285714,428.61400000000003,,0.8139828597203435,8.689025471451354,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
WIPL,EQ,THE WESTERN INDIA PLY LTD,174.97,178.0,160.1,161.45,17535,2984908.46,20251204,178.99,160.05,160.87,166.63666666666668,169.52,163.75333333333336,169.52,163.75333333333336,5.7666666666666515,3.5846749963738738,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,1.0,60,213764.83000000002,False,False,Higher,True,Risk Off,False,None,9.874285714285708,164.0914,,0.5840084876543198,13.963515233071782,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
FLEXITUFF,EQ,FLEXITUFF VENTURES INT L,16.6,17.3,16.58,16.58,23500,390223.3,20251204,19.29,17.46,17.46,18.07,18.375,17.765,18.375,17.765,0.6099999999999994,3.4936998854524592,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,1.0,60,214469.02000000002,False,False,Lower,True,Risk Off,False,Bearish Virgin,0.9064285714285713,19.2696,,0.6729708431836087,1.8194856301390288,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
TIPSFILMS,EQ,TIPS FILMS LIMITED,409.5,409.7,393.05,402.0,8662,3472687.15,20251204,464.4,405.1,413.45,427.65000000000003,434.75,420.55000000000007,434.75,420.55000000000007,14.199999999999932,3.434514451566074,Wide,Bearish,Below CPR,Cash Only,Media & Entertainment,False,False,False,0.9833333333333333,60,1182646.0750000002,False,False,Overlapping,True,Risk Off,False,None,21.739285714285703,423.231,,0.6531953343190378,2.9363705874557606,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
GANGAFORGE,EQ,GANGA FORGING LIMITED,2.93,2.93,2.7,2.82,921338,2571864.86,20251204,3.21,2.78,2.85,2.9466666666666668,2.995,2.8983333333333334,2.995,2.8983333333333334,0.09666666666666668,3.3918128654970765,Wide,Bearish,Below CPR,Cash Only,Automobile & Ancillary,False,False,False,0.9833333333333333,60,514450.235,False,False,Lower,True,Risk Off,False,Bearish Virgin,0.1692857142857143,3.4854000000000003,,0.5710267229254572,4.999249072167301,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
PATELRMART,EQ,PATEL RETAIL LIMITED,228.0,234.2,224.05,226.0,337609,77133410.9,20251204,249.0,220.0,224.3,231.1,234.5,227.7,234.5,227.7,6.800000000000011,3.03165403477486,Wide,Bearish,Below CPR,Cash Only,Consumer & Retail,False,False,False,1.0,59,38771449.1,False,False,Lower,True,Risk Off,False,Bearish Virgin,12.489285714285712,230.1518,,0.5444666857306273,1.9894384319001377,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
AKI,EQ,AKI INDIA LIMITED,7.32,7.48,7.19,7.23,129460,939246.11,20251204,8.0,7.28,7.32,7.533333333333334,7.640000000000001,7.426666666666668,7.640000000000001,7.426666666666668,0.21333333333333293,2.9143897996356958,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,1.0,37,297947.44,False,False,Outside,True,Risk Off,False,Bearish Virgin,0.40714285714285703,,,0.5239766081871337,3.152388589074637,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
OILCOUNTUB,EQ,OIL COUNTRY TUBULAR LTD,69.06,69.06,65.0,65.71,42683,2841772.6,20251204,74.76,67.8,68.58,70.38,71.28,69.47999999999999,71.28,69.47999999999999,1.8000000000000114,2.624671916010515,Wide,Bearish,Below CPR,Cash Only,Energy & Oil/Gas,False,False,False,1.0,60,1785301.945,False,False,Overlapping,True,Risk Off,False,None,2.915714285714287,68.2872,,0.6173444390004936,1.5917602106236433,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
NOIDATOLL,EQ,NOIDA TOLL BRIDGE CO LTD,4.68,4.68,4.46,4.47,156038,704501.95,20251204,5.08,4.69,4.7,4.823333333333333,4.885,4.761666666666667,4.885,4.761666666666667,0.12333333333333307,2.624113475177299,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,0.9722222222222222,37,425407.08,False,False,Lower,True,Risk Off,False,Bearish Virgin,0.24928571428571436,,,0.4947468958930265,1.656065409160562,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
CTE,EQ,CAMBRIDGE TECH ENTER LTD,40.55,41.4,40.06,40.14,52165,2100209.41,20251204,45.35,42.17,42.17,43.23,43.760000000000005,42.69999999999999,43.760000000000005,42.69999999999999,1.0600000000000165,2.5136352857482014,Wide,Bearish,Below CPR,Cash Only,Diversified,False,False,False,0.9491525423728814,60,1019045.9850000001,False,False,Lower,True,Risk Off,False,Bearish Virgin,2.625714285714286,46.615,,0.4036996735582217,2.060956464099115,False,False,No setup,0.0,None,None,0,No active J-Curve setup.,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed
